,straddle_open,straddle_high,straddle_low,straddle_close,straddle_entryPrice,straddle_stoploss,straddle_tgt,stradle_SLhit,stradle_Tgthit,straddle_hit_status,straddle_exitPrice,straddle_MTM,straddle_highMTM,straddle_maxMTM,straddle_lowMTM,straddle_minMTM,straddle_PnL
2022-03-10 09:33:00,403.0,410.0,405.3,404.95,410.9,493.0799999999999,82.17999999999998,0,0,,,5.949999999999989,5.599999999999966,14.5,0.8999999999999773,-27.950000000000045,
2022-03-10 09:34:00,403.65,421.65,402.7,423.4,410.9,493.0799999999999,82.17999999999998,0,0,,,-12.5,8.199999999999989,14.5,-10.75,-27.950000000000045,
2022-03-10 09:35:00,417.15,421.25,407.25,409.4,410.9,493.0799999999999,82.17999999999998,0,0,,,1.5,3.6499999999999773,14.5,-10.350000000000023,-27.950000000000045,
2022-03-10 09:36:00,413.15000000000003,413.15000000000003,395.9,401.25,410.9,493.0799999999999,82.17999999999998,0,0,,,9.649999999999977,15.0,15.0,-2.250000000000057,-27.950000000000045,
2022-03-10 09:37:00,405.8,403.35,392.2,395.0,410.9,493.0799999999999,82.17999999999998,0,0,,,15.899999999999977,18.69999999999999,18.69999999999999,7.5499999999999545,-27.950000000000045,
2022-03-10 09:38:00,398.2,397.8,388.65,385.55,410.9,493.0799999999999,82.17999999999998,0,0,,,25.349999999999966,22.25,22.25,13.099999999999966,-27.950000000000045,
2022-03-10 09:39:00,380.04999999999995,385.55,378.45000000000005,381.79999999999995,410.9,493.0799999999999,82.17999999999998,0,0,,,29.100000000000023,32.44999999999993,32.44999999999993,25.349999999999966,-27.950000000000045,
2022-03-10 09:40:00,381.1,386.9,379.55,385.7,410.9,493.0799999999999,82.17999999999998,0,0,,,25.19999999999999,31.349999999999966,32.44999999999993,24.0,-27.950000000000045,
2022-03-10 09:41:00,386.45000000000005,386.95,384.4,385.95,410.9,493.0799999999999,82.17999999999998,0,0,,,24.94999999999999,26.5,32.44999999999993,23.94999999999999,-27.950000000000045,
2022-03-10 09:42:00,386.2,387.85,385.1,386.25,410.9,493.0799999999999,82.17999999999998,0,0,,,24.649999999999977,25.799999999999955,32.44999999999993,23.049999999999955,-27.950000000000045,
2022-03-10 09:43:00,385.29999999999995,391.20000000000005,385.29999999999995,389.15,410.9,493.0799999999999,82.17999999999998,0,0,,,21.75,25.600000000000023,32.44999999999993,19.699999999999932,-27.950000000000045,
2022-03-10 09:44:00,389.75,394.84999999999997,387.85,391.95,410.9,493.0799999999999,82.17999999999998,0,0,,,18.94999999999999,23.049999999999955,32.44999999999993,16.05000000000001,-27.950000000000045,
2022-03-10 09:45:00,394.95,393.6,385.70000000000005,388.15,410.9,493.0799999999999,82.17999999999998,0,0,,,22.75,25.199999999999932,32.44999999999993,17.299999999999955,-27.950000000000045,
2022-03-10 09:46:00,387.2,385.75,375.4,375.35,410.9,493.0799999999999,82.17999999999998,0,0,,,35.549999999999955,35.5,35.5,25.149999999999977,-27.950000000000045,
2022-03-10 09:47:00,373.6,374.70000000000005,366.3,365.8,410.9,493.0799999999999,82.17999999999998,0,0,,,45.099999999999966,44.599999999999966,44.599999999999966,36.19999999999993,-27.950000000000045,
2022-03-10 09:48:00,367.35,369.1,361.85,364.15,410.9,493.0799999999999,82.17999999999998,0,0,,,46.75,49.049999999999955,49.049999999999955,41.799999999999955,-27.950000000000045,
2022-03-10 09:49:00,366.6,366.6,353.79999999999995,356.0,410.9,493.0799999999999,82.17999999999998,0,0,,,54.89999999999998,57.10000000000002,57.10000000000002,44.299999999999955,-27.950000000000045,
2022-03-10 09:50:00,355.0,358.1,356.6,353.75,410.9,493.0799999999999,82.17999999999998,0,0,,,57.14999999999998,54.299999999999955,57.10000000000002,52.799999999999955,-27.950000000000045,
2022-03-10 09:51:00,354.65,354.9,349.35,352.79999999999995,410.9,493.0799999999999,82.17999999999998,0,0,,,58.10000000000002,61.549999999999955,61.549999999999955,56.0,-27.950000000000045,
2022-03-10 09:52:00,354.0,354.85,352.35,356.95000000000005,410.9,493.0799999999999,82.17999999999998,0,0,,,53.94999999999993,58.549999999999955,61.549999999999955,56.049999999999955,-27.950000000000045,
2022-03-10 09:53:00,356.4,354.8,354.05,354.8,410.9,493.0799999999999,82.17999999999998,0,0,,,56.099999999999966,56.849999999999966,61.549999999999955,56.099999999999966,-27.950000000000045,
2022-03-10 09:54:00,355.6,358.65,356.65,358.65,410.9,493.0799999999999,82.17999999999998,0,0,,,52.25,54.25,61.549999999999955,52.25,-27.950000000000045,
2022-03-10 09:55:00,358.5,356.2,354.29999999999995,353.2,410.9,493.0799999999999,82.17999999999998,0,0,,,57.69999999999999,56.60000000000002,61.549999999999955,54.69999999999999,-27.950000000000045,
2022-03-10 09:56:00,354.54999999999995,354.85,351.15,350.95000000000005,410.9,493.0799999999999,82.17999999999998,0,0,,,59.94999999999993,59.75,61.549999999999955,56.049999999999955,-27.950000000000045,
2022-03-10 09:57:00,350.20000000000005,346.5,344.35,347.4,410.9,493.0799999999999,82.17999999999998,0,0,,,63.5,66.54999999999995,66.54999999999995,64.39999999999998,-27.950000000000045,
2022-03-10 09:58:00,346.6,348.65,344.85,344.65,410.9,493.0799999999999,82.17999999999998,0,0,,,66.25,66.04999999999995,66.54999999999995,62.25,-27.950000000000045,
2022-03-10 09:59:00,346.4,345.45,340.2,340.5,410.9,493.0799999999999,82.17999999999998,0,0,,,70.39999999999998,70.69999999999999,70.69999999999999,65.44999999999999,-27.950000000000045,
2022-03-10 10:00:00,341.75,336.5,334.0,338.04999999999995,410.9,493.0799999999999,82.17999999999998,0,0,,,72.85000000000002,76.89999999999998,76.89999999999998,74.39999999999998,-27.950000000000045,
2022-03-10 10:01:00,334.55,332.2,330.0,331.0,410.9,493.0799999999999,82.17999999999998,0,0,,,79.89999999999998,80.89999999999998,80.89999999999998,78.69999999999999,-27.950000000000045,
2022-03-10 10:02:00,331.15,332.4,328.85,332.65,410.9,493.0799999999999,82.17999999999998,0,0,,,78.25,82.04999999999995,82.04999999999995,78.5,-27.950000000000045,
2022-03-10 10:03:00,331.6,332.5,328.75,333.2,410.9,493.0799999999999,82.17999999999998,0,0,,,77.69999999999999,82.14999999999998,82.14999999999998,78.39999999999998,-27.950000000000045,
2022-03-10 10:04:00,334.7,336.15,335.85,338.25,410.9,493.0799999999999,82.17999999999998,0,0,,,72.64999999999998,75.04999999999995,82.14999999999998,74.75,-27.950000000000045,
2022-03-10 10:05:00,338.85,341.6,341.35,342.65,410.9,493.0799999999999,82.17999999999998,0,0,,,68.25,69.54999999999995,82.14999999999998,69.29999999999995,-27.950000000000045,
2022-03-10 10:06:00,342.15,349.4,342.35,344.4,410.9,493.0799999999999,82.17999999999998,0,0,,,66.5,68.54999999999995,82.14999999999998,61.5,-27.950000000000045,
2022-03-10 10:07:00,344.85,354.2,344.85,355.35,410.9,493.0799999999999,82.17999999999998,0,0,,,55.549999999999955,66.04999999999995,82.14999999999998,56.69999999999999,-27.950000000000045,
2022-03-10 10:08:00,354.8,368.55,354.8,369.9,410.9,493.0799999999999,82.17999999999998,0,0,,,41.0,56.099999999999966,82.14999999999998,42.349999999999966,-27.950000000000045,
2022-03-10 10:09:00,372.25,376.55,366.75,365.85,410.9,493.0799999999999,82.17999999999998,0,0,,,45.049999999999955,44.14999999999998,82.14999999999998,34.349999999999966,-27.950000000000045,
2022-03-10 10:10:00,366.65,374.35,360.3,372.54999999999995,410.9,493.0799999999999,82.17999999999998,0,0,,,38.35000000000002,50.599999999999966,82.14999999999998,36.549999999999955,-27.950000000000045,
2022-03-10 10:11:00,370.45000000000005,369.35,357.85,355.4,410.9,493.0799999999999,82.17999999999998,0,0,,,55.5,53.049999999999955,82.14999999999998,41.549999999999955,-27.950000000000045,
2022-03-10 10:12:00,353.7,359.0,343.75,359.75,410.9,493.0799999999999,82.17999999999998,0,0,,,51.14999999999998,67.14999999999998,82.14999999999998,51.89999999999998,-27.950000000000045,
2022-03-10 10:13:00,359.5,361.5,353.05,359.25,410.9,493.0799999999999,82.17999999999998,0,0,,,51.64999999999998,57.849999999999966,82.14999999999998,49.39999999999998,-27.950000000000045,
2022-03-10 10:14:00,357.04999999999995,359.79999999999995,350.55,358.75,410.9,493.0799999999999,82.17999999999998,0,0,,,52.14999999999998,60.349999999999966,82.14999999999998,51.10000000000002,-27.950000000000045,
2022-03-10 10:15:00,360.3,360.09999999999997,353.65,355.7,410.9,493.0799999999999,82.17999999999998,0,0,,,55.19999999999999,57.25,82.14999999999998,50.80000000000001,-27.950000000000045,
2022-03-10 10:16:00,355.0,358.85,355.0,353.45000000000005,410.9,493.0799999999999,82.17999999999998,0,0,,,57.44999999999993,55.89999999999998,82.14999999999998,52.049999999999955,-27.950000000000045,
2022-03-10 10:17:00,354.25,358.0,354.25,356.70000000000005,410.9,493.0799999999999,82.17999999999998,0,0,,,54.19999999999993,56.64999999999998,82.14999999999998,52.89999999999998,-27.950000000000045,
2022-03-10 10:18:00,357.65,364.9,358.95000000000005,363.84999999999997,410.9,493.0799999999999,82.17999999999998,0,0,,,47.05000000000001,51.94999999999993,82.14999999999998,46.0,-27.950000000000045,
2022-03-10 10:19:00,364.0,366.35,358.5,358.5,410.9,493.0799999999999,82.17999999999998,0,0,,,52.39999999999998,52.39999999999998,82.14999999999998,44.549999999999955,-27.950000000000045,
2022-03-10 10:20:00,358.7,365.5,358.7,362.5,410.9,493.0799999999999,82.17999999999998,0,0,,,48.39999999999998,52.19999999999999,82.14999999999998,45.39999999999998,-27.950000000000045,
2022-03-10 10:21:00,364.75,375.1,364.75,374.9,410.9,493.0799999999999,82.17999999999998,0,0,,,36.0,46.14999999999998,82.14999999999998,35.799999999999955,-27.950000000000045,
2022-03-10 10:22:00,376.45,375.55,369.7,372.5,410.9,493.0799999999999,82.17999999999998,0,0,,,38.39999999999998,41.19999999999999,82.14999999999998,35.349999999999966,-27.950000000000045,
2022-03-10 10:23:00,373.1,387.09999999999997,365.85,389.09999999999997,410.9,493.0799999999999,82.17999999999998,0,0,,,21.80000000000001,45.049999999999955,82.14999999999998,23.80000000000001,-27.950000000000045,
2022-03-10 10:24:00,383.1,414.3,383.15,411.0,410.9,493.0799999999999,82.17999999999998,0,0,,,-0.10000000000002274,27.75,82.14999999999998,-3.400000000000034,-27.950000000000045,
2022-03-10 10:25:00,412.8,440.7,408.95,422.1,410.9,493.0799999999999,82.17999999999998,0,0,,,-11.200000000000045,1.9499999999999886,82.14999999999998,-29.80000000000001,-29.80000000000001,
2022-03-10 10:26:00,419.75,420.59999999999997,399.8,404.6,410.9,493.0799999999999,82.17999999999998,0,0,,,6.2999999999999545,11.099999999999966,82.14999999999998,-9.699999999999989,-29.80000000000001,
2022-03-10 10:27:00,404.45,422.5,404.45,417.29999999999995,410.9,493.0799999999999,82.17999999999998,0,0,,,-6.399999999999977,6.449999999999989,82.14999999999998,-11.600000000000023,-29.80000000000001,
2022-03-10 10:28:00,417.55,422.84999999999997,407.25,415.2,410.9,493.0799999999999,82.17999999999998,0,0,,,-4.300000000000011,3.6499999999999773,82.14999999999998,-11.949999999999989,-29.80000000000001,
2022-03-10 10:29:00,414.8,420.0,411.05,412.7,410.9,493.0799999999999,82.17999999999998,0,0,,,-1.8000000000000114,-0.1500000000000341,82.14999999999998,-9.100000000000023,-29.80000000000001,
2022-03-10 10:30:00,412.55,416.35,382.05,382.05,410.9,493.0799999999999,82.17999999999998,0,0,,,28.849999999999966,28.849999999999966,82.14999999999998,-5.4500000000000455,-29.80000000000001,
2022-03-10 10:31:00,381.6,393.4,357.29999999999995,359.04999999999995,410.9,493.0799999999999,82.17999999999998,0,0,,,51.85000000000002,53.60000000000002,82.14999999999998,17.5,-29.80000000000001,
2022-03-10 10:32:00,361.0,369.05,344.2,356.0,410.9,493.0799999999999,82.17999999999998,0,0,,,54.89999999999998,66.69999999999999,82.14999999999998,41.849999999999966,-29.80000000000001,
2022-03-10 10:33:00,354.25,369.04999999999995,352.0,367.35,410.9,493.0799999999999,82.17999999999998,0,0,,,43.549999999999955,58.89999999999998,82.14999999999998,41.85000000000002,-29.80000000000001,
2022-03-10 10:34:00,364.79999999999995,364.79999999999995,352.05,358.05,410.9,493.0799999999999,82.17999999999998,0,0,,,52.849999999999966,58.849999999999966,82.14999999999998,46.10000000000002,-29.80000000000001,
2022-03-10 10:35:00,360.35,370.15000000000003,359.65,362.2,410.9,493.0799999999999,82.17999999999998,0,0,,,48.69999999999999,51.25,82.14999999999998,40.74999999999994,-29.80000000000001,
2022-03-10 10:36:00,364.2,370.0,358.79999999999995,369.9,410.9,493.0799999999999,82.17999999999998,0,0,,,41.0,52.10000000000002,82.14999999999998,40.89999999999998,-29.80000000000001,
2022-03-10 10:37:00,371.75,387.95000000000005,370.35,380.9,410.9,493.0799999999999,82.17999999999998,0,0,,,30.0,40.549999999999955,82.14999999999998,22.949999999999932,-29.80000000000001,
2022-03-10 10:38:00,383.09999999999997,386.5,376.4,385.95000000000005,410.9,493.0799999999999,82.17999999999998,0,0,,,24.949999999999932,34.5,82.14999999999998,24.399999999999977,-29.80000000000001,
2022-03-10 10:39:00,383.35,383.35,365.05,373.2,410.9,493.0799999999999,82.17999999999998,0,0,,,37.69999999999999,45.849999999999966,82.14999999999998,27.549999999999955,-29.80000000000001,
2022-03-10 10:40:00,374.25,376.3,361.0,374.15,410.9,493.0799999999999,82.17999999999998,0,0,,,36.75,49.89999999999998,82.14999999999998,34.599999999999966,-29.80000000000001,
2022-03-10 10:41:00,375.55,375.55,362.45000000000005,367.2,410.9,493.0799999999999,82.17999999999998,0,0,,,43.69999999999999,48.44999999999993,82.14999999999998,35.349999999999966,-29.80000000000001,
2022-03-10 10:42:00,369.0,370.90000000000003,356.6,359.7,410.9,493.0799999999999,82.17999999999998,0,0,,,51.19999999999999,54.299999999999955,82.14999999999998,39.99999999999994,-29.80000000000001,
2022-03-10 10:43:00,361.85,360.85,346.8,346.8,410.9,493.0799999999999,82.17999999999998,0,0,,,64.09999999999997,64.09999999999997,82.14999999999998,50.049999999999955,-29.80000000000001,
2022-03-10 10:44:00,344.45000000000005,347.85,330.15,328.75,410.9,493.0799999999999,82.17999999999998,0,0,,,82.14999999999998,80.75,82.14999999999998,63.049999999999955,-29.80000000000001,
2022-03-10 10:45:00,329.3,337.54999999999995,327.35,339.5,410.9,493.0799999999999,82.17999999999998,0,0,,,71.39999999999998,83.54999999999995,83.54999999999995,73.35000000000002,-29.80000000000001,
2022-03-10 10:46:00,342.85,354.4,339.1,354.54999999999995,410.9,493.0799999999999,82.17999999999998,0,0,,,56.35000000000002,71.79999999999995,83.54999999999995,56.5,-29.80000000000001,
2022-03-10 10:47:00,352.95000000000005,353.9,341.55,348.4,410.9,493.0799999999999,82.17999999999998,0,0,,,62.5,69.34999999999997,83.54999999999995,57.0,-29.80000000000001,
2022-03-10 10:48:00,349.75,351.95000000000005,344.4,350.9,410.9,493.0799999999999,82.17999999999998,0,0,,,60.0,66.5,83.54999999999995,58.94999999999993,-29.80000000000001,
2022-03-10 10:49:00,348.75,348.05,345.29999999999995,349.6,410.9,493.0799999999999,82.17999999999998,0,0,,,61.299999999999955,65.60000000000002,83.54999999999995,62.849999999999966,-29.80000000000001,
2022-03-10 10:50:00,348.65,353.84999999999997,341.05,345.40000000000003,410.9,493.0799999999999,82.17999999999998,0,0,,,65.49999999999994,69.84999999999997,83.54999999999995,57.05000000000001,-29.80000000000001,
2022-03-10 10:51:00,345.3,357.40000000000003,343.65,352.15,410.9,493.0799999999999,82.17999999999998,0,0,,,58.75,67.25,83.54999999999995,53.49999999999994,-29.80000000000001,
2022-03-10 10:52:00,352.65000000000003,360.4,352.54999999999995,354.25,410.9,493.0799999999999,82.17999999999998,0,0,,,56.64999999999998,58.35000000000002,83.54999999999995,50.5,-29.80000000000001,
2022-03-10 10:53:00,354.6,358.85,349.65000000000003,358.1,410.9,493.0799999999999,82.17999999999998,0,0,,,52.799999999999955,61.24999999999994,83.54999999999995,52.049999999999955,-29.80000000000001,
2022-03-10 10:54:00,357.95,357.7,346.8,349.55,410.9,493.0799999999999,82.17999999999998,0,0,,,61.349999999999966,64.09999999999997,83.54999999999995,53.19999999999999,-29.80000000000001,
2022-03-10 10:55:00,349.8,352.5,343.29999999999995,350.05,410.9,493.0799999999999,82.17999999999998,0,0,,,60.849999999999966,67.60000000000002,83.54999999999995,58.39999999999998,-29.80000000000001,
2022-03-10 10:56:00,348.55,349.54999999999995,338.55,339.29999999999995,410.9,493.0799999999999,82.17999999999998,0,0,,,71.60000000000002,72.34999999999997,83.54999999999995,61.35000000000002,-29.80000000000001,
2022-03-10 10:57:00,339.45,345.95,334.2,344.25,410.9,493.0799999999999,82.17999999999998,0,0,,,66.64999999999998,76.69999999999999,83.54999999999995,64.94999999999999,-29.80000000000001,
2022-03-10 10:58:00,344.0,347.8,337.79999999999995,347.29999999999995,410.9,493.0799999999999,82.17999999999998,0,0,,,63.60000000000002,73.10000000000002,83.54999999999995,63.099999999999966,-29.80000000000001,
2022-03-10 10:59:00,347.40000000000003,358.05,346.45000000000005,356.59999999999997,410.9,493.0799999999999,82.17999999999998,0,0,,,54.30000000000001,64.44999999999993,83.54999999999995,52.849999999999966,-29.80000000000001,
2022-03-10 11:00:00,358.9,366.1,355.45,364.7,410.9,493.0799999999999,82.17999999999998,0,0,,,46.19999999999999,55.44999999999999,83.54999999999995,44.799999999999955,-29.80000000000001,
2022-03-10 11:01:00,366.84999999999997,370.55,358.9,361.75,410.9,493.0799999999999,82.17999999999998,0,0,,,49.14999999999998,52.0,83.54999999999995,40.349999999999966,-29.80000000000001,
2022-03-10 11:02:00,361.54999999999995,365.95,354.20000000000005,354.35,410.9,493.0799999999999,82.17999999999998,0,0,,,56.549999999999955,56.69999999999993,83.54999999999995,44.94999999999999,-29.80000000000001,
2022-03-10 11:03:00,356.5,356.55,346.8,350.55,410.9,493.0799999999999,82.17999999999998,0,0,,,60.349999999999966,64.09999999999997,83.54999999999995,54.349999999999966,-29.80000000000001,
2022-03-10 11:04:00,353.09999999999997,358.3,343.04999999999995,343.1,410.9,493.0799999999999,82.17999999999998,0,0,,,67.79999999999995,67.85000000000002,83.54999999999995,52.599999999999966,-29.80000000000001,
2022-03-10 11:05:00,344.70000000000005,355.05,343.15000000000003,351.45,410.9,493.0799999999999,82.17999999999998,0,0,,,59.44999999999999,67.74999999999994,83.54999999999995,55.849999999999966,-29.80000000000001,
2022-03-10 11:06:00,351.0,354.75,351.2,352.0,410.9,493.0799999999999,82.17999999999998,0,0,,,58.89999999999998,59.69999999999999,83.54999999999995,56.14999999999998,-29.80000000000001,
2022-03-10 11:07:00,350.85,362.35,351.2,360.6,410.9,493.0799999999999,82.17999999999998,0,0,,,50.299999999999955,59.69999999999999,83.54999999999995,48.549999999999955,-29.80000000000001,
2022-03-10 11:08:00,361.75,363.95,357.15,362.55,410.9,493.0799999999999,82.17999999999998,0,0,,,48.349999999999966,53.75,83.54999999999995,46.94999999999999,-29.80000000000001,
2022-03-10 11:09:00,362.15,361.4,355.05,359.8,410.9,493.0799999999999,82.17999999999998,0,0,,,51.099999999999966,55.849999999999966,83.54999999999995,49.5,-29.80000000000001,
2022-03-10 11:10:00,361.2,365.90000000000003,354.25,357.1,410.9,493.0799999999999,82.17999999999998,0,0,,,53.799999999999955,56.64999999999998,83.54999999999995,44.99999999999994,-29.80000000000001,
2022-03-10 11:11:00,357.1,366.25,356.09999999999997,356.8,410.9,493.0799999999999,82.17999999999998,0,0,,,54.099999999999966,54.80000000000001,83.54999999999995,44.64999999999998,-29.80000000000001,
2022-03-10 11:12:00,357.7,363.85,353.2,362.85,410.9,493.0799999999999,82.17999999999998,0,0,,,48.049999999999955,57.69999999999999,83.54999999999995,47.049999999999955,-29.80000000000001,
2022-03-10 11:13:00,361.95,370.25,356.65000000000003,370.95,410.9,493.0799999999999,82.17999999999998,0,0,,,39.94999999999999,54.24999999999994,83.54999999999995,40.64999999999998,-29.80000000000001,
2022-03-10 11:14:00,371.2,371.1,365.65,371.45,410.9,493.0799999999999,82.17999999999998,0,0,,,39.44999999999999,45.25,83.54999999999995,39.799999999999955,-29.80000000000001,
2022-03-10 11:15:00,370.84999999999997,374.9,349.4,348.8,410.9,493.0799999999999,82.17999999999998,0,0,,,62.099999999999966,61.5,83.54999999999995,36.0,-29.80000000000001,
2022-03-10 11:16:00,348.45000000000005,356.55,339.5,357.5,410.9,493.0799999999999,82.17999999999998,0,0,,,53.39999999999998,71.39999999999998,83.54999999999995,54.349999999999966,-29.80000000000001,
2022-03-10 11:17:00,358.45,357.85,348.2,349.09999999999997,410.9,493.0799999999999,82.17999999999998,0,0,,,61.80000000000001,62.69999999999999,83.54999999999995,53.049999999999955,-29.80000000000001,
2022-03-10 11:18:00,349.5,353.4,349.90000000000003,351.1,410.9,493.0799999999999,82.17999999999998,0,0,,,59.799999999999955,60.99999999999994,83.54999999999995,57.5,-29.80000000000001,
2022-03-10 11:19:00,354.3,359.55,349.55,358.1,410.9,493.0799999999999,82.17999999999998,0,0,,,52.799999999999955,61.349999999999966,83.54999999999995,51.349999999999966,-29.80000000000001,
2022-03-10 11:20:00,359.75,359.05,350.55,356.6,410.9,493.0799999999999,82.17999999999998,0,0,,,54.299999999999955,60.349999999999966,83.54999999999995,51.849999999999966,-29.80000000000001,
2022-03-10 11:21:00,355.1,364.25,354.1,364.6,410.9,493.0799999999999,82.17999999999998,0,0,,,46.299999999999955,56.799999999999955,83.54999999999995,46.64999999999998,-29.80000000000001,
2022-03-10 11:22:00,363.0,368.0,360.15,361.75,410.9,493.0799999999999,82.17999999999998,0,0,,,49.14999999999998,50.75,83.54999999999995,42.89999999999998,-29.80000000000001,
2022-03-10 11:23:00,360.35,362.2,354.0,358.9,410.9,493.0799999999999,82.17999999999998,0,0,,,52.0,56.89999999999998,83.54999999999995,48.69999999999999,-29.80000000000001,
2022-03-10 11:24:00,358.04999999999995,364.54999999999995,354.40000000000003,360.84999999999997,410.9,493.0799999999999,82.17999999999998,0,0,,,50.05000000000001,56.49999999999994,83.54999999999995,46.35000000000002,-29.80000000000001,
2022-03-10 11:25:00,360.15,364.45,355.95000000000005,357.7,410.9,493.0799999999999,82.17999999999998,0,0,,,53.19999999999999,54.94999999999993,83.54999999999995,46.44999999999999,-29.80000000000001,
2022-03-10 11:26:00,357.1,357.0,343.84999999999997,343.84999999999997,410.9,493.0799999999999,82.17999999999998,0,0,,,67.05000000000001,67.05000000000001,83.54999999999995,53.89999999999998,-29.80000000000001,
2022-03-10 11:27:00,341.8,346.5,338.0,341.40000000000003,410.9,493.0799999999999,82.17999999999998,0,0,,,69.49999999999994,72.89999999999998,83.54999999999995,64.39999999999998,-29.80000000000001,
2022-03-10 11:28:00,342.9,351.15000000000003,341.75,343.4,410.9,493.0799999999999,82.17999999999998,0,0,,,67.5,69.14999999999998,83.54999999999995,59.74999999999994,-29.80000000000001,
2022-03-10 11:29:00,344.95,344.95,336.84999999999997,342.15,410.9,493.0799999999999,82.17999999999998,0,0,,,68.75,74.05000000000001,83.54999999999995,65.94999999999999,-29.80000000000001,
2022-03-10 11:30:00,344.0,347.34999999999997,334.5,344.1,410.9,493.0799999999999,82.17999999999998,0,0,,,66.79999999999995,76.39999999999998,83.54999999999995,63.55000000000001,-29.80000000000001,
2022-03-10 11:31:00,344.45000000000005,347.95,332.7,338.4,410.9,493.0799999999999,82.17999999999998,0,0,,,72.5,78.19999999999999,83.54999999999995,62.94999999999999,-29.80000000000001,
2022-03-10 11:32:00,338.65000000000003,339.25,321.1,325.0,410.9,493.0799999999999,82.17999999999998,0,0,,,85.89999999999998,89.79999999999995,89.79999999999995,71.64999999999998,-29.80000000000001,
2022-03-10 11:33:00,325.95,331.6,324.55,331.3,410.9,493.0799999999999,82.17999999999998,0,0,,,79.59999999999997,86.34999999999997,89.79999999999995,79.29999999999995,-29.80000000000001,
2022-03-10 11:34:00,330.55,333.9,328.9,331.6,410.9,493.0799999999999,82.17999999999998,0,0,,,79.29999999999995,82.0,89.79999999999995,77.0,-29.80000000000001,
2022-03-10 11:35:00,331.70000000000005,331.70000000000005,321.75,319.4,410.9,493.0799999999999,82.17999999999998,0,0,,,91.5,89.14999999999998,89.79999999999995,79.19999999999993,-29.80000000000001,
2022-03-10 11:36:00,320.5,325.70000000000005,314.55,321.75,410.9,493.0799999999999,82.17999999999998,0,0,,,89.14999999999998,96.34999999999997,96.34999999999997,85.19999999999993,-29.80000000000001,
