Date,Nifty,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BOSCHLTD,BPCL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFC,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,IBULHSGFIN,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,LUPIN,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHREECEM,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,VEDL,WIPRO,YESBANK,ZEEL
15-01-2018,10741.5498,106.4369354,407.9938049,242.3483734,1159.953247,1156.023682,633.9602051,559.0038452,2623.223877,499.881073,1711.764771,450.043335,18716.0293,342.2846069,2093.410156,596.0343628,184.4868317,1038.744751,2301.598145,2503.028076,95.67758942,1209.681641,398.9968567,1715.418091,909.7863159,468.484436,2979.876953,258.0009766,295.7322083,1250.835815,1018.999512,319.773468,1621.421265,463.8467407,87.6457901,217.6274567,244.132019,1036.122559,1210.256714,888.6917114,723.9140625,8872.067383,7095.566895,106.643631,143.0126495,112.0120239,920.112793,707.2808228,289.5968933,18652.36914,549.1392822,306.5110474,432.3500061,29.33227921,1220.155762,466.8837891,890.7200317,4435.096191,487.0023499,143.5940704,230.4789581,324.4412231,581.1976929
16-01-2018,10700.4502,104.503685,410.8553467,243.1358948,1128.236328,1141.333862,617.6775513,561.6465454,2618.293701,494.5384216,1661.73584,443.5759277,18674.04102,336.8397827,2074.559814,587.390564,175.8625488,1052.615967,2336.569824,2494.950195,93.55576324,1196.201416,416.5496521,1692.270386,910.9369507,476.1798401,2944.8125,252.0515594,284.8691406,1264.376221,1002.15686,324.4346619,1604.266479,481.7373047,86.14335632,212.8292389,240.8769226,1031.033569,1210.484863,879.1895752,711.9950562,8837.556641,7110.79541,106.828598,143.4490814,110.2697372,894.7143555,691.5908813,283.4240417,18674.60547,550.329834,300.2479248,421.8999939,28.66776466,1266.69873,478.8186951,862.7351074,4459.57666,482.2854614,139.7628937,242.8809204,323.3308105,588.149231
17-01-2018,10788.5498,109.8470154,420.4101868,242.5233612,1107.091919,1146.134399,633.2376099,583.5858154,2646.547852,495.3465576,1675.375732,445.9398804,18763.60742,337.1208191,2106.694092,593.0065308,175.4705505,1066.872437,2358.481445,2524.616943,93.97620392,1214.694336,418.1293945,1703.638184,906.3106689,471.9868469,2929.004883,254.1797943,291.7409973,1254.495483,1005.858093,333.3199463,1597.375366,494.2864685,86.1209259,216.3668671,244.1748352,1024.896729,1235.265991,891.4065552,710.7077026,8829.831055,7099.180176,107.4451981,142.3579254,110.9441681,896.2169189,695.9328003,293.9035339,18548.25977,556.0933228,297.5434265,422.9500122,28.97662163,1283.627441,476.45755,866.3241577,4458.741699,491.0274048,141.7737427,238.3079071,330.6210632,568.6848755
18-01-2018,10817,104.8527527,403.7741699,241.2107391,1097.994995,1140.85376,622.2541504,583.1869507,2652.38916,491.1263428,1635.490479,441.5687866,18716.07422,330.3762817,2054.224121,589.5881348,170.7060852,1050.352295,2329.756104,2500.603516,93.10184479,1185.105591,418.7437134,1738.886963,927.3084717,478.547699,2950.766113,245.618454,285.8062439,1241.457886,1034.428345,336.1360168,1619.20459,494.5439148,84.77545929,222.3443146,239.6777039,1044.255005,1242.06604,893.0548706,723.961731,8881.78418,7075.67334,106.150322,141.1940613,110.7193756,891.5638428,698.4490356,290.2189941,18026.30664,549.3773804,289.8569641,418.9500122,28.14364243,1296.623779,474.5256958,859.2914429,4325.694336,503.4485779,138.3024292,238.0518341,329.4623718,571.3216553
19-01-2018,10894.7002,107.2424698,420.4586487,235.0415802,1120.565552,1142.437988,619.7008667,588.6218872,2660.011963,496.1596985,1676.065063,444.1557312,18784.20313,335.3293152,2077.709229,588.7091064,171.2790222,1057.96228,2357.062012,2505.528076,93.1515274,1190.896851,420.5210266,1742.966431,935.8898315,475.0452576,2947.809814,249.5847168,288.8950806,1246.48999,1082.751953,343.3705139,1622.963135,490.5752869,86.5470047,223.279541,241.6478424,1058.275024,1251.786743,896.012207,729.8259277,8839.358398,7024.866699,106.5202866,140.9030762,110.2135162,902.8088989,702.1002197,295.9611206,17960.74414,544.9953003,292.6089172,418.0499878,28.1904335,1314.885376,474.7402344,864.7236938,4219.088379,504.6120605,140.3979187,240.6858673,337.3320007,575.6364136
22-01-2018,10966.2002,106.8128586,424.9207458,234.9103088,1149.479614,1129.092529,617.3885498,609.8631592,2713.122559,503.9815674,1680.44751,437.7329407,18789.23242,329.6034851,2087.866211,587.1463623,171.9122925,1038.263306,2362.929932,2473.356201,90.89601898,1206.22644,424.0535278,1716.151611,941.2351074,463.8967896,2958.649414,246.7793427,278.8997192,1239.765503,1127.125244,341.3312378,1622.192383,493.3855591,85.77334595,222.5476227,238.6925659,1071.795776,1276.796021,901.7813721,724.2954712,8826.229492,7012.382324,106.3044662,145.9950867,109.763916,941.7790527,705.2085571,293.3293152,18082.82031,548.8534546,293.083374,421.8999939,28.16048622,1387.971924,488.9935608,882.4749756,4248.523926,511.6874084,138.4082489,235.2714539,343.1255798,583.786499
23-01-2018,11083.7002,109.766449,425.2602539,229.8787079,1127.547974,1123.23584,629.8653564,618.3895264,2730.895264,500.3051453,1682.761719,438.981842,18595.99609,338.0341492,2100.772949,607.852478,176.7671967,1060.900146,2385.503418,2421.603271,93.55889893,1190.750854,436.7792969,1727.748779,935.458374,452.4029236,2980.862061,256.308075,274.8043213,1251.888062,1147.045044,351.8187256,1660.887085,505.012085,87.32064056,224.9467316,251.8842621,1073.142944,1287.612061,908.859436,733.3062744,8905.199219,6950.828613,106.4894638,150.8324738,110.0730286,953.1696167,707.428833,304.4308167,17997.28906,551.9017944,291.5176392,418,29.1918869,1381.558228,505.0929871,878.5464478,4292.382813,507.6937561,145.4143829,230.6618958,347.1810608,572.5681763
24-01-2018,11086,110.3571777,435.3000793,227.6473083,1092.437988,1105.137817,634.3936157,606.2730713,2768.677734,500.2901611,1712.749634,409.9006958,18553.02344,337.5774841,2093.144287,603.8968506,177.6416931,1062.393311,2422.41626,2361.92041,96.37083435,1168.023926,446.9159851,1752.088013,938.5026245,449.1471863,2993.590088,250.2619324,270.118988,1249.646484,1132.822266,342.5450745,1655.056396,508.744873,87.52246094,228.8910217,247.2586365,1077.783081,1278.940918,929.8999634,720.2906494,8944.59082,6944.608398,107.2910614,153.378479,110.1292496,936.7866821,693.317749,315.7237854,17843.32031,558.7606201,288.7182007,403.6000061,28.53111839,1413.892944,517.8867188,860.3101196,4202.408203,518.3853149,143.932724,229.7106934,352.2504578,578.3691406
25-01-2018,11069.65039,115.1366272,423.4172668,230.1412354,1114.959595,1104.561646,616.3286743,614.4005127,2743.945068,492.1689148,1684.337524,403.8347168,18470.45898,337.6828918,2051.607178,606.9246216,180.5666962,1079.154297,2373.530518,2372.23877,98.11961365,1161.162109,443.0105286,1749.429688,946.7962036,442.4876709,2932.57666,250.5037689,266.6483765,1255.913208,1159.437866,350.3621826,1667.488647,504.2829285,87.97094727,228.7283783,249.1002655,1090.006836,1292.906128,920.7857056,722.5790405,8795.987305,6851.180176,106.0270157,151.6690521,109.201889,936.3504639,673.0393066,299.6935425,17772.13086,552.3781128,288.7182007,400.2999878,28.79505539,1390.042969,513.8512573,857.5939331,4277.910156,483.6062317,146.3033752,228.2473145,349.1605835,571.3216553
29-01-2018,11130.40039,114.5727615,423.5627441,230.7100372,1119.876953,1106.097778,612.0414429,603.8796997,2787.195801,490.1086121,1689.261719,393.040802,18693.0332,330.0601196,2081.102539,600.6737061,181.9839478,1059.984985,2230.943604,2455.810059,94.26438141,1152.937744,444.9891663,1803.792847,958.6375122,439.3799133,2990.51123,250.1651764,260.4012146,1278.373779,1182.019653,347.3033752,1679.343018,507.5006104,89.61914063,224.1741486,251.3703613,1112.707886,1307.008057,884.473938,728.824707,9130.166992,6887.856934,105.4720612,149.2321167,109.1175766,934.9932251,672.8418579,298.6886597,17444.17383,560.0943604,286.39328,399.25,29.31917572,1424.693115,519.3034058,869.3312378,4308.081543,495.9015808,146.0493622,227.6619873,345.6844177,583.8344727
30-01-2018,11049.65039,113.4718781,415.4145508,228.8286285,1121.204834,1081.758911,608.6209717,592.1122437,2782.555908,486.4421082,1652.921875,395.543396,18332.2793,341.1604919,2087.0896,591.8345337,184.4868317,1040.237793,2182.720215,2387.445557,94.61212921,1132.206055,439.8668213,1776.198975,956.6479492,416.1949158,3028.366943,245.2798767,272.7913818,1281.072998,1176.904541,343.0306396,1673.126709,502.2450256,93.34159088,223.8081512,247.644104,1085.716064,1305.136719,875.3111572,729.3490601,9074.09082,6819.304688,105.0095978,148.9775543,109.5671997,921.324646,659.0761719,300.076355,16954.75586,563.9047852,288.4809875,395.8500061,29.04588318,1404.205811,517.7150269,857.6424561,4281.099121,484.7382507,144.4830475,224.8450165,341.1943665,578.1773071
31-01-2018,11027.7002,114.492218,415.996521,229.091156,1143.578735,1083.295044,606.5496826,591.9626465,2765.031738,480.1266785,1652.380249,394.8700867,18242.66602,345.8675537,2077.576416,578.3560791,180.6571198,1001.225403,2106.245117,2408.395752,95.10894775,1129.091431,433.7770386,1793.433472,961.5379028,421.2758789,3031.322998,247.7950592,276.0537415,1252.802734,1156.901245,342.7393188,1689.558716,493.4926453,93.64431763,220.7178192,248.3722382,1106.570923,1292.906128,856.8886719,727.585083,9015.455078,6831.424805,104.9787598,147.9954834,108.9208755,931.8911133,651.9220581,299.7892151,16837.08789,552.4257202,275.8125,399.5,27.70472717,1386.167969,526.0438232,843.4801636,4299.54541,472.9775085,144.0809021,223.670517,342.208252,569.2601929
01-02-2018,11016.90039,114.9218292,415.8995361,233.160202,1198.407104,1107.01001,588.8699951,591.1647949,2827.836914,502.679657,1703.196777,393.5683594,18353.24805,344.4976501,2102.569336,573.3747559,178.2749329,1005.463806,2042.452393,2508.918457,96.62918854,1157.171631,433.0515137,1803.74707,954.5626221,442.2410278,3065.4021,247.8918152,272.34021,1254.541016,1157.321533,336.1846008,1730.373779,491.0687256,93.71160126,223.8894958,259.2510986,1118.54541,1328.59436,834.2484131,761.6258545,8913.209961,6686.639648,104.2388153,141.7759857,109.5110168,914.9749756,699.3371582,292.8986206,17078.54102,528.0385742,273.6299438,393.6499939,27.378582,1397.859497,524.6699829,806.0859985,4308.817871,477.2541199,144.5465851,220.7709503,347.519043,570.4587402
