Date,Nifty,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFC,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,WIPRO
2008-01-01,6144.35009765625,75.36251831054688,238.61598205566406,268.916015625,98.24478912353516,173.68800354003906,434.78863525390625,2557.11083984375,37.539058685302734,416.41131591796875,47.42142868041992,115.66307830810547,194.8355712890625,,409.91326904296875,640.4718627929688,33.30105209350586,506.1025390625,56.73881912231445,470.36627197265625,154.27093505859375,,425.56719970703125,170.71531677246094,161.3270263671875,182.254638671875,115.69432067871094,155.21961975097656,50.27984619140625,102.03791046142578,318.8668518066406,751.5183715820312,189.18734741210938,884.453857421875,437.19549560546875,123.4199447631836,110.08136749267578,69.14288330078125,632.4171752929688,,186.26551818847656,107.70854949951172,71.09481048583984,130.9371795654297,27.211238861083984,194.1583251953125,222.2608184814453,70.00373077392578,926.8272094726562,99.16148376464844,99.76895141601562
2008-01-02,6179.39990234375,79.131103515625,240.5663604736328,269.3960266113281,98.43534851074219,184.77841186523438,434.0462951660156,2559.0712890625,40.22105026245117,415.830322265625,47.526309967041016,116.82414245605469,201.9884490966797,,412.0348815917969,658.4896240234375,32.998897552490234,503.42755126953125,55.38223648071289,492.2864685058594,153.00430297851562,,425.74981689453125,172.1808624267578,159.36996459960938,187.96514892578125,116.6356430053711,155.3485107421875,51.08858108520508,100.85456848144531,345.0129699707031,750.0864868164062,187.26290893554688,889.3597412109375,437.19549560546875,123.2521743774414,111.7811279296875,68.76554870605469,635.4147338867188,,189.3796844482422,106.51268005371094,75.73151397705078,136.29591369628906,27.249174118041992,193.32057189941406,219.17967224121094,71.26998138427734,927.4342651367188,105.00686645507812,98.86985778808594
2008-01-03,6178.5498046875,79.47145080566406,234.74285888671875,261.2830505371094,98.673583984375,184.99276733398438,430.49322509765625,2532.59814453125,39.11308288574219,408.44970703125,49.45982360839844,118.62455749511719,199.6810760498047,,410.9360046386719,630.8887939453125,34.7750129699707,484.3461608886719,54.6158447265625,490.0655212402344,151.14002990722656,,432.6045227050781,168.6952667236328,164.57647705078125,182.28428649902344,114.84264373779297,151.8608856201172,49.5519905090332,103.81291961669922,332.7859802246094,734.9517822265625,181.93783569335938,868.0858764648438,437.19549560546875,132.360595703125,115.00016021728516,71.59542083740234,644.729248046875,,187.18374633789062,102.120361328125,74.30602264404297,135.9610137939453,27.03318214416504,186.14926147460938,220.85679626464844,69.88140869140625,922.0626220703125,105.51151275634766,95.94058990478516
2008-01-04,6274.2998046875,79.23101043701172,228.2201690673828,260.9859313964844,98.83384704589844,188.39488220214844,432.95361328125,2540.4423828125,44.011009216308594,408.1269836425781,49.0129280090332,118.04010009765625,197.18907165527344,,409.8479919433594,643.6072998046875,33.929832458496094,483.1632385253906,55.505558013916016,503.1821594238281,151.3184356689453,,426.8770446777344,174.200927734375,171.3707275390625,190.79074096679688,117.8907699584961,150.6034698486328,50.684207916259766,103.24445343017578,340.50506591796875,770.1149291992188,180.1445770263672,860.0133056640625,437.19549560546875,130.13145446777344,118.28965759277344,71.21812438964844,664.5570678710938,,186.67971801757812,99.93992614746094,76.38680267333984,134.25205993652344,27.18496322631836,185.07223510742188,218.40940856933594,69.55975341796875,913.0008544921875,107.51604461669922,96.02760314941406
2008-01-07,6279.10009765625,78.20378112792969,225.80982971191406,255.7296142578125,105.02775573730469,194.69021606445312,423.0533752441406,2485.535400390625,42.76234817504883,403.26397705078125,47.46245574951172,119.47966003417969,196.26612854003906,,409.39093017578125,629.1223754882812,33.87675857543945,472.9000549316406,52.73073959350586,501.5404357910156,147.6612548828125,,427.7302551269531,172.69577026367188,175.1740264892578,202.10052490234375,117.21839904785156,145.4453582763672,53.44544219970703,100.47946166992188,342.7034912109375,776.2955932617188,177.96865844726562,859.6565551757812,437.19549560546875,128.8610382080078,114.39686584472656,70.6285400390625,670.6075439453125,,187.78160095214844,100.86605072021484,75.06474304199219,134.89613342285156,27.022968292236328,179.62245178222656,211.671875,75.69845581054688,923.4171752929688,108.3150634765625,93.28202819824219
2008-01-08,6287.85009765625,76.218017578125,221.67910766601562,250.29049682617188,108.12902069091797,190.33261108398438,423.3786926269531,2487.49609375,44.85078048706055,419.9832763671875,44.77195358276367,120.25238800048828,193.72801208496094,,401.55718994140625,622.3658447265625,32.86008071899414,457.1927795410156,53.003822326660156,495.77886962890625,153.04443359375,,421.3934631347656,165.48695373535156,174.73097229003906,198.74839782714844,113.36339569091797,147.7023468017578,53.37613296508789,97.55204772949219,328.0679931640625,786.1829223632812,181.52232360839844,838.2933349609375,437.19549560546875,126.99142456054688,116.33450317382812,68.2231674194336,678.2457885742188,,192.599365234375,99.67019653320312,72.14860534667969,133.09271240234375,26.01595687866211,181.87783813476562,215.27952575683594,72.57927703857422,907.5824584960938,105.66571807861328,94.62582397460938
2008-01-09,6272.0,73.14568328857422,217.1619873046875,245.85696411132812,104.20480346679688,195.66351318359375,423.7289123535156,2490.437744140625,44.49464416503906,419.2301025390625,42.199989318847656,121.60958862304688,193.3126983642578,,399.00042724609375,616.9781494140625,32.68859100341797,464.59942626953125,52.87166976928711,511.8165283203125,155.6178436279297,,419.32177734375,167.90310668945312,172.81082153320312,194.0019989013672,111.16696166992188,146.87596130371094,52.694496154785156,94.74449920654297,320.4477233886719,787.134521484375,176.88613891601562,824.868896484375,437.19549560546875,132.86398315429688,114.60823822021484,67.13839721679688,673.5828857421875,,191.81399536132812,98.82501220703125,71.78841400146484,132.28546142578125,26.088926315307617,183.43356323242188,212.3739013671875,75.26126861572266,896.6054077148438,109.38041687011719,94.89651489257812
2008-01-10,6156.9501953125,70.43868255615234,206.36138916015625,236.00709533691406,101.54964447021484,194.51161193847656,419.0748596191406,2456.12060546875,43.09650421142578,416.3467712402344,39.874305725097656,121.84101867675781,187.17506408691406,,377.74041748046875,602.40478515625,31.161548614501953,453.20703125,52.1845588684082,504.01080322265625,153.60194396972656,,416.3361511230469,159.46632385253906,168.7859649658203,201.15122985839844,104.62246704101562,142.3975830078125,50.7881965637207,93.16284942626953,309.39398193359375,763.2996826171875,176.06607055664062,810.9984741210938,437.19549560546875,127.4468002319336,113.9784927368164,65.53479766845703,672.2839965820312,,188.30514526367188,98.5462646484375,67.81847381591797,128.67861938476562,24.931589126586914,180.736328125,203.88128662109375,70.48395538330078,864.1885375976562,114.23056030273438,94.29711151123047
2008-01-11,6200.10009765625,67.01351928710938,199.79269409179688,236.44134521484375,100.24590301513672,208.906005859375,420.000732421875,2461.072021484375,42.52052307128906,415.2278747558594,39.628055572509766,126.26166534423828,189.62088012695312,,384.5187683105469,599.6226806640625,30.320444107055664,454.2757263183594,50.8984375,492.2702941894531,157.3973846435547,,402.9010009765625,160.10011291503906,165.20413208007812,212.8466796875,111.61521911621094,140.5493621826172,50.938385009765625,92.89987182617188,304.7254638671875,757.0737915039062,169.49444580078125,802.5244750976562,437.19549560546875,130.51495361328125,114.67870330810547,66.5252456665039,694.4432373046875,,190.27452087402344,103.02848052978516,66.53475952148438,131.06600952148438,24.90677833557129,182.22767639160156,198.1285400390625,71.09102630615234,848.7739868164062,112.12788391113281,94.51947784423828
2008-01-14,6206.7998046875,64.9809341430664,190.46409606933594,242.54324340820312,97.37852478027344,226.4792938232422,409.39141845703125,2397.488037109375,41.5180778503418,390.482421875,42.59217834472656,125.49678039550781,189.43629455566406,,384.49700927734375,590.2603759765625,31.25136947631836,446.6001892089844,50.017539978027344,479.4272766113281,159.05653381347656,,429.3142395019531,159.66439819335938,161.77012634277344,209.1385955810547,110.71871185302734,135.90658569335938,51.87421798706055,95.13508605957031,316.24853515625,755.6780395507812,165.60179138183594,770.1898193359375,437.19549560546875,136.45941162109375,113.51616668701172,67.5392837524414,715.1482543945312,,192.48606872558594,99.26106262207031,67.15169525146484,131.49539184570312,24.46603012084961,176.96197509765625,194.09188842773438,70.87811279296875,874.978515625,115.73046112060547,89.16365814208984
