Date,company,Open,High,Low,Close,Adj Close,Volume
2008-01-01,HCLTECH,83.0,83.61250305175781,80.07499694824219,80.51249694824219,56.73883056640625,730260
2008-01-02,HCLTECH,80.48750305175781,81.4749984741211,78.26249694824219,78.5875015258789,55.38223648071289,1896700
2008-01-03,HCLTECH,79.0,79.1875,77.01249694824219,77.5,54.6158561706543,2943936
2008-01-04,HCLTECH,77.75,79.23750305175781,77.01249694824219,78.76249694824219,55.50555419921875,2431480
2008-01-07,HCLTECH,79.0,79.0,74.4000015258789,74.82499694824219,52.73072814941406,5565516
2008-01-08,HCLTECH,73.8125,76.5999984741211,73.8125,75.2125015258789,53.00380325317383,3877976
2008-01-09,HCLTECH,77.0999984741211,77.0999984741211,74.75,75.0250015258789,52.87165069580078,4305368
2008-01-10,HCLTECH,76.25,76.25,73.7750015258789,74.05000305175781,52.18455123901367,1519052
2008-01-11,HCLTECH,74.5,75.0,71.1500015258789,72.2249984741211,50.89844512939453,3117668
2008-01-14,HCLTECH,72.51249694824219,73.0,70.0,70.9749984741211,50.017555236816406,1338160
2008-01-15,HCLTECH,71.25,72.25,69.0,69.2249984741211,48.78428268432617,1828536
2008-01-16,HCLTECH,69.4375,69.4375,66.5250015258789,67.26249694824219,47.401275634765625,3882984
2008-01-17,HCLTECH,68.7249984741211,68.7249984741211,66.5,66.92500305175781,47.16343307495117,1989320
2008-01-18,HCLTECH,67.2750015258789,69.75,66.25,66.92500305175781,47.16343307495117,3413620
2008-01-21,HCLTECH,66.5875015258789,66.5875015258789,60.037498474121094,62.287498474121094,43.895301818847656,22121748
2008-01-22,HCLTECH,60.25,64.9749984741211,46.26250076293945,57.462501525878906,40.49502182006836,2154932
2008-01-23,HCLTECH,59.25,65.0,57.474998474121094,60.087501525878906,42.71659851074219,6945732
2008-01-24,HCLTECH,60.75,63.01250076293945,56.25,57.5625,40.92155456542969,4556056
2008-01-25,HCLTECH,58.13750076293945,63.0,58.13750076293945,62.42499923706055,44.378334045410156,3240744
2008-01-28,HCLTECH,62.42499923706055,62.5,56.275001525878906,60.32500076293945,42.88544464111328,1372012
2008-01-29,HCLTECH,61.25,64.30000305175781,60.26250076293945,63.73749923706055,45.311405181884766,3472712
2008-01-30,HCLTECH,63.75,64.375,60.9375,63.0625,44.83153533935547,3009264
2008-01-31,HCLTECH,62.5,65.2249984741211,58.29999923706055,60.412498474121094,42.9476432800293,8587524
2008-02-01,HCLTECH,60.0,67.25,60.0,66.48750305175781,47.266395568847656,1771352
2008-02-04,HCLTECH,66.75,70.5,66.25,69.5250015258789,49.42578125,2195176
2008-02-05,HCLTECH,70.0374984741211,71.0,67.0250015258789,69.25,49.23028564453125,2879936
2008-02-06,HCLTECH,65.875,68.25,65.0,66.25,47.09754180908203,1651664
2008-02-07,HCLTECH,66.26249694824219,66.7249984741211,60.07500076293945,61.04999923706055,43.400856018066406,2356276
2008-02-08,HCLTECH,60.974998474121094,65.5,60.974998474121094,64.3375015258789,45.73796081542969,2940304
2008-02-11,HCLTECH,64.3375015258789,64.75,60.63750076293945,64.05000305175781,45.5335578918457,1633652
2008-02-12,HCLTECH,64.5,65.98750305175781,61.51250076293945,62.224998474121094,44.23616409301758,1408688
2008-02-13,HCLTECH,62.25,64.4749984741211,61.04999923706055,63.162498474121094,44.90263748168945,1716600
2008-02-14,HCLTECH,64.25,66.5999984741211,63.75,65.7750015258789,46.759891510009766,1550696
2008-02-15,HCLTECH,65.0,68.92500305175781,64.01249694824219,68.61250305175781,48.777095794677734,2031960
2008-02-18,HCLTECH,67.75,69.5,65.625,69.0,49.05254364013672,815888
2008-02-19,HCLTECH,69.5,71.75,68.76249694824219,70.7874984741211,50.32328796386719,4323608
2008-02-20,HCLTECH,70.4375,71.07499694824219,65.44999694824219,66.9000015258789,47.55964660644531,1918856
2008-02-21,HCLTECH,70.0,72.44999694824219,68.25,71.44999694824219,50.79426574707031,3734572
