Date,company,Open,High,Low,Close,Adj Close,Volume
2008-01-01,TITAN,78.74500274658203,78.80000305175781,76.55000305175781,77.26000213623047,70.24273681640625,601060
2008-01-02,TITAN,77.94499969482422,79.94999694824219,77.15249633789062,78.65750122070312,71.5132827758789,1560360
2008-01-03,TITAN,77.1500015258789,78.6500015258789,76.47750091552734,77.125,70.11998748779297,826480
2008-01-04,TITAN,77.8550033569336,78.16999816894531,76.5,76.7699966430664,69.7972183227539,724240
2008-01-07,TITAN,75.26000213623047,84.19249725341797,75.26000213623047,83.54499816894531,75.9568862915039,3463000
2008-01-08,TITAN,85.0,86.72000122070312,78.75,80.10250091552734,72.8270492553711,2574900
2008-01-09,TITAN,78.2300033569336,85.8499984741211,77.75499725341797,83.0625,75.5182113647461,4849680
2008-01-10,TITAN,84.05000305175781,85.0,76.5,77.79000091552734,70.7245864868164,1792880
2008-01-11,TITAN,79.4000015258789,79.80000305175781,76.80500030517578,78.45999908447266,71.33373260498047,1194160
2008-01-14,TITAN,78.78500366210938,81.05000305175781,76.3125,78.2249984741211,71.12007141113281,1058820
2008-01-15,TITAN,78.75,79.6500015258789,75.75499725341797,76.29000091552734,69.36082458496094,752780
2008-01-16,TITAN,76.24500274658203,76.24500274658203,72.19999694824219,74.52749633789062,67.7583999633789,2954200
2008-01-17,TITAN,74.11250305175781,75.84500122070312,73.0999984741211,73.69750213623047,67.00379943847656,909020
2008-01-18,TITAN,73.1500015258789,74.98999786376953,69.05750274658203,69.72000122070312,63.3875617980957,1251900
2008-01-21,TITAN,69.75,69.75,55.0,62.34000015258789,56.677852630615234,1951520
2008-01-22,TITAN,63.79999923706055,63.79999923706055,34.599998474121094,55.125,50.1181755065918,2012800
2008-01-23,TITAN,64.25,64.5,51.032501220703125,56.627498626708984,51.48420715332031,1977440
2008-01-24,TITAN,62.244998931884766,62.244998931884766,50.0,54.505001068115234,49.55448913574219,1435140
2008-01-25,TITAN,55.349998474121094,61.75,55.04750061035156,61.022499084472656,55.48002624511719,1977600
2008-01-28,TITAN,56.834999084472656,61.70000076293945,54.25,60.64250183105469,55.134544372558594,999000
2008-01-29,TITAN,62.45000076293945,63.75,61.255001068115234,63.349998474121094,57.59612274169922,802980
2008-01-30,TITAN,62.5,63.5,57.0,58.31999969482422,53.022987365722656,829180
2008-01-31,TITAN,58.400001525878906,62.94499969482422,50.0,56.85499954223633,51.6910400390625,5224120
2008-02-01,TITAN,58.25,62.25,56.244998931884766,61.39250183105469,55.81642150878906,1811600
2008-02-04,TITAN,61.755001068115234,63.790000915527344,61.35499954223633,62.54249954223633,56.861976623535156,1094060
2008-02-05,TITAN,61.75,63.75,61.75,62.334999084472656,56.67331314086914,458220
2008-02-06,TITAN,60.04999923706055,60.25,56.650001525878906,57.192501068115234,51.99789047241211,2562640
2008-02-07,TITAN,57.25,58.75,55.05500030517578,56.13249969482422,51.03416442871094,1325720
2008-02-08,TITAN,57.442501068115234,57.442501068115234,51.0,53.11750030517578,48.293006896972656,2509780
2008-02-11,TITAN,53.087501525878906,53.087501525878906,49.599998474121094,51.095001220703125,46.4542121887207,1402560
2008-02-12,TITAN,51.900001525878906,52.70000076293945,48.657501220703125,49.369998931884766,44.885887145996094,2770360
2008-02-13,TITAN,49.5,51.650001525878906,48.352500915527344,49.397499084472656,44.910892486572266,1885600
2008-02-14,TITAN,50.20000076293945,55.66999816894531,50.20000076293945,54.752498626708984,49.77951431274414,917960
2008-02-15,TITAN,53.5,59.0,53.099998474121094,58.20500183105469,52.918434143066406,1484020
2008-02-18,TITAN,59.25,59.25,57.30500030517578,57.70000076293945,52.45928955078125,656440
2008-02-19,TITAN,58.5,65.25,58.310001373291016,60.61750030517578,55.111812591552734,4324420
2008-02-20,TITAN,60.0,60.04999923706055,56.25,56.83000183105469,51.66831970214844,1162540
