Date,company,Open,High,Low,Close,Adj Close,Volume
2008-01-01,TCS,269.25,269.25,263.0,263.63751220703125,194.15826416015625,928388
2008-01-02,TCS,265.0,265.25,257.875,262.5,193.32052612304688,2864924
2008-01-03,TCS,257.5249938964844,261.25,251.33749389648438,252.7624969482422,186.14930725097656,5168280
2008-01-04,TCS,252.7624969482422,255.72500610351562,250.5749969482422,251.3000030517578,185.07223510742188,2318868
2008-01-07,TCS,250.0,252.1999969482422,243.125,243.89999389648438,179.62237548828125,3647344
2008-01-08,TCS,245.0,248.0,242.3249969482422,246.96249389648438,181.8778076171875,3207732
2008-01-09,TCS,248.6999969482422,251.5,247.47500610351562,249.0749969482422,183.43356323242188,2450128
2008-01-10,TCS,249.5,252.375,240.5,245.41250610351562,180.73634338378906,3342376
2008-01-11,TCS,228.83749389648438,251.0,228.83749389648438,247.4375,182.22756958007812,2149188
2008-01-14,TCS,249.9499969482422,249.9499969482422,238.89999389648438,240.28750610351562,176.96192932128906,4158864
2008-01-15,TCS,241.25,242.0,233.5,235.0,173.0679473876953,2935588
2008-01-16,TCS,235.0,241.6750030517578,231.25,236.2375030517578,173.9792938232422,3131956
2008-01-17,TCS,241.4499969482422,241.5,229.75,230.6750030517578,169.88272094726562,6302096
2008-01-18,TCS,232.375,235.0,224.27499389648438,225.8000030517578,166.2925262451172,4333816
2008-01-21,TCS,226.0,226.1750030517578,201.3125,207.7624969482422,153.00863647460938,4840032
2008-01-22,TCS,203.6750030517578,247.5,181.25,200.0625,147.337890625,6376872
2008-01-23,TCS,214.75,222.5,201.25,217.9875030517578,161.14305114746094,5359120
2008-01-24,TCS,217.5,222.0,206.4375,210.8125,155.83908081054688,2013336
2008-01-25,TCS,213.25,224.4250030517578,212.52499389648438,221.14999389648438,163.4808349609375,2243116
2008-01-28,TCS,217.5,217.5,206.25,213.5749969482422,157.88111877441406,2485660
2008-01-29,TCS,214.0,221.14999389648438,213.75,216.9250030517578,160.35755920410156,3258712
2008-01-30,TCS,220.5,223.0,215.0,217.46249389648438,160.7549285888672,3032856
2008-01-31,TCS,217.5,222.5,208.83749389648438,218.4375,161.47572326660156,5966956
2008-02-01,TCS,221.25,235.27499389648438,218.3249969482422,232.375,171.77871704101562,4169520
2008-02-04,TCS,236.25,247.25,234.75,243.91250610351562,180.30752563476562,3730520
2008-02-05,TCS,240.0,243.75,233.91250610351562,238.7624969482422,176.50059509277344,1722872
2008-02-06,TCS,232.5,232.5,223.625,226.52499389648438,167.4541473388672,4007952
2008-02-07,TCS,226.52499389648438,226.52499389648438,217.7624969482422,219.7624969482422,162.45516967773438,2574652
2008-02-08,TCS,221.0,231.25,220.0,224.60000610351562,166.03106689453125,2576820
2008-02-11,TCS,224.60000610351562,233.0,215.02499389648438,226.52499389648438,167.4541473388672,3200988
2008-02-12,TCS,226.25,231.25,215.0,216.16250610351562,159.7939453125,5161328
2008-02-13,TCS,218.75,224.25,212.8249969482422,217.2375030517578,160.58860778808594,2185376
2008-02-14,TCS,221.25,225.0,215.25,218.4499969482422,161.48489379882812,2246480
2008-02-15,TCS,215.0,221.7624969482422,215.0,218.1750030517578,161.28160095214844,2213044
2008-02-18,TCS,218.1750030517578,218.75,212.5,213.3000030517578,157.6779022216797,1723160
2008-02-19,TCS,214.0,221.0,213.75,218.8625030517578,161.7898712158203,1947288
2008-02-20,TCS,219.97500610351562,223.66250610351562,218.3125,221.52499389648438,163.75804138183594,3060624
2008-02-21,TCS,224.5,232.75,220.5,228.66250610351562,169.03428649902344,3562052
2008-02-22,TCS,230.0,230.22500610351562,221.25,225.1374969482422,166.4285125732422,2401516
2008-02-25,TCS,232.0,232.25,222.5625,225.1875,166.4654998779297,3255460
2008-02-26,TCS,231.0,231.0,223.75,224.60000610351562,166.03106689453125,4999584
2008-02-27,TCS,227.0,228.71249389648438,218.5124969482422,219.3874969482422,162.1779022216797,2364056
2008-02-28,TCS,221.25,222.5,218.0,220.22500610351562,162.7970733642578,5579004
2008-02-29,TCS,220.0,222.9250030517578,215.875,219.35000610351562,162.15025329589844,3416480
2008-03-03,TCS,216.5,217.1750030517578,210.0,212.14999389648438,156.82774353027344,3141328
2008-03-04,TCS,214.5,217.5,211.77499389648438,214.6999969482422,158.71278381347656,3010532
2008-03-05,TCS,211.25,220.6999969482422,211.25,218.8249969482422,161.76206970214844,2209348
2008-03-07,TCS,215.64999389648438,216.52499389648438,210.5625,211.53750610351562,156.37496948242188,1996828
2008-03-10,TCS,211.53750610351562,213.5,207.5,208.41250610351562,154.06488037109375,2494168
2008-03-11,TCS,210.0,210.0,205.0,205.875,152.18905639648438,4043520
2008-03-12,TCS,209.75,212.5,202.5625,205.8874969482422,152.1982879638672,1884412
2008-03-13,TCS,203.75,203.75,190.25,194.9250030517578,144.094482421875,3408600
2008-03-14,TCS,195.0,203.22500610351562,187.5,200.96249389648438,148.5576629638672,2216056
2008-03-17,TCS,193.75,199.4250030517578,192.1875,197.96249389648438,146.33990478515625,1958904
