Date,company,Open,High,Low,Close,Adj Close,Volume
2008-01-01,NTPC,210.8333282470703,216.5833282470703,207.75,214.5416717529297,123.41993713378906,11017431
2008-01-02,NTPC,215.8333282470703,217.1666717529297,208.75,214.25,123.25214385986328,11894132
2008-01-03,NTPC,214.1666717529297,231.875,211.875,230.0833282470703,132.36061096191406,30301977
2008-01-04,NTPC,229.1666717529297,233.0833282470703,225.0416717529297,226.2083282470703,130.13145446777344,18829022
2008-01-07,NTPC,225.0,229.0833282470703,220.0833282470703,224.0,128.8610382080078,8538733
2008-01-08,NTPC,225.0,227.375,216.125,220.75,126.9914321899414,14658841
2008-01-09,NTPC,221.875,232.8333282470703,218.4166717529297,230.9583282470703,132.86399841308594,19488080
2008-01-10,NTPC,230.8333282470703,236.2083282470703,219.5416717529297,221.5416717529297,127.44683074951172,19575836
2008-01-11,NTPC,222.5833282470703,228.7083282470703,218.4166717529297,226.875,130.5149383544922,13108237
2008-01-14,NTPC,229.1666717529297,239.9166717529297,225.0,237.2083282470703,136.45944213867188,15253758
2008-01-15,NTPC,240.8333282470703,242.2916717529297,225.8333282470703,228.3333282470703,131.35391235351562,22639093
2008-01-16,NTPC,225.125,225.4166717529297,210.375,215.375,123.89933776855469,34937013
2008-01-17,NTPC,216.625,219.375,211.0416717529297,212.9166717529297,122.485107421875,22187050
2008-01-18,NTPC,210.8333282470703,215.9166717529297,196.1666717529297,199.3333282470703,114.6709976196289,27737089
2008-01-21,NTPC,199.1666717529297,199.1666717529297,162.5,171.5,98.65921020507812,30945897
2008-01-22,NTPC,167.0833282470703,179.1666717529297,138.375,163.6666717529297,94.15294647216797,19643920
2008-01-23,NTPC,174.7916717529297,189.9166717529297,166.75,184.6666717529297,106.2336654663086,28008231
2008-01-24,NTPC,189.4166717529297,195.5833282470703,166.6666717529297,169.625,97.5805892944336,19248066
2008-01-25,NTPC,183.2916717529297,187.0833282470703,173.875,185.6666717529297,106.80895233154297,11772945
2008-01-28,NTPC,176.6666717529297,181.6666717529297,172.5,177.1666717529297,101.91913604736328,14836635
2008-01-29,NTPC,181.4166717529297,183.3333282470703,175.0833282470703,176.2916717529297,101.41572570800781,11405062
2008-01-30,NTPC,177.9166717529297,181.25,166.6666717529297,168.0,96.64581298828125,11259794
