Date,Open,High,Low,Close,Adj Close,Volume,Symbol,daily_return
2012-03-01,57.478145599365234,57.478145599365234,55.33229446411133,56.198299407958984,47.48023986816406,5665533,ADANIENT,-2.1614291691732244
2012-03-02,56.558494567871094,56.91102981567383,53.646270751953125,54.136749267578125,45.73849868774414,9491133,ADANIENT,-3.668349581333466
2012-03-05,55.0257453918457,56.52783966064453,53.95281982421875,55.01041793823242,46.47663879394531,7859928,ADANIENT,1.6138267048082193
2012-03-06,55.179019927978516,56.37456512451172,53.355045318603516,53.72290802001953,45.38885498046875,5743132,ADANIENT,-2.3404958742805477
2012-03-07,52.8798942565918,53.630943298339844,48.350616455078125,48.894744873046875,41.3096923828125,18343232,ADANIENT,-8.987145852019294
2012-03-09,50.33552932739258,51.339481353759766,46.4270133972168,48.67249298095703,41.121917724609375,25154979,ADANIENT,-0.4545535136476867
2012-03-12,50.0749626159668,50.657405853271484,48.54220962524414,49.753082275390625,42.034873962402344,10546105,ADANIENT,2.2201207733232997
2012-03-13,50.27421951293945,52.39707946777344,49.369895935058594,51.101905822753906,43.17445755004883,16277560,ADANIENT,2.7110431891999323
2012-03-14,50.550113677978516,52.42007064819336,49.58448028564453,49.860374450683594,42.125526428222656,11542706,ADANIENT,-2.429517778214646
2012-03-15,49.59214401245117,49.59214401245117,48.12836837768555,48.56520080566406,41.03126525878906,6645758,ADANIENT,-2.597620165763617
2012-03-16,48.335289001464844,49.446533203125,46.6799201965332,47.10908889770508,39.80104446411133,7546844,ADANIENT,-2.998252154591348
2012-03-19,47.545921325683594,47.752845764160156,44.25050735473633,45.20847702026367,38.19527053833008,9658042,ADANIENT,-4.034501977025199
2012-03-20,44.94791030883789,45.369415283203125,42.99365234375,43.56843566894531,36.809654235839844,17246028,ADANIENT,-3.627716947572678
2012-03-21,43.66806411743164,46.12812805175781,43.28487777709961,45.89055252075195,38.77153778076172,16805310,ADANIENT,5.329807045597512
2012-03-22,45.675968170166016,46.78721237182617,43.22356414794922,43.56843566894531,36.809654235839844,13042565,ADANIENT,-5.060112797216297
2012-03-23,43.87498474121094,44.90959167480469,43.25422286987305,44.258174896240234,37.39238739013672,7505624,ADANIENT,1.5830986908034983
2012-03-26,43.9439582824707,44.373130798339844,42.15064239501953,42.34989929199219,35.780147552490234,7975759,ADANIENT,-4.311679328803053
2012-03-27,42.940006256103516,44.12022399902344,42.76374053955078,43.66806411743164,36.893821716308594,7444544,ADANIENT,3.1125477115055937
2012-03-28,43.39216995239258,43.974613189697266,42.98598861694336,43.56077194213867,36.80317687988281,10182282,ADANIENT,-0.24569110005134678
2012-03-29,43.13159942626953,46.59561538696289,42.97832489013672,45.928871154785156,38.80390548706055,22417013,ADANIENT,5.436293213783302
2012-03-30,45.98251724243164,47.438629150390625,45.98251724243164,46.72590255737305,39.4773063659668,8137886,ADANIENT,1.7353945961207449
2012-04-02,46.75655746459961,48.0440673828125,46.75655746459961,47.208717346191406,39.885215759277344,5515515,ADANIENT,1.0332756483664338
2012-04-03,47.78350067138672,49.59980773925781,46.44234085083008,49.124656677246094,41.50393295288086,12343521,ADANIENT,4.058439105289283
2012-04-04,49.2012939453125,49.814395904541016,48.220333099365234,48.68015670776367,41.12839126586914,6756617,ADANIENT,-0.9048339766693164
2012-04-09,48.43491744995117,48.5728645324707,47.201053619384766,47.63022232055664,40.2413330078125,3675522,ADANIENT,-2.1568027115925053
2012-04-10,47.63022232055664,49.04801940917969,47.208717346191406,48.43491744995117,40.92119598388672,6638810,ADANIENT,1.68946435234198
2012-04-11,47.82181930541992,48.9560546875,46.580291748046875,47.0937614440918,39.7880973815918,5749167,ADANIENT,-2.768977237960237
2012-04-12,47.3773193359375,48.289306640625,47.16273498535156,47.446292877197266,40.085941314697266,3558830,ADANIENT,0.7485754602663359
2012-04-13,47.875465393066406,48.67249298095703,46.13579177856445,46.511314392089844,39.29600143432617,5943876,ADANIENT,-1.9706157681807188
2012-04-16,46.30439376831055,47.331336975097656,45.73727798461914,46.73356628417969,39.48377990722656,4643958,ADANIENT,0.4778564384323358
2012-04-17,46.57262420654297,47.16273498535156,45.15483093261719,46.511314392089844,39.29600143432617,6235587,ADANIENT,-0.4755838304782523
2012-04-18,46.98646926879883,48.97138214111328,46.810203552246094,47.10908889770508,39.80104446411133,13376742,ADANIENT,1.2852275329570475
2012-04-19,47.423301696777344,47.423301696777344,45.59166717529297,45.96718978881836,38.83628845214844,7441315,ADANIENT,-2.423946469125484
2012-04-20,45.82924270629883,46.21242904663086,43.76002883911133,44.04358673095703,37.21109390258789,11783580,ADANIENT,-4.184731894663432
2012-04-23,44.42677688598633,45.21614074707031,42.426536560058594,42.671775817871094,36.052085876464844,6190289,ADANIENT,-3.11468410242689
2012-04-24,42.917015075683594,43.26955032348633,41.905399322509766,42.74074935913086,36.11036682128906,6818780,ADANIENT,0.16165762231878272
2012-04-25,42.83271408081055,43.162254333496094,41.70614242553711,42.26559829711914,35.708927154541016,4561798,ADANIENT,-1.1117019905524081
2012-04-26,42.449527740478516,43.64507293701172,41.3842658996582,41.80577087402344,35.320430755615234,10638606,ADANIENT,-1.0879531531273607
2012-04-27,41.99736785888672,42.457191467285156,41.3842658996582,42.211952209472656,35.66360092163086,3878752,ADANIENT,0.9715911122093771
2012-04-30,42.334571838378906,43.3768424987793,41.69081497192383,43.062625885009766,36.38230514526367,3730143,ADANIENT,2.0152317911254456
2012-05-02,43.583763122558594,43.721710205078125,42.5414924621582,42.802059173583984,36.162166595458984,3246320,ADANIENT,-0.605070373979164
2012-05-03,42.457191467285156,42.73308563232422,41.3842658996582,41.58352279663086,35.132659912109375,4115842,ADANIENT,-2.846916488346935
2012-05-04,41.07771682739258,41.97437286376953,40.004791259765625,41.26164627075195,34.8607177734375,9126488,ADANIENT,-0.7740436942497005
2012-05-07,40.17339324951172,43.02430725097656,39.65225601196289,42.4648551940918,35.87726974487305,5581149,ADANIENT,2.9160385567566243
2012-05-08,42.089332580566406,42.924678802490234,40.617889404296875,41.19267272949219,34.80244445800781,3942604,ADANIENT,-2.99583913298985
2012-05-09,40.909114837646484,41.95904541015625,39.25374221801758,39.55262756347656,33.41681671142578,5853594,ADANIENT,-3.9814092606452176
2012-05-10,39.7288932800293,40.77116394042969,39.25374221801758,39.468326568603516,33.34558868408203,4098468,ADANIENT,-0.21315024695154738
2012-05-11,39.39168930053711,39.836185455322266,37.97389602661133,38.556339263916016,32.57508850097656,5101860,ADANIENT,-2.310651014157316
2012-05-14,38.740272521972656,39.03915786743164,36.05795669555664,36.778350830078125,31.07291030883789,5138494,ADANIENT,-4.611432420494079
2012-05-15,36.73236846923828,36.93928909301758,35.42186737060547,36.241886138916016,30.619674682617188,4301841,ADANIENT,-1.4586198129365175
2012-05-16,35.728416442871094,35.92000961303711,35.03867721557617,35.29158020019531,29.816783905029297,4260249,ADANIENT,-2.6221401301944347
2012-05-17,35.460182189941406,36.55610275268555,34.79343795776367,35.10765075683594,29.66139030456543,3857535,ADANIENT,-0.521161507420847
2012-05-18,33.52125549316406,35.851036071777344,31.89653968811035,35.58280563354492,30.06283950805664,4623583,ADANIENT,1.3534402783183785
2012-05-21,35.25326156616211,37.52939987182617,35.25326156616211,36.655731201171875,30.969324111938477,12812704,ADANIENT,3.0152993486822965
2012-05-22,37.161537170410156,37.751644134521484,36.793678283691406,37.12321853637695,31.364286422729492,5950589,ADANIENT,1.275333970361853
2012-05-23,36.786014556884766,37.53705978393555,36.57143020629883,36.99293518066406,31.25421142578125,3098501,ADANIENT,-0.35095648427847403
2012-05-24,36.9239616394043,37.4910774230957,36.16524887084961,37.138545989990234,31.37723159790039,1980393,ADANIENT,0.3936115054807067
2012-05-25,37.130882263183594,40.4339599609375,37.130882263183594,39.77487564086914,33.60458755493164,11458087,ADANIENT,7.098637590386699
2012-05-28,40.17339324951172,40.602561950683594,39.7288932800293,40.21171188354492,33.973655700683594,4675685,ADANIENT,1.098267149235672
2012-05-29,40.15806579589844,41.33828353881836,39.43000793457031,40.90144729614258,34.556396484375,4933320,ADANIENT,1.7152725300612286
2012-05-30,40.617889404296875,41.95138168334961,39.9434814453125,40.16572952270508,33.934814453125,5921928,ADANIENT,-1.7987466706230617
2012-05-31,39.85151672363281,41.407257080078125,39.15411376953125,39.93581771850586,33.74055862426758,8855308,ADANIENT,-0.5724381641330388
2012-06-01,39.2384147644043,39.50664520263672,36.42581558227539,36.770687103271484,31.066442489624023,5042405,ADANIENT,-7.92552418714319
2012-06-04,36.17291259765625,36.17291259765625,34.6095085144043,35.32990264892578,29.849164962768555,7726012,ADANIENT,-3.9183035755124878
2012-06-05,35.64411544799805,36.0119743347168,34.80876541137695,35.092323303222656,29.6484432220459,6463047,ADANIENT,-0.6724534538001997
2012-06-06,34.946712493896484,36.28020477294922,34.946712493896484,35.44485855102539,29.946287155151367,18130594,ADANIENT,1.0045854039445783
2012-06-07,35.988983154296875,36.15758514404297,34.50221633911133,35.3528938293457,29.86858558654785,12358599,ADANIENT,-0.2594697906987424
2012-06-08,35.069332122802734,35.29924774169922,34.56352615356445,34.90073013305664,29.486572265625,9948741,ADANIENT,-1.2789802845398273
2012-06-11,35.25326156616211,35.96599197387695,34.37959671020508,34.54819869995117,29.188732147216797,18408768,ADANIENT,-1.010087288970582
2012-06-12,34.027061462402344,35.559814453125,33.75883102416992,35.01568603515625,29.58369255065918,11376397,ADANIENT,1.3531262730095766
2012-06-13,35.27625274658203,35.27625274658203,34.057716369628906,34.31828689575195,28.994483947753906,9692561,ADANIENT,-1.9916668681447096
2012-06-14,34.1879997253418,34.64016342163086,33.64387512207031,33.82780456542969,28.580089569091797,5461240,ADANIENT,-1.4292179830095266
2012-06-15,34.027061462402344,34.41791534423828,33.87378692626953,34.11136245727539,28.819658279418945,4911438,ADANIENT,0.838236387426274
2012-06-18,34.25697326660156,34.54819869995117,31.31409454345703,31.911867141723633,26.961368560791016,12210858,ADANIENT,-6.447993590385473
2012-06-19,32.18776321411133,32.49431228637695,31.268110275268555,32.042152404785156,27.071443557739258,9802188,ADANIENT,0.4082693231986763
2012-06-20,32.24140930175781,33.413963317871094,32.00383377075195,33.15339660644531,28.010303497314453,10749459,ADANIENT,3.4680822896376045
2012-06-21,33.1074104309082,33.6975212097168,32.647586822509766,33.47527313232422,28.282245635986328,11235611,ADANIENT,0.9708646630621052
2012-06-22,32.80852508544922,34.25697326660156,32.80086135864258,33.666866302490234,28.44411849975586,15024884,ADANIENT,0.5723479876844159
2012-06-25,33.72051239013672,34.210994720458984,32.1264533996582,32.42533874511719,27.39518928527832,12635897,ADANIENT,-3.687684026792893
2012-06-26,32.532630920410156,33.023109436035156,32.17243576049805,32.57861328125,27.524681091308594,6406175,ADANIENT,0.4726808224678337
2012-06-27,32.73955154418945,33.797149658203125,32.60160446166992,33.62088394165039,28.405271530151367,9729612,ADANIENT,3.1992757188414274
2012-06-28,33.72051239013672,34.01173400878906,33.0307731628418,33.34498977661133,28.17216682434082,11212463,ADANIENT,-0.8206388929009638
2012-06-29,33.72051239013672,34.54819869995117,33.59022903442383,34.08837127685547,28.80023765563965,23289066,ADANIENT,2.229401931399091
2012-07-02,34.333614349365234,36.540775299072266,33.72051239013672,36.01963806152344,30.431901931762695,98667194,ADANIENT,5.665454207818091
2012-07-03,36.234222412109375,37.1692008972168,36.18824005126953,36.50245666503906,30.839824676513672,25438848,ADANIENT,1.3404444640550555
2012-07-04,36.63274002075195,37.29182052612305,36.02730178833008,36.40282440185547,30.755643844604492,18808976,ADANIENT,-0.27296144771305497
2012-07-05,36.479461669921875,37.06190872192383,36.38749694824219,36.61741256713867,30.936946868896484,19179141,ADANIENT,0.5894951352930251
2012-07-06,36.57143020629883,36.63274002075195,35.268592834472656,35.92000961303711,30.347728729248047,16445878,ADANIENT,-1.9045775336053867
2012-07-09,35.866363525390625,36.126930236816406,34.12668991088867,34.3642692565918,29.033334732055664,15506103,ADANIENT,-4.331111592959566
2012-07-10,34.333614349365234,35.306907653808594,33.96575164794922,35.092323303222656,29.6484432220459,14442199,ADANIENT,2.1186284512853217
2012-07-11,34.946712493896484,35.77439880371094,34.76278305053711,35.184288024902344,29.726139068603516,9155272,ADANIENT,0.26205708669332206
2012-07-12,34.73212814331055,35.00035858154297,34.14201736450195,34.448570251464844,29.10455894470215,10709504,ADANIENT,-2.0910220545858733
2012-07-13,34.48688888549805,34.86241149902344,33.96575164794922,34.08070755004883,28.79375648498535,8947646,ADANIENT,-1.0678823902032424
2012-07-16,34.01173400878906,34.25697326660156,32.35636520385742,32.532630920410156,27.4858341217041,12876197,ADANIENT,-4.542381831850501
2012-07-17,32.57094955444336,32.79319763183594,29.597412109375,29.81199836730957,25.187253952026367,41346100,ADANIENT,-8.36278120394632
2012-07-18,30.04191017150879,30.94623374938965,28.677762985229492,30.455753326416016,25.731143951416016,100424270,ADANIENT,2.1593858561381256
2012-07-19,30.655010223388672,31.344749450683594,29.7047061920166,30.0189208984375,25.362075805664062,32215012,ADANIENT,-1.434324670713456
2012-07-20,30.04191017150879,30.471080780029297,29.444137573242188,29.995927810668945,25.3426513671875,14260787,ADANIENT,-0.07658851990429143
2012-07-23,29.735361099243164,30.003591537475586,28.96898651123047,29.398155212402344,24.837610244750977,10440654,ADANIENT,-1.9928503735423182
2012-07-24,29.428810119628906,29.880971908569336,29.152915954589844,29.482458114624023,24.908838272094727,12486134,ADANIENT,0.28677488148765395
2012-07-25,29.9116268157959,29.9116268157959,28.76206398010254,29.09160614013672,24.578617095947266,10814075,ADANIENT,-1.325718897606744
2012-07-26,29.505447387695312,29.766016006469727,27.405580520629883,27.704465866088867,23.40666389465332,26763884,ADANIENT,-4.768182020652363
2012-07-27,27.94204330444336,28.723745346069336,26.1947078704834,26.554903030395508,22.435436248779297,17716111,ADANIENT,-4.149363831792692
2012-07-30,26.66986083984375,27.528200149536133,25.941802978515625,27.298288345336914,23.06349754333496,17946892,ADANIENT,2.7994164570338436
2012-07-31,27.397916793823242,27.972698211669922,27.068374633789062,27.727455139160156,23.42608642578125,12753731,ADANIENT,1.5721331153915652
2012-08-01,27.81175994873047,28.746736526489258,27.6354923248291,28.40953254699707,24.002355575561523,12668068,ADANIENT,2.459946315002358
2012-08-02,28.40186882019043,28.78505516052246,28.125972747802734,28.470842361450195,24.931734085083008,9204498,ADANIENT,3.872030420496518
2012-08-03,28.386539459228516,28.386539459228516,27.129684448242188,27.558855056762695,24.133115768432617,11521998,ADANIENT,-3.203220096624625
2012-08-06,27.589509963989258,28.32522964477539,27.589509963989258,27.74278450012207,24.29418182373047,6970566,ADANIENT,0.6674067983734384
2012-08-07,27.896060943603516,28.271583557128906,27.689138412475586,28.003353118896484,24.52235984802246,6158725,ADANIENT,0.9392290958698133
2012-08-08,28.041671752929688,28.693090438842773,27.589509963989258,27.75044822692871,24.300891876220703,13291718,ADANIENT,-0.9031266695958606
2012-08-09,27.74278450012207,28.125972747802734,26.838462829589844,27.26763153076172,23.87809181213379,21703381,ADANIENT,-1.7398541018185392
2012-08-10,27.282960891723633,27.566518783569336,26.89977264404297,27.206321716308594,23.824405670166016,6407787,ADANIENT,-0.224834305815394
2012-08-13,27.14501190185547,28.317567825317383,27.14501190185547,28.041671752929688,24.55591583251953,9686670,ADANIENT,3.0704235500386283
2012-08-14,28.049335479736328,29.54376792907715,28.049335479736328,29.398155212402344,25.743776321411133,17820688,ADANIENT,4.837369931519767
2012-08-16,29.428810119628906,29.93461799621582,29.076278686523438,29.275535583496094,25.636402130126953,19347550,ADANIENT,-0.4170879592162881
2012-08-17,29.168243408203125,29.635732650756836,27.911388397216797,28.07999038696289,24.589468002319336,12669145,ADANIENT,-4.0837794730068575
2012-08-21,28.05699920654297,28.501497268676758,27.796430587768555,28.378875732421875,24.8512020111084,6533952,ADANIENT,1.0644150933414873
2012-08-22,28.432523727416992,28.585798263549805,27.673810958862305,27.873069763183594,24.408267974853516,4595085,ADANIENT,-1.7823445162004352
2012-08-23,27.75044822692871,28.102981567382812,27.16800308227539,27.359596252441406,23.9586238861084,7544247,ADANIENT,-1.8421794172710682
2012-08-24,27.282960891723633,27.313615798950195,26.46293830871582,26.78481674194336,23.455297470092773,7818271,ADANIENT,-2.100815215465951
2012-08-27,26.823135375976562,26.853790283203125,24.232786178588867,24.386062622070312,21.354719161987305,24362385,ADANIENT,-8.955666884139331
2012-08-28,24.3707332611084,24.432043075561523,23.22117042541504,23.895580291748047,20.925207138061523,30074664,ADANIENT,-2.0113213415156435
2012-08-29,23.94922637939453,24.202131271362305,23.48173713684082,23.696325302124023,20.750722885131836,12729174,ADANIENT,-0.8338471957695107
2012-08-30,23.757633209228516,24.14082145690918,23.389772415161133,23.811281204223633,20.851388931274414,17227062,ADANIENT,0.48512067121626234
2012-08-31,23.757633209228516,24.186803817749023,23.22117042541504,23.8802547454834,20.91179084777832,13361573,ADANIENT,0.2896781442377256
2012-09-03,24.064184188842773,24.58531951904297,23.80361557006836,24.079513549804688,21.08627700805664,8627581,ADANIENT,0.8343912845554201
2012-09-04,24.03352928161621,24.3707332611084,23.412765502929688,24.240449905395508,21.227210998535156,10095073,ADANIENT,0.6683682967110202
2012-09-05,24.087175369262695,24.294095993041992,23.389772415161133,23.665666580200195,20.723873138427734,12035852,ADANIENT,-2.371191675355543
2012-09-06,23.811279296875,24.00287437438965,23.2518253326416,23.535385131835938,20.609790802001953,11909680,ADANIENT,-0.5504875254917546
2012-09-07,23.604358673095703,24.15614891052246,23.451082229614258,23.780622482299805,20.824541091918945,14227611,ADANIENT,1.0419819006417677
2012-09-10,23.757633209228516,26.279008865356445,23.466411590576172,26.07208824157715,22.831161499023438,39069180,ADANIENT,9.635844546332741
2012-09-11,26.056758880615234,27.712129592895508,25.53562355041504,27.51287269592285,24.09284782409668,45562272,ADANIENT,5.526159171215221
2012-09-12,27.589509963989258,27.62016487121582,26.66986083984375,26.945755004882812,23.59622573852539,18365708,ADANIENT,-2.0612842831912466
2012-09-13,26.91510009765625,28.156627655029297,26.777151107788086,27.244640350341797,23.857961654663086,20324467,ADANIENT,1.109227886858028
2012-09-14,27.589509963989258,29.22188949584961,27.397916793823242,28.961322784423828,25.361244201660156,25826798,ADANIENT,6.300968074124014
2012-09-17,29.137588500976562,29.81199836730957,28.53981590270996,29.505447387695312,25.83773422241211,16647255,ADANIENT,1.878811689849041
2012-09-18,29.505447387695312,30.85426902770996,29.183570861816406,30.087894439697266,26.3477783203125,16462162,ADANIENT,1.9740279604624518
2012-09-20,30.04191017150879,31.0688533782959,29.306190490722656,30.60902976989746,26.804134368896484,30219123,ADANIENT,1.7320475488901552
2012-09-21,30.655010223388672,31.344749450683594,30.425098419189453,31.122499465942383,27.25377655029297,23597466,ADANIENT,1.677510548216954
2012-09-24,31.222129821777344,32.01915740966797,30.294815063476562,30.50173568725586,26.71017837524414,20823153,ADANIENT,-1.9945792615041626
2012-09-25,30.5783748626709,31.40605926513672,29.4594669342041,30.70099449157715,26.884666442871094,20275112,ADANIENT,0.6532643293339978
2012-09-26,30.70865821838379,31.015207290649414,30.126211166381836,30.38677978515625,26.60951042175293,16446544,ADANIENT,-1.0234682349615913
2012-09-27,30.49407196044922,30.808286666870117,29.980600357055664,30.087894439697266,26.3477783203125,8628103,ADANIENT,-0.9836035962032096
2012-09-28,30.325469970703125,31.229793548583984,30.325469970703125,30.831275939941406,26.998754501342773,14054230,ADANIENT,2.470706156383634
2012-10-01,30.808286666870117,31.015207290649414,29.888635635375977,30.36379051208496,26.589380264282227,7992180,ADANIENT,-1.5162708229380981
2012-10-03,30.532390594482422,32.56328582763672,30.37145233154297,31.97317886352539,27.99871063232422,42851609,ADANIENT,5.300350568663533
2012-10-04,32.04981231689453,34.91605758666992,32.04981231689453,34.5098762512207,30.220083236694336,38191784,ADANIENT,7.9338389311598005
2012-10-05,35.03867721557617,36.39516067504883,33.72051239013672,36.103939056396484,31.61598777770996,55367572,ADANIENT,4.619128710144207
2012-10-08,35.988983154296875,36.56376647949219,34.594181060791016,34.84708786010742,30.5153751373291,22012805,ADANIENT,-3.4811901121647635
2012-10-09,34.939048767089844,35.613460540771484,33.536582946777344,33.76649475097656,29.569107055664062,19175115,ADANIENT,-3.1009551001962956
2012-10-10,33.551910400390625,33.57490158081055,32.21075439453125,32.3640251159668,28.340970993041992,21613575,ADANIENT,-4.153443187547379
2012-10-11,32.49431228637695,34.90073013305664,31.942522048950195,34.54053497314453,30.246929168701172,32681266,ADANIENT,6.725098360698765
2012-10-12,34.48688888549805,35.45252227783203,33.919769287109375,34.12668991088867,29.88452911376953,20839339,ADANIENT,-1.1981383396323217
2012-10-15,34.157344818115234,34.456233978271484,33.36031723022461,33.87378692626953,29.663063049316406,11003323,ADANIENT,-0.741072625270454
2012-10-16,33.413963317871094,34.74745559692383,32.67824172973633,32.85451126098633,28.77048683166504,17464687,ADANIENT,-3.009049389698603
2012-10-17,33.1074104309082,33.4522819519043,32.18776321411133,32.777870178222656,28.70337677001953,12058745,ADANIENT,-0.23326008363419806
2012-10-18,32.95413589477539,34.00407028198242,32.57094955444336,33.83546829223633,29.62950325012207,12003420,ADANIENT,3.226541906629855
2012-10-19,33.64387512207031,33.85845947265625,32.770206451416016,33.130401611328125,29.012083053588867,9057748,ADANIENT,-2.0838020513579125
2012-10-22,32.95413589477539,34.3642692565918,32.509639739990234,34.233985900878906,29.978483200073242,14009643,ADANIENT,3.3310264026864793
2012-10-23,34.448570251464844,34.77811050415039,34.027061462402344,34.31828308105469,30.05230712890625,27837183,ADANIENT,0.24625638442183576
2012-10-25,34.39492416381836,34.56352615356445,33.4906005859375,33.99640655517578,29.770437240600586,21567494,ADANIENT,-0.9379309451903723
2012-10-29,33.33732604980469,33.70518493652344,32.80086135864258,33.069091796875,28.958393096923828,5454051,ADANIENT,-2.7276863188603127
2012-10-30,33.04610061645508,33.689857482910156,32.532630920410156,32.92348098754883,28.830883026123047,8075991,ADANIENT,-0.440321637923778
2012-10-31,32.95413589477539,33.444618225097656,32.877498626708984,33.00778579711914,28.904706954956055,5542317,ADANIENT,0.256058507698559
2012-11-01,33.09208679199219,34.701473236083984,33.023109436035156,34.578853607177734,30.28048324584961,14975985,ADANIENT,4.759696381068695
