Instrument,SoldQuantity,BuyAvg,BuyValue,SellAvg,SellValue,NetRealizedPnL,RealisedGLPerc,CloseQuantityAsOnLastDay,BuyAvgOpenPrice,SellAvgPrice,CMP,NetUnrealizedPnL,NetUnrealizedPnlPerc,TotalGL,TotalGLPerc,DayGL,DayGLPerc,AssetType
BANKNIFTY-OPT-22Apr2021-CE-31000-NSE,1500,492.2,738300,99.2,148800,-589500,-79.85%,0,0,0,0,0,0,-589500,-79.85%,,%,FnO
BANKNIFTY-OPT-22Apr2021-CE-31300-NSE,2000,165.89,331780,268.91,537820,206040,62.10%,0,0,0,0,0,0,206040,62.10%,,%,FnO
BANKNIFTY-OPT-22Apr2021-CE-31500-NSE,3500,71.56,250460,110.81,387835,137375,35.42%,0,0,0,0,0,0,137375,54.85%,,%,FnO
BANKNIFTY-OPT-22Apr2021-CE-31700-NSE,4000,53.65,214600,52.54,210160,-4440,-2.07%,0,0,0,0,0,0,-4440,-2.07%,,%,FnO
BANKNIFTY-OPT-22Apr2021-CE-32000-NSE,2000,532.05,1064100,557.69,1115380,51280,4.82%,0,0,0,0,0,0,51280,4.82%,,%,FnO
BANKNIFTY-OPT-22Apr2021-CE-32400-NSE,2025,33.72,68283,37.89,76727.25,8444.25,12.37%,0,0,0,0,0,0,8444.25,12.37%,,%,FnO
BANKNIFTY-OPT-22Apr2021-CE-33000-NSE,25,146.79,3669.75,198.05,4951.25,1281.5,34.92%,0,0,0,0,0,0,1281.5,34.92%,,%,FnO
BANKNIFTY-OPT-22Apr2021-PE-29800-NSE,5500,22.99,126460,142.39,783155,656695,-7.01%,0,0,0,0,0,0,656695,519.29%,,%,FnO
BANKNIFTY-OPT-22Apr2021-PE-30500-NSE,2000,552.07,1104140,89.14,178280,-925860,-83.85%,0,0,0,0,0,0,-925860,-83.85%,,%,FnO
BANKNIFTY-OPT-22Apr2021-PE-30800-NSE,3500,5.4,18900,43.24,151340,132440,700.74%,0,0,0,0,0,0,132440,700.74%,,%,FnO
BANKNIFTY-OPT-22Apr2021-PE-31000-NSE,5000,12.28,61400,209.27,1046330,984930,94.13%,0,0,0,0,0,0,984930,1604.12%,,%,FnO
BANKNIFTY-OPT-22Apr2021-PE-31300-NSE,2000,190.33,380660,203.06,406120,25460,6.69%,0,0,0,0,0,0,25460,6.69%,,%,FnO
BANKNIFTY-OPT-22Apr2021-PE-32000-NSE,1500,743.71,1115565,487.74,731610,-383955,-34.42%,0,0,0,0,0,0,-383955,-34.42%,,%,FnO
BANKNIFTY-OPT-22Jul2021-CE-34500-NSE,4000,143.25,572980,234.5,938000,365020,63.71%,0,0,0,0,0,0,365020,63.71%,,%,FnO
BANKNIFTY-OPT-22Jul2021-CE-35500-NSE,5600,13.95,78136,17.42,97564,19428,16.74%,0,0,0,0,0,0,19428,24.86%,,%,FnO
BANKNIFTY-OPT-22Jul2021-CE-35700-NSE,6000,114.18,685060,59.2,355180,-329880,-39.42%,0,0,0,0,0,0,-329880,-48.15%,,%,FnO
BANKNIFTY-OPT-22Jul2021-CE-36500-NSE,4000,8.96,35840,61.7,246780,210940,85.48%,0,0,0,0,0,0,210940,588.56%,,%,FnO
BANKNIFTY-OPT-22Jul2021-PE-34500-NSE,4000,98.56,394220,29.47,117880,-276340,-62.69%,0,0,0,0,0,0,-276340,-70.10%,,%,FnO
BANKNIFTY-OPT-22Jul2021-PE-34600-NSE,1500,54.94,82410,67.65,101475,19065,18.79%,0,0,0,0,0,0,19065,23.13%,,%,FnO
BANKNIFTY-OPT-22Jul2021-PE-34700-NSE,1500,19.2,28800,20.22,30330,1530,5.31%,0,0,0,0,0,0,1530,5.31%,,%,FnO
BANKNIFTY-OPT-22Jul2021-PE-34900-NSE,1000,220.1,220100,101.65,101650,-118450,-116.53%,0,0,0,0,0,0,-118450,-53.82%,,%,FnO
BANKNIFTY-OPT-22Jul2021-PE-35700-NSE,2000,255.98,511960,498.68,997360,485400,94.81%,0,0,0,0,0,0,485400,94.81%,,%,FnO
BANKNIFTY-OPT-23Dec2021-CE-34700-NSE,1200,467.82,561384,367.88,441456,-119928,-27.17%,0,0,0,0,0,0,-119928,-21.36%,,%,FnO
BANKNIFTY-OPT-23Dec2021-CE-35100-NSE,1200,125.89,151068,144.25,173100,22032,14.58%,0,0,0,0,0,0,22032,14.58%,,%,FnO
BANKNIFTY-OPT-23Dec2021-CE-35500-NSE,2825,26.04,73566,43.47,122803.5,49237.5,-25.24%,0,0,0,0,0,0,49237.5,66.93%,,%,FnO
BANKNIFTY-OPT-23Dec2021-CE-37000-NSE,1225,97.97,120014.75,80.55,98673.5,-21341.25,-17.78%,0,0,0,0,0,0,-21341.25,-17.78%,,%,FnO
BANKNIFTY-OPT-23Dec2021-PE-34300-NSE,1200,75.84,91008,3.92,4704,-86304,-94.83%,0,0,0,0,0,0,-86304,-94.83%,,%,FnO
BANKNIFTY-OPT-23Dec2021-PE-34500-NSE,2025,11.08,22437,116.44,235791,213354,90.48%,0,0,0,0,0,0,213354,950.90%,,%,FnO
BANKNIFTY-OPT-23Dec2021-PE-34700-NSE,1200,14.12,16944,147.89,177468,160524,90.45%,0,0,0,0,0,0,160524,947.38%,,%,FnO
BANKNIFTY-OPT-23Dec2021-PE-35000-NSE,2000,145.44,290870,58.16,116320,-174550,-51.47%,0,0,0,0,0,0,-174550,-60.01%,,%,FnO
BANKNIFTY-OPT-23Dec2021-PE-35200-NSE,1000,29.46,29460,30.47,30470,1010,3.43%,0,0,0,0,0,0,1010,3.43%,,%,FnO
BANKNIFTY-OPT-23Dec2021-PE-36200-NSE,2000,1193.55,2387100,214.02,428040,-1959060,-457.68%,0,0,0,0,0,0,-1959060,-82.07%,,%,FnO
BANKNIFTY-OPT-23Dec2021-PE-37000-NSE,1000,549.12,549120,1989.45,1989450,1440330,262.30%,0,0,0,0,0,0,1440330,262.30%,,%,FnO
BANKNIFTY-OPT-23Sep2021-CE-37000-NSE,2000,211.25,422500,321.4,642800,220300,52.14%,0,0,0,0,0,0,220300,52.14%,,%,FnO
BANKNIFTY-OPT-23Sep2021-CE-37200-NSE,2000,533.07,1066140,263,526000,-540140,-102.69%,0,0,0,0,0,0,-540140,-50.66%,,%,FnO
BANKNIFTY-OPT-23Sep2021-CE-37400-NSE,2400,250.98,602352,263.93,633420,31068,5.16%,0,0,0,0,0,0,31068,5.16%,,%,FnO
BANKNIFTY-OPT-23Sep2021-CE-37800-NSE,2000,57.93,115860,5.77,11540,-104320,-90.04%,0,0,0,0,0,0,-104320,-90.04%,,%,FnO
BANKNIFTY-OPT-23Sep2021-CE-38000-NSE,2000,13.93,27860,127.92,255840,227980,89.11%,0,0,0,0,0,0,227980,818.31%,,%,FnO
BANKNIFTY-OPT-23Sep2021-PE-36500-NSE,3200,9.23,29536,91.63,293204,263668,90.14%,0,0,0,0,0,0,263668,892.70%,,%,FnO
BANKNIFTY-OPT-23Sep2021-PE-37000-NSE,3200,133.78,428092,53.94,172608,-255484,-52.24%,0,0,0,0,0,0,-255484,-59.68%,,%,FnO
BANKNIFTY-OPT-23Sep2021-PE-37200-NSE,2000,3.67,7340,114.8,229596,222256,123.05%,0,0,0,0,0,0,222256,3028.01%,,%,FnO
BANKNIFTY-OPT-23Sep2021-PE-37800-NSE,1200,30.79,36948,59.14,70968,34020,92.08%,0,0,0,0,0,0,34020,92.08%,,%,FnO
BANKNIFTY-OPT-24Feb2022-CE-35600-NSE,1000,81.88,81880.41,56.25,56246.95,-25633.46,-31.31%,0,0,0,0,0,0,-25633.46,-31.31%,,%,FnO
BANKNIFTY-OPT-24Feb2022-CE-36000-NSE,1500,94.84,142252.43,129.44,194165.64,51913.21,36.49%,0,0,0,0,0,0,51913.21,36.49%,,%,FnO
BANKNIFTY-OPT-24Feb2022-CE-36300-NSE,500,29.21,14603.96,47.51,23756.88,9152.92,62.67%,0,0,0,0,0,0,9152.92,62.67%,,%,FnO
BANKNIFTY-OPT-24Feb2022-CE-37500-NSE,1700,601.2,1022031.45,830.5,1411845.55,389814.1,35.90%,0,0,0,0,0,0,389814.1,38.14%,,%,FnO
BANKNIFTY-OPT-24Feb2022-CE-38000-NSE,3225,568.7,1834050.08,823.61,2656148.57,822098.49,44.71%,0,0,0,0,0,0,822098.49,44.82%,,%,FnO
BANKNIFTY-OPT-24Feb2022-CE-38800-NSE,500,114.59,57294.01,101.18,50591.18,-6702.83,-11.70%,0,0,0,0,0,0,-6702.83,-11.70%,,%,FnO
BANKNIFTY-OPT-24Feb2022-CE-39000-NSE,2000,501.14,1002272.71,135.62,271244.1,-731028.61,-81.05%,0,0,0,0,0,0,-731028.61,-72.94%,,%,FnO
BANKNIFTY-OPT-24Feb2022-CE-39500-NSE,500,45.22,22611.89,52.22,26111.92,3500.03,15.48%,0,0,0,0,0,0,3500.03,15.48%,,%,FnO
BANKNIFTY-OPT-24Feb2022-CE-40000-NSE,1500,33.81,50714.58,209.7,314557.03,263842.45,83.88%,0,0,0,0,0,0,263842.45,520.25%,,%,FnO
BANKNIFTY-OPT-24Feb2022-PE-35500-NSE,2000,814.24,1628483.61,435.25,870500.6,-757983.01,-87.07%,0,0,0,0,0,0,-757983.01,-46.55%,,%,FnO
BANKNIFTY-OPT-24Feb2022-PE-36000-NSE,3200,160.34,513074.92,238.66,763703.38,250628.46,33.63%,0,0,0,0,0,0,250628.46,48.85%,,%,FnO
BANKNIFTY-OPT-24Feb2022-PE-36500-NSE,500,433.26,216628.2,730.08,365041.16,148412.96,68.51%,0,0,0,0,0,0,148412.96,68.51%,,%,FnO
BANKNIFTY-OPT-24Feb2022-PE-37000-NSE,4050,289.5,1172454.89,282.64,1144674.37,-27780.52,58.34%,0,0,0,0,0,0,-27780.52,-2.37%,,%,FnO
BANKNIFTY-OPT-24Feb2022-PE-37500-NSE,2500,914.41,2286016.4,1399.43,3498584.96,1212568.56,53.04%,0,0,0,0,0,0,1212568.56,53.04%,,%,FnO
BANKNIFTY-OPT-24Feb2022-PE-38000-NSE,3025,541.18,1637069.51,501.44,1516844.94,-120224.57,-7.34%,0,0,0,0,0,0,-120224.57,-7.34%,,%,FnO
BANKNIFTY-OPT-24Jun2021-CE-34500-NSE,1500,443.6,665400,293.91,440865,-224535,-33.74%,0,0,0,0,0,0,-224535,-33.74%,,%,FnO
BANKNIFTY-OPT-24Jun2021-CE-35000-NSE,3000,33.73,101190,155.48,466440,365250,78.31%,0,0,0,0,0,0,365250,360.95%,,%,FnO
BANKNIFTY-OPT-24Jun2021-CE-35200-NSE,4500,89.76,403930,112.61,506735,102805,59.05%,0,0,0,0,0,0,102805,25.45%,,%,FnO
BANKNIFTY-OPT-24Jun2021-PE-34000-NSE,8000,398.41,3187240,308.67,2469370,-717870,-20.02%,0,0,0,0,0,0,-717870,-22.52%,,%,FnO
BANKNIFTY-OPT-24Jun2021-PE-34300-NSE,2000,8.41,16820,24.37,48740,31920,189.77%,0,0,0,0,0,0,31920,189.77%,,%,FnO
BANKNIFTY-OPT-24Jun2021-PE-34500-NSE,2000,58.75,117500,54.23,108460,-9040,-7.69%,0,0,0,0,0,0,-9040,-7.69%,,%,FnO
BANKNIFTY-OPT-24Jun2021-PE-34700-NSE,2000,13.56,27120,43.68,87360,60240,222.12%,0,0,0,0,0,0,60240,222.12%,,%,FnO
BANKNIFTY-OPT-24Jun2021-PE-34900-NSE,2000,32.9,65800,54.19,108380,42580,64.71%,0,0,0,0,0,0,42580,64.71%,,%,FnO
BANKNIFTY-OPT-24Jun2021-PE-35000-NSE,1500,508.59,762885,683.47,1025205,262320,34.39%,0,0,0,0,0,0,262320,34.39%,,%,FnO
BANKNIFTY-OPT-24Mar2022-CE-35700-NSE,25,1.91,47.78,39.35,983.73,935.95,1958.87%,0,0,0,0,0,0,935.95,1958.87%,,%,FnO
BANKNIFTY-OPT-24Mar2022-CE-35800-NSE,2000,115.45,230892.74,136.55,273102.93,42210.19,18.28%,0,0,0,0,0,0,42210.19,18.28%,,%,FnO
BANKNIFTY-OPT-24Mar2022-CE-36000-NSE,3200,249.31,797801.09,227.54,728116.52,-69684.57,-10.03%,0,0,0,0,0,0,-69684.57,-8.73%,,%,FnO
BANKNIFTY-OPT-24Mar2022-CE-36200-NSE,2400,398.88,957316.05,312.31,749551.98,-207764.07,-21.70%,0,0,0,0,0,0,-207764.07,-21.70%,,%,FnO
BANKNIFTY-OPT-24Mar2022-CE-36500-NSE,1200,383.05,459658.01,418.76,502510.02,42852.01,9.32%,0,0,0,0,0,0,42852.01,9.32%,,%,FnO
BANKNIFTY-OPT-24Mar2022-CE-37000-NSE,3375,40.73,137464.17,57.37,193627.94,56163.78,30.70%,0,0,0,0,0,0,56163.78,40.86%,,%,FnO
BANKNIFTY-OPT-24Mar2022-CE-37800-NSE,1200,20.01,24013.52,49.3,59157.72,35144.2,59.41%,0,0,0,0,0,0,35144.2,146.35%,,%,FnO
BANKNIFTY-OPT-24Mar2022-PE-35000-NSE,2925,14.46,42296.04,94.61,276745.75,234449.71,56.89%,0,0,0,0,0,0,234449.71,554.31%,,%,FnO
BANKNIFTY-OPT-24Mar2022-PE-35700-NSE,2450,154.29,378019.88,105.19,257718.8,-120301.08,-31.82%,0,0,0,0,0,0,-120301.08,-31.82%,,%,FnO
BANKNIFTY-OPT-24Mar2022-PE-35800-NSE,1000,149.1,149098.66,145.03,145027.13,-4071.53,-2.73%,0,0,0,0,0,0,-4071.53,-2.73%,,%,FnO
BANKNIFTY-OPT-24Mar2022-PE-36000-NSE,3775,242.89,916903.9,399.21,1506999.69,590095.79,44.18%,0,0,0,0,0,0,590095.79,64.36%,,%,FnO
BANKNIFTY-OPT-24Mar2022-PE-36200-NSE,1000,331.07,331069.6,129.14,129140.45,-201929.15,-60.99%,0,0,0,0,0,0,-201929.15,-60.99%,,%,FnO
BANKNIFTY-OPT-24Mar2022-PE-36500-NSE,1200,636.22,763466.78,568.55,682256.75,-81210.03,-10.64%,0,0,0,0,0,0,-81210.03,-10.64%,,%,FnO
BANKNIFTY-OPT-24Mar2022-PE-37000-NSE,25,948.48,23711.99,1335.68,33392.12,9680.13,40.82%,0,0,0,0,0,0,9680.13,40.82%,,%,FnO
BANKNIFTY-OPT-25Nov2021-CE-37400-NSE,1700,71.48,121516,91.76,155992,34476,28.37%,0,0,0,0,0,0,34476,28.37%,,%,FnO
BANKNIFTY-OPT-25Nov2021-CE-37500-NSE,1000,174.56,174560,159.18,159180,-15380,-8.81%,0,0,0,0,0,0,-15380,-8.81%,,%,FnO
BANKNIFTY-OPT-25Nov2021-CE-37600-NSE,2200,28.01,61622,121.62,267567,205945,75.60%,0,0,0,0,0,0,205945,334.21%,,%,FnO
BANKNIFTY-OPT-25Nov2021-CE-38000-NSE,3525,143.23,504899.75,310.13,1093207.5,588307.75,53.31%,0,0,0,0,0,0,588307.75,116.52%,,%,FnO
BANKNIFTY-OPT-25Nov2021-CE-41000-NSE,1000,811.34,811340,608.55,608550,-202790,-24.99%,0,0,0,0,0,0,-202790,-24.99%,,%,FnO
BANKNIFTY-OPT-25Nov2021-PE-37000-NSE,1475,2.46,3628.5,23.44,34574,30945.5,852.85%,0,0,0,0,0,0,30945.5,852.85%,,%,FnO
BANKNIFTY-OPT-25Nov2021-PE-37200-NSE,1700,55.15,93755,70.48,119816,26061,27.80%,0,0,0,0,0,0,26061,27.80%,,%,FnO
BANKNIFTY-OPT-25Nov2021-PE-38000-NSE,3775,442.31,1669736.75,408.41,1541750.5,-127986.25,-10.01%,0,0,0,0,0,0,-127986.25,-7.67%,,%,FnO
BANKNIFTY-OPT-25Nov2021-PE-39000-NSE,3600,682.91,2458488,626.21,2254356,-204132,-8.32%,0,0,0,0,0,0,-204132,-8.30%,,%,FnO
BANKNIFTY-OPT-25Nov2021-PE-40000-NSE,2000,750.28,1500560,845.5,1691000,190440,12.69%,0,0,0,0,0,0,190440,12.69%,,%,FnO
BANKNIFTY-OPT-26Aug2021-CE-35700-NSE,1200,35.83,42996,132.04,158448,115452,72.86%,0,0,0,0,0,0,115452,268.52%,,%,FnO
BANKNIFTY-OPT-26Aug2021-CE-35800-NSE,4200,122.95,516404,54.86,230394,-286010,-55.38%,0,0,0,0,0,0,-286010,-55.38%,,%,FnO
BANKNIFTY-OPT-26Aug2021-CE-36000-NSE,2200,13.82,30404,40.87,89920,59516,66.19%,0,0,0,0,0,0,59516,195.75%,,%,FnO
BANKNIFTY-OPT-26Aug2021-CE-36400-NSE,1200,27.73,33276,99.18,119016,85740,72.04%,0,0,0,0,0,0,85740,257.66%,,%,FnO
BANKNIFTY-OPT-26Aug2021-CE-36800-NSE,1700,11.42,19413,83.49,141933,122520,-74.70%,0,0,0,0,0,0,122520,631.12%,,%,FnO
BANKNIFTY-OPT-26Aug2021-PE-34700-NSE,1000,23.02,23020,95.83,95830,72810,75.98%,0,0,0,0,0,0,72810,316.29%,,%,FnO
BANKNIFTY-OPT-26Aug2021-PE-35000-NSE,1200,45.94,55128,145.87,175044,119916,68.51%,0,0,0,0,0,0,119916,217.52%,,%,FnO
BANKNIFTY-OPT-26Aug2021-PE-35300-NSE,1200,11.85,14220,42.78,51336,37116,261.01%,0,0,0,0,0,0,37116,261.01%,,%,FnO
BANKNIFTY-OPT-26Aug2021-PE-35500-NSE,2400,161.82,388368,81.59,195804,-192564,-49.58%,0,0,0,0,0,0,-192564,-49.58%,,%,FnO
BANKNIFTY-OPT-26Aug2021-PE-35700-NSE,2700,136,367200,132.84,358674,-8526,-1.96%,0,0,0,0,0,0,-8526,-2.32%,,%,FnO
BANKNIFTY-OPT-26Aug2021-PE-35800-NSE,2000,217.35,434700,313.26,626520,191820,44.13%,0,0,0,0,0,0,191820,44.13%,,%,FnO
BANKNIFTY-OPT-27Jan2022-CE-37000-NSE,3700,576.06,2131428.93,286.62,1060481.96,-1070946.97,-50.25%,0,0,0,0,0,0,-1070946.97,-50.25%,,%,FnO
BANKNIFTY-OPT-27Jan2022-CE-37500-NSE,1200,260.93,313118.13,69.17,83009.54,-230108.59,-73.49%,0,0,0,0,0,0,-230108.59,-73.49%,,%,FnO
BANKNIFTY-OPT-27Jan2022-CE-37700-NSE,1700,59.47,101100.65,258.91,440152.47,339051.82,77.03%,0,0,0,0,0,0,339051.82,335.36%,,%,FnO
BANKNIFTY-OPT-27Jan2022-CE-37800-NSE,500,235.02,117512.13,8.08,4041.05,-113471.08,-96.56%,0,0,0,0,0,0,-113471.08,-96.56%,,%,FnO
BANKNIFTY-OPT-27Jan2022-CE-38000-NSE,2100,353.24,741807.51,114.38,240190.66,-501616.85,-59.69%,0,0,0,0,0,0,-501616.85,-67.62%,,%,FnO
BANKNIFTY-OPT-27Jan2022-CE-38500-NSE,2100,23.7,49768.46,138.53,290904.64,241136.18,50.36%,0,0,0,0,0,0,241136.18,484.52%,,%,FnO
BANKNIFTY-OPT-27Jan2022-CE-39000-NSE,2725,25.85,70444.24,224.52,611803.56,541359.32,80.95%,0,0,0,0,0,0,541359.32,768.49%,,%,FnO
BANKNIFTY-OPT-27Jan2022-PE-36500-NSE,1700,13.55,23042.86,126.02,214237.17,191194.31,89.24%,0,0,0,0,0,0,191194.31,829.73%,,%,FnO
BANKNIFTY-OPT-27Jan2022-PE-36800-NSE,500,0,0,169.1,84550.24,84550.24,100.00%,0,0,0,0,0,0,84550.24,0.00%,,%,FnO
BANKNIFTY-OPT-27Jan2022-PE-37000-NSE,2400,644.33,1546391.44,146.57,351763.56,-1194627.88,-77.25%,0,0,0,0,0,0,-1194627.88,-77.25%,,%,FnO
BANKNIFTY-OPT-27Jan2022-PE-37300-NSE,500,4.27,2134.93,48.9,24447.7,22312.77,1045.13%,0,0,0,0,0,0,22312.77,1045.13%,,%,FnO
BANKNIFTY-OPT-27Jan2022-PE-37500-NSE,1700,321.05,545792.77,581.53,988609.2,442816.43,77.29%,0,0,0,0,0,0,442816.43,81.13%,,%,FnO
BANKNIFTY-OPT-27Jan2022-PE-37800-NSE,500,289,144498.57,725.72,362858.85,218360.28,151.12%,0,0,0,0,0,0,218360.28,151.12%,,%,FnO
BANKNIFTY-OPT-27Jan2022-PE-38000-NSE,1200,1201.6,1441915.14,226.99,272382.24,-1169532.9,-429.37%,0,0,0,0,0,0,-1169532.9,-81.11%,,%,FnO
BANKNIFTY-OPT-27Jan2022-PE-39000-NSE,1200,586.18,703417.73,608.54,730253.26,26835.53,3.82%,0,0,0,0,0,0,26835.53,3.82%,,%,FnO
BANKNIFTY-OPT-27May2021-CE-32000-NSE,500,1041.39,520695,2290.21,1145105,624410,119.92%,0,0,0,0,0,0,624410,119.92%,,%,FnO
BANKNIFTY-OPT-27May2021-CE-34500-NSE,2000,501.14,1002280,704,1408000,405720,40.48%,0,0,0,0,0,0,405720,40.48%,,%,FnO
BANKNIFTY-OPT-27May2021-CE-35000-NSE,3000,27.8,83400,44.42,133260,49860,59.78%,0,0,0,0,0,0,49860,59.78%,,%,FnO
BANKNIFTY-OPT-27May2021-CE-35200-NSE,2000,12.82,25640,92.97,185935,160295,86.21%,0,0,0,0,0,0,160295,625.18%,,%,FnO
BANKNIFTY-OPT-27May2021-CE-35500-NSE,2000,155,309995,132.43,264860,-45135,76.46%,0,0,0,0,0,0,-45135,-14.56%,,%,FnO
BANKNIFTY-OPT-27May2021-CE-36000-NSE,1500,13.93,20895,64.52,96780,75885,78.41%,0,0,0,0,0,0,75885,363.17%,,%,FnO
BANKNIFTY-OPT-27May2021-PE-31500-NSE,3000,66.7,200100,384.35,1153050,952950,82.65%,0,0,0,0,0,0,952950,476.24%,,%,FnO
BANKNIFTY-OPT-27May2021-PE-32500-NSE,1500,781.32,1171980,153.68,230520,-941460,-80.33%,0,0,0,0,0,0,-941460,-80.33%,,%,FnO
BANKNIFTY-OPT-27May2021-PE-33000-NSE,5000,161.02,805090,186.43,932150,127060,13.63%,0,0,0,0,0,0,127060,15.78%,,%,FnO
BANKNIFTY-OPT-27May2021-PE-34000-NSE,1500,558.47,837705,691.46,1037190,199485,23.81%,0,0,0,0,0,0,199485,23.81%,,%,FnO
BANKNIFTY-OPT-27May2021-PE-34200-NSE,1000,17.06,17060,60.38,60380,43320,71.75%,0,0,0,0,0,0,43320,253.93%,,%,FnO
BANKNIFTY-OPT-27May2021-PE-34500-NSE,5500,47.56,261580,105.63,580945,319365,50.51%,0,0,0,0,0,0,319365,122.09%,,%,FnO
BANKNIFTY-OPT-27May2021-PE-34800-NSE,1500,65.77,98655,43.76,65640,-33015,-33.47%,0,0,0,0,0,0,-33015,-33.47%,,%,FnO
BANKNIFTY-OPT-28Oct2021-CE-38000-NSE,3200,759.73,2431133,939.22,3005488,574355,23.63%,0,0,0,0,0,0,574355,23.62%,,%,FnO
BANKNIFTY-OPT-28Oct2021-CE-40000-NSE,1200,551.17,661404,347.9,417480,-243924,-36.88%,0,0,0,0,0,0,-243924,-36.88%,,%,FnO
BANKNIFTY-OPT-28Oct2021-CE-41000-NSE,5400,9.41,50814,78.49,423872,373058,88.01%,0,0,0,0,0,0,373058,734.16%,,%,FnO
BANKNIFTY-OPT-28Oct2021-CE-41200-NSE,1000,222.12,222120,422.78,422780,200660,90.34%,0,0,0,0,0,0,200660,90.34%,,%,FnO
BANKNIFTY-OPT-28Oct2021-CE-41400-NSE,1225,189.46,232088.5,228.02,279324.5,47236,20.35%,0,0,0,0,0,0,47236,20.35%,,%,FnO
BANKNIFTY-OPT-28Oct2021-CE-41500-NSE,2400,284.61,683052,109.14,261936,-421116,-51.95%,0,0,0,0,0,0,-421116,-61.65%,,%,FnO
BANKNIFTY-OPT-28Oct2021-CE-41800-NSE,1200,30.57,36684,64.2,77040,40356,52.38%,0,0,0,0,0,0,40356,110.01%,,%,FnO
BANKNIFTY-OPT-28Oct2021-CE-42500-NSE,2400,74.98,179952,151.82,364368,184416,40.12%,0,0,0,0,0,0,184416,102.48%,,%,FnO
BANKNIFTY-OPT-28Oct2021-PE-37000-NSE,3200,631.82,2021824,652.65,2088472,66648,3.30%,0,0,0,0,0,0,66648,3.30%,,%,FnO
BANKNIFTY-OPT-28Oct2021-PE-38500-NSE,1200,38.71,46452,157.13,188556,142104,75.36%,0,0,0,0,0,0,142104,305.92%,,%,FnO
BANKNIFTY-OPT-28Oct2021-PE-39200-NSE,4500,67.13,302100,131.94,593750,291650,49.12%,0,0,0,0,0,0,291650,96.54%,,%,FnO
BANKNIFTY-OPT-28Oct2021-PE-39800-NSE,3000,64.35,193050,185.28,555840,362790,65.27%,0,0,0,0,0,0,362790,187.93%,,%,FnO
BANKNIFTY-OPT-28Oct2021-PE-40000-NSE,1500,451.44,677160,234.79,352185,-324975,-47.99%,0,0,0,0,0,0,-324975,-47.99%,,%,FnO
BANKNIFTY-OPT-28Oct2021-PE-40500-NSE,3900,353.14,1377258,162.77,634803,-742455,-70.08%,0,0,0,0,0,0,-742455,-53.91%,,%,FnO
BANKNIFTY-OPT-28Oct2021-PE-41000-NSE,2700,320.79,866133,451.57,1219251,353118,40.77%,0,0,0,0,0,0,353118,40.77%,,%,FnO
BANKNIFTY-OPT-28Oct2021-PE-41200-NSE,3400,434.84,1478466,253.32,861282,-617184,-61.46%,0,0,0,0,0,0,-617184,-41.74%,,%,FnO
BANKNIFTY-OPT-28Oct2021-PE-41400-NSE,1225,291.08,356573,290.76,356181,-392,-0.11%,0,0,0,0,0,0,-392,-0.11%,,%,FnO
BANKNIFTY-OPT-29Apr2021-CE-32000-NSE,1000,1525.21,1525210,244.13,244130,-1281080,-524.75%,0,0,0,0,0,0,-1281080,-83.99%,,%,FnO
BANKNIFTY-OPT-29Apr2021-CE-32500-NSE,500,1149.78,574890,231.03,115515,-459375,-397.68%,0,0,0,0,0,0,-459375,-79.91%,,%,FnO
BANKNIFTY-OPT-29Apr2021-CE-33000-NSE,3025,1000.06,3025181.5,723.37,2188201,-836980.5,-27.67%,0,0,0,0,0,0,-836980.5,-27.67%,,%,FnO
BANKNIFTY-OPT-29Apr2021-CE-33500-NSE,2000,281.89,563780,135.14,270280,-293500,-108.59%,0,0,0,0,0,0,-293500,-52.06%,,%,FnO
BANKNIFTY-OPT-29Apr2021-CE-34000-NSE,4000,52.59,210360,64.67,258680,48320,22.97%,0,0,0,0,0,0,48320,22.97%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-30000-NSE,4500,145.82,656190,312.97,1408365,752175,66.92%,0,0,0,0,0,0,752175,114.63%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-30500-NSE,500,84.76,42380,92.28,46140,3760,8.87%,0,0,0,0,0,0,3760,8.87%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-31000-NSE,3500,403.66,1412805,129.88,454580,-958225,-58.31%,0,0,0,0,0,0,-958225,-67.82%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-32000-NSE,7000,327.67,2293660,475.75,3330280,1036620,31.90%,0,0,0,0,0,0,1036620,45.20%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-32700-NSE,1500,76.73,115095,134.06,201090,85995,74.72%,0,0,0,0,0,0,85995,74.72%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-32800-NSE,7000,15.19,106330,55.7,389870,283540,72.73%,0,0,0,0,0,0,283540,266.66%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-33000-NSE,4500,963.47,4335600,985.24,4433576,97976,2.24%,0,0,0,0,0,0,97976,2.26%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-33500-NSE,6000,121.88,731300,35.8,214800,-516500,-75.66%,0,0,0,0,0,0,-516500,-70.63%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-33600-NSE,4000,74.82,299280,53.25,213000,-86280,-28.83%,0,0,0,0,0,0,-86280,-28.83%,,%,FnO
