Instrument,SoldQuantity,BuyAvg,BuyValue,SellAvg,SellValue,NetRealizedPnL,RealisedGLPerc,CloseQuantityAsOnLastDay,BuyAvgOpenPrice,SellAvgPrice,CMP,NetUnrealizedPnL,NetUnrealizedPnlPerc,TotalGL,TotalGLPerc,DayGL,DayGLPerc,AssetType
HEROMOTOCO-OPT-28Oct2021-CE-2900-NSE,4800,72.13,346224,72.61,348528,2304,0.67%,0,0,0,0,0,0,2304,0.67%,,%,FnO
HEROMOTOCO-OPT-28Oct2021-CE-3050-NSE,2400,34.18,82032,37.95,91080,9048,9.93%,0,0,0,0,0,0,9048,11.03%,,%,FnO
HEROMOTOCO-OPT-29Apr2021-CE-3000-NSE,1500,93.22,139830,11.93,17895,-121935,-87.20%,0,0,0,0,0,0,-121935,-87.20%,,%,FnO
HEROMOTOCO-OPT-29Jul2021-CE-3000-NSE,4200,29.48,123816,47.73,200466,76650,38.24%,0,0,0,0,0,0,76650,61.91%,,%,FnO
HINDALCO-FUT-24Jun2021-NSE,27950,387.69,10835957,390.91,10925827,89870,0.82%,0,0,0,0,0,0,89870,0.83%,,%,FnO
HINDALCO-FUT-26Aug2021-NSE,4300,449.12,1931216,449.99,1934957,3741,0.19%,0,0,0,0,0,0,3741,0.19%,,%,FnO
HINDALCO-FUT-29Apr2021-NSE,25800,343.73,8868105,345.01,8901258,33153,0.37%,0,0,0,0,0,0,33153,0.37%,,%,FnO
HINDALCO-FUT-29Jul2021-NSE,45150,375.58,16957566,378.28,17079385,121819,0.72%,0,0,0,0,0,0,121819,0.72%,,%,FnO
HINDALCO-FUT-30Sep2021-NSE,4300,431.12,1853816,431.79,1856697,2881,0.16%,0,0,0,0,0,0,2881,0.16%,,%,FnO
HINDALCO-OPT-29Apr2021-PE-350-NSE,12900,15.66,202014,15.48,199692,-2322,-1.15%,0,0,0,0,0,0,-2322,-1.15%,,%,FnO
HINDPETRO-FUT-26Aug2021-NSE,21600,257.27,5556924,254.04,5487264,-69660,-1.25%,0,0,0,0,0,0,-69660,-1.25%,,%,FnO
HINDPETRO-OPT-26Aug2021-CE-265-NSE,10800,0.26,2808,2.14,23112,20304,-2.34%,0,0,0,0,0,0,20304,723.08%,,%,FnO
HINDPETRO-OPT-26Aug2021-CE-270-NSE,10800,1.71,18468,1.79,19332,864,4.47%,0,0,0,0,0,0,864,4.68%,,%,FnO
HINDPETRO-OPT-27May2021-CE-260-NSE,8100,10.11,81891,4.74,38394,-43497,-53.12%,0,0,0,0,0,0,-43497,-53.12%,,%,FnO
HINDPETRO-OPT-28Oct2021-CE-290-NSE,16200,14.1,228420,20.01,324162,95742,41.91%,0,0,0,0,0,0,95742,41.91%,,%,FnO
HINDPETRO-OPT-28Oct2021-PE-320-NSE,16200,9.4,152280,9.98,161676,9396,6.17%,0,0,0,0,0,0,9396,6.17%,,%,FnO
IBULHSGFIN-OPT-25Nov2021-CE-240-NSE,15500,9.01,139655,10.48,162440,22785,16.32%,0,0,0,0,0,0,22785,16.32%,,%,FnO
IBULHSGFIN-OPT-26Aug2021-CE-300-NSE,18600,15.08,280488,13.41,249333,-31155,-11.11%,0,0,0,0,0,0,-31155,-11.11%,,%,FnO
IBULHSGFIN-OPT-29Apr2021-CE-180-NSE,3100,10.11,31341,2.84,8804,-22537,-71.91%,0,0,0,0,0,0,-22537,-71.91%,,%,FnO
IBULHSGFIN-OPT-30Sep2021-CE-230-NSE,12400,13.91,172484,17.97,222828,50344,29.19%,0,0,0,0,0,0,50344,29.19%,,%,FnO
ICICIBANK-FUT-24Feb2022-NSE,30250,773.06,23385015.5,780.81,23619536.12,234520.62,1.00%,0,0,0,0,0,0,234520.62,1.00%,,%,FnO
ICICIBANK-FUT-26Aug2021-NSE,11000,706.41,7770510,694.84,7643185,-127325,-1.67%,0,0,0,0,0,0,-127325,-1.64%,,%,FnO
ICICIBANK-FUT-31Mar2022-NSE,11000,716.18,7878028.58,714.77,7862461.96,-15566.62,-0.20%,0,0,0,0,0,0,-15566.62,-0.20%,,%,FnO
ICICIBANK-OPT-24Feb2022-CE-770-NSE,6875,4.37,30014.39,6.13,42145.13,12130.74,28.78%,0,0,0,0,0,0,12130.74,40.42%,,%,FnO
ICICIBANK-OPT-24Feb2022-CE-820-NSE,19250,17.22,331564,15,288656.43,-42907.58,-13.80%,0,0,0,0,0,0,-42907.58,-12.94%,,%,FnO
ICICIBANK-OPT-24Feb2022-PE-740-NSE,5500,7.32,40247.73,5.98,32892.59,-7355.14,-18.27%,0,0,0,0,0,0,-7355.14,-18.27%,,%,FnO
ICICIBANK-OPT-26Aug2021-PE-680-NSE,5500,5.62,30910,6.98,38390,7480,19.48%,0,0,0,0,0,0,7480,24.20%,,%,FnO
ICICIBANK-OPT-27Jan2022-PE-790-NSE,9625,6.25,60178.07,8.48,81592.59,21414.52,35.59%,0,0,0,0,0,0,21414.52,35.59%,,%,FnO
ICICIBANK-OPT-29Apr2021-PE-570-NSE,5500,13.52,74360,13.97,76835,2475,3.33%,0,0,0,0,0,0,2475,3.33%,,%,FnO
ICICIBANK-OPT-29Jul2021-PE-660-NSE,11000,6.88,75680,3.62,39820,-35860,-47.38%,0,0,0,0,0,0,-35860,-47.38%,,%,FnO
ICICIBANK-OPT-30Dec2021-CE-780-NSE,9625,1.21,11646.25,6.98,67182.5,55536.25,82.66%,0,0,0,0,0,0,55536.25,476.86%,,%,FnO
ICICIBANK-OPT-30Dec2021-PE-720-NSE,6875,23.38,160737.5,16.47,113231.25,-47506.25,-29.56%,0,0,0,0,0,0,-47506.25,-29.56%,,%,FnO
ICICIBANK-OPT-31Mar2022-CE-680-NSE,6875,29.86,205304.4,17.22,118371.65,-86932.75,-73.44%,0,0,0,0,0,0,-86932.75,-42.34%,,%,FnO
ICICIBANK-OPT-31Mar2022-CE-720-NSE,11000,12.32,135530.44,9.08,99845.65,-35684.79,-35.74%,0,0,0,0,0,0,-35684.79,-26.33%,,%,FnO
ICICIBANK-OPT-31Mar2022-PE-680-NSE,22000,12.6,277115.22,13,286082.83,8967.61,2.75%,0,0,0,0,0,0,8967.61,3.24%,,%,FnO
ICICIBANK-OPT-31Mar2022-PE-700-NSE,6875,23.63,162441.72,26.46,181890.47,19448.74,11.97%,0,0,0,0,0,0,19448.74,11.97%,,%,FnO
IEX-OPT-25Nov2021-CE-760-NSE,5000,45.04,225200,45.91,229550,4350,1.93%,0,0,0,0,0,0,4350,1.93%,,%,FnO
INDHOTEL-FUT-25Nov2021-NSE,11700,212.58,2487186,216.85,2537145,49959,2.01%,0,0,0,0,0,0,49959,2.01%,,%,FnO
INDHOTEL-FUT-28Oct2021-NSE,31200,198.23,6184776,194.56,6070350,-114426,-1.88%,0,0,0,0,0,0,-114426,-1.85%,,%,FnO
INDHOTEL-OPT-28Oct2021-CE-200-NSE,15600,10.31,160836,13.38,208728,47892,29.78%,0,0,0,0,0,0,47892,29.78%,,%,FnO
INDIAMART-FUT-25Nov2021-NSE,75,7202.17,540162.75,7406.2,555465,15302.25,2.83%,0,0,0,0,0,0,15302.25,2.83%,,%,FnO
INDIAMART-FUT-28Oct2021-NSE,225,8426.47,1895955.75,8997.81,2024507.25,128551.5,6.78%,0,0,0,0,0,0,128551.5,6.78%,,%,FnO
INDIAMART-FUT-30Dec2021-NSE,225,7201.27,1620285.75,6702.37,1508033.25,-112252.5,-6.93%,0,0,0,0,0,0,-112252.5,-6.93%,,%,FnO
INDIGO-FUT-30Sep2021-NSE,2000,2020.41,4040820,2047.43,4094860,54040,1.34%,0,0,0,0,0,0,54040,1.34%,,%,FnO
INDIGO-OPT-28Oct2021-PE-2100-NSE,2000,86.09,172180,99.8,199600,27420,15.93%,0,0,0,0,0,0,27420,15.93%,,%,FnO
INDIGO-OPT-30Sep2021-CE-2100-NSE,4000,57.82,231280,51.36,205440,-25840,-11.17%,0,0,0,0,0,0,-25840,-11.17%,,%,FnO
INDUSINDBK-FUT-26Aug2021-NSE,2700,1040.27,2808729,1021.7,2758590,-50139,-1.79%,0,0,0,0,0,0,-50139,-1.79%,,%,FnO
INDUSINDBK-FUT-27May2021-NSE,5400,989.16,5341437,998.75,5393250,51813,0.97%,0,0,0,0,0,0,51813,0.97%,,%,FnO
INDUSINDBK-FUT-28Oct2021-NSE,2700,1210.28,3267756,1216.69,3285063,17307,0.53%,0,0,0,0,0,0,17307,0.53%,,%,FnO
INDUSINDBK-FUT-29Apr2021-NSE,2700,940.35,2538945,941.27,2541429,2484,0.10%,0,0,0,0,0,0,2484,0.10%,,%,FnO
INDUSINDBK-FUT-29Jul2021-NSE,2700,1034.16,2792232,1042.24,2814048,21816,0.78%,0,0,0,0,0,0,21816,0.78%,,%,FnO
INDUSINDBK-FUT-30Sep2021-NSE,7200,1008.73,7262856,1015.95,7314804,51948,0.72%,0,0,0,0,0,0,51948,0.72%,,%,FnO
INDUSINDBK-OPT-24Jun2021-CE-1000-NSE,1800,25.21,45378,27.45,49410,4032,8.16%,0,0,0,0,0,0,4032,8.89%,,%,FnO
INDUSINDBK-OPT-24Jun2021-PE-1000-NSE,1800,6.02,10836,22.45,40410,29574,73.18%,0,0,0,0,0,0,29574,272.92%,,%,FnO
INDUSINDBK-OPT-26Aug2021-PE-1000-NSE,2700,35.54,95958,21.76,58752,-37206,-38.77%,0,0,0,0,0,0,-37206,-38.77%,,%,FnO
INDUSINDBK-OPT-26Aug2021-PE-980-NSE,3600,21.83,78588,19.91,71676,-6912,-8.80%,0,0,0,0,0,0,-6912,-8.80%,,%,FnO
INDUSINDBK-OPT-30Sep2021-CE-1040-NSE,3600,22.53,81108,19.46,70056,-11052,-13.63%,0,0,0,0,0,0,-11052,-13.63%,,%,FnO
INDUSINDBK-OPT-30Sep2021-CE-1060-NSE,5400,30.54,164916,30.4,164160,-756,-0.46%,0,0,0,0,0,0,-756,-0.46%,,%,FnO
INDUSINDBK-OPT-30Sep2021-CE-1100-NSE,9900,54.97,544203,64.28,636372,92169,16.94%,0,0,0,0,0,0,92169,16.94%,,%,FnO
INDUSTOWER-FUT-30Sep2021-NSE,8400,261.64,2197776,256.35,2153340,-44436,-2.02%,0,0,0,0,0,0,-44436,-2.02%,,%,FnO
INDUSTOWER-OPT-24Feb2022-CE-250-NSE,14000,7.51,105154.8,8.68,121571.66,16416.86,15.61%,0,0,0,0,0,0,16416.86,15.61%,,%,FnO
INDUSTOWER-OPT-26Aug2021-CE-240-NSE,11200,5.21,58352,7.19,80528,22176,38.00%,0,0,0,0,0,0,22176,38.00%,,%,FnO
INDUSTOWER-OPT-29Jul2021-CE-250-NSE,19600,3.56,69776,3.49,68404,-1372,-1.97%,0,0,0,0,0,0,-1372,-1.97%,,%,FnO
INDUSTOWER-OPT-30Dec2021-CE-280-NSE,14000,14.12,197680,13.43,188020,-9660,-4.89%,0,0,0,0,0,0,-9660,-4.89%,,%,FnO
INDUSTOWER-OPT-30Sep2021-CE-250-NSE,14000,13.01,182140,16.87,236180,54040,29.67%,0,0,0,0,0,0,54040,29.67%,,%,FnO
INDUSTOWER-OPT-31Mar2022-CE-210-NSE,16800,11.01,185027.51,11.93,200427.65,15400.14,8.32%,0,0,0,0,0,0,15400.14,8.32%,,%,FnO
INFY-OPT-27Jan2022-CE-1920-NSE,2400,24.57,58975.5,34.8,83519.34,24543.84,41.62%,0,0,0,0,0,0,24543.84,41.62%,,%,FnO
INFY-OPT-27Jan2022-PE-1760-NSE,2400,1.96,4704.6,17.87,42889.87,38185.27,89.03%,0,0,0,0,0,0,38185.27,811.66%,,%,FnO
INFY-OPT-27Jan2022-PE-1860-NSE,2400,50.14,120340.46,6.23,14961.37,-105379.09,-87.57%,0,0,0,0,0,0,-105379.09,-87.57%,,%,FnO
INFY-OPT-27Jan2022-PE-1920-NSE,2400,51.84,124421.12,52.83,126793.2,2372.08,1.91%,0,0,0,0,0,0,2372.08,1.91%,,%,FnO
INFY-OPT-29Jul2021-PE-1580-NSE,5400,36.5,197100,49.88,269352,72252,36.66%,0,0,0,0,0,0,72252,36.66%,,%,FnO
IOC-FUT-24Jun2021-NSE,26000,111.22,2891720,111.52,2899520,7800,0.27%,0,0,0,0,0,0,7800,0.27%,,%,FnO
IOC-FUT-26Aug2021-NSE,19500,105.82,2063490,107.07,2087865,24375,1.17%,0,0,0,0,0,0,24375,1.18%,,%,FnO
IOC-FUT-28Apr2022-NSE,26000,121.57,3160813.99,120.17,3124441.29,-36372.7,-1.15%,0,0,0,0,0,0,-36372.7,-1.15%,,%,FnO
IOC-FUT-31Mar2022-NSE,19500,117.07,2282846.49,114.47,2232207.92,-50638.58,-2.22%,0,0,0,0,0,0,-50638.58,-2.22%,,%,FnO
IOC-OPT-27Jan2022-CE-110-NSE,32500,4.21,136825,5.33,173225,36400,26.60%,0,0,0,0,0,0,36400,26.60%,,%,FnO
IOC-OPT-27May2021-CE-90-NSE,32500,3.1,100750,4.09,132925,32175,31.94%,0,0,0,0,0,0,32175,31.94%,,%,FnO
IOC-OPT-27May2021-PE-103-NSE,32500,1.84,59800,1.5,48750,-11050,-22.67%,0,0,0,0,0,0,-11050,-18.48%,,%,FnO
IOC-OPT-27May2021-PE-98-NSE,32500,1,32500,2,65000,32500,50.00%,0,0,0,0,0,0,32500,100.00%,,%,FnO
IOC-OPT-31Mar2022-CE-120-NSE,26000,1.6,41700.75,0.9,23305.46,-18395.29,-44.11%,0,0,0,0,0,0,-18395.29,-44.11%,,%,FnO
IPCALAB-OPT-30Dec2021-CE-2100-NSE,2025,80.08,162162,83.11,168297.75,6135.75,3.78%,0,0,0,0,0,0,6135.75,3.78%,,%,FnO
IRCTC-FUT-28Oct2021-NSE,325,4130.77,1342500.25,6315.62,2052576.5,710076.25,34.59%,0,0,0,0,0,0,710076.25,52.89%,,%,FnO
IRCTC-OPT-28Oct2021-PE-6000-NSE,325,1871.28,608166,244.67,79517.75,-528648.25,-664.82%,0,0,0,0,0,0,-528648.25,-86.92%,,%,FnO
IRCTC-OPT-29Jul2021-PE-2400-NSE,2275,49.19,111907.25,43.9,99872.5,-12034.75,-10.75%,0,0,0,0,0,0,-12034.75,-10.75%,,%,FnO
IRCTC-OPT-30Dec2021-PE-840-NSE,6500,42.14,273910,49.73,323245,49335,18.01%,0,0,0,0,0,0,49335,18.01%,,%,FnO
ITC-FUT-27May2021-NSE,12800,212.83,2724224,214.05,2739840,15616,0.57%,0,0,0,0,0,0,15616,0.57%,,%,FnO
ITC-OPT-24Feb2022-CE-220-NSE,28800,3.56,102466.45,5.19,149432,46965.54,45.84%,0,0,0,0,0,0,46965.54,45.84%,,%,FnO
ITC-OPT-24Feb2022-CE-230-NSE,16000,5.51,88146.29,6.89,110187.14,22040.85,25.00%,0,0,0,0,0,0,22040.85,25.00%,,%,FnO
ITC-OPT-28Apr2022-CE-260-NSE,22400,8.41,188407.43,6.54,146430.84,-41976.59,-22.28%,0,0,0,0,0,0,-41976.59,-22.28%,,%,FnO
ITC-OPT-30Dec2021-CE-240-NSE,57600,10.25,590400,8.08,465600,-124800,-21.14%,0,0,0,0,0,0,-124800,-21.14%,,%,FnO
JINDALSTEL-FUT-26Aug2021-NSE,7500,445.17,3338775,416.93,3126975,-211800,-6.34%,0,0,0,0,0,0,-211800,-6.34%,,%,FnO
JINDALSTEL-FUT-29Jul2021-NSE,7500,403.12,3023400,401.9,3014250,-9150,-0.30%,0,0,0,0,0,0,-9150,-0.30%,,%,FnO
JINDALSTEL-OPT-26Aug2021-CE-430-NSE,7500,11.01,82575,7.48,56100,-26475,-47.19%,0,0,0,0,0,0,-26475,-32.06%,,%,FnO
JINDALSTEL-OPT-26Aug2021-CE-450-NSE,7500,5.56,41700,8.93,66975,25275,37.74%,0,0,0,0,0,0,25275,60.61%,,%,FnO
JINDALSTEL-OPT-26Aug2021-CE-480-NSE,7500,2.01,15075,8.78,65850,50775,77.11%,0,0,0,0,0,0,50775,336.82%,,%,FnO
JINDALSTEL-OPT-26Aug2021-PE-390-NSE,7500,1.66,12450,7.48,56100,43650,77.81%,0,0,0,0,0,0,43650,350.60%,,%,FnO
JINDALSTEL-OPT-26Aug2021-PE-400-NSE,7500,15.07,113025,9.48,71100,-41925,-37.09%,0,0,0,0,0,0,-41925,-37.09%,,%,FnO
JINDALSTEL-OPT-29Jul2021-CE-430-NSE,7500,6.06,45450,6.69,50175,4725,9.42%,0,0,0,0,0,0,4725,10.40%,,%,FnO
JINDALSTEL-OPT-29Jul2021-PE-400-NSE,7500,19.02,142650,14.98,112350,-30300,-21.24%,0,0,0,0,0,0,-30300,-21.24%,,%,FnO
JSWSTEEL-FUT-24Feb2022-NSE,8100,659.73,5343832.22,659.66,5343284.92,-547.29,-0.01%,0,0,0,0,0,0,-547.29,-0.01%,,%,FnO
JSWSTEEL-FUT-25Nov2021-NSE,4050,684.6,2772630,684.28,2771334,-1296,-0.05%,0,0,0,0,0,0,-1296,-0.05%,,%,FnO
JSWSTEEL-FUT-26Aug2021-NSE,48600,751.9,36542259,748.64,36383944.5,-158314.5,-0.45%,0,0,0,0,0,0,-158314.5,-0.43%,,%,FnO
JSWSTEEL-FUT-27Jan2022-NSE,5400,680.21,3673137.8,669.84,3617121.63,-56016.17,-1.53%,0,0,0,0,0,0,-56016.17,-1.53%,,%,FnO
JSWSTEEL-FUT-27May2021-NSE,8100,726,5880573,731.27,5923260,42687,0.72%,0,0,0,0,0,0,42687,0.73%,,%,FnO
JSWSTEEL-FUT-30Dec2021-NSE,4050,639.2,2588760,629.8,2550690,-38070,-1.47%,0,0,0,0,0,0,-38070,-1.47%,,%,FnO
JSWSTEEL-FUT-31Mar2022-NSE,5400,740.22,3997190.54,731.36,3949343.44,-47847.1,-1.21%,0,0,0,0,0,0,-47847.1,-1.20%,,%,FnO
JSWSTEEL-OPT-24Feb2022-CE-680-NSE,8100,14.57,118038.57,12.36,100153.08,-17885.49,-15.07%,0,0,0,0,0,0,-17885.49,-15.15%,,%,FnO
JSWSTEEL-OPT-24Feb2022-CE-720-NSE,4050,3.07,12413.71,5.48,22196.81,9783.1,44.07%,0,0,0,0,0,0,9783.1,78.81%,,%,FnO
JSWSTEEL-OPT-24Feb2022-PE-640-NSE,4050,5.17,20923.64,5.63,22802.97,1879.34,8.98%,0,0,0,0,0,0,1879.34,8.98%,,%,FnO
JSWSTEEL-OPT-26Aug2021-CE-700-NSE,4050,6.62,26811,5.63,22801.5,-4009.5,-14.95%,0,0,0,0,0,0,-4009.5,-14.95%,,%,FnO
JSWSTEEL-OPT-26Aug2021-CE-750-NSE,13500,34.16,461160,34.49,465615,4455,0.97%,0,0,0,0,0,0,4455,0.97%,,%,FnO
JSWSTEEL-OPT-26Aug2021-CE-780-NSE,4050,0.41,1660.5,10.71,43375.5,41715,96.17%,0,0,0,0,0,0,41715,2512.20%,,%,FnO
JSWSTEEL-OPT-26Aug2021-PE-700-NSE,4050,15.47,62653.5,29.9,121095,58441.5,93.28%,0,0,0,0,0,0,58441.5,93.28%,,%,FnO
JSWSTEEL-OPT-26Aug2021-PE-740-NSE,4050,21.13,85576.5,49.88,202014,116437.5,136.06%,0,0,0,0,0,0,116437.5,136.06%,,%,FnO
JSWSTEEL-OPT-27Jan2022-CE-650-NSE,5400,1.96,10607.71,7.98,43080.54,32472.84,75.38%,0,0,0,0,0,0,32472.84,306.12%,,%,FnO
JSWSTEEL-OPT-27Jan2022-CE-690-NSE,5400,1.21,6555.05,11.09,59869.1,53314.05,89.05%,0,0,0,0,0,0,53314.05,813.33%,,%,FnO
JSWSTEEL-OPT-27Jan2022-PE-630-NSE,5400,9.57,51674.65,5.93,32022.99,-19651.65,-38.03%,0,0,0,0,0,0,-19651.65,-38.03%,,%,FnO
JSWSTEEL-OPT-27Jan2022-PE-650-NSE,5400,20.23,109222.41,7.03,37956.3,-71266.11,-187.76%,0,0,0,0,0,0,-71266.11,-65.25%,,%,FnO
JSWSTEEL-OPT-30Dec2021-CE-660-NSE,4050,2.01,8140.5,15.47,62653.5,54513,87.01%,0,0,0,0,0,0,54513,669.65%,,%,FnO
JSWSTEEL-OPT-30Dec2021-PE-600-NSE,4050,3.37,13648.5,15.92,64476,50827.5,78.83%,0,0,0,0,0,0,50827.5,372.40%,,%,FnO
JSWSTEEL-OPT-30Dec2021-PE-640-NSE,8100,10.45,84604.5,15.7,127129.5,42525,33.45%,0,0,0,0,0,0,42525,50.26%,,%,FnO
JSWSTEEL-OPT-30Dec2021-PE-660-NSE,8100,18.5,149850,11.33,91732.5,-58117.5,-63.36%,0,0,0,0,0,0,-58117.5,-38.78%,,%,FnO
JSWSTEEL-OPT-31Mar2022-CE-740-NSE,5400,20.03,108141.71,5.98,32292.7,-75849,-70.14%,0,0,0,0,0,0,-75849,-70.14%,,%,FnO
JSWSTEEL-OPT-31Mar2022-PE-730-NSE,5400,2.01,10872.48,5.73,30938.82,20066.34,64.86%,0,0,0,0,0,0,20066.34,184.56%,,%,FnO
JUBLFOOD-FUT-25Nov2021-NSE,750,3780.78,2835585,3838.03,2878522.5,42937.5,1.51%,0,0,0,0,0,0,42937.5,1.51%,,%,FnO
KOTAKBANK-FUT-27Jan2022-NSE,2000,1761.49,3522980,1799.06,3598120,75140,2.13%,0,0,0,0,0,0,75140,2.13%,,%,FnO
KOTAKBANK-FUT-30Dec2021-NSE,2000,1831.3,3662600,1753.57,3507140,-155460,-4.24%,0,0,0,0,0,0,-155460,-4.24%,,%,FnO
KOTAKBANK-OPT-24Feb2022-PE-1900-NSE,2000,45.17,90345.39,51.8,103592.23,13246.84,14.66%,0,0,0,0,0,0,13246.84,14.66%,,%,FnO
KOTAKBANK-OPT-28Oct2021-CE-2200-NSE,800,4.45,3560,68.78,55024,51464,93.53%,0,0,0,0,0,0,51464,1445.62%,,%,FnO
KOTAKBANK-OPT-28Oct2021-PE-2040-NSE,4000,7.74,30960,9.94,39760,8800,28.42%,0,0,0,0,0,0,8800,28.42%,,%,FnO
KOTAKBANK-OPT-28Oct2021-PE-2140-NSE,3200,30.26,96832,29.4,94080,-2752,-2.84%,0,0,0,0,0,0,-2752,-2.84%,,%,FnO
KOTAKBANK-OPT-28Oct2021-PE-2200-NSE,800,28.16,22528,36.69,29352,6824,23.25%,0,0,0,0,0,0,6824,30.29%,,%,FnO
KOTAKBANK-OPT-30Dec2021-CE-1800-NSE,2000,0.24,480,9.94,19880,19400,97.59%,0,0,0,0,0,0,19400,4041.67%,,%,FnO
L&TFH-FUT-24Jun2021-NSE,26772,97.27,2604112.44,97.08,2599025.76,-5086.68,-0.20%,0,0,0,0,0,0,-5086.68,-0.20%,,%,FnO
L&TFH-FUT-25Nov2021-NSE,26772,86.51,2316045.72,87.58,2344691.76,28646.04,1.24%,0,0,0,0,0,0,28646.04,1.24%,,%,FnO
L&TFH-FUT-26Aug2021-NSE,26772,89.86,2405731.92,90.48,2422330.56,16598.64,0.69%,0,0,0,0,0,0,16598.64,0.69%,,%,FnO
L&TFH-FUT-28Oct2021-NSE,26772,83.5,2235462,83.93,2246973.96,11511.96,0.52%,0,0,0,0,0,0,11511.96,0.51%,,%,FnO
L&TFH-OPT-24Jun2021-CE-100-NSE,26772,3.1,82993.2,2.94,78709.68,-4283.52,-5.44%,0,0,0,0,0,0,-4283.52,-5.16%,,%,FnO
LALPATHLAB-FUT-25Nov2021-NSE,500,3665.13,1832565,3674.02,1837010,4445,0.24%,0,0,0,0,0,0,4445,0.24%,,%,FnO
LAURUSLABS-OPT-31Mar2022-CE-580-NSE,3600,24.14,86886.36,24.65,88747.61,1861.25,2.14%,0,0,0,0,0,0,1861.25,2.14%,,%,FnO
LICHSGFIN-FUT-24Jun2021-NSE,12000,515.15,6181760,520.24,6242840,61080,0.98%,0,0,0,0,0,0,61080,0.99%,,%,FnO
LICHSGFIN-FUT-30Sep2021-NSE,8000,364.56,2916480,370.93,2967440,50960,1.75%,0,0,0,0,0,0,50960,1.75%,,%,FnO
LICHSGFIN-OPT-26Aug2021-PE-410-NSE,22000,14.07,309540,15.95,350900,41360,13.36%,0,0,0,0,0,0,41360,13.36%,,%,FnO
LICHSGFIN-OPT-27Jan2022-CE-380-NSE,10000,13.12,131174.51,7.98,79821.38,-51353.13,-39.15%,0,0,0,0,0,0,-51353.13,-39.15%,,%,FnO
LICHSGFIN-OPT-27Jan2022-CE-390-NSE,8000,11.62,92929.48,13.43,107405.74,14476.26,15.58%,0,0,0,0,0,0,14476.26,15.58%,,%,FnO
LICHSGFIN-OPT-27Jan2022-CE-400-NSE,10000,2.11,21102.28,6.68,66836.02,45733.74,68.43%,0,0,0,0,0,0,45733.74,216.72%,,%,FnO
LT-OPT-27May2021-PE-1400-NSE,3450,30.2,104190,29.94,103293,-897,-0.87%,0,0,0,0,0,0,-897,-0.86%,,%,FnO
LTI-FUT-24Jun2021-NSE,300,3876.59,1162977,3898.01,1169403,6426,0.55%,0,0,0,0,0,0,6426,0.55%,,%,FnO
LTI-OPT-28Oct2021-PE-6200-NSE,1500,54.15,81225,43.83,65745,-15480,-23.55%,0,0,0,0,0,0,-15480,-19.06%,,%,FnO
LTI-OPT-28Oct2021-PE-6500-NSE,1500,165.43,248145,158.7,238050,-10095,-4.07%,0,0,0,0,0,0,-10095,-4.07%,,%,FnO
LTTS-FUT-26Aug2021-NSE,400,3871.63,1548652,3948.99,1579596,30944,2.00%,0,0,0,0,0,0,30944,2.00%,,%,FnO
LTTS-OPT-30Sep2021-CE-4000-NSE,1200,160.19,192228,317.81,381372,189144,98.40%,0,0,0,0,0,0,189144,98.40%,,%,FnO
LUPIN-FUT-24Jun2021-NSE,2550,1229.2,3134460,1237.2,3154860,20400,0.65%,0,0,0,0,0,0,20400,0.65%,,%,FnO
LUPIN-FUT-31Mar2022-NSE,3400,749.21,2547329.13,748.71,2545616.37,-1712.76,-0.07%,0,0,0,0,0,0,-1712.76,-0.07%,,%,FnO
M&M-FUT-24Feb2022-NSE,3500,861.14,3013990.54,853.69,2987924.4,-26066.13,-0.86%,0,0,0,0,0,0,-26066.13,-0.86%,,%,FnO
M&M-FUT-24Jun2021-NSE,3500,815.23,2853305,817.23,2860305,7000,0.25%,0,0,0,0,0,0,7000,0.25%,,%,FnO
M&M-FUT-27Jan2022-NSE,7000,863.77,6046359.05,893.79,6256515.7,210156.65,3.48%,0,0,0,0,0,0,210156.65,3.48%,,%,FnO
M&M-FUT-27May2021-NSE,3500,760.22,2660770,761.82,2666370,5600,0.21%,0,0,0,0,0,0,5600,0.21%,,%,FnO
M&M-FUT-28Oct2021-NSE,10500,817.56,8584345,822.3,8634150,49805,0.58%,0,0,0,0,0,0,49805,0.58%,,%,FnO
M&M-FUT-29Jul2021-NSE,2800,784.23,2195844,783.02,2192456,-3388,-0.15%,0,0,0,0,0,0,-3388,-0.15%,,%,FnO
M&M-OPT-26Aug2021-CE-750-NSE,4200,24.04,100968,27.89,117138,16170,16.02%,0,0,0,0,0,0,16170,16.01%,,%,FnO
M&M-OPT-27May2021-CE-800-NSE,3500,15.54,54390,13.96,48860,-5530,-11.32%,0,0,0,0,0,0,-5530,-10.17%,,%,FnO
M&MFIN-FUT-29Jul2021-NSE,16000,162.37,2597920,163.21,2611360,13440,0.52%,0,0,0,0,0,0,13440,0.52%,,%,FnO
M&MFIN-OPT-27May2021-CE-160-NSE,20000,5.63,112600,5.44,108800,-3800,-3.37%,0,0,0,0,0,0,-3800,-3.37%,,%,FnO
M&MFIN-OPT-29Jul2021-CE-155-NSE,24000,2.61,62640,2.44,58560,-4080,-6.51%,0,0,0,0,0,0,-4080,-6.51%,,%,FnO
MANAPPURAM-FUT-24Jun2021-NSE,24000,166.73,4001520,166.96,4007040,5520,0.14%,0,0,0,0,0,0,5520,0.14%,,%,FnO
