Instrument,SoldQuantity,BuyAvg,BuyValue,SellAvg,SellValue,NetRealizedPnL,RealisedGLPerc,CloseQuantityAsOnLastDay,BuyAvgOpenPrice,SellAvgPrice,CMP,NetUnrealizedPnL,NetUnrealizedPnlPerc,TotalGL,TotalGLPerc,DayGL,DayGLPerc,AssetType
BHARTIARTL-OPT-30Jul2020-CE-630-NSE,9255,4.06,37575.3,8.53,78945.15,41369.85,52.40%,0,0,0,0,0,0,41369.85,110.10%,,%,FnO
BHEL-FUT-25Jun2020-NSE,10400,27.9,290160,27.79,289016,-1144,-0.39%,0,0,0,0,0,0,-1144,-0.39%,,%,FnO
BHEL-FUT-28May2020-NSE,10400,21.25,221000,21.89,227656,6656,3.01%,0,0,0,0,0,0,6656,3.01%,,%,FnO
BIOCON-OPT-25Jun2020-CE-400-NSE,11500,13.12,150880,8.98,103270,-47610,-31.55%,0,0,0,0,0,0,-47610,-31.55%,,%,FnO
BOSCHLTD-FUT-24Sep2020-NSE,150,13263.14,1989471,12921.88,1938282,-51189,-2.57%,0,0,0,0,0,0,-51189,-2.57%,,%,FnO
BOSCHLTD-FUT-27Aug2020-NSE,400,13802.68,5521072,13530.9,5412358,-108714,-1.97%,0,0,0,0,0,0,-108714,-1.97%,,%,FnO
BOSCHLTD-FUT-29Oct2020-NSE,150,11988.48,1798272,12056.24,1808436,10164,0.57%,0,0,0,0,0,0,10164,0.57%,,%,FnO
BOSCHLTD-FUT-31Dec2020-NSE,200,12892.8,2578560,12874.4,2574880,-3680,-0.14%,0,0,0,0,0,0,-3680,-0.14%,,%,FnO
BOSCHLTD-OPT-24Sep2020-CE-13500-NSE,150,120.63,18094.5,249.37,37405.5,19311,51.63%,0,0,0,0,0,0,19311,106.72%,,%,FnO
BOSCHLTD-OPT-27Aug2020-CE-14000-NSE,200,221.75,44350,349.26,69852,25502,36.51%,0,0,0,0,0,0,25502,57.50%,,%,FnO
BOSCHLTD-OPT-28Jan2021-CE-14000-NSE,100,410.72,41072,425.83,42583,1511,3.68%,0,0,0,0,0,0,1511,3.68%,,%,FnO
BPCL-FUT-25Feb2021-NSE,5400,432.57,2335878,433.4,2340360,4482,0.19%,0,0,0,0,0,0,4482,0.19%,,%,FnO
BPCL-FUT-28May2020-NSE,3600,313.7,1129320,319.87,1151532,22212,1.97%,0,0,0,0,0,0,22212,1.97%,,%,FnO
BPCL-OPT-25Feb2021-CE-440-NSE,5400,6.41,34614,5.08,27432,-7182,-26.18%,0,0,0,0,0,0,-7182,-20.75%,,%,FnO
BRITANNIA-OPT-25Feb2021-CE-3600-NSE,1000,133.28,133280,139.79,139790,6510,4.88%,0,0,0,0,0,0,6510,4.88%,,%,FnO
CADILAHC-OPT-24Sep2020-CE-420-NSE,26400,12.76,336864,4.45,117348,-219516,-65.16%,0,0,0,0,0,0,-219516,-65.16%,,%,FnO
CANBK-OPT-29Oct2020-CE-95-NSE,30000,5.34,160200,5.32,159600,-600,-0.37%,0,0,0,0,0,0,-600,-0.37%,,%,FnO
CENTURYTEX-FUT-28May2020-NSE,3000,279.15,837450,273.88,821640,-15810,-1.89%,0,0,0,0,0,0,-15810,-1.89%,,%,FnO
CENTURYTEX-OPT-25Jun2020-CE-300-NSE,3000,20.04,60120,34.88,104640,44520,74.05%,0,0,0,0,0,0,44520,74.05%,,%,FnO
CENTURYTEX-OPT-25Jun2020-CE-320-NSE,4200,13.14,55188,10.91,45822,-9366,-16.97%,0,0,0,0,0,0,-9366,-16.97%,,%,FnO
CENTURYTEX-OPT-27Aug2020-CE-320-NSE,9800,13.52,132496,25.79,252742,120246,90.75%,0,0,0,0,0,0,120246,90.75%,,%,FnO
CENTURYTEX-OPT-27Aug2020-CE-350-NSE,49000,9.42,461580,6.5,318402,-143178,-35.07%,0,0,0,0,0,0,-143178,-31.02%,,%,FnO
CENTURYTEX-OPT-28May2020-CE-300-NSE,6000,12.94,77610,14.2,85200,7590,8.37%,0,0,0,0,0,0,7590,9.78%,,%,FnO
COALINDIA-FUT-25Feb2021-NSE,12600,136.57,1720782,137.47,1732122,11340,0.66%,0,0,0,0,0,0,11340,0.66%,,%,FnO
COALINDIA-FUT-28Jan2021-NSE,12600,136.46,1719396,141.42,1781892,62496,3.63%,0,0,0,0,0,0,62496,3.63%,,%,FnO
COALINDIA-FUT-30Jul2020-NSE,7400,129.22,956228,130.12,962888,6660,0.70%,0,0,0,0,0,0,6660,0.70%,,%,FnO
COFORGE-FUT-26Nov2020-NSE,1500,2215.21,3322815,2300.4,3450600,127785,3.85%,0,0,0,0,0,0,127785,3.85%,,%,FnO
COFORGE-FUT-27Aug2020-NSE,1500,2051.41,3077115,2038.99,3058485,-18630,-0.61%,0,0,0,0,0,0,-18630,-0.61%,,%,FnO
COFORGE-FUT-28Jan2021-NSE,750,2751.42,2063565,2804.29,2103217.5,39652.5,1.92%,0,0,0,0,0,0,39652.5,1.92%,,%,FnO
COFORGE-OPT-29Oct2020-CE-2500-NSE,4500,130.18,585810,141.91,638572.5,52762.5,9.01%,0,0,0,0,0,0,52762.5,9.01%,,%,FnO
CONCOR-FUT-27Aug2020-NSE,4689,387.56,1817268.84,389.86,1828053.54,10784.7,0.59%,0,0,0,0,0,0,10784.7,0.59%,,%,FnO
CONCOR-OPT-29Oct2020-CE-380-NSE,7815,10.59,82760.85,12.18,95171.07,12410.22,15.00%,0,0,0,0,0,0,12410.22,15.00%,,%,FnO
CONCOR-OPT-31Dec2020-CE-400-NSE,7815,7.12,55642.8,4.88,38137.2,-17505.6,-31.46%,0,0,0,0,0,0,-17505.6,-31.46%,,%,FnO
DEEPAKNTR-OPT-25Mar2021-PE-1600-NSE,2000,80.19,160380,91.86,183720,23340,14.55%,0,0,0,0,0,0,23340,14.55%,,%,FnO
DLF-FUT-28Jan2021-NSE,6600,236.59,1561494,239.84,1582944,21450,1.37%,0,0,0,0,0,0,21450,1.37%,,%,FnO
DLF-FUT-29Oct2020-NSE,19800,160.48,3177405,161.36,3194928,17523,0.55%,0,0,0,0,0,0,17523,0.55%,,%,FnO
DLF-OPT-24Sep2020-CE-170-NSE,19800,10.81,214038,9.21,182358,-31680,-14.80%,0,0,0,0,0,0,-31680,-14.80%,,%,FnO
DLF-OPT-28Jan2021-CE-240-NSE,13200,13.06,172392,15.48,204336,31944,18.53%,0,0,0,0,0,0,31944,18.53%,,%,FnO
DLF-OPT-31Dec2020-CE-200-NSE,19800,12.52,247896,15.28,302544,54648,20.29%,0,0,0,0,0,0,54648,22.04%,,%,FnO
EICHERMOT-FUT-25Jun2020-NSE,240,17298.34,4151600.4,17397.96,4175510.4,23910,0.58%,0,0,0,0,0,0,23910,0.58%,,%,FnO
EICHERMOT-FUT-28May2020-NSE,240,14130.29,3391268.4,14190.29,3405668.4,14400,0.42%,0,0,0,0,0,0,14400,0.42%,,%,FnO
EICHERMOT-OPT-30Jul2020-PE-20000-NSE,1015,310.89,315553.35,256.97,260820.7,-54732.65,-17.35%,0,0,0,0,0,0,-54732.65,-17.34%,,%,FnO
ESCORTS-FUT-24Sep2020-NSE,2200,1146.37,2522014,1151.61,2533542,11528,0.46%,0,0,0,0,0,0,11528,0.46%,,%,FnO
ESCORTS-FUT-28May2020-NSE,4400,775.43,3411870,778.25,3424278,12408,0.36%,0,0,0,0,0,0,12408,0.36%,,%,FnO
ESCORTS-FUT-29Oct2020-NSE,2200,1193.69,2626118,1187.61,2612742,-13376,-0.51%,0,0,0,0,0,0,-13376,-0.51%,,%,FnO
ESCORTS-OPT-25Feb2021-CE-1400-NSE,3850,67.75,260837.5,54.49,209781,-51056.5,-19.57%,0,0,0,0,0,0,-51056.5,-19.57%,,%,FnO
ESCORTS-OPT-25Feb2021-CE-1500-NSE,550,7.04,3872,28.44,15642,11770,75.25%,0,0,0,0,0,0,11770,303.98%,,%,FnO
ESCORTS-OPT-28Jan2021-CE-1400-NSE,3300,36.66,120978,30.43,100419,-20559,-16.99%,0,0,0,0,0,0,-20559,-16.99%,,%,FnO
ESCORTS-OPT-29Oct2020-CE-1300-NSE,9900,53.86,533258,57.05,564839,31581,5.90%,0,0,0,0,0,0,31581,5.92%,,%,FnO
EXIDEIND-FUT-27Aug2020-NSE,7200,161.07,1159704,160.66,1156752,-2952,-0.25%,0,0,0,0,0,0,-2952,-0.25%,,%,FnO
EXIDEIND-OPT-28Jan2021-CE-200-NSE,10800,7.41,80028,7.14,77112,-2916,-3.64%,0,0,0,0,0,0,-2916,-3.64%,,%,FnO
FINNIFTY-OPT-10Mar2021-PE-16500-NSE,1000,90.55,90550,69.48,69480,-21070,-23.27%,0,0,0,0,0,0,-21070,-23.27%,,%,FnO
FINNIFTY-OPT-21Jan2021-CE-15700-NSE,40,59.69,2387.6,87.51,3500.4,1112.8,31.79%,0,0,0,0,0,0,1112.8,46.61%,,%,FnO
FINNIFTY-OPT-21Jan2021-PE-15200-NSE,40,1.89,75.6,80.52,3220.8,3145.2,97.65%,0,0,0,0,0,0,3145.2,4160.32%,,%,FnO
GLENMARK-FUT-28Jan2021-NSE,1150,522.18,600507,510.28,586822,-13685,-2.28%,0,0,0,0,0,0,-13685,-2.28%,,%,FnO
GLENMARK-OPT-30Apr2020-CE-220-NSE,5600,16.1,90160,21.46,120176,30016,33.29%,0,0,0,0,0,0,30016,33.29%,,%,FnO
GMRINFRA-OPT-25Jun2020-CE-20-NSE,90000,0.9,81000,0.85,76500,-4500,-5.56%,0,0,0,0,0,0,-4500,-5.56%,,%,FnO
GRASIM-FUT-25Jun2020-NSE,2250,575.06,1293885,560.75,1261687.5,-32197.5,-2.49%,0,0,0,0,0,0,-32197.5,-2.49%,,%,FnO
GRASIM-FUT-28May2020-NSE,5250,486.69,2555145,487.36,2558655,3510,0.14%,0,0,0,0,0,0,3510,0.14%,,%,FnO
GRASIM-OPT-24Sep2020-CE-720-NSE,5700,25.13,143241,19.91,113487,-29754,-20.77%,0,0,0,0,0,0,-29754,-20.77%,,%,FnO
HAVELLS-FUT-25Feb2021-NSE,2000,1138.37,2276740,1144.71,2289420,12680,0.56%,0,0,0,0,0,0,12680,0.56%,,%,FnO
HAVELLS-FUT-28Jan2021-NSE,2000,988.65,1977300,1001.25,2002500,25200,1.27%,0,0,0,0,0,0,25200,1.27%,,%,FnO
HDFC-FUT-25Feb2021-NSE,1800,2451.5,4412700,2490.4,4482720,70020,1.59%,0,0,0,0,0,0,70020,1.59%,,%,FnO
HDFC-FUT-25Jun2020-NSE,2000,1498.44,2996880,1549.49,3098980,102100,3.41%,0,0,0,0,0,0,102100,3.41%,,%,FnO
HDFC-FUT-25Mar2021-NSE,4200,2525.51,10607121,2576.63,10821825,214704,2.02%,0,0,0,0,0,0,214704,2.02%,,%,FnO
HDFC-FUT-29Apr2021-NSE,2100,2600.5,5461050,2592.73,5444733,-16317,-0.30%,0,0,0,0,0,0,-16317,-0.30%,,%,FnO
HDFC-FUT-30Apr2020-NSE,6000,1624.41,9746460,1621.87,9731220,-15240,-0.16%,0,0,0,0,0,0,-15240,-0.16%,,%,FnO
HDFC-FUT-31Dec2020-NSE,4200,2243.43,9422406,2263.81,9507981,85575,0.91%,0,0,0,0,0,0,85575,0.91%,,%,FnO
HDFC-OPT-24Sep2020-CE-1900-NSE,3000,60.2,180600,63.82,191460,10860,6.01%,0,0,0,0,0,0,10860,6.01%,,%,FnO
HDFC-OPT-25Feb2021-CE-2600-NSE,2100,54.19,113799,44.89,94269,-19530,-20.72%,0,0,0,0,0,0,-19530,-17.16%,,%,FnO
HDFC-OPT-25Feb2021-CE-2800-NSE,8100,47.18,382158,45.56,369027,-13131,-3.56%,0,0,0,0,0,0,-13131,-3.44%,,%,FnO
HDFC-OPT-25Feb2021-PE-2650-NSE,3000,0.82,2472,19.87,59610,57138,24.15%,0,0,0,0,0,0,57138,2311.41%,,%,FnO
HDFC-OPT-25Feb2021-PE-2700-NSE,5400,24.5,132291,26.79,144684,12393,9.48%,0,0,0,0,0,0,12393,9.37%,,%,FnO
HDFC-OPT-25Feb2021-PE-2740-NSE,2100,35.18,73878,25.48,53508,-20370,-38.07%,0,0,0,0,0,0,-20370,-27.57%,,%,FnO
HDFC-OPT-25Mar2021-CE-2600-NSE,2100,1.16,2436,30.09,63189,60753,96.14%,0,0,0,0,0,0,60753,2493.97%,,%,FnO
HDFC-OPT-25Mar2021-CE-2660-NSE,2100,53.09,111489,44.59,93639,-17850,-19.06%,0,0,0,0,0,0,-17850,-16.01%,,%,FnO
HDFC-OPT-25Mar2021-PE-2400-NSE,2100,13.12,27552,36.9,77490,49938,64.44%,0,0,0,0,0,0,49938,181.25%,,%,FnO
HDFC-OPT-25Mar2021-PE-2500-NSE,2100,25.58,53718,20.82,43722,-9996,-22.86%,0,0,0,0,0,0,-9996,-18.61%,,%,FnO
HDFC-OPT-26Nov2020-CE-2000-NSE,2100,51.59,108339,61.89,129969,21630,19.97%,0,0,0,0,0,0,21630,19.97%,,%,FnO
HDFC-OPT-26Nov2020-PE-2200-NSE,2100,22.82,47922,17.96,37716,-10206,-27.06%,0,0,0,0,0,0,-10206,-21.30%,,%,FnO
HDFC-OPT-28Jan2021-PE-2400-NSE,2100,13.57,28497,23.41,49161,20664,42.03%,0,0,0,0,0,0,20664,72.51%,,%,FnO
HDFC-OPT-29Apr2021-PE-2400-NSE,2100,19.99,41979,20.06,42126,147,0.35%,0,0,0,0,0,0,147,0.35%,,%,FnO
HDFC-OPT-29Oct2020-CE-2000-NSE,10200,62.78,640383,24.98,254796,-385587,77.76%,0,0,0,0,0,0,-385587,-60.21%,,%,FnO
HDFC-OPT-29Oct2020-PE-2000-NSE,5100,10.07,51336,42.23,215367,164031,76.16%,0,0,0,0,0,0,164031,319.52%,,%,FnO
HDFC-OPT-29Oct2020-PE-2050-NSE,2100,26.58,55818,18.44,38724,-17094,-44.14%,0,0,0,0,0,0,-17094,-30.62%,,%,FnO
HDFC-OPT-30Apr2020-CE-1650-NSE,2000,32.74,65480,25.7,51400,-14080,-27.39%,0,0,0,0,0,0,-14080,-21.50%,,%,FnO
HDFC-OPT-30Apr2020-CE-1700-NSE,4000,30.46,121820,46.13,184520,62700,33.98%,0,0,0,0,0,0,62700,51.47%,,%,FnO
HDFC-OPT-30Apr2020-CE-1800-NSE,2000,51.2,102400,52.77,105540,3140,3.07%,0,0,0,0,0,0,3140,3.07%,,%,FnO
HDFC-OPT-30Apr2020-PE-1500-NSE,2000,43.94,87880,41.78,83560,-4320,-4.92%,0,0,0,0,0,0,-4320,-4.92%,,%,FnO
HDFC-OPT-31Dec2020-PE-2200-NSE,2100,42.08,88368,32.36,67956,-20412,-30.04%,0,0,0,0,0,0,-20412,-23.10%,,%,FnO
HDFCBANK-FUT-25Jun2020-NSE,9000,1028.27,9254430,1031,9279000,24570,0.26%,0,0,0,0,0,0,24570,0.27%,,%,FnO
HDFCBANK-OPT-29Oct2020-PE-1200-NSE,3300,29.3,96690,20.85,68805,-27885,-28.84%,0,0,0,0,0,0,-27885,-28.84%,,%,FnO
HDFCBANK-OPT-30Apr2020-CE-1000-NSE,9000,15.19,136710,22.06,198540,61830,45.23%,0,0,0,0,0,0,61830,45.23%,,%,FnO
HDFCBANK-OPT-30Jul2020-PE-1000-NSE,2200,13.94,30668,17.95,39490,8822,28.77%,0,0,0,0,0,0,8822,28.77%,,%,FnO
HDFCBANK-OPT-30Jul2020-PE-1040-NSE,5500,28.7,157850,29.83,164065,6215,3.94%,0,0,0,0,0,0,6215,3.94%,,%,FnO
HEROMOTOCO-FUT-26Nov2020-NSE,3000,2835.54,8506620,2933.65,8800950,294330,3.46%,0,0,0,0,0,0,294330,3.46%,,%,FnO
HEROMOTOCO-FUT-27Aug2020-NSE,1200,2925.54,3510648,2918.27,3501924,-8724,-0.25%,0,0,0,0,0,0,-8724,-0.25%,,%,FnO
HEROMOTOCO-FUT-28May2020-NSE,1800,2193.21,3947778,2225.51,4005918,58140,1.47%,0,0,0,0,0,0,58140,1.47%,,%,FnO
HEROMOTOCO-FUT-30Jul2020-NSE,1200,2708.54,3250248,2693.85,3232620,-17628,-0.55%,0,0,0,0,0,0,-17628,-0.54%,,%,FnO
HEROMOTOCO-OPT-26Nov2020-CE-3000-NSE,3600,118.19,425478,67.12,241632,-183846,-53.24%,0,0,0,0,0,0,-183846,-43.21%,,%,FnO
HEROMOTOCO-OPT-30Jul2020-PE-2600-NSE,1200,59.6,71520,53.57,64284,-7236,-11.26%,0,0,0,0,0,0,-7236,-10.12%,,%,FnO
HEROMOTOCO-OPT-30Jul2020-PE-2800-NSE,3000,60.1,180300,69.76,209280,28980,16.07%,0,0,0,0,0,0,28980,16.07%,,%,FnO
HINDALCO-FUT-27Aug2020-NSE,8600,194.08,1669088,192.5,1655500,-13588,-0.81%,0,0,0,0,0,0,-13588,-0.81%,,%,FnO
HINDALCO-FUT-31Dec2020-NSE,21500,245.42,5276530,246.75,5305125,28595,0.54%,0,0,0,0,0,0,28595,0.54%,,%,FnO
HINDPETRO-FUT-28Jan2021-NSE,16200,231.54,3750948,232.04,3759048,8100,0.22%,0,0,0,0,0,0,8100,0.22%,,%,FnO
HINDPETRO-OPT-25Feb2021-CE-230-NSE,27000,6.76,182520,7.98,215460,32940,18.05%,0,0,0,0,0,0,32940,18.05%,,%,FnO
HINDPETRO-OPT-25Mar2021-CE-260-NSE,16200,10.29,166698,4.64,75168,-91530,-54.91%,0,0,0,0,0,0,-91530,-54.91%,,%,FnO
HINDUNILVR-FUT-30Apr2020-NSE,1800,2400.9,4321611,2368.28,4262904,-58707,-1.38%,0,0,0,0,0,0,-58707,-1.36%,,%,FnO
IBULHSGFIN-FUT-28Jan2021-NSE,9300,248.24,2308632,249.95,2324535,15903,0.69%,0,0,0,0,0,0,15903,0.69%,,%,FnO
IBULHSGFIN-OPT-25Jun2020-CE-150-NSE,10800,11.35,122580,13.72,148164,25584,20.87%,0,0,0,0,0,0,25584,20.87%,,%,FnO
IBULHSGFIN-OPT-26Nov2020-CE-160-NSE,18600,11.34,210924,13.15,244590,33666,15.96%,0,0,0,0,0,0,33666,15.96%,,%,FnO
IBULHSGFIN-OPT-28Jan2021-CE-250-NSE,12400,14.57,180668,14.38,178312,-2356,-1.30%,0,0,0,0,0,0,-2356,-1.30%,,%,FnO
IBULHSGFIN-OPT-30Apr2020-CE-120-NSE,9600,5.67,54432,12.1,116160,61728,113.40%,0,0,0,0,0,0,61728,113.40%,,%,FnO
IBULHSGFIN-OPT-30Jul2020-CE-230-NSE,21700,25.79,559643,27.59,598703,39060,6.98%,0,0,0,0,0,0,39060,6.98%,,%,FnO
ICICIBANK-FUT-25Mar2021-NSE,16500,597.46,9858035,591.66,9762335,-95700,-0.97%,0,0,0,0,0,0,-95700,-0.97%,,%,FnO
ICICIBANK-FUT-29Oct2020-NSE,8250,344.36,2840970,342.87,2828677.5,-12292.5,-0.43%,0,0,0,0,0,0,-12292.5,-0.43%,,%,FnO
ICICIBANK-FUT-30Jul2020-NSE,17875,365.78,6538235,357.77,6395097.5,-143137.5,-2.19%,0,0,0,0,0,0,-143137.5,-2.19%,,%,FnO
ICICIBANK-OPT-25Mar2021-CE-600-NSE,5500,0.56,3080,5.93,32615,29535,90.56%,0,0,0,0,0,0,29535,958.93%,,%,FnO
ICICIBANK-OPT-29Apr2021-CE-610-NSE,5500,15.22,83710,10.53,57915,-25795,-44.54%,0,0,0,0,0,0,-25795,-30.81%,,%,FnO
ICICIBANK-OPT-30Jul2020-CE-370-NSE,19250,3.49,67182.5,5.13,98752.5,31570,42.50%,0,0,0,0,0,0,31570,46.99%,,%,FnO
ICICIBANK-OPT-30Jul2020-CE-390-NSE,9625,1.31,12608.75,3.78,36382.5,23773.75,65.34%,0,0,0,0,0,0,23773.75,188.55%,,%,FnO
ICICIPRULI-FUT-25Mar2021-NSE,1500,491.08,736620,437.89,656835,-79785,-10.83%,0,0,0,0,0,0,-79785,-10.83%,,%,FnO
IDEA-OPT-25Jun2020-CE-11-NSE,98000,0.4,39200,0.4,39200,0,0.00%,0,0,0,0,0,0,0,0.00%,,%,FnO
IDEA-OPT-25Jun2020-CE-7-NSE,98000,1.1,107800,1.6,156800,49000,45.45%,0,0,0,0,0,0,49000,45.45%,,%,FnO
IDEA-OPT-28Jan2021-CE-14-NSE,70000,1.05,73500,0.6,42000,-31500,-42.86%,0,0,0,0,0,0,-31500,-42.86%,,%,FnO
IDEA-OPT-28May2020-CE-5-NSE,196000,0.55,107800,0.85,166600,58800,54.55%,0,0,0,0,0,0,58800,54.55%,,%,FnO
IDEA-OPT-29Oct2020-CE-10-NSE,140000,1.6,224000,0.1,14000,-210000,-93.75%,0,0,0,0,0,0,-210000,-93.75%,,%,FnO
IGL-FUT-30Jul2020-NSE,9625,452.62,4356467.5,450.58,4336791.25,-19676.25,-0.45%,0,0,0,0,0,0,-19676.25,-0.45%,,%,FnO
INDIGO-FUT-25Jun2020-NSE,1500,1015.36,1523040,1017.73,1526595,3555,0.23%,0,0,0,0,0,0,3555,0.23%,,%,FnO
INDIGO-FUT-28May2020-NSE,1800,988.26,1778868,885.01,1593018,-185850,-10.45%,0,0,0,0,0,0,-185850,-10.45%,,%,FnO
INDIGO-OPT-26Nov2020-PE-1700-NSE,2500,62.17,155425,49.81,124525,-30900,-19.88%,0,0,0,0,0,0,-30900,-19.88%,,%,FnO
INDIGO-OPT-28May2020-CE-1000-NSE,1800,22.57,40626,67.77,121986,81360,66.70%,0,0,0,0,0,0,81360,200.27%,,%,FnO
INDUSINDBK-FUT-25Jun2020-NSE,3600,399.51,1438232,418.74,1507456,69224,4.81%,0,0,0,0,0,0,69224,4.81%,,%,FnO
INDUSINDBK-FUT-28Jan2021-NSE,2700,890.24,2403648,896.77,2421279,17631,0.73%,0,0,0,0,0,0,17631,0.73%,,%,FnO
INDUSINDBK-FUT-28May2020-NSE,4000,460.83,1843300,458.58,1834320,-8980,-0.49%,0,0,0,0,0,0,-8980,-0.49%,,%,FnO
INFRATEL-OPT-25Jun2020-CE-240-NSE,20000,14.02,280400,13.2,264000,-16400,-5.85%,0,0,0,0,0,0,-16400,-5.85%,,%,FnO
INFRATEL-OPT-30Jul2020-CE-220-NSE,14000,10.56,147840,4.94,69160,-78680,-53.22%,0,0,0,0,0,0,-78680,-53.22%,,%,FnO
INFY-OPT-28Jan2021-PE-1220-NSE,4200,6.53,27426,24.44,102660,75234,73.28%,0,0,0,0,0,0,75234,274.32%,,%,FnO
INFY-OPT-28Jan2021-PE-1280-NSE,4200,52.85,221970,12.91,54222,-167748,-75.57%,0,0,0,0,0,0,-167748,-75.57%,,%,FnO
INFY-OPT-29Oct2020-PE-1000-NSE,4800,44.24,212352,52.83,253584,41232,19.42%,0,0,0,0,0,0,41232,19.42%,,%,FnO
INFY-OPT-29Oct2020-PE-1150-NSE,6000,54.6,327600,50.45,302724,-24876,-7.59%,0,0,0,0,0,0,-24876,-7.59%,,%,FnO
IOC-FUT-28May2020-NSE,16000,81.01,1296160,80.93,1294880,-1280,-0.10%,0,0,0,0,0,0,-1280,-0.10%,,%,FnO
IOC-OPT-25Feb2021-CE-100-NSE,32500,2,65000,1.95,63375,-1625,-2.50%,0,0,0,0,0,0,-1625,-2.50%,,%,FnO
IOC-OPT-25Feb2021-CE-105-NSE,32500,0,0,2.29,74425,74425,100.00%,0,0,0,0,0,0,74425,0.00%,,%,FnO
IOC-OPT-25Feb2021-CE-97.5-NSE,32500,3.56,115700,0,0,-115700,0.00%,0,0,0,0,0,0,-115700,-100.00%,,%,FnO
IOC-OPT-25Mar2021-CE-110-NSE,32500,0.1,3250,2.49,80925,77675,95.98%,0,0,0,0,0,0,77675,2390.00%,,%,FnO
ITC-OPT-25Feb2021-CE-220-NSE,38400,9.05,347520,7.82,300288,-47232,-13.59%,0,0,0,0,0,0,-47232,-13.59%,,%,FnO
JINDALSTEL-FUT-30Jul2020-NSE,10000,175.13,1751300,177.01,1770100,18800,1.06%,0,0,0,0,0,0,18800,1.07%,,%,FnO
JSWSTEEL-FUT-27Aug2020-NSE,8100,283.19,2293839,285.96,2316276,22437,0.97%,0,0,0,0,0,0,22437,0.98%,,%,FnO
JSWSTEEL-FUT-28Jan2021-NSE,5400,393.11,2122794,386.7,2088180,-34614,-1.63%,0,0,0,0,0,0,-34614,-1.63%,,%,FnO
JSWSTEEL-OPT-24Sep2020-PE-280-NSE,18900,4.44,83916,7.24,136836,52920,63.06%,0,0,0,0,0,0,52920,63.06%,,%,FnO
L&TFH-FUT-25Jun2020-NSE,16800,51.21,860328,51.09,858312,-2016,-0.23%,0,0,0,0,0,0,-2016,-0.23%,,%,FnO
L&TFH-FUT-28May2020-NSE,11200,58.06,650272,58.08,650496,224,0.03%,0,0,0,0,0,0,224,0.03%,,%,FnO
L&TFH-FUT-30Jul2020-NSE,20400,70.91,1446564,69.98,1427592,-18972,-1.31%,0,0,0,0,0,0,-18972,-1.31%,,%,FnO
L&TFH-OPT-29Oct2020-CE-64-NSE,34000,3.3,112200,2.99,101660,-10540,-9.39%,0,0,0,0,0,0,-10540,-9.39%,,%,FnO
LICHSGFIN-FUT-25Feb2021-NSE,4000,470.07,1880280,475.13,1900520,20240,1.08%,0,0,0,0,0,0,20240,1.08%,,%,FnO
LICHSGFIN-FUT-28Jan2021-NSE,4000,398.29,1593160,403.3,1613200,20040,1.26%,0,0,0,0,0,0,20040,1.26%,,%,FnO
LICHSGFIN-FUT-28May2020-NSE,3900,267.24,1042236,271.43,1058577,16341,1.54%,0,0,0,0,0,0,16341,1.57%,,%,FnO
LICHSGFIN-FUT-31Dec2020-NSE,12000,335.95,4031400,335.39,4024680,-6720,-0.17%,0,0,0,0,0,0,-6720,-0.17%,,%,FnO
LT-OPT-25Jun2020-CE-900-NSE,4125,20.52,84645,25,103128.75,18483.75,21.84%,0,0,0,0,0,0,18483.75,21.84%,,%,FnO
LT-OPT-28May2020-CE-900-NSE,3750,34.06,127725,21.83,81862.5,-45862.5,-35.91%,0,0,0,0,0,0,-45862.5,-35.91%,,%,FnO
LT-OPT-29Oct2020-PE-980-NSE,4400,9.78,43032,24.94,109736,66704,155.01%,0,0,0,0,0,0,66704,155.01%,,%,FnO
LT-OPT-30Jul2020-CE-980-NSE,2750,31.15,85662.5,14.35,39462.5,-46200,-53.93%,0,0,0,0,0,0,-46200,-53.93%,,%,FnO
LUPIN-FUT-26Nov2020-NSE,2550,927.34,2364717,919.57,2344903.5,-19813.5,-0.84%,0,0,0,0,0,0,-19813.5,-0.84%,,%,FnO
LUPIN-FUT-28May2020-NSE,4200,834.39,3504417,834.79,3506097,1680,0.05%,0,0,0,0,0,0,1680,0.05%,,%,FnO
LUPIN-FUT-30Jul2020-NSE,3400,872.84,2967656,874.26,2972484,4828,0.16%,0,0,0,0,0,0,4828,0.16%,,%,FnO
LUPIN-OPT-28Jan2021-CE-1100-NSE,4250,46.05,195712.5,30.92,131418.5,-64294,-32.85%,0,0,0,0,0,0,-64294,-32.85%,,%,FnO
M&M-FUT-24Sep2020-NSE,4200,642.47,2698374,627.85,2636970,-61404,-2.28%,0,0,0,0,0,0,-61404,-2.28%,,%,FnO
M&M-FUT-28May2020-NSE,1000,398.16,398160,413.19,413190,15030,3.64%,0,0,0,0,0,0,15030,3.77%,,%,FnO
M&M-FUT-31Dec2020-NSE,4200,715.22,3003924,714.73,3001866,-2058,-0.07%,0,0,0,0,0,0,-2058,-0.07%,,%,FnO
M&M-OPT-24Sep2020-CE-650-NSE,9800,15.58,152656,16.2,158718,6062,3.87%,0,0,0,0,0,0,6062,3.97%,,%,FnO
M&M-OPT-25Feb2021-CE-900-NSE,1400,3.26,4564,27.86,39004,34440,88.30%,0,0,0,0,0,0,34440,754.60%,,%,FnO
