ScriptName,ISIN,BuyQty,BuyRate,BuyVal,SellQty,SellRate,SellVal,LTPRate,LTPVal,NetRealizedPnL,IncomeTax
NIFTY02Mar2023CE17400.00,NSE-F&O,3600,1.686869,6072.7284,3600,14.943264,53795.7504,0,0,47723.022,14316.91
NIFTY02Mar2023CE17450.00,NSE-F&O,1800,50.491956,90885.5208,1800,40.904533,73628.1594,0,0,-17257.3614,0
NIFTY02Mar2023CE17500.00,NSE-F&O,1850,106.489849,197006.2207,1850,51.79397795,95818.8592,0,0,-101187.3615,0
NIFTY02Mar2023CE17550.00,NSE-F&O,1800,146.930667,264475.2006,1800,143.482361,258268.2498,0,0,-6206.9508,0
NIFTY02Mar2023CE17600.00,NSE-F&O,3600,7.158461,25770.4596,3600,24.51795,88264.62,0,0,62494.1604,18748.25
NIFTY02Mar2023CE17800.00,NSE-F&O,1800,6.758206,12164.7708,1800,22.370367,40266.6606,0,0,28101.8898,8430.57
NIFTY02Mar2023PE17300.00,NSE-F&O,1800,62.190378,111942.6804,1800,36.104878,64988.7804,0,0,-46953.9,0
NIFTY02Mar2023PE17350.00,NSE-F&O,3600,19.350614,69662.2104,3600,35.8393055,129021.4998,0,0,59359.2894,17807.79
NIFTY02Mar2023PE17500.00,NSE-F&O,1800,112.527594,202549.6692,1800,153.372617,276070.7106,0,0,73521.0414,22056.31
NIFTY02Mar2023PE17550.00,NSE-F&O,1800,128.438939,231190.0902,1800,116.599694,209879.4492,0,0,-21310.641,0
NIFTY03Nov2022CE17800.00,NSE-F&O,5600,220.09815,1232549.64,5600,110.798738,620472.9328,0,0,-612076.7072,0
NIFTY03Nov2022CE18000.00,NSE-F&O,4600,46.46381539,213733.5508,4600,50.26194313,231204.9384,0,0,17471.3876,5241.42
NIFTY03Nov2022CE18050.00,NSE-F&O,2800,20.786004,58200.8112,2800,9.29845,26035.66,0,0,-32165.1512,0
NIFTY03Nov2022CE18100.00,NSE-F&O,4600,12.772213,58752.1798,4600,5.567424,25610.1504,0,0,-33142.0294,0
NIFTY03Nov2022CE18200.00,NSE-F&O,1800,0.454072,817.3296,1800,34.007244,61213.0392,0,0,60395.7096,18118.71
NIFTY03Nov2022CE18300.00,NSE-F&O,5400,12.411913,67024.3302,5400,0.328528,1774.0512,0,0,-65250.279,0
NIFTY03Nov2022PE17800.00,NSE-F&O,11200,17.72148383,198480.619,11200,98.997178,1108768.394,0,0,910287.7747,273086.33
NIFTY03Nov2022PE18000.00,NSE-F&O,4600,19.65974996,90434.8498,4600,40.78833061,187626.3208,0,0,97191.471,29157.44
NIFTY04Aug2022CE16900.00,NSE-F&O,2800,139.545325,390726.91,2800,374.173589,1047686.049,0,0,656959.1392,197087.74
NIFTY04Aug2022CE17200.00,NSE-F&O,2800,125.536139,351501.1892,2800,35.056064,98156.9792,0,0,-253344.21,0
NIFTY04Aug2022CE17350.00,NSE-F&O,7000,41.383887,289687.209,7000,29.36793729,205575.561,0,0,-84111.648,0
NIFTY04Aug2022PE16250.00,NSE-F&O,2800,11.725757,32832.1196,2800,77.404586,216732.8408,0,0,183900.7212,55170.22
NIFTY04Aug2022PE16550.00,NSE-F&O,5600,97.69282,547079.792,5600,35.780246,200369.3776,0,0,-346710.4144,0
NIFTY04Aug2022PE16800.00,NSE-F&O,2800,13.262471,37134.9188,2800,37.603186,105288.9208,0,0,68154.002,20446.2
NIFTY04Aug2022PE17150.00,NSE-F&O,2800,11.211121,31391.1388,2800,53.585161,150038.4508,0,0,118647.312,35594.19
NIFTY04Aug2022PE17300.00,NSE-F&O,6600,34.6501,228690.66,6600,37.26883155,245974.2882,0,0,17283.6282,5185.09
NIFTY04Aug2022PE17350.00,NSE-F&O,2800,106.523664,298266.2592,2800,13.43045,37605.26,0,0,-260660.9992,0
NIFTY04Aug2022PE17450.00,NSE-F&O,5600,151.878425,850519.18,5600,162.64972,910838.432,0,0,60319.252,18095.78
NIFTY04Aug2022PE17550.00,NSE-F&O,2800,241.111896,675113.3088,2800,167.082154,467830.0312,0,0,-207283.2776,0
NIFTY05Jan2023CE17950.00,NSE-F&O,3600,70.920003,255312.0108,3600,41.553161,149591.3796,0,0,-105720.6312,0
NIFTY05Jan2023CE18000.00,NSE-F&O,5400,1.689183,9121.5882,5400,35.8394,193532.76,0,0,184411.1718,55323.35
NIFTY05Jan2023CE18050.00,NSE-F&O,1800,20.521128,36938.0304,1800,0.049528,89.1504,0,0,-36848.88,0
NIFTY05Jan2023CE18100.00,NSE-F&O,5400,73.535317,397090.7118,5400,1.543859,8336.8386,0,0,-388753.8732,0
NIFTY05Jan2023CE18150.00,NSE-F&O,10800,0,0,10800,49.542044,535054.0752,0,0,535054.0752,160516.22
NIFTY05Jan2023CE18200.00,NSE-F&O,8400,64.97588679,545797.449,8400,41.81273907,351227.0082,0,0,-194570.4408,0
NIFTY05Jan2023CE18400.00,NSE-F&O,5300,24.93068696,132132.6409,5300,30.64705494,162429.3912,0,0,30296.7503,9089.03
NIFTY05Jan2023PE17950.00,NSE-F&O,3600,25.470481,91693.7316,3600,0,0,0,0,-91693.7316,0
NIFTY05Jan2023PE18000.00,NSE-F&O,12600,16.773143,211341.6018,12600,43.06450514,542612.7648,0,0,331271.163,99381.35
NIFTY05Jan2023PE18050.00,NSE-F&O,3600,78.512881,282646.3716,3600,57.178319,205841.9484,0,0,-76804.4232,0
NIFTY05Jan2023PE18200.00,NSE-F&O,1800,105.888089,190598.5602,1800,112.914983,203246.9694,0,0,12648.4092,3794.52
NIFTY05May2022CE16900.00,NSE-F&O,1800,9.03965,16271.37,1800,19.553467,35196.2406,0,0,18924.8706,5677.46
NIFTY05May2022CE16950.00,NSE-F&O,1800,0.402611,724.6998,1800,17.774044,31993.2792,0,0,31268.5794,9380.57
NIFTY05May2022CE17000.00,NSE-F&O,4600,14.774037,67960.5702,4600,93.160233,428537.0718,0,0,360576.5016,108172.95
NIFTY05May2022CE17200.00,NSE-F&O,3600,33.306161,119902.1796,3600,7.172311,25820.3196,0,0,-94081.86,0
NIFTY05May2022CE17400.00,NSE-F&O,9000,49.5135312,445621.7808,9000,51.278288,461504.592,0,0,15882.8112,4764.84
NIFTY05May2022PE16500.00,NSE-F&O,1800,5.007056,9012.7008,1800,27.115011,48807.0198,0,0,39794.319,11938.3
NIFTY05May2022PE16700.00,NSE-F&O,5400,76.38723333,412491.06,5400,21.03625,113595.75,0,0,-298895.31,0
NIFTY05May2022PE16800.00,NSE-F&O,7200,42.7942445,308118.5604,7200,38.048776,273951.1872,0,0,-34167.3732,0
NIFTY05May2022PE16850.00,NSE-F&O,3700,45.929805,169940.2785,3700,121.461314,449406.8618,0,0,279466.5833,83839.97
NIFTY05May2022PE16900.00,NSE-F&O,5400,100.7517423,544059.4086,5400,84.08356267,454051.2384,0,0,-90008.1702,0
NIFTY05May2022PE17000.00,NSE-F&O,3600,197.083081,709499.0916,3600,141.885711,510788.5596,0,0,-198710.532,0
NIFTY05May2022PE17200.00,NSE-F&O,1850,279.572314,517208.7809,1850,374.073703,692036.3506,0,0,174827.5697,52448.27
NIFTY06Oct2022CE17050.00,NSE-F&O,2800,97.517754,273049.7112,2800,280.330329,784924.9212,0,0,511875.21,153562.56
NIFTY06Oct2022CE17100.00,NSE-F&O,1800,85.459844,153827.7192,1800,81.17075,146107.35,0,0,-7720.3692,0
NIFTY06Oct2022CE17150.00,NSE-F&O,5600,183.179361,1025804.422,5600,58.529588,327765.6928,0,0,-698038.7288,0
NIFTY06Oct2022CE17250.00,NSE-F&O,2800,33.475732,93732.0496,2800,82.452611,230867.3108,0,0,137135.2612,41140.58
NIFTY06Oct2022CE17300.00,NSE-F&O,5400,98.021785,529317.639,5400,42.997607,232187.0778,0,0,-297130.5612,0
NIFTY06Oct2022PE16700.00,NSE-F&O,4600,1.304624,6001.2704,4600,48.984352,225328.0192,0,0,219326.7488,65798.02
NIFTY06Oct2022PE17300.00,NSE-F&O,5600,4.744796,26570.8576,5600,25.504686,142826.2416,0,0,116255.384,34876.62
NIFTY07Apr2022CE17750.00,NSE-F&O,1800,0,0,1800,18.57465,33434.37,0,0,33434.37,10030.31
NIFTY07Apr2022CE17800.00,NSE-F&O,3600,0.377044,1357.3584,3600,21.881358,78772.8888,0,0,77415.5304,23224.66
NIFTY07Apr2022CE17900.00,NSE-F&O,5400,2.504157,13522.4478,5400,61.215437,330563.3598,0,0,317040.912,95112.27
NIFTY07Apr2022CE18000.00,NSE-F&O,1800,135.538339,243969.0102,1800,147.961856,266331.3408,0,0,22362.3306,6708.7
NIFTY07Apr2022PE17200.00,NSE-F&O,3650,0,0,3650,51.917101,189497.4187,0,0,189497.4187,56849.23
NIFTY07Apr2022PE17500.00,NSE-F&O,1800,135.4,243720,1800,0,0,0,0,-243720,0
NIFTY07Apr2022PE17800.00,NSE-F&O,5400,161.448656,871822.7424,5400,46.13663133,249137.8092,0,0,-622684.9332,0
NIFTY07Apr2022PE18000.00,NSE-F&O,7200,126.658501,911941.2072,7200,121.4122595,874168.2684,0,0,-37772.9388,0
NIFTY07Jul2022CE15850.00,NSE-F&O,5600,84.50922,473251.632,5600,205.184366,1149032.45,0,0,675780.8176,202734.25
NIFTY07Jul2022CE15900.00,NSE-F&O,5300,99.31616604,526375.68,5300,67.97988321,360293.381,0,0,-166082.299,0
NIFTY07Jul2022CE15950.00,NSE-F&O,11200,115.428806,1292802.627,11200,45.032311,504361.8832,0,0,-788440.744,0
NIFTY07Jul2022CE16050.00,NSE-F&O,5600,21.968182,123021.8192,5600,29.58723,165688.488,0,0,42666.6688,12800
NIFTY07Jul2022CE16100.00,NSE-F&O,6800,16.59877924,112871.6988,6800,38.57738382,262326.21,0,0,149454.5112,44836.35
NIFTY07Jul2022CE16200.00,NSE-F&O,2000,8.546315,17092.63,2000,13.866875,27733.75,0,0,10641.12,3192.34
NIFTY07Jul2022PE15200.00,NSE-F&O,2800,15.964243,44699.8804,2800,42.6475,119413,0,0,74713.1196,22413.94
NIFTY07Jul2022PE15300.00,NSE-F&O,2800,65.496743,183390.8804,2800,59.528461,166679.6908,0,0,-16711.1896,0
NIFTY07Jul2022PE15700.00,NSE-F&O,8400,165.559067,1390696.163,8400,167.38088,1405999.392,0,0,15303.2292,4590.97
NIFTY07Jul2022PE15800.00,NSE-F&O,5600,44.182759,247423.4504,5600,5.489409,30740.6904,0,0,-216682.76,0
NIFTY07Jul2022PE15900.00,NSE-F&O,14000,18.4519538,258327.3532,14000,72.142956,1010001.384,0,0,751674.0308,225502.21
NIFTY07Jul2022PE16000.00,NSE-F&O,5600,114.528918,641361.9408,5600,10.216179,57210.6024,0,0,-584151.3384,0
NIFTY07Jul2022PE16100.00,NSE-F&O,4000,39.986798,159947.192,4000,30.517985,122071.94,0,0,-37875.252,0
NIFTY08Dec2022CE18550.00,NSE-F&O,3600,139.045089,500562.3204,3600,60.577281,218078.2116,0,0,-282484.1088,0
NIFTY08Dec2022CE18600.00,NSE-F&O,14400,51.5549745,742391.6328,14400,130.0035363,1872050.922,0,0,1129659.289,338897.79
NIFTY08Dec2022CE18650.00,NSE-F&O,3600,81.207053,292345.3908,3600,0.320236,1152.8496,0,0,-291192.5412,0
NIFTY08Dec2022CE18700.00,NSE-F&O,3000,3.37598,10127.94,3000,77.07867,231236.01,0,0,221108.07,66332.42
NIFTY08Dec2022CE18900.00,NSE-F&O,7200,84.5042345,608430.4884,7200,78.0297335,561814.0812,0,0,-46616.4072,0
NIFTY08Dec2022PE18500.00,NSE-F&O,2800,22.546518,63130.2504,2800,13.165793,36864.2204,0,0,-26266.03,0
NIFTY08Dec2022PE18550.00,NSE-F&O,3600,45.333508,163200.6288,3600,0.120464,433.6704,0,0,-162766.9584,0
NIFTY08Dec2022PE18600.00,NSE-F&O,10800,46.708248,504449.0784,10800,59.28498333,640277.82,0,0,135828.7416,40748.62
NIFTY08Dec2022PE18650.00,NSE-F&O,3600,98.207858,353548.2888,3600,39.026586,140495.7096,0,0,-213052.5792,0
NIFTY08Dec2022PE18700.00,NSE-F&O,1800,147.450522,265410.9396,1800,98.035033,176463.0594,0,0,-88947.8802,0
NIFTY08Dec2022PE18800.00,NSE-F&O,3600,131.990292,475165.0512,3600,120.459869,433655.5284,0,0,-41509.5228,0
NIFTY08Sep2022CE17550.00,NSE-F&O,3600,117.230769,422030.7684,3600,185.782567,668817.2412,0,0,246786.4728,74035.94
NIFTY08Sep2022CE17600.00,NSE-F&O,7200,141.079632,1015773.35,7200,88.740285,638930.052,0,0,-376843.2984,0
NIFTY08Sep2022CE17650.00,NSE-F&O,3600,65.455014,235638.0504,3600,94.489031,340160.5116,0,0,104522.4612,31356.74
NIFTY08Sep2022CE17750.00,NSE-F&O,3600,46.998772,169195.5792,3600,26.975169,97110.6084,0,0,-72084.9708,0
NIFTY08Sep2022CE18000.00,NSE-F&O,2800,20.099189,56277.7292,2800,22.598736,63276.4608,0,0,6998.7316,2099.62
NIFTY08Sep2022PE17200.00,NSE-F&O,5600,22.2451895,124573.0612,5600,43.3289855,242642.3188,0,0,118069.2576,35420.78
NIFTY08Sep2022PE17550.00,NSE-F&O,3600,64.762258,233144.1288,3600,8.061508,29021.4288,0,0,-204122.7,0
NIFTY08Sep2022PE17600.00,NSE-F&O,7200,5.419824,39022.7328,7200,85.599057,616313.2104,0,0,577290.4776,173187.14
NIFTY08Sep2022PE17650.00,NSE-F&O,3600,112.477569,404919.2484,3600,9.310103,33516.3708,0,0,-371402.8776,0
NIFTY08Sep2022PE17750.00,NSE-F&O,3600,0.526958,1897.0488,3600,34.103489,122772.5604,0,0,120875.5116,36262.65
NIFTY09Feb2023CE17800.00,NSE-F&O,3600,65.545375,235963.35,3600,86.074919,309869.7084,0,0,73906.3584,22171.91
NIFTY09Feb2023CE17900.00,NSE-F&O,4600,32.15351939,147906.1892,4600,16.25590252,74777.1516,0,0,-73129.0376,0
NIFTY09Feb2023CE18000.00,NSE-F&O,3600,0.429047,1544.5692,3600,18.0003,64801.08,0,0,63256.5108,18976.95
NIFTY09Feb2023PE17500.00,NSE-F&O,1800,2.255239,4059.4302,1800,33.860206,60948.3708,0,0,56888.9406,17066.68
NIFTY09Feb2023PE17800.00,NSE-F&O,4600,9.2327,42470.42,4600,106.0489105,487824.9884,0,0,445354.5684,133606.37
NIFTY09Feb2023PE17900.00,NSE-F&O,1000,20.52622,20526.22,1000,17.51234,17512.34,0,0,-3013.88,0
NIFTY09Jun2022CE16300.00,NSE-F&O,8100,102.4527773,829867.4963,8100,53.269253,431480.9493,0,0,-398386.547,0
NIFTY09Jun2022CE16350.00,NSE-F&O,4000,128.553408,514213.632,4000,27.564515,110258.06,0,0,-403955.572,0
NIFTY09Jun2022CE16400.00,NSE-F&O,13100,14.144125,185288.0375,13100,75.61310184,990531.6341,0,0,805243.5966,241573.08
NIFTY09Jun2022CE16500.00,NSE-F&O,2800,64.496086,180589.0408,2800,3.641489,10196.1692,0,0,-170392.8716,0
NIFTY09Jun2022PE16250.00,NSE-F&O,3500,13.592654,47574.289,3500,4.78302,16740.57,0,0,-30833.719,0
NIFTY09Jun2022PE16300.00,NSE-F&O,7600,28.19128589,214253.7728,7600,38.69103,294051.828,0,0,79798.0552,23939.42
NIFTY09Jun2022PE16350.00,NSE-F&O,4000,10.56294,42251.76,4000,20.72943,82917.72,0,0,40665.96,12199.79
NIFTY09Jun2022PE16400.00,NSE-F&O,13400,87.61606916,1174055.327,13400,60.26658688,807572.2642,0,0,-366483.0626,0
NIFTY09Jun2022PE16500.00,NSE-F&O,2800,154.054846,431353.5688,2800,205.413921,575158.9788,0,0,143805.41,43141.62
NIFTY09Mar2023CE17600.00,NSE-F&O,3600,67.589117,243320.8212,3600,147.978756,532723.5216,0,0,289402.7004,86820.81
NIFTY09Mar2023CE17650.00,NSE-F&O,1800,7.73075,13915.35,1800,7.714406,13885.9308,0,0,-29.4192,0
NIFTY09Mar2023CE17700.00,NSE-F&O,1800,0.964189,1735.5402,1800,6.497989,11696.3802,0,0,9960.84,2988.25
NIFTY09Mar2023CE17750.00,NSE-F&O,3600,5.807581,20907.2916,3600,21.771031,78375.7116,0,0,57468.42,17240.53
NIFTY09Mar2023CE17900.00,NSE-F&O,3600,22.718669,81787.2084,3600,5.264661,18952.7796,0,0,-62834.4288,0
NIFTY09Mar2023PE17450.00,NSE-F&O,50,0,0,50,31.0108,1550.54,0,0,1550.54,465.16
NIFTY09Mar2023PE17600.00,NSE-F&O,7200,28.18718325,202947.7194,7200,31.708079,228298.1688,0,0,25350.4494,7605.13
NIFTY09Mar2023PE17650.00,NSE-F&O,1800,27.501039,49501.8702,1800,8.115728,14608.3104,0,0,-34893.5598,0
NIFTY09Mar2023PE17700.00,NSE-F&O,1800,47.251339,85052.4102,1800,24.634417,44341.9506,0,0,-40710.4596,0
NIFTY09Mar2023PE17750.00,NSE-F&O,5450,76.43003682,416543.7007,5450,51.59110858,281171.5418,0,0,-135372.1589,0
NIFTY10Nov2022CE17800.00,NSE-F&O,5600,182.298384,1020870.95,5600,289.788361,1622814.822,0,0,601943.8712,180583.16
NIFTY10Nov2022CE18100.00,NSE-F&O,12600,139.4457414,1757016.342,12600,88.62808071,1116713.817,0,0,-640302.525,0
NIFTY10Nov2022CE18200.00,NSE-F&O,3600,88.511844,318642.6384,3600,108.262397,389744.6292,0,0,71101.9908,21330.6
NIFTY10Nov2022CE18300.00,NSE-F&O,11800,19.12396417,225662.7772,11800,26.97069695,318254.224,0,0,92591.4468,27777.43
NIFTY10Nov2022PE17800.00,NSE-F&O,5600,210.56693,1179174.808,5600,107.973823,604653.4088,0,0,-574521.3992,0
NIFTY10Nov2022PE17850.00,NSE-F&O,1800,15.413889,27745.0002,1800,2.193128,3947.6304,0,0,-23797.3698,0
NIFTY10Nov2022PE17900.00,NSE-F&O,5400,30.690604,165729.2616,5400,3.358511,18135.9594,0,0,-147593.3022,0
NIFTY10Nov2022PE17950.00,NSE-F&O,3600,6.107775,21987.99,3600,27.489592,98962.5312,0,0,76974.5412,23092.36
NIFTY10Nov2022PE18050.00,NSE-F&O,1800,49.783633,89610.5394,1800,13.4804,24264.72,0,0,-65345.8194,0
NIFTY10Nov2022PE18100.00,NSE-F&O,8700,40.05976669,348519.9702,8700,106.332644,925094.0025,0,0,576574.0323,172972.21
NIFTY10Nov2022PE18200.00,NSE-F&O,5400,61.17601867,330350.5008,5400,128.35422,693112.788,0,0,362762.2872,108828.69
NIFTY10Nov2022PE18250.00,NSE-F&O,7200,222.499757,1601998.25,7200,77.334799,556810.5528,0,0,-1045187.698,0
NIFTY10Nov2022PE18300.00,NSE-F&O,3600,110.221192,396796.2912,3600,268.268031,965764.9116,0,0,568968.6204,170690.59
NIFTY11Aug2022CE17400.00,NSE-F&O,4800,218.0134833,1046464.72,4800,161.559173,775484.0304,0,0,-270980.6892,0
NIFTY11Aug2022CE17650.00,NSE-F&O,2800,59.5474,166732.72,2800,24.082043,67429.7204,0,0,-99302.9996,0
NIFTY11Aug2022CE17700.00,NSE-F&O,8400,23.4609,197071.56,8400,38.69364633,325026.6292,0,0,127955.0692,38386.52
NIFTY11Aug2022PE17000.00,NSE-F&O,2800,7.008525,19623.87,2800,93.730089,262444.2492,0,0,242820.3792,72846.11
NIFTY11Aug2022PE17100.00,NSE-F&O,2800,28.322354,79302.5912,2800,106.532546,298291.1288,0,0,218988.5376,65696.56
NIFTY11Aug2022PE17200.00,NSE-F&O,2800,44.933246,125813.0888,2800,162.412418,454754.7704,0,0,328941.6816,98682.5
NIFTY11Aug2022PE17300.00,NSE-F&O,8400,190.2019417,1597696.31,8400,167.4818453,1406847.501,0,0,-190848.8092,0
NIFTY11Aug2022PE17400.00,NSE-F&O,6800,111.6152382,758983.62,6800,95.37924394,648578.8588,0,0,-110404.7612,0
NIFTY12Jan2023CE17900.00,NSE-F&O,1800,5.125483,9225.8694,1800,19.541856,35175.3408,0,0,25949.4714,7784.84
NIFTY12Jan2023CE17950.00,NSE-F&O,1800,97.526483,175547.6694,1800,67.528172,121550.7096,0,0,-53996.9598,0
NIFTY12Jan2023CE18000.00,NSE-F&O,1800,1.704889,3068.8002,1800,34.007244,61213.0392,0,0,58144.239,17443.27
NIFTY12Jan2023CE18050.00,NSE-F&O,3600,108.51595,390657.42,3600,142.4509,512823.24,0,0,122165.82,36649.75
NIFTY12Jan2023CE18100.00,NSE-F&O,1800,118.531544,213356.7792,1800,28.613333,51503.9994,0,0,-161852.7798,0
NIFTY12Jan2023CE18150.00,NSE-F&O,1850,136.606908,252722.7798,1850,68.596638,126903.7803,0,0,-125818.9995,0
NIFTY12Jan2023CE18200.00,NSE-F&O,1800,6.987556,12577.6008,1800,15.607161,28092.8898,0,0,15515.289,4654.59
NIFTY12Jan2023CE18300.00,NSE-F&O,1800,5.757539,10363.5702,1800,32.209278,57976.7004,0,0,47613.1302,14283.94
NIFTY12Jan2023PE17600.00,NSE-F&O,1800,7.0584,12705.12,1800,37.55325,67595.85,0,0,54890.73,16467.22
NIFTY12Jan2023PE17800.00,NSE-F&O,1800,109.525639,197146.1502,1800,22.719972,40895.9496,0,0,-156250.2006,0
NIFTY12Jan2023PE18000.00,NSE-F&O,5400,119.7207537,646492.0698,5400,49.106415,265174.641,0,0,-381317.4288,0
NIFTY12Jan2023PE18100.00,NSE-F&O,1800,97.409378,175336.8804,1800,240.420239,432756.4302,0,0,257419.5498,77225.86
NIFTY12May2022CE16000.00,NSE-F&O,5600,0.376736,2109.7216,5600,26.471373,148239.6888,0,0,146129.9672,43838.99
NIFTY12May2022CE16100.00,NSE-F&O,5600,55.990334,313545.8704,5600,17.025282,95341.5792,0,0,-218204.2912,0
NIFTY12May2022CE16200.00,NSE-F&O,1800,154.816456,278669.6208,1800,157.468006,283442.4108,0,0,4772.79,1431.84
NIFTY12May2022CE16300.00,NSE-F&O,4600,64.14750657,295078.5302,4600,85.95248074,395381.4114,0,0,100302.8812,30090.86
NIFTY12May2022CE16400.00,NSE-F&O,2800,0,0,2800,24.567889,68790.0892,0,0,68790.0892,20637.03
NIFTY12May2022CE16550.00,NSE-F&O,3600,18.432564,66357.2304,3600,36.079911,129887.6796,0,0,63530.4492,19059.13
NIFTY12May2022CE16700.00,NSE-F&O,3800,4.901687,18626.4106,3800,65.84242379,250201.2104,0,0,231574.7998,69472.44
NIFTY12May2022CE17000.00,NSE-F&O,1800,4.856956,8742.5208,1800,86.498039,155696.4702,0,0,146953.9494,44086.18
NIFTY12May2022PE15900.00,NSE-F&O,4100,11.882266,48717.2906,4100,29.495232,120930.4512,0,0,72213.1606,21663.95
NIFTY12May2022PE16000.00,NSE-F&O,2800,55.59735,155672.58,2800,190.431721,533208.8188,0,0,377536.2388,113260.87
NIFTY12May2022PE16100.00,NSE-F&O,5600,292.37157,1637280.792,5600,91.804557,514105.5192,0,0,-1123175.273,0
NIFTY12May2022PE16200.00,NSE-F&O,2800,141.761086,396931.0408,2800,390.704939,1093973.829,0,0,697042.7884,209112.84
NIFTY12May2022PE16300.00,NSE-F&O,1850,135.8753565,251369.4096,1850,344.955146,638167.0201,0,0,386797.6105,116039.28
NIFTY12May2022PE16500.00,NSE-F&O,1800,290.285933,522514.6794,1800,101.531094,182755.9692,0,0,-339758.7102,0
NIFTY12May2022PE16800.00,NSE-F&O,1800,220.5818,397047.24,1800,561.012728,1009822.91,0,0,612775.6704,183832.7
NIFTY13Apr2022CE17650.00,NSE-F&O,3600,15.624767,56249.1612,3600,26.551378,95584.9608,0,0,39335.7996,11800.74
NIFTY13Apr2022CE17750.00,NSE-F&O,3600,10.442258,37592.1288,3600,21.016706,75660.1416,0,0,38068.0128,11420.4
NIFTY13Apr2022CE17900.00,NSE-F&O,1800,5.807578,10453.6404,1800,47.591922,85665.4596,0,0,75211.8192,22563.55
NIFTY13Apr2022PE17450.00,NSE-F&O,3600,61.0646,219832.56,3600,26.586417,95711.1012,0,0,-124121.4588,0
NIFTY13Apr2022PE17550.00,NSE-F&O,3650,62.9924,229922.26,3650,59.454548,217009.1002,0,0,-12913.1598,0
NIFTY13Apr2022PE17800.00,NSE-F&O,5400,161.2524907,870763.4496,5400,211.5383037,1142306.84,0,0,271543.3902,81463.02
NIFTY13Oct2022CE16950.00,NSE-F&O,50,91.0136,4550.68,50,63.8552,3192.76,0,0,-1357.92,0
NIFTY13Oct2022CE17000.00,NSE-F&O,2800,150.552539,421547.1092,2800,18.624596,52148.8688,0,0,-369398.2404,0
NIFTY13Oct2022CE17050.00,NSE-F&O,5600,1.029441,5764.8696,5600,117.962557,660590.3192,0,0,654825.4496,196447.63
NIFTY13Oct2022CE17100.00,NSE-F&O,2800,88.511846,247833.1688,2800,0,0,0,0,-247833.1688,0
NIFTY13Oct2022CE17200.00,NSE-F&O,2000,11.311195,22622.39,2000,90.744555,181489.11,0,0,158866.72,47660.02
NIFTY13Oct2022CE17400.00,NSE-F&O,2000,25.586855,51173.71,2000,9.534845,19069.69,0,0,-32104.02,0
NIFTY13Oct2022CE17600.00,NSE-F&O,3800,31.934842,121352.3996,3800,31.941992,121379.5696,0,0,27.17,8.15
NIFTY13Oct2022PE16900.00,NSE-F&O,2000,8.409285,16818.57,2000,42.597555,85195.11,0,0,68376.54,20512.96
NIFTY13Oct2022PE17000.00,NSE-F&O,4850,56.32314458,273167.2512,4850,36.01471735,174671.3792,0,0,-98495.87205,0
NIFTY13Oct2022PE17050.00,NSE-F&O,5600,40.05285,224295.96,5600,75.035971,420201.4376,0,0,195905.4776,58771.64
NIFTY13Oct2022PE17100.00,NSE-F&O,2800,95.516446,267446.0488,2800,95.831314,268327.6792,0,0,881.6304,264.49
NIFTY13Oct2022PE17200.00,NSE-F&O,2000,190.47875,380957.5,2000,161.563385,323126.77,0,0,-57830.73,0
NIFTY14Jul2022CE16000.00,NSE-F&O,4800,1.583048,7598.6304,4800,57.925621,278042.9808,0,0,270444.3504,81133.31
NIFTY14Jul2022CE16100.00,NSE-F&O,5600,64.9713945,363839.8092,5600,47.245914,264577.1184,0,0,-99262.6908,0
NIFTY14Jul2022CE16200.00,NSE-F&O,5600,6.583089,36865.2984,5600,80.005366,448030.0496,0,0,411164.7512,123349.43
NIFTY14Jul2022CE16250.00,NSE-F&O,4800,58.68355,281681.04,4800,65.80432908,315860.7796,0,0,34179.7396,10253.92
NIFTY14Jul2022CE16300.00,NSE-F&O,4800,28.45882092,136602.3404,4800,14.615469,70154.2512,0,0,-66448.0892,0
NIFTY14Jul2022CE16450.00,NSE-F&O,4000,2.82062,11282.48,4000,22.095678,88382.712,0,0,77100.232,23130.07
NIFTY14Jul2022CE16500.00,NSE-F&O,2000,37.579435,75158.87,2000,35.55651,71113.02,0,0,-4045.85,0
NIFTY14Jul2022PE15500.00,NSE-F&O,2800,22.118282,61931.1896,2800,66.071079,184999.0212,0,0,123067.8316,36920.35
NIFTY14Jul2022PE15900.00,NSE-F&O,5800,113.2487762,656842.9022,5800,73.160917,424333.3186,0,0,-232509.5836,0
NIFTY14Jul2022PE16000.00,NSE-F&O,7800,79.830815,622680.357,7800,52.48611026,409391.66,0,0,-213288.697,0
NIFTY14Jul2022PE16250.00,NSE-F&O,2000,164.561755,329123.51,2000,190.38088,380761.76,0,0,51638.25,15491.48
NIFTY15Dec2022CE18600.00,NSE-F&O,5400,6.820139,36828.7506,5400,23.352461,126103.2894,0,0,89274.5388,26782.36
NIFTY15Dec2022CE18650.00,NSE-F&O,5400,64.230209,346843.1286,5400,0.628193,3392.2422,0,0,-343450.8864,0
NIFTY15Dec2022CE18700.00,NSE-F&O,10800,2.722255,29400.354,10800,39.813898,429990.0984,0,0,400589.7444,120176.92
NIFTY15Dec2022CE18750.00,NSE-F&O,5400,23.317167,125912.7018,5400,1.527176,8246.7504,0,0,-117665.9514,0
