entryDt,Entry_relventExpiryDt,Entry_BANKNIFTY_price,Entry_CE_strike,Entry_PE_strike,Entry_symbolCE,Entry_symbolPE,Entry_year,Entry_CEprice,Entry_PEprice,exitDt,Exit_relventExpiryDt,Exit_BANKNIFTY_price,Exit_CE_strike,Exit_PE_strike,Exit_symbolCE,Exit_symbolPE,Exit_year,Exit_CEprice,Exit_PEprice
11-06-2020 15:15,18-06-2020 15:15,20508.45,20600,20400,BANKNIFTY20061820600CE,BANKNIFTY20061820400PE,2020,574.15,587.15,18-06-2020 15:15,18-06-2020 15:15,20926.25,20600,20400,BANKNIFTY20061820600CE,BANKNIFTY20061820400PE,2020,328.05,0.2
18-06-2020 15:15,25-06-2020 15:15,20926.25,21000,20800,BANKNIFTY20062521000CE,BANKNIFTY20062520800PE,2020,483.8,500.85,25-06-2020 15:15,25-06-2020 15:15,21509.65,21000,20800,BANKNIFTY20062521000CE,BANKNIFTY20062520800PE,2020,504.6,0.15
25-06-2020 15:15,02-07-2020 15:15,21509.65,21600,21400,BANKNIFTY20070221600CE,BANKNIFTY20070221400PE,2020,508,564.85,02-07-2020 15:15,02-07-2020 15:15,21919.4,21600,21400,BANKNIFTY20070221600CE,BANKNIFTY20070221400PE,2020,348.3,0.15
02-07-2020 15:15,09-07-2020 15:15,21919.4,22000,21800,BANKNIFTY20070922000CE,BANKNIFTY20070921800PE,2020,475,402.7,09-07-2020 15:15,09-07-2020 15:15,22894.8,22000,21800,BANKNIFTY20070922000CE,BANKNIFTY20070921800PE,2020,878.1,0.1
09-07-2020 15:15,16-07-2020 15:15,22894.8,23000,22800,BANKNIFTY20071623000CE,BANKNIFTY20071622800PE,2020,391.9,401.9,16-07-2020 15:15,16-07-2020 15:15,21555.25,23000,22800,BANKNIFTY20071623000CE,BANKNIFTY20071622800PE,2020,0.1,1214.6
16-07-2020 15:15,23-07-2020 15:15,21555.25,21700,21500,BANKNIFTY20072321700CE,BANKNIFTY20072321500PE,2020,370,432,23-07-2020 15:15,23-07-2020 15:15,23078.15,21700,21500,BANKNIFTY20072321700CE,BANKNIFTY20072321500PE,2020,1372,0.05
23-07-2020 15:15,30-07-2020 15:15,23078.15,23200,23000,BANKNIFTY20073023200CE,BANKNIFTY20073023000PE,2020,367.5,386.9,30-07-2020 15:15,30-07-2020 15:15,21671.9,23200,23000,BANKNIFTY20073023200CE,BANKNIFTY20073023000PE,2020,0.15,1337.95
30-07-2020 15:15,06-08-2020 15:15,21671.9,21800,21600,BANKNIFTY20080621800CE,BANKNIFTY20080621600PE,2020,371.05,415.8,06-08-2020 15:15,06-08-2020 15:15,21659.05,21800,21600,BANKNIFTY20080621800CE,BANKNIFTY20080621600PE,2020,0.2,0.8
06-08-2020 15:15,13-08-2020 15:15,21659.05,21800,21600,BANKNIFTY20081321800CE,BANKNIFTY20081321600PE,2020,307.85,362,13-08-2020 15:15,13-08-2020 15:15,22196.5,21800,21600,BANKNIFTY20081321800CE,BANKNIFTY20081321600PE,2020,386.75,0.15
13-08-2020 15:15,20-08-2020 15:15,22196.5,22300,22100,BANKNIFTY20082022300CE,BANKNIFTY20082022100PE,2020,284,304.85,20-08-2020 15:15,20-08-2020 15:15,21989.3,22300,22100,BANKNIFTY20082022300CE,BANKNIFTY20082022100PE,2020,0.15,102.6
20-08-2020 15:15,27-08-2020 15:15,21989.3,22100,21900,BANKNIFTY20082722100CE,BANKNIFTY20082721900PE,2020,280.4,320,27-08-2020 15:15,27-08-2020 15:15,23585.85,22100,21900,BANKNIFTY20082722100CE,BANKNIFTY20082721900PE,2020,1506.5,0.2
27-08-2020 15:15,03-09-2020 15:15,23585.85,23700,23500,BANKNIFTY20090323700CE,BANKNIFTY20090323500PE,2020,285.65,307.95,03-09-2020 15:15,03-09-2020 15:15,23511.4,23700,23500,BANKNIFTY20090323700CE,BANKNIFTY20090323500PE,2020,0.35,5.85
03-09-2020 15:15,10-09-2020 15:15,23511.4,23600,23400,BANKNIFTY20091023600CE,BANKNIFTY20091023400PE,2020,417.25,419,10-09-2020 15:15,10-09-2020 15:15,22473.35,23600,23400,BANKNIFTY20091023600CE,BANKNIFTY20091023400PE,2020,0.1,
10-09-2020 15:15,17-09-2020 15:15,22473.35,22600,22400,BANKNIFTY20091722600CE,BANKNIFTY20091722400PE,2020,321.9,339.45,17-09-2020 15:15,17-09-2020 15:15,22334.95,22600,22400,BANKNIFTY20091722600CE,BANKNIFTY20091722400PE,2020,0.25,69.45
17-09-2020 15:15,24-09-2020 15:15,22334.95,22400,22200,BANKNIFTY20092422400CE,BANKNIFTY20092422200PE,2020,395.35,294.65,24-09-2020 15:15,24-09-2020 15:15,20444.85,22400,22200,BANKNIFTY20092422400CE,BANKNIFTY20092422200PE,2020,0.2,
24-09-2020 15:15,01-10-2020 15:15,20444.85,20500,20300,BANKNIFTY20100120500CE,BANKNIFTY20100120300PE,2020,433,349.6,01-10-2020 15:15,01-10-2020 15:15,22264,20500,20300,BANKNIFTY20100120500CE,BANKNIFTY20100120300PE,2020,1763.25,0.1
01-10-2020 15:15,08-10-2020 15:15,22264,22400,22200,BANKNIFTY20100822400CE,BANKNIFTY20100822200PE,2020,282.75,292.7,08-10-2020 15:15,08-10-2020 15:15,23193.25,22400,22200,BANKNIFTY20100822400CE,BANKNIFTY20100822200PE,2020,787.2,0.1
08-10-2020 15:15,15-10-2020 15:15,23193.25,23300,23100,BANKNIFTY20101523300CE,BANKNIFTY20101523100PE,2020,341.75,371.35,15-10-2020 15:15,15-10-2020 15:15,22985.95,23300,23100,BANKNIFTY20101523300CE,BANKNIFTY20101523100PE,2020,0.25,56.25
15-10-2020 15:15,22-10-2020 15:15,22985.95,23100,22900,BANKNIFTY20102223100CE,BANKNIFTY20102222900PE,2020,398,396.55,22-10-2020 15:15,22-10-2020 15:15,24486.85,23100,22900,BANKNIFTY20102223100CE,BANKNIFTY20102222900PE,2020,1373.2,0.1
22-10-2020 15:15,29-10-2020 15:15,24486.85,24600,24400,BANKNIFTY20102924600CE,BANKNIFTY20102924400PE,2020,420.05,381.65,29-10-2020 15:15,29-10-2020 15:15,24114.45,24600,24400,BANKNIFTY20102924600CE,BANKNIFTY20102924400PE,2020,0.2,297.75
