entryDt,Entry_relventExpiryDt,Entry_BANKNIFTY_price,Entry_CE_strike,Entry_PE_strike,Entry_symbolCE,Entry_symbolPE,Entry_year,Entry_CEprice,Entry_PEprice,exitDt,Exit_relventExpiryDt,Exit_BANKNIFTY_price,Exit_CE_strike,Exit_PE_strike,Exit_symbolCE,Exit_symbolPE,Exit_year,Exit_CEprice,Exit_PEprice
19-03-2020 15:15,26-03-2020 15:15,20057.35,20200,20000,BANKNIFTY20032620200CE,BANKNIFTY20032620000PE,2020,1043.9,1223.15,26-03-2020 15:15,26-03-2020 15:15,19600.55,20200,20000,BANKNIFTY20032620200CE,BANKNIFTY20032620000PE,2020,0.5,404.25
26-03-2020 15:15,01-04-2020 15:15,19600.55,19700,19500,BANKNIFTY20040119700CE,BANKNIFTY20040119500PE,2020,,1360.15,01-04-2020 15:15,01-04-2020 15:15,18212.85,19700,19500,BANKNIFTY20040119700CE,BANKNIFTY20040119500PE,2020,0.4,1283.5
01-04-2020 15:15,09-04-2020 15:15,18212.85,18300,18100,BANKNIFTY20040918300CE,BANKNIFTY20040918100PE,2020,,720,09-04-2020 15:15,09-04-2020 15:15,19938.7,18300,18100,BANKNIFTY20040918300CE,BANKNIFTY20040918100PE,2020,,
09-04-2020 15:15,16-04-2020 15:15,19938.7,20000,19800,BANKNIFTY20041620000CE,BANKNIFTY20041619800PE,2020,598.8,799.45,16-04-2020 15:15,16-04-2020 15:15,19406.25,20000,19800,BANKNIFTY20041620000CE,BANKNIFTY20041619800PE,2020,0.1,425
16-04-2020 15:15,23-04-2020 15:15,19406.25,19500,19300,BANKNIFTY20042319500CE,BANKNIFTY20042319300PE,2020,579.45,567.35,23-04-2020 15:15,23-04-2020 15:15,20260.05,19500,19300,BANKNIFTY20042319500CE,BANKNIFTY20042319300PE,2020,773.5,0.15
23-04-2020 15:15,30-04-2020 15:15,20260.05,20400,20200,BANKNIFTY20043020400CE,BANKNIFTY20043020200PE,2020,493.5,616.95,30-04-2020 15:15,30-04-2020 15:15,21546.05,20400,20200,BANKNIFTY20043020400CE,BANKNIFTY20043020200PE,2020,1143.55,0.1
30-04-2020 15:15,07-05-2020 15:15,21546.05,21600,21400,BANKNIFTY20050721600CE,BANKNIFTY20050721400PE,2020,419.3,483.05,07-05-2020 15:15,07-05-2020 15:15,19502.05,21600,21400,BANKNIFTY20050721600CE,BANKNIFTY20050721400PE,2020,0.05,
07-05-2020 15:15,14-05-2020 15:15,19502.05,19600,19400,BANKNIFTY20051419600CE,BANKNIFTY20051419400PE,2020,537.55,518,14-05-2020 15:15,14-05-2020 15:15,19047.85,19600,19400,BANKNIFTY20051419600CE,BANKNIFTY20051419400PE,2020,0.1,337.5
14-05-2020 15:15,21-05-2020 15:15,19047.85,19100,18900,BANKNIFTY20052119100CE,BANKNIFTY20052118900PE,2020,554.35,509.95,21-05-2020 15:15,21-05-2020 15:15,17738.05,19100,18900,BANKNIFTY20052119100CE,BANKNIFTY20052118900PE,2020,0.1,
21-05-2020 15:15,28-05-2020 15:15,17738.05,17800,17600,BANKNIFTY20052817800CE,BANKNIFTY20052817600PE,2020,346.55,396.45,28-05-2020 15:15,28-05-2020 15:15,19155.2,17800,17600,BANKNIFTY20052817800CE,BANKNIFTY20052817600PE,2020,1363.5,0.05
28-05-2020 15:15,04-06-2020 15:15,19155.2,19300,19100,BANKNIFTY20060419300CE,BANKNIFTY20060419100PE,2020,332.25,511.6,04-06-2020 15:15,04-06-2020 15:15,20392.4,19300,19100,BANKNIFTY20060419300CE,BANKNIFTY20060419100PE,2020,,
04-06-2020 15:15,11-06-2020 15:15,20392.4,20500,20300,BANKNIFTY20061120500CE,BANKNIFTY20061120300PE,2020,,,11-06-2020 15:15,11-06-2020 15:15,20508.45,20500,20300,BANKNIFTY20061120500CE,BANKNIFTY20061120300PE,2020,32.7,0.15
