,Date,portfolio_values
778,2021-05-27,190906010
779,2021-05-28,190063888
780,2021-05-31,192349215
781,2021-06-01,192272990
782,2021-06-02,192508050
783,2021-06-03,192525262
784,2021-06-04,192201945
785,2021-06-07,192848347
786,2021-06-08,194226739
787,2021-06-09,193360182
788,2021-06-10,195602566
789,2021-06-11,195905407
790,2021-06-14,195903562
791,2021-06-15,195978918
792,2021-06-16,195809716
793,2021-06-17,195375509
794,2021-06-18,194873256
795,2021-06-21,195167057
796,2021-06-22,195460625
797,2021-06-23,194211186
798,2021-06-24,194559228
799,2021-06-25,194802310
800,2021-06-28,195658336
801,2021-06-29,196040979
802,2021-06-30,195710920
803,2021-07-01,196501684
804,2021-07-02,197135352
805,2021-07-05,197231169
806,2021-07-06,195976781
807,2021-07-07,197017450
808,2021-07-08,195232706
809,2021-07-09,196019062
810,2021-07-12,196146726
811,2021-07-13,196609274
812,2021-07-14,198014001
813,2021-07-15,198240186
814,2021-07-16,199822093
815,2021-07-19,199942787
816,2021-07-20,199248695
817,2021-07-22,200643131
818,2021-07-23,201897437
819,2021-07-26,201684639
820,2021-07-27,197052246
821,2021-07-28,196816818
822,2021-07-29,195792708
823,2021-07-30,198194975
824,2021-08-02,199142253
825,2021-08-03,202536319
826,2021-08-04,201777780
827,2021-08-05,203000322
828,2021-08-06,202617098
829,2021-08-09,202434987
830,2021-08-10,203013117
831,2021-08-11,200997306
832,2021-08-12,200150090
833,2021-08-13,201823969
834,2021-08-16,201236682
835,2021-08-17,204002075
836,2021-08-18,203967320
837,2021-08-20,203215141
838,2021-08-23,203738623
839,2021-08-24,204526017
840,2021-08-25,204125018
841,2021-08-26,203385676
842,2021-08-27,204864745
843,2021-08-30,207958818
844,2021-08-31,211143316
845,2021-09-01,211908157
846,2021-09-02,213946605
847,2021-09-03,213954376
848,2021-09-06,215025924
849,2021-09-07,215123066
850,2021-09-08,214194704
851,2021-09-09,215149166
852,2021-09-13,216191680
853,2021-09-14,215803567
854,2021-09-15,216808964
855,2021-09-16,216941493
856,2021-09-17,215929189
857,2021-09-20,214688412
858,2021-09-21,216647328
859,2021-09-22,216580423
860,2021-09-23,216791766
861,2021-09-24,216531375
862,2021-09-27,214297853
863,2021-09-28,212593468
864,2021-09-29,213425926
865,2021-09-30,212398394
866,2021-10-01,212348983
867,2021-10-04,214410235
868,2021-10-05,214354826
869,2021-10-06,211705517
870,2021-10-07,212799905
871,2021-10-08,212775592
872,2021-10-11,213638283
873,2021-10-12,214976240
874,2021-10-13,216926550
875,2021-10-14,218739732
876,2021-10-18,217941014
877,2021-10-19,214867207
878,2021-10-20,213517043
879,2021-10-21,211468614
880,2021-10-22,208687727
881,2021-10-25,207157435
882,2021-10-26,208989384
883,2021-10-27,211052052
884,2021-10-28,207025387
885,2021-10-29,207271657
886,2021-11-01,210638633
887,2021-11-02,210084217
888,2021-11-03,208959123
889,2021-11-04,209855495
890,2021-11-08,209651758
891,2021-11-09,210013979
892,2021-11-10,210548634
893,2021-11-11,208379275
894,2021-11-12,211405363
895,2021-11-15,213121115
896,2021-11-16,210999732
897,2021-11-17,210157937
898,2021-11-18,208737764
899,2021-11-22,206705708
900,2021-11-23,208323111
901,2021-11-24,206259468
902,2021-11-25,207457944
903,2021-11-26,206814280
904,2021-11-29,205770689
905,2021-11-30,205820787
906,2021-12-01,203948101
907,2021-12-02,206190171
908,2021-12-03,203713249
909,2021-12-06,199193303
910,2021-12-07,200462165
911,2021-12-08,203365107
912,2021-12-09,204376205
913,2021-12-10,204217132
914,2021-12-13,203467367
915,2021-12-14,204266345
916,2021-12-15,203293851
917,2021-12-16,202502078
918,2021-12-17,200123942
919,2021-12-20,199228265
920,2021-12-21,201167710
921,2021-12-22,203319464
922,2021-12-23,204359921
923,2021-12-24,203695919
924,2021-12-27,204967172
925,2021-12-28,207084223
926,2021-12-29,208193265
927,2021-12-30,209286280
928,2021-12-31,211012726
929,2022-01-03,211198986
930,2022-01-04,211226927
931,2022-01-05,211045230
932,2022-01-06,209477855
933,2022-01-07,210222657
