,Date,portfolio_values
1054,2022-07-05,194777489
1055,2022-07-06,195404232
1056,2022-07-07,195494940
1057,2022-07-08,197162608
1058,2022-07-11,198188994
1059,2022-07-12,196370939
1060,2022-07-13,198357175
1061,2022-07-14,198755255
1062,2022-07-15,199620384
1063,2022-07-18,200006014
1064,2022-07-19,199590886
1065,2022-07-20,202022233
1066,2022-07-21,202142350
1067,2022-07-22,201838796
1068,2022-07-25,200260544
1069,2022-07-26,197614693
1070,2022-07-27,200103435
1071,2022-07-28,202269243
1072,2022-07-29,203190210
1073,2022-08-01,204531441
1074,2022-08-02,205700193
1075,2022-08-03,205624276
1076,2022-08-04,207471763
1077,2022-08-05,208399158
1078,2022-08-08,208999823
1079,2022-08-10,209077759
1080,2022-08-11,209314271
1081,2022-08-12,209426899
1082,2022-08-16,210630412
1083,2022-08-17,211601845
1084,2022-08-18,211007354
1085,2022-08-19,209364769
1086,2022-08-22,207434698
1087,2022-08-23,208300033
1088,2022-08-24,208187548
1089,2022-08-25,206839313
1090,2022-08-26,207675168
1091,2022-08-29,206662015
1092,2022-08-30,210343808
1093,2022-09-01,206904971
1094,2022-09-02,206003465
1095,2022-09-05,206334743
1096,2022-09-06,206739906
1097,2022-09-07,207421299
1098,2022-09-08,207539969
1099,2022-09-09,208114764
1100,2022-09-12,208737112
1101,2022-09-13,209108528
1102,2022-09-14,209259606
1103,2022-09-15,208621633
1104,2022-09-16,205099681
1105,2022-09-19,205978793
1106,2022-09-20,208923796
1107,2022-09-21,206519822
1108,2022-09-22,206356165
1109,2022-09-23,203329420
1110,2022-09-26,201659493
1111,2022-09-27,203849959
1112,2022-09-28,205133880
1113,2022-09-29,206217849
1114,2022-09-30,207453870
1115,2022-10-03,209094531
1116,2022-10-04,211817501
1117,2022-10-06,210043907
1118,2022-10-07,210186472
1119,2022-10-10,209268221
1120,2022-10-11,204629350
1121,2022-10-12,206711858
1122,2022-10-13,206300800
1123,2022-10-14,206914279
1124,2022-10-17,207765703
1125,2022-10-18,209071748
1126,2022-10-19,208521406
1127,2022-10-20,210703061
1128,2022-10-21,210814681
1129,2022-10-24,212134982
1130,2022-10-25,211346920
1131,2022-10-27,213200382
1132,2022-10-28,213606256
1133,2022-10-31,214786715
1134,2022-11-01,219724650
1135,2022-11-02,218403446
1136,2022-11-03,217973333
1137,2022-11-04,216724622
1138,2022-11-07,215028798
1139,2022-11-09,212481808
1140,2022-11-10,212448679
1141,2022-11-11,213646651
1142,2022-11-14,212734590
1143,2022-11-15,213850338
1144,2022-11-16,213803062
1145,2022-11-17,212938278
1146,2022-11-18,211680280
1147,2022-11-21,210889929
1148,2022-11-22,211495490
1149,2022-11-23,211627155
1150,2022-11-24,213634405
1151,2022-11-25,213907690
1152,2022-11-28,214583269
1153,2022-11-29,217051871
1154,2022-11-30,219579672
1155,2022-12-01,219099351
1156,2022-12-02,217941132
1157,2022-12-05,218618520
1158,2022-12-06,218175888
1159,2022-12-07,217522429
1160,2022-12-08,216295783
1161,2022-12-09,216316126
1162,2022-12-12,216802222
1163,2022-12-13,217402005
1164,2022-12-14,218895397
1165,2022-12-15,216989306
1166,2022-12-16,214219582
1167,2022-12-19,216210456
1168,2022-12-20,215310268
1169,2022-12-21,217269642
1170,2022-12-22,216322328
1171,2022-12-23,214044058
1172,2022-12-26,213047165
1173,2022-12-27,213379519
1174,2022-12-28,213049866
1175,2022-12-29,213155292
1176,2022-12-30,212402401
1177,2023-01-02,212890017
1178,2023-01-03,213420034
1179,2023-01-04,212086140
1180,2023-01-05,214180300
1181,2023-01-06,212967840
1182,2023-01-09,215680670
1183,2023-01-10,215720840
1184,2023-01-11,213184606
1185,2023-01-12,213388977
1186,2023-01-13,214731817
1187,2023-01-16,214319398
1188,2023-01-17,216395483
1189,2023-01-18,217578389
1190,2023-01-19,216931540
1191,2023-01-20,215041165
1192,2023-01-23,216627902
1193,2023-01-24,215213625
1194,2023-01-25,214177363
1195,2023-01-27,214237480
1196,2023-01-30,212666065
1197,2023-01-31,212454992
1198,2023-02-01,213135821
1199,2023-02-02,212585757
1200,2023-02-03,211713088
1201,2023-02-06,211449079
1202,2023-02-07,211615789
1203,2023-02-08,212943692
1204,2023-02-09,213310046
1205,2023-02-10,212472246
1206,2023-02-13,211042669
1207,2023-02-14,210797256
1208,2023-02-15,210862920
1209,2023-02-16,213381102
1210,2023-02-17,211554015
1211,2023-02-20,209965449
1212,2023-02-21,210997575
1213,2023-02-22,209242243
1214,2023-02-23,208549763
1215,2023-02-24,209904138
1216,2023-02-27,208984218
1217,2023-02-28,207003791
1218,2023-03-01,208072141
1219,2023-03-02,207041275
1220,2023-03-03,207874518
1221,2023-03-06,210000421
1222,2023-03-08,210389468
1223,2023-03-09,209053905
1224,2023-03-10,209114090
1225,2023-03-13,207921899
1226,2023-03-14,206480229
1227,2023-03-15,206429268
1228,2023-03-16,208398703
1229,2023-03-17,207959139
1230,2023-03-20,207632441
1231,2023-03-21,206294919
1232,2023-03-22,206762369
1233,2023-03-23,206857075
1234,2023-03-24,205965823
1235,2023-03-27,206713806
1236,2023-03-28,206176485
1237,2023-03-29,208021545
