SNo,Portfolio Name,Leg ID,Exchange,Exchange Symbol,Product,Order Type,Order ID,Time,Txn,Qty,Filled Qty,Exchg Time,Avg Price,Status,Limit Price,Order Failed,User ID,User Alias,Remarks,Tag
1,HDFC BANK CALL BUTTERFLY, 1671,NFO,HDFCBANK 29JUN23 1620 CE,NRML,MARKET,230613000106389,13-Jun-2023 11.18.29,BUY,550,550,01-Jan-0001 00.00.00,19.95,COMPLETE,0,False,50062862,NMEDEL,,10012807
2,HDFC BANK CALL BUTTERFLY, 1671,NFO,HDFCBANK 29JUN23 1620 CE,NRML,MARKET,202010012809,13-Jun-2023 11.18.29,BUY,550,550,13-Jun-2023 11.18.29,20,COMPLETE,0,False,SIM1,SIMULATED1,,10012805
3,HDFC BANK CALL BUTTERFLY, 1669,NFO,HDFCBANK 29JUN23 1580 CE,NRML,MARKET,202010012808,13-Jun-2023 11.18.29,BUY,550,550,13-Jun-2023 11.18.29,43.7,COMPLETE,0,False,SIM1,SIMULATED1,,10012804
4,HDFC BANK CALL BUTTERFLY, 1669,NFO,HDFCBANK 29JUN23 1580 CE,NRML,MARKET,230613000106390,13-Jun-2023 11.18.29,BUY,550,550,01-Jan-0001 00.00.00,43.70,COMPLETE,0,False,50062862,NMEDEL,,10012806
5,HDFC BANK CALL BUTTERFLY, 1670,NFO,HDFCBANK 29JUN23 1600 CE,NRML,MARKET,230613000106396,13-Jun-2023 11.18.30,SELL,550,550,01-Jan-0001 00.00.00,30.60,COMPLETE,0,False,50062862,NMEDEL,,10012815
6,HDFC BANK CALL BUTTERFLY, 1670,NFO,HDFCBANK 29JUN23 1600 CE,NRML,MARKET,202010012816,13-Jun-2023 11.18.30,SELL,550,550,13-Jun-2023 11.18.30,30.6,COMPLETE,0,False,SIM1,SIMULATED1,,10012814
7,HDFC BANK CALL BUTTERFLY, 1671,NFO,HDFCBANK 29JUN23 1620 CE,NRML,MARKET,230613000106412,13-Jun-2023 11.18.34,BUY,550,550,01-Jan-0001 00.00.00,20.00,COMPLETE,0,False,50062862,NMEDEL,,10012821
8,HDFC BANK CALL BUTTERFLY, 1669,NFO,HDFCBANK 29JUN23 1580 CE,NRML,MARKET,230613000106411,13-Jun-2023 11.18.34,BUY,550,550,01-Jan-0001 00.00.00,43.75,COMPLETE,0,False,50062862,NMEDEL,,10012822
9,HDFC BANK CALL BUTTERFLY, 1671,NFO,HDFCBANK 29JUN23 1620 CE,NRML,MARKET,202010012824,13-Jun-2023 11.18.34,BUY,550,550,13-Jun-2023 11.18.34,19.95,COMPLETE,0,False,SIM1,SIMULATED1,,10012820
10,HDFC BANK CALL BUTTERFLY, 1669,NFO,HDFCBANK 29JUN23 1580 CE,NRML,MARKET,202010012819,13-Jun-2023 11.18.34,BUY,550,550,13-Jun-2023 11.18.34,43.75,COMPLETE,0,False,SIM1,SIMULATED1,,10012818
11,HDFC BANK CALL BUTTERFLY, 1670,NFO,HDFCBANK 29JUN23 1600 CE,NRML,MARKET,230613000106418,13-Jun-2023 11.18.35,SELL,550,550,01-Jan-0001 00.00.00,30.60,COMPLETE,0,False,50062862,NMEDEL,,10012826
12,HDFC BANK CALL BUTTERFLY, 1670,NFO,HDFCBANK 29JUN23 1600 CE,NRML,MARKET,202010012828,13-Jun-2023 11.18.35,SELL,550,550,13-Jun-2023 11.18.35,30.6,COMPLETE,0,False,SIM1,SIMULATED1,,10012827
13,HDFC BANK CALL BUTTERFLY, 1671,NFO,HDFCBANK 29JUN23 1620 CE,NRML,MARKET,230613000106439,13-Jun-2023 11.18.39,BUY,550,550,01-Jan-0001 00.00.00,20.00,COMPLETE,0,False,50062862,NMEDEL,,10012835
14,HDFC BANK CALL BUTTERFLY, 1669,NFO,HDFCBANK 29JUN23 1580 CE,NRML,MARKET,230613000106438,13-Jun-2023 11.18.39,BUY,550,550,01-Jan-0001 00.00.00,43.85,COMPLETE,0,False,50062862,NMEDEL,,10012836
15,HDFC BANK CALL BUTTERFLY, 1671,NFO,HDFCBANK 29JUN23 1620 CE,NRML,MARKET,202010012834,13-Jun-2023 11.18.39,BUY,550,550,13-Jun-2023 11.18.39,19.95,COMPLETE,0,False,SIM1,SIMULATED1,,10012831
16,HDFC BANK CALL BUTTERFLY, 1669,NFO,HDFCBANK 29JUN23 1580 CE,NRML,MARKET,202010012832,13-Jun-2023 11.18.39,BUY,550,550,13-Jun-2023 11.18.39,43.75,COMPLETE,0,False,SIM1,SIMULATED1,,10012830
17,HDFC BANK CALL BUTTERFLY, 1670,NFO,HDFCBANK 29JUN23 1600 CE,NRML,MARKET,230613000106452,13-Jun-2023 11.18.40,SELL,550,550,01-Jan-0001 00.00.00,30.65,COMPLETE,0,False,50062862,NMEDEL,,10012838
18,HDFC BANK CALL BUTTERFLY, 1670,NFO,HDFCBANK 29JUN23 1600 CE,NRML,MARKET,202010012840,13-Jun-2023 11.18.40,SELL,550,550,13-Jun-2023 11.18.40,30.6,COMPLETE,0,False,SIM1,SIMULATED1,,10012839
19,HDFC BANK CALL BUTTERFLY, 1671,NFO,HDFCBANK 29JUN23 1620 CE,NRML,MARKET,230613000106478,13-Jun-2023 11.18.44,BUY,550,550,01-Jan-0001 00.00.00,20.05,COMPLETE,0,False,50062862,NMEDEL,,10012848
20,HDFC BANK CALL BUTTERFLY, 1669,NFO,HDFCBANK 29JUN23 1580 CE,NRML,MARKET,230613000106477,13-Jun-2023 11.18.44,BUY,550,550,01-Jan-0001 00.00.00,43.80,COMPLETE,0,False,50062862,NMEDEL,,10012847
