date,AXISBANK,HDFC,HDFCBANK,ICICIBANK,INFY,ITC,KOTAKBANK,LT,RELIANCE,TCS
2012-02-29,-9.207994401721505,-5.219645305916421,2.1802802296117187,-11.338887335118189,3.0485642466731733,-1.4594988295347637,-0.3930491921537511,6.258076788152451,-8.631213678317742,-1.3975449859118851
2012-03-31,0.0,0.0,-2.0912687561473873,2.8123536720235247,0.0,0.31302746019864497,-3.5164573744025236,-0.8404616900638284,0.0,-4.065670287113371
2012-04-30,-1.2253431451533427,0.8239588641112217,-1.635087121129401,0.0,-1.9166310751572542,0.0,-2.443817938758193,2.014423919571648,0.06425633427988509,0.0
2012-05-31,0.2916425339055584,1.38045284168567,-2.2575143479261386,-0.023847095957265863,-1.9093566830664588,7.180847612767293,2.317060438373618,-5.3952906926962925,0.6324684472975093,-2.5027109228076805
2012-06-30,-2.213659060509755,1.7954208133815404,0.0,10.438165799009951,-0.4713395227684156,2.7088098502376696,-3.1155654751169335,5.670650625857343,1.8509956789769626,1.5909051971192185
2012-07-31,-1.1210940553103583,0.9598547177294063,-7.290400805693709,0.0,0.0,-2.154721701279515,-0.6959041810951592,-5.524837179219045,-1.9188582277563835,0.0
2012-08-31,-2.29524116022744,-0.32204871527343704,-0.7450171356010546,-0.6074915786588686,0.0,-0.5150758113210315,3.7377046335084247,-2.20763632281136,0.0,0.5158387965830626
2012-09-30,0.0,0.0,1.5779705071742116,0.0,-3.120276592460976,-0.4690402757300321,4.630337072829155,0.0,0.0,0.0
2012-10-31,-2.654034424509022,-0.7037722152907879,-1.7353964078559567,0.6926064816014055,0.0,4.49203590130421,-0.08105486844378684,-3.5970542596031616,1.3828093607394187,-4.286553072038927
2012-11-30,0.0,-2.2838499184339316,0.0,-1.134566132108203,-2.488443817883643,2.582371455441436,-7.383685180387806,0.0,0.0,0.5121818804114469
2012-12-31,0.7061934359195303,0.0,-0.3602339743894644,-1.5467688943238953,-2.2544032604836137,-0.7451276462985214,-0.8536147071555598,5.324536098280587,-0.5191380745861345,0.0
2013-01-31,1.1398742183695107,0.35941056141447714,0.0,1.194526987933277,0.9257658349776025,0.0,-1.428141885999139,0.0,0.0,1.4256581168679354
2013-02-28,-6.973851976961747,-0.12998920371015166,2.510236326314892,0.7788107980327902,0.0,1.073957344014662,0.0,0.0,-0.8268493975021717,0.0
2013-03-31,0.0,2.4803019197171996,0.4540708157540615,2.2980556406272004,0.0,3.2236316791229243,-0.9477215303709334,2.9036962575930962,2.735530298679869,0.0
2013-04-30,0.0,-5.437514554353182,0.7036001520242473,0.0,0.0,-1.8905345780341452,-0.6401118563031604,-5.219311242459001,0.0,0.0
2013-05-31,2.3141565000076074,0.0,-0.9782060682433519,1.1735085879785132,1.9909500894500554,-1.3353115424699744,0.0,-2.635234932485154,1.4919094155812145,-2.862840069173483
2013-06-30,0.0,-3.7356294273934325,0.16567144599953834,-3.187255166053512,0.0,2.649418967331127,-4.907469197117032,1.7724391960286892,-1.2216610674978599,1.2637949448202206
2013-07-31,0.0,0.000575618584209181,-2.005061348000993,0.0,2.5227986111920067,-2.695380608420944,0.0,2.6873313265649,0.0,-0.5494738751858743
2013-08-31,5.8105665535683,-10.349716503507635,-3.201966229840748,0.0,0.0,-2.4678278085082903,-0.018435528931929568,-3.698221374086328,-9.293890122679242,0.0
2013-09-30,11.01886924065027,-7.829157527796454,-5.784480016919532,-2.972549553480981,-0.2119594141465877,-0.7846706429317156,-7.945729980835224,6.811203311647608,-2.8935718018002463,0.9679374632917537
2013-10-31,-1.859193316085846,2.832845850711482,7.132451783297723,7.800530271919705,-4.696888916643559,-0.23154495242669404,-3.766664579876035,2.02197376158735,2.1787211796469648,1.745360320631351
2013-11-30,5.364143820381617,-1.8299914603334226,-3.660844725664928,2.9428789335680743,2.8651950774694703,0.0,0.0,-0.7752739105565581,-2.48335442299345,-2.0598330266152587
2013-12-31,0.0,0.0,2.581791020637888,-4.3692034731909155,-2.1903225290489066,0.0,0.0,0.0,-0.9387283437995328,-1.250119202328302
2014-01-31,-2.0654114984855614,0.0,-1.9245360151168198,0.9183262943757011,0.0,-2.2179999469133365,1.1142881833435334,-3.1955133557069026,-1.503008438328996,0.0
2014-02-28,0.0,0.0,2.3543033577769203,0.0,-2.9937121547032883,0.0,-1.1756641061939943,0.29414995760381263,0.0,-0.32306203067886374
2014-03-31,-2.9042714584525458,0.0,3.2328342969101005,-3.705505832098429,0.0,3.9786782564371457,1.7209917880502856,0.0,-1.303224099633396,-1.6017668228412492
2014-04-30,0.0,0.0,0.06692252490332062,-3.1000256017417938,-3.4022843332359165,-2.1593972268846544,0.40336159657684556,1.8146761685927086,0.0,0.0
2014-05-31,0.0,0.0,-1.6635454479124185,0.0,0.0,-0.5203754174543577,0.0,4.765303952158294,-0.19746914104655655,0.5986294060144031
2014-06-30,3.142500423707647,0.0,4.94097965184312,-0.4253395257114963,-0.37637048197982237,0.0,-1.344412984254119,1.4241955782367655,0.022265252274201192,-5.206255256956381
2014-07-31,0.0,0.0,3.9227699637871685,1.6704479043420044,0.9792667245751565,-3.77687624427901,-0.1527899501543339,5.329203280404398,3.4052160927515813,0.0
2014-08-31,3.1418861721518243,0.0,0.7002996337166038,-1.8297704153154193,-1.0955671516673717,2.588630108010732,-2.6856194692454634,0.0,-2.1020736719051034,0.6412500316071609
