FromDate,ToDate,NetRealizedPnL,NetUnrealizedPnL,TotalGL
07-06-2022,07-06-2022,0,-99337.31,-99337.31
08-06-2022,08-06-2022,-185941.23,-134356.2,-320297.43
09-06-2022,09-06-2022,-168019.4,-195343.43,-363362.83
10-06-2022,10-06-2022,263388.26,-162595.97,100792.29
13-06-2022,13-06-2022,0,-253451.63,-253451.63
14-06-2022,14-06-2022,-44461.93,-83789.97,-128251.9
15-06-2022,15-06-2022,65561.65,-158634.63,-93072.98
15-06-2022,15-06-2022,65561.65,-158634.63,-93072.98
16-06-2022,16-06-2022,142792.89,-516647.67,-373854.78
17-06-2022,17-06-2022,226749.82,-567935.51,-341185.69
20-06-2022,20-06-2022,45690.4,-390043.58,-344353.18
21-06-2022,21-06-2022,-474052.37,-131263.18,-605315.55
22-06-2022,22-06-2022,-194382.17,187225.05,-7157.12
23-06-2022,23-06-2022,137088.95,-106499.4,30589.55
24-06-2022,24-06-2022,78523.45,-288112.02,-209588.57
27-06-2022,27-06-2022,-276281.92,-118980.42,-395262.34
28-06-2022,28-06-2022,266238.47,-223251.88,42986.59
29-06-2022,29-06-2022,166092.85,56828.8,222921.65
30-06-2022,30-06-2022,723850.39,-27938.23,695912.16
01-07-2022,01-07-2022,133547.78,40022.6,173570.38
04-07-2022,04-07-2022,203514.95,-24000.97,179513.98
05-07-2022,05-07-2022,-137677.98,-201500.01,-339177.99
06-07-2022,06-07-2022,-73131.69,2736.96,-70394.73
07-07-2022,07-07-2022,-123515.59,0,-123515.59
08-07-2022,08-07-2022,28254.46,-31862.16,-3607.7
11-07-2022,11-07-2022,139564.63,91067.64,230632.27
12-07-2022,12-07-2022,0,40294.09,40294.09
13-07-2022,13-07-2022,-110546.89,204001.4,93454.51
14-07-2022,14-07-2022,822814.95,-169213.6,653601.35
15-07-2022,15-07-2022,36332.03,162358.97,198691
18-07-2022,18-07-2022,54908.12,216809.41,271717.53
19-07-2022,19-07-2022,-56200.77,304814.83,248614.06
20-07-2022,20-07-2022,215888.7,-577293.54,-361404.84
21-07-2022,21-07-2022,602822.16,-765389.66,-162567.5
22-07-2022,22-07-2022,-90766.02,-1008190.19,-1098956.21
25-07-2022,25-07-2022,-1124073.56,61060.31,-1063013.25
26-07-2022,26-07-2022,420.19,143166.44,143586.63
27-07-2022,27-07-2022,0,129677.07,129677.07
28-07-2022,28-07-2022,-441461.71,-44260.49,-485722.2
29-07-2022,29-07-2022,64310.59,-379912.49,-315601.9
01-08-2022,01-08-2022,42910.15,-611345.36,-568435.21
02-08-2022,02-08-2022,212179.64,-653622,-441442.36
03-08-2022,03-08-2022,-92832.64,-9333.34,-102165.98
04-08-2022,04-08-2022,-1062019.8,70948.03,-991071.77
05-08-2022,05-08-2022,-251059.34,337832.11,86772.77
08-08-2022,08-08-2022,231223.41,276857.62,508081.03
09-08-2022,09-08-2022,0,276857.62,276857.62
10-08-2022,10-08-2022,242820.38,275911.68,518732.06
11-08-2022,11-08-2022,34330.51,0,34330.51
17-08-2022,17-08-2022,0,-13300.73,-13300.73
18-08-2022,18-08-2022,14520.41,-48004.66,-33484.25
19-08-2022,19-08-2022,88920.15,10365.14,99285.29
22-08-2022,22-08-2022,314186.79,-265554.66,48632.13
23-08-2022,23-08-2022,-63015.94,-140088.3,-203104.24
24-08-2022,24-08-2022,174814.3,-14570.25,160244.05
25-08-2022,25-08-2022,456380.46,-570946.31,-114565.85
26-08-2022,26-08-2022,-7387.74,-426908.51,-434296.25
29-08-2022,29-08-2022,54772.76,-785845.1,-731072.34
30-08-2022,30-08-2022,-1079993.26,543476.39,-536516.87
31-08-2022,31-08-2022,0,543476.39,543476.39
01-09-2022,01-09-2022,1260860.14,0,1260860.14
02-09-2022,02-09-2022,150445.83,0,150445.83
05-09-2022,05-09-2022,0,10397.6,10397.6
06-09-2022,06-09-2022,0,174536.85,174536.85
07-09-2022,07-09-2022,-104475.39,288779.2,184303.81
08-09-2022,08-09-2022,733782.28,-496041.4,237740.88
09-09-2022,09-09-2022,-223879.53,374276.52,150396.99
12-09-2022,12-09-2022,323.64,417786.29,418109.93
13-09-2022,13-09-2022,-13114.02,493888.03,480774.01
14-09-2022,14-09-2022,-24860.19,389665.29,364805.1
15-09-2022,15-09-2022,1422386.48,-32454.74,1389931.74
16-09-2022,16-09-2022,-324948.73,-478421.2,-803369.93
19-09-2022,19-09-2022,74145.35,-253112.67,-178967.32
20-09-2022,20-09-2022,-459533.38,584728.57,125195.19
21-09-2022,21-09-2022,209521.47,235123.39,444644.86
22-09-2022,22-09-2022,768479.16,68188.2,836667.36
23-09-2022,23-09-2022,82925.67,-1168067.54,-1085141.87
26-09-2022,26-09-2022,1282818.24,-3606385.33,-2323567.09
27-09-2022,27-09-2022,357929.09,-3896509.39,-3538580.3
28-09-2022,28-09-2022,-1235364.08,-3717140.19,-4952504.27
29-09-2022,29-09-2022,-1930459.65,-1791524.57,-3721984.22
30-09-2022,30-09-2022,325004.95,-1979234.85,-1654229.9
03-10-2022,03-10-2022,-54789.29,-1585831.9,-1640621.19
04-10-2022,04-10-2022,3580.84,-1359567.37,-1355986.53
05-10-2022,05-10-2022,0,-1359567.37,-1359567.37
06-10-2022,06-10-2022,-385525.69,-915304.82,-1300830.51
07-10-2022,07-10-2022,-687474,-214563.38,-902037.38
10-10-2022,10-10-2022,-50589.52,-30645.8,-81235.32
11-10-2022,11-10-2022,0,-101406.34,-101406.34
12-10-2022,12-10-2022,-77494.38,139526.01,62031.63
13-10-2022,13-10-2022,361435.64,-59606.51,301829.13
14-10-2022,14-10-2022,-17694.32,-55402.15,-73096.47
17-10-2022,17-10-2022,-1439.37,100262.81,98823.44
18-10-2022,18-10-2022,172762.85,65179.54,237942.39
19-10-2022,19-10-2022,101710.12,16539.83,118249.95
20-10-2022,20-10-2022,-124672.46,32102.8,-92569.66
21-10-2022,21-10-2022,40374.74,-25126.41,15248.33
24-10-2022,24-10-2022,-72833.46,-27355.54,-100189
25-10-2022,25-10-2022,-289322.9,398457.22,109134.32
26-10-2022,26-10-2022,0,398457.22,398457.22
27-10-2022,27-10-2022,386313.93,-4184.14,382129.79
28-10-2022,28-10-2022,-7106.9,-213802.28,-220909.18
31-10-2022,31-10-2022,76266.32,-375230.88,-298964.56
01-11-2022,01-11-2022,24213.37,-648882.17,-624668.8
02-11-2022,02-11-2022,66750.31,-539428.15,-472677.84
03-11-2022,03-11-2022,-216615.96,0,-216615.96
04-11-2022,04-11-2022,16281.63,56821.51,73103.14
07-11-2022,07-11-2022,5234.47,41099.88,46334.35
08-11-2022,08-11-2022,0,41099.88,41099.88
09-11-2022,09-11-2022,-648758.39,756913.03,108154.64
10-11-2022,10-11-2022,785602.5,0,785602.5
11-11-2022,11-11-2022,14156.46,-37777.85,-23621.39
14-11-2022,14-11-2022,28347.97,68479.65,96827.62
15-11-2022,15-11-2022,49671.8,107191.38,156863.18
16-11-2022,16-11-2022,-253608.23,342500.68,88892.45
17-11-2022,17-11-2022,514962.92,22177.06,537139.98
18-11-2022,18-11-2022,0,104838.18,104838.18
21-11-2022,21-11-2022,-6586.54,246550.11,239963.57
22-11-2022,22-11-2022,671445.41,-265779.52,405665.89
23-11-2022,23-11-2022,-318123.3,90273.95,-227849.35
24-11-2022,24-11-2022,106213.85,31288.52,137502.37
25-11-2022,25-11-2022,168061.83,-42579.57,125482.26
28-11-2022,28-11-2022,201062.47,-705810.7,-504748.23
29-11-2022,29-11-2022,-31636.66,-588355.91,-619992.57
30-11-2022,30-11-2022,3117.85,-739014.97,-735897.12
01-12-2022,01-12-2022,155358.17,-932434.08,-777075.91
02-12-2022,02-12-2022,-41509.52,-840825.36,-882334.88
05-12-2022,05-12-2022,0,-597709.66,-597709.66
06-12-2022,06-12-2022,0,-581674.87,-581674.87
07-12-2022,07-12-2022,-189911.96,-103159.64,-293071.6
08-12-2022,08-12-2022,532273.85,-355086.84,177187.01
09-12-2022,09-12-2022,-194077.81,101796.57,-92281.24
12-12-2022,12-12-2022,70793.01,39149.13,109942.14
13-12-2022,13-12-2022,508592.22,-634686.39,-126094.17
14-12-2022,14-12-2022,-531264.58,-111676.72,-642941.3
15-12-2022,15-12-2022,66220.25,107491.93,173712.18
16-12-2022,16-12-2022,47086.66,-21991.93,25094.73
19-12-2022,19-12-2022,79209.03,109193.11,188402.14
20-12-2022,20-12-2022,154200.96,283550.11,437751.07
21-12-2022,21-12-2022,68079.26,-207611.79,-139532.53
22-12-2022,22-12-2022,51969.94,-385133.89,-333163.95
23-12-2022,23-12-2022,2275216.79,-3520113.95,-1244897.16
26-12-2022,26-12-2022,-29216.51,-3197060.34,-3226276.85
27-12-2022,27-12-2022,-2394858.66,-286419.21,-2681277.87
28-12-2022,28-12-2022,648240.38,-669020.64,-20780.26
29-12-2022,29-12-2022,-53812.64,-467783.03,-521595.67
30-12-2022,30-12-2022,99898.74,-536782.25,-436883.51
02-01-2023,02-01-2023,95312.26,-388820.42,-293508.16
03-01-2023,03-01-2023,96180.74,-407180.1,-310999.36
04-01-2023,04-01-2023,328572.29,-1182707.27,-854134.98
05-01-2023,05-01-2023,-398431.71,-760143.27,-1158574.98
06-01-2023,06-01-2023,106795.28,-844029.44,-737234.16
06-01-2023,06-01-2023,106795.28,-844029.44,-737234.16
09-01-2023,09-01-2023,-131031.1,-767489.16,-898520.26
10-01-2023,10-01-2023,32349.21,-1182615.35,-1150266.14
11-01-2023,11-01-2023,-427695.36,-579334.52,-1007029.88
12-01-2023,12-01-2023,-63610.22,-427762.18,-491372.4
13-01-2023,13-01-2023,43447.13,-311296.97,-267849.84
16-01-2023,16-01-2023,-118087.96,-166257.27,-284345.23
17-01-2023,17-01-2023,715826.09,-679016.56,36809.53
18-01-2023,18-01-2023,-736841.3,166963.6,-569877.7
19-01-2023,19-01-2023,510954.92,109415.86,620370.78
20-01-2023,20-01-2023,34217.24,115025.95,149243.19
23-01-2023,23-01-2023,41945.36,82024.35,123969.71
24-01-2023,24-01-2023,-187988.12,282155.18,94167.06
25-01-2023,25-01-2023,210942.84,-258846.29,-47903.45
26-01-2023,26-01-2023,0,-258846.29,-258846.29
27-01-2023,27-01-2023,-245401.12,-238258.49,-483659.61
30-01-2023,30-01-2023,107226.08,-267072.12,-159846.04
31-01-2023,31-01-2023,93718.95,-195773.74,-102054.79
01-02-2023,01-02-2023,-970615.47,-1230776.47,-2201391.94
02-02-2023,02-02-2023,159955.6,-873277.13,-713321.53
03-02-2023,03-02-2023,-277068.52,-481783.36,-758851.88
06-02-2023,06-02-2023,-175728.13,-186297.17,-362025.3
07-02-2023,07-02-2023,0,-105214.41,-105214.41
08-02-2023,08-02-2023,-716791.71,654950.16,-61841.55
09-02-2023,09-02-2023,1123275.26,-240983.95,882291.31
10-02-2023,10-02-2023,-5010.83,-285818.95,-290829.78
13-02-2023,13-02-2023,0,-265276.56,-265276.56
14-02-2023,14-02-2023,-61753.25,-171732.18,-233485.43
15-02-2023,15-02-2023,-236615.83,45021.41,-191594.42
16-02-2023,16-02-2023,-43962.13,89899.32,45937.19
17-02-2023,17-02-2023,75287.23,-45437.78,29849.45
20-02-2023,20-02-2023,0,-39060.52,-39060.52
21-02-2023,21-02-2023,190670.92,4984.87,195655.79
22-02-2023,22-02-2023,-49637.22,-524232.64,-573869.86
23-02-2023,23-02-2023,-103218.78,-143725.76,-246944.54
24-02-2023,24-02-2023,-111080.59,-124591.89,-235672.48
27-02-2023,27-02-2023,-106127.51,77590.17,-28537.34
28-02-2023,28-02-2023,67678.95,75261.59,142940.54
01-03-2023,01-03-2023,32842.43,156052.9,188895.33
02-03-2023,02-03-2023,441598.33,-66189.35,375408.98
03-03-2023,03-03-2023,0,-5390.09,-5390.09
06-03-2023,06-03-2023,1124925.69,-991974.84,132950.85
07-03-2023,07-03-2023,0,-991974.84,-991974.84
08-03-2023,08-03-2023,-1096283.11,46846.61,-1049436.5
09-03-2023,09-03-2023,114704.28,12704.61,127408.89
10-03-2023,10-03-2023,47805.82,-158754.04,-110948.22
13-03-2023,13-03-2023,77425.34,-526444.96,-449019.62
14-03-2023,14-03-2023,-224915.85,-296650.99,-521566.84
15-03-2023,15-03-2023,15805.98,-288751.32,-272945.34
16-03-2023,16-03-2023,-442982.81,-235787.23,-678770.04
17-03-2023,17-03-2023,206337.92,-450749.82,-244411.9
20-03-2023,20-03-2023,66115.87,-354441.59,-288325.72
21-03-2023,21-03-2023,-73106.4,-429292.95,-502399.35
22-03-2023,22-03-2023,-70116.02,-355136.26,-425252.28
23-03-2023,23-03-2023,380744.64,-595230.29,-214485.65
24-03-2023,24-03-2023,82997.8,-772203.56,-689205.76
27-03-2023,27-03-2023,-4872.75,-498861.71,-503734.46
28-03-2023,28-03-2023,408014.25,-568895.54,-160881.29
29-03-2023,29-03-2023,-521212.39,0,-521212.39
