,date,straddle_close,straddle_entryPrice,straddle_hit_status,straddle_minMTM,straddle_maxMTM,straddle_PnL
0,2020-01-01,1.0,1.65,squareoff,-0.10000000000000009,0.5999999999999999,0.44999999999999996
1,2020-01-02,0.1,0.2,squareoff,0.0,0.1,0.04999999999999999
2,2020-01-03,8.45,9.350000000000001,squareoff,-1.1999999999999993,0.9000000000000021,0.6500000000000021
3,2020-01-06,18.5,11.95,SL_hit,-13.850000000000001,0.049999999999998934,-2.389999999999999
4,2020-01-07,8.05,5.35,SL_hit,-10.950000000000001,0.2999999999999998,-1.0699999999999994
5,2020-01-08,7.25,14.700000000000001,squareoff,-0.5,10.0,8.05
6,2020-01-09,0.1,0.44999999999999996,squareoff,-5.551115123125783e-17,0.35,0.35
7,2020-01-10,18.7,17.9,SL_hit,-5.150000000000002,2.549999999999999,-3.5799999999999983
8,2020-01-13,7.3,10.65,squareoff,-0.5999999999999996,4.300000000000001,3.8499999999999996
9,2020-01-14,5.15,5.35,squareoff,-0.04999999999999982,1.1999999999999993,0.4499999999999993
10,2020-01-15,1.25,3.6999999999999997,squareoff,-0.050000000000000266,1.9999999999999998,1.9499999999999997
11,2020-01-17,7.3,9.55,SL_hit,-2.0999999999999996,2.200000000000001,-1.9100000000000001
12,2020-01-20,14.5,5.25,SL_hit,-9.4,0.09999999999999964,-1.0499999999999998
13,2020-01-21,5.15,6.4,squareoff,-0.40000000000000036,1.25,1.200000000000001
14,2020-01-22,3.4,3.1,SL_hit,-5.5,0.3999999999999999,-0.6199999999999997
15,2020-01-24,10.600000000000001,16.7,squareoff,-0.40000000000000213,6.0,5.550000000000001
16,2020-01-27,14.299999999999999,12.6,squareoff,-1.0500000000000007,3.299999999999999,0.0
17,2020-01-28,5.6,7.199999999999999,squareoff,-0.7000000000000011,1.6999999999999993,0.8999999999999995
18,2020-01-29,1.45,3.35,squareoff,-0.19999999999999973,2.05,2.0
19,2020-01-30,0.1,0.2,SL_hit,-0.2,0.1,-0.03999999999999998
20,2020-01-31,99.8,89.15,SL_hit,-22.39999999999999,5.200000000000003,-17.83
21,2020-02-01,96.39999999999999,96.15,squareoff,-5.099999999999994,56.50000000000001,12.150000000000006
22,2020-02-03,13.3,26.35,SL_hit,-6.5,12.900000000000002,-5.27
23,2020-02-04,13.9,9.25,SL_hit,-5.949999999999999,2.1500000000000004,-1.8499999999999996
24,2020-02-05,2.75,3.75,SL_hit,-1.1500000000000004,1.2000000000000002,-0.75
25,2020-02-06,0.1,0.4,SL_hit,-0.09999999999999998,0.30000000000000004,-0.07999999999999996
26,2020-02-07,10.8,15.55,squareoff,-0.5500000000000007,6.4,5.4
