,date,straddle_close,straddle_entryPrice,straddle_hit_status,straddle_minMTM,straddle_maxMTM,straddle_PnL
0,2020-01-01,141.65,160.89999999999998,SL_hit,-36.85000000000002,16.69999999999999,-32.17999999999998
1,2020-01-02,142.60000000000002,76.4,SL_hit,-75.79999999999998,48.35000000000001,-15.280000000000001
2,2020-01-03,356.2,367.75,squareoff,-55.89999999999998,7.4500000000000455,-29.399999999999977
3,2020-01-06,476.75,426.75,SL_hit,-104.0,2.1499999999999773,-85.35000000000002
4,2020-01-07,423.25,300.4,SL_hit,-286.80000000000007,11.449999999999932,-60.079999999999984
5,2020-01-08,430.25,404.25,SL_hit,-114.39999999999998,50.89999999999998,-80.84999999999997
6,2020-01-09,91.6,149.6,SL_hit,-39.75,72.15,-29.919999999999987
7,2020-01-10,466.70000000000005,478.2,squareoff,-43.19999999999999,22.05000000000001,12.600000000000023
8,2020-01-13,396.0,421.35,squareoff,-20.649999999999977,40.200000000000045,27.25
9,2020-01-14,296.85,363.45,squareoff,-0.8000000000000114,72.05000000000001,60.24999999999994
10,2020-01-15,173.15,235.9,squareoff,-1.450000000000017,71.20000000000002,42.25
11,2020-01-16,47.0,89.15,SL_hit,-144.4,70.95,-17.83
12,2020-01-17,431.45,484.70000000000005,squareoff,-4.349999999999966,55.950000000000045,42.85000000000002
13,2020-01-20,581.9,402.75,SL_hit,-212.94999999999993,9.600000000000023,-80.54999999999995
14,2020-01-21,313.15,373.9,squareoff,-53.150000000000034,68.09999999999997,54.0
15,2020-01-22,292.3,257.85,SL_hit,-133.5,20.950000000000045,-51.56999999999999
16,2020-01-23,104.64999999999999,117.95,SL_hit,-72.8,62.6,-23.58999999999999
17,2020-01-24,526.8,475.70000000000005,SL_hit,-118.09999999999991,11.550000000000068,-95.13999999999999
18,2020-01-27,386.95,409.70000000000005,squareoff,-27.749999999999943,46.200000000000045,35.75
19,2020-01-28,290.0,378.0,squareoff,-21.0,87.10000000000002,83.25
20,2020-01-29,156.95,259.3,squareoff,-4.0,95.4,89.94999999999999
21,2020-01-30,0.1,109.6,TGThit,-6.950000000000003,109.19999999999999,87.68
22,2020-01-31,862.0,891.75,squareoff,-23.950000000000045,62.450000000000045,14.299999999999955
23,2020-02-01,959.7,909.1,squareoff,-51.60000000000002,267.55000000000007,-35.14999999999998
24,2020-02-03,393.5,572.4,squareoff,-1.7000000000000455,177.94999999999993,173.04999999999995
25,2020-02-04,447.0,329.35,SL_hit,-212.8499999999999,45.900000000000034,-65.87
26,2020-02-05,229.75,244.55,squareoff,-42.75,73.9,22.450000000000017
27,2020-02-06,104.55,155.85000000000002,SL_hit,-108.44999999999999,89.00000000000003,-31.169999999999987
28,2020-02-07,402.0,484.7,squareoff,-3.650000000000034,71.30000000000001,66.15000000000003
29,2020-02-10,328.3,371.7,squareoff,-0.8500000000000227,46.849999999999966,44.44999999999999
30,2020-02-11,211.85000000000002,274.95000000000005,squareoff,-12.149999999999977,62.75000000000006,58.450000000000045
31,2020-02-12,140.85,180.75,squareoff,-4.099999999999994,53.75,49.849999999999994
32,2020-02-13,69.3,96.55,SL_hit,-29.60000000000001,40.55,-19.309999999999988
33,2020-02-14,575.2,383.1,SL_hit,-265.1,25.0,-76.62
34,2020-02-17,349.95,385.0,squareoff,-53.89999999999998,30.100000000000023,21.5
35,2020-02-18,251.55,307.9,squareoff,1.0499999999999545,67.85,55.599999999999966
36,2020-02-19,156.5,197.7,SL_hit,-86.15000000000003,38.14999999999998,-39.53999999999999
37,2020-02-20,43.4,99.6,SL_hit,-82.05000000000001,71.85,-19.919999999999987
38,2020-02-24,397.29999999999995,388.25,squareoff,-28.44999999999999,36.049999999999955,-23.25
39,2020-02-25,302.0,388.65,squareoff,-7.149999999999977,89.64999999999998,77.60000000000002
40,2020-02-26,206.45,281.85,squareoff,-10.449999999999989,84.50000000000003,80.10000000000002
41,2020-02-27,0.1,134.8,SL_hit,-63.89999999999998,134.3,-26.960000000000008
42,2020-02-28,767.0,783.05,squareoff,-74.35000000000002,116.09999999999991,33.200000000000045
43,2020-03-02,684.3,651.35,SL_hit,-278.15,120.0,-130.26999999999998
44,2020-03-03,472.15,510.9,SL_hit,-144.89999999999998,34.64999999999998,-102.17999999999995
45,2020-03-04,365.45,449.15,SL_hit,-373.45000000000005,105.89999999999998,-89.82999999999993
46,2020-03-05,15.05,212.05,SL_hit,-114.39999999999998,194.3,-42.41
47,2020-03-09,933.15,810.4,SL_hit,-493.79999999999984,53.799999999999955,-162.07999999999993
48,2020-03-11,403.1,746.7,squareoff,-0.2999999999999545,334.45000000000005,328.35
49,2020-03-16,1787.4499999999998,1828.7,squareoff,-289.20000000000005,67.89999999999986,-141.04999999999995
50,2020-03-17,1408.55,1996.4,squareoff,-56.40000000000009,576.1500000000001,411.54999999999995
51,2020-03-18,1834.35,1164.95,SL_hit,-921.6000000000001,100.20000000000005,-232.99
52,2020-03-19,982.0,599.45,SL_hit,-1268.7,37.80000000000007,-119.88999999999999
53,2020-03-20,2036.65,2315.45,squareoff,-160.75,387.39999999999986,286.3499999999999
54,2020-03-24,1789.95,1986.6,SL_hit,-546.9500000000003,317.6999999999998,-397.3199999999997
55,2020-03-25,1483.05,1799.55,squareoff,-115.29999999999995,722.8999999999999,326.75
56,2020-03-26,963.8,853.3,SL_hit,-832.2,321.9999999999999,-170.65999999999997
57,2020-03-27,2389.95,2321.0,squareoff,-368.6999999999998,57.84999999999991,-42.59999999999991
58,2020-03-30,1533.95,2002.8,squareoff,-75.95000000000005,516.9999999999998,476.79999999999995
59,2020-03-31,615.7,1155.15,squareoff,-0.09999999999990905,451.75,446.85000000000014
60,2020-04-01,589.75,443.05,SL_hit,-350.45,69.69999999999999,-88.60999999999996
61,2020-04-03,1079.45,1378.1,squareoff,-7.4500000000000455,394.64999999999986,322.89999999999986
62,2020-04-07,1255.75,816.95,SL_hit,-431.04999999999995,116.35000000000002,-163.39
63,2020-04-08,714.65,745.5,SL_hit,-1205.85,72.85000000000002,-149.10000000000002
64,2020-04-09,114.05,619.9000000000001,TGThit,-44.499999999999886,583.3000000000001,495.9200000000001
65,2020-04-13,1068.45,1228.65,squareoff,-6.25,188.6500000000001,157.85000000000014
66,2020-04-15,870.0,804.95,SL_hit,-413.5999999999999,143.9000000000001,-160.99
67,2020-04-16,501.1,410.25,SL_hit,-140.79999999999995,158.79999999999998,-82.04999999999995
68,2020-04-17,1162.1,1317.55,squareoff,-69.20000000000005,247.95000000000005,-1.2999999999999545
69,2020-04-20,1017.1,1090.05,squareoff,-56.850000000000136,95.5,47.299999999999955
70,2020-04-21,945.0,904.4,squareoff,-106.64999999999998,73.10000000000002,-2.1000000000000227
71,2020-04-22,566.0,706.6,squareoff,-1.1999999999999318,143.30000000000007,131.95000000000005
72,2020-04-23,466.1,319.54999999999995,SL_hit,-227.85000000000002,122.14999999999995,-63.90999999999997
73,2020-04-24,942.25,1063.05,squareoff,-34.0,73.29999999999995,64.5
74,2020-04-27,747.95,837.35,squareoff,-14.649999999999977,90.70000000000005,73.45000000000005
75,2020-04-28,519.0,633.65,squareoff,-14.649999999999977,128.25,121.39999999999998
76,2020-04-29,442.0,437.9,SL_hit,-254.45000000000005,79.64999999999998,-87.57999999999993
77,2020-04-30,67.05,242.45,SL_hit,-52.5,209.85,-48.49000000000001
78,2020-05-04,1164.0,1104.5,squareoff,-117.40000000000009,32.700000000000045,-84.90000000000009
