,date,straddle_close,straddle_entryPrice,straddle_hit_status,straddle_minMTM,straddle_maxMTM,straddle_PnL
0,2020-01-01,49.1,68.55000000000001,squareoff,-0.19999999999998863,16.700000000000017,16.200000000000017
1,2020-01-02,82.39999999999999,42.85,SL_hit,-41.949999999999996,3.250000000000007,-8.57
2,2020-01-03,125.95,128.35,squareoff,-8.200000000000017,7.449999999999989,0.3499999999999943
3,2020-01-06,148.1,133.64999999999998,SL_hit,-35.650000000000034,2.9999999999999716,-26.72999999999999
4,2020-01-07,103.0,105.95,SL_hit,-43.499999999999986,8.049999999999997,-21.189999999999998
5,2020-01-08,101.5,119.85,squareoff,-10.150000000000006,31.44999999999999,27.25
6,2020-01-09,15.75,63.4,squareoff,-2.6999999999999957,49.349999999999994,47.85
7,2020-01-10,143.95,150.4,squareoff,-9.249999999999972,5.750000000000028,5.050000000000011
8,2020-01-13,120.85000000000001,134.8,squareoff,-2.6499999999999773,16.75,14.550000000000011
9,2020-01-14,107.0,108.1,squareoff,-8.150000000000006,11.650000000000006,-0.9500000000000028
10,2020-01-15,74.75,79.95,squareoff,-5.3999999999999915,16.650000000000006,-3.8999999999999915
11,2020-01-16,44.599999999999994,51.3,SL_hit,-34.000000000000014,17.299999999999997,-10.259999999999998
12,2020-01-17,132.5,138.6,squareoff,-16.200000000000017,5.549999999999983,3.6500000000000057
13,2020-01-20,178.1,113.4,SL_hit,-76.35,1.1000000000000085,-22.680000000000007
14,2020-01-21,94.05,107.05,squareoff,-3.4000000000000057,13.849999999999994,12.349999999999994
15,2020-01-22,101.65,83.45,SL_hit,-44.7,4.799999999999997,-16.689999999999998
16,2020-01-23,80.55,47.05,SL_hit,-50.85000000000001,11.75,-9.409999999999997
17,2020-01-24,141.0,150.9,squareoff,-4.049999999999983,11.300000000000011,8.0
18,2020-01-27,140.95,136.05,squareoff,-5.0,16.200000000000017,0.6000000000000227
19,2020-01-28,106.7,122.19999999999999,squareoff,-12.350000000000023,16.899999999999977,15.449999999999989
20,2020-01-29,70.9,89.15,SL_hit,-20.19999999999999,19.849999999999994,-17.83
21,2020-01-30,64.45,60.9,SL_hit,-32.85,19.1,-12.18
22,2020-01-31,310.95,301.95000000000005,squareoff,-37.049999999999955,13.300000000000068,-21.949999999999932
23,2020-02-01,312.95000000000005,300.0,squareoff,-20.0,82.6,-5.199999999999989
24,2020-02-03,136.45,173.55,squareoff,-23.599999999999994,33.35000000000002,32.35000000000002
25,2020-02-04,170.54999999999998,125.05000000000001,SL_hit,-56.349999999999994,12.700000000000003,-25.00999999999999
26,2020-02-05,105.75,101.3,squareoff,-16.25,24.200000000000003,3.1000000000000085
27,2020-02-06,37.9,62.1,squareoff,-7.399999999999999,38.05,24.6
28,2020-02-07,135.95,155.95,squareoff,0.3499999999999943,20.049999999999983,19.599999999999994
29,2020-02-10,125.15,134.75,SL_hit,-35.5,6.699999999999989,-26.94999999999999
30,2020-02-11,85.85,107.45,squareoff,-10.799999999999997,18.450000000000003,18.35000000000001
31,2020-02-12,63.15,79.85,squareoff,0.3999999999999915,18.69999999999999,17.39999999999999
32,2020-02-13,25.150000000000002,56.45,squareoff,-8.549999999999997,32.7,27.85
33,2020-02-14,150.2,141.9,SL_hit,-30.650000000000006,13.099999999999994,-28.379999999999995
34,2020-02-17,123.69999999999999,138.2,squareoff,-1.8500000000000227,19.099999999999994,12.699999999999989
35,2020-02-18,94.6,116.25,squareoff,-8.150000000000006,24.599999999999994,17.950000000000003
36,2020-02-19,69.55,81.94999999999999,squareoff,-14.550000000000011,15.699999999999989,13.649999999999991
37,2020-02-20,19.05,43.65,SL_hit,-19.699999999999996,29.849999999999998,-8.729999999999997
38,2020-02-24,178.95,147.2,SL_hit,-42.69999999999999,4.349999999999994,-29.439999999999998
39,2020-02-25,134.7,159.9,squareoff,-9.900000000000006,25.599999999999994,18.900000000000006
40,2020-02-26,90.95,121.60000000000001,squareoff,-3.049999999999997,32.900000000000006,31.900000000000006
41,2020-02-27,33.05,69.8,squareoff,-12.950000000000003,51.05,35.099999999999994
42,2020-02-28,332.0,300.8,SL_hit,-70.24999999999994,28.25,-60.15999999999997
43,2020-03-03,204.0,231.85000000000002,SL_hit,-70.94999999999993,29.100000000000023,-46.370000000000005
44,2020-03-04,128.9,187.14999999999998,SL_hit,-68.85000000000002,50.94999999999999,-37.42999999999998
45,2020-03-05,31.1,94.0,TGThit,-1.8499999999999943,77.05,75.2
46,2020-03-06,296.95,370.75,squareoff,-2.7000000000000455,62.5,60.44999999999999
47,2020-03-09,313.95,262.35,SL_hit,-233.59999999999997,6.300000000000011,-52.46999999999997
48,2020-03-11,158.25,239.55,squareoff,-7.549999999999983,74.35000000000002,73.35000000000002
49,2020-03-12,408.6,153.5,SL_hit,-447.0,23.5,-30.69999999999999
50,2020-03-13,1375.6,303.85,SL_hit,-1290.1,0,-60.76999999999998
51,2020-03-16,790.4,710.9,squareoff,-98.5,28.199999999999932,-59.35000000000002
52,2020-03-17,549.3,714.35,squareoff,-0.39999999999997726,163.55000000000007,144.7500000000001
53,2020-03-18,619.45,417.8,SL_hit,-214.64999999999992,56.85000000000002,-83.56
54,2020-03-20,833.05,857.35,squareoff,-106.44999999999993,94.75,20.550000000000068
55,2020-03-23,776.7,791.3,squareoff,-34.89999999999998,81.44999999999993,-14.450000000000045
56,2020-03-24,587.55,622.15,SL_hit,-161.60000000000002,54.89999999999998,-124.42999999999995
57,2020-03-25,494.8,612.2,squareoff,-5.699999999999932,189.30000000000007,113.20000000000005
58,2020-03-26,341.25,283.35,SL_hit,-199.64999999999998,104.95000000000002,-56.670000000000016
59,2020-03-27,731.6,731.4000000000001,squareoff,-96.59999999999991,5.9500000000000455,-4.399999999999864
60,2020-03-30,460.2,636.7,squareoff,-48.25,168.95000000000005,163.50000000000006
61,2020-03-31,295.3,357.95,squareoff,-6.550000000000011,59.099999999999966,39.349999999999966
62,2020-04-01,245.85000000000002,172.25,SL_hit,-153.39999999999998,19.69999999999999,-34.44999999999999
63,2020-04-03,403.7,502.65,squareoff,-0.8000000000000114,100.0,98.99999999999994
64,2020-04-07,527.05,296.6,SL_hit,-253.79999999999995,29.5,-59.31999999999999
65,2020-04-08,238.35,278.0,SL_hit,-203.14999999999998,57.05000000000001,-55.599999999999966
66,2020-04-09,110.05,188.6,squareoff,-4.900000000000006,141.45,83.05
67,2020-04-13,362.0,427.45000000000005,squareoff,-15.949999999999932,47.50000000000006,43.700000000000045
68,2020-04-15,304.75,283.3,SL_hit,-117.44999999999999,53.05000000000001,-56.65999999999997
69,2020-04-16,193.05,149.95,SL_hit,-102.25,8.049999999999983,-29.98999999999998
70,2020-04-17,355.0,396.8,squareoff,-40.19999999999999,38.849999999999966,36.849999999999966
71,2020-04-20,301.2,336.45,squareoff,-1.5500000000000114,32.69999999999999,30.55000000000001
72,2020-04-21,262.0,274.65,squareoff,-12.300000000000068,19.24999999999997,13.049999999999955
73,2020-04-22,225.1,234.7,squareoff,-17.55000000000001,33.64999999999998,11.849999999999994
74,2020-04-23,113.85,110.30000000000001,SL_hit,-28.899999999999977,51.20000000000001,-22.060000000000002
75,2020-04-24,307.3,318.55,squareoff,-32.24999999999994,10.900000000000034,8.600000000000023
76,2020-04-27,245.95,271.35,squareoff,-5.599999999999966,25.05000000000001,21.600000000000023
77,2020-04-28,169.89999999999998,217.0,squareoff,-32.349999999999994,49.05000000000001,47.5
78,2020-04-29,164.15,154.0,SL_hit,-70.80000000000001,14.5,-30.799999999999983
79,2020-04-30,159.55,85.65,SL_hit,-96.55000000000001,20.650000000000006,-17.129999999999995
80,2020-05-04,342.9,348.9,squareoff,-19.100000000000023,8.699999999999989,-7.650000000000034
81,2020-05-05,302.1,294.6,squareoff,-33.69999999999999,28.0,-18.149999999999977
82,2020-05-06,187.64999999999998,221.29999999999998,squareoff,-35.29999999999998,46.69999999999996,36.29999999999998
83,2020-05-07,1.05,116.6,TGThit,-8.5,111.75,93.28
84,2020-05-08,315.75,327.7,squareoff,-5.000000000000057,28.5,15.699999999999989
85,2020-05-11,293.2,254.64999999999998,squareoff,-45.35000000000002,17.649999999999977,-32.10000000000002
86,2020-05-12,250.0,222.2,SL_hit,-51.5,7.399999999999977,-44.44
87,2020-05-13,246.9,250.9,squareoff,-18.650000000000006,33.75000000000003,8.200000000000017
