Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,134.56666564941406,134.56666564941406,131.93333435058594,132.43333435058594,98.81258392333984,2860839
2012-01-03,133.23333740234375,134.36666870117188,132.86666870117188,133.56666564941406,99.658203125,6065590
2012-01-04,134.3333282470703,134.46665954589844,132.3333282470703,133.03334045410156,99.2602767944336,11875083
2012-01-05,132.6999969482422,133.3333282470703,131.73333740234375,133.1999969482422,99.38462829589844,11364489
2012-01-06,132.6999969482422,135.39999389648438,132.23333740234375,134.73333740234375,100.5286865234375,8788212
2012-01-09,134.43333435058594,134.86666870117188,133.13333129882812,134.6666717529297,100.47895812988281,7408242
2012-01-10,134.8000030517578,137.1666717529297,134.8000030517578,136.76666259765625,102.04581451416016,5412396
2012-01-11,136.76666259765625,137.06666564941406,135.0,135.53334045410156,101.12559509277344,8114019
2012-01-12,135.3333282470703,136.93333435058594,135.1666717529297,136.63333129882812,101.94634246826172,7392669
2012-01-13,136.60000610351562,138.46665954589844,136.1999969482422,138.03334045410156,102.99093627929688,11489529
2012-01-16,137.89999389648438,139.8000030517578,137.6666717529297,139.39999389648438,104.01063537597656,9399276
2012-01-17,139.3333282470703,140.13333129882812,137.86666870117188,138.93333435058594,103.6624526977539,10229871
2012-01-18,138.23333740234375,140.46665954589844,138.0,139.86666870117188,104.35882568359375,9995643
2012-01-19,140.23333740234375,140.6666717529297,138.8333282470703,139.46665954589844,104.06037902832031,9319330
2012-01-20,139.96665954589844,140.86666870117188,133.1999969482422,134.1999969482422,100.13075256347656,25821667
2012-01-23,134.43333435058594,136.6666717529297,132.26666259765625,136.39999389648438,101.77224731445312,13262829
2012-01-24,136.73333740234375,138.1666717529297,136.13333129882812,137.3000030517578,102.44376373291016,9339574
2012-01-25,137.6666717529297,138.0,136.5,137.36666870117188,102.49349975585938,10414272
2012-01-27,138.3333282470703,138.3333282470703,133.13333129882812,134.53334045410156,100.37947845458984,15333315
2012-01-30,134.6666717529297,135.76666259765625,133.10000610351562,133.89999389648438,99.90691375732422,12412486
2012-01-31,135.26666259765625,136.53334045410156,134.1999969482422,135.96665954589844,101.44890594482422,11610829
2012-02-01,135.56666564941406,135.60000610351562,133.53334045410156,134.39999389648438,100.27998352050781,8711749
2012-02-02,134.6999969482422,134.8333282470703,132.26666259765625,132.6999969482422,99.01155090332031,11002300
2012-02-03,132.6666717529297,134.1666717529297,131.3333282470703,133.76666259765625,99.80741882324219,12927430
2012-02-06,134.6666717529297,135.26666259765625,133.5,134.93333435058594,100.67790985107422,10593480
2012-02-07,136.26666259765625,137.26666259765625,134.73333740234375,137.03334045410156,102.24478912353516,12033826
2012-02-08,137.3000030517578,138.3000030517578,134.6666717529297,136.3000030517578,101.6976318359375,11353411
2012-02-09,135.6999969482422,136.60000610351562,134.6666717529297,135.93333435058594,101.42403411865234,7604932
2012-02-10,135.89999389648438,136.53334045410156,134.6666717529297,135.86666870117188,101.37431335449219,10264243
2012-02-13,135.86666870117188,136.5,134.76666259765625,135.1999969482422,100.87687683105469,7088452
2012-02-14,135.06666564941406,135.8000030517578,134.6666717529297,135.03334045410156,100.75254821777344,6380992
2012-02-15,135.39999389648438,136.0,134.73333740234375,135.43333435058594,101.05097961425781,15541749
2012-02-16,135.6666717529297,136.39999389648438,134.73333740234375,135.96665954589844,101.44890594482422,13784173
2012-02-17,136.10000610351562,137.26666259765625,135.39999389648438,136.96665954589844,102.1950454711914,16502256
