SNo,Portfolio Name,Leg ID,Exchange,Exchange Symbol,Product,Order Type,Order ID,Time,Txn,Qty,Filled Qty,Exchg Time,Avg Price,Status,Limit Price,Order Failed,User ID,User Alias,Remarks,Tag
72,NF_70PCT,1359,NFO,NIFTY 04MAY23 18100 CE,MIS,MARKET,2.31E+14,04-May-2023 10.59.11,BUY,150,150,01-Jan-0001 00.00.00,61.6,COMPLETE,0,FALSE,50062865,RKEDEL,,10002383
73,NF_CSL_STRANGS,1355,NFO,NIFTY 04MAY23 18150 CE,MIS,MARKET,1100145072,04-May-2023 11.15.17,BUY,150,150,01-Jan-0001 00.00.00,28.5,COMPLETE,0,FALSE,ASDE1950,AD1_IIFL,,10002384
74,NF_CSL_STRANGS,1356,NFO,NIFTY 04MAY23 18050 PE,MIS,MARKET,1100145077,04-May-2023 11.15.17,BUY,150,150,01-Jan-0001 00.00.00,3.25,COMPLETE,0,FALSE,ASDE1950,AD1_IIFL,,10002385
75,NF_CSL_STRANGS,1357,NFO,NIFTY 04MAY23 18200 CE,MIS,MARKET,1100145088,04-May-2023 11.15.17,BUY,150,150,01-Jan-0001 00.00.00,8.85,COMPLETE,0,FALSE,ASDE1950,AD1_IIFL,,10002386
76,NF_CSL_STRANGS,1358,NFO,NIFTY 04MAY23 18000 PE,MIS,MARKET,1100145089,04-May-2023 11.15.17,BUY,150,150,01-Jan-0001 00.00.00,2,COMPLETE,0,FALSE,ASDE1950,AD1_IIFL,,10002387
77,NF_CSL_STRANGS REX1,1378,NFO,NIFTY 04MAY23 18200 CE,MIS,MARKET,1100145113,04-May-2023 11.15.19,SELL,150,150,01-Jan-0001 00.00.00,8.75,COMPLETE,0,FALSE,ASDE1950,AD1_IIFL,,10002388
78,NF_CSL_STRANGS REX1,1379,NFO,NIFTY 04MAY23 18100 PE,MIS,MARKET,1100145119,04-May-2023 11.15.19,SELL,150,150,01-Jan-0001 00.00.00,8.25,COMPLETE,0,FALSE,ASDE1950,AD1_IIFL,,10002389
79,NF_CSL_STRANGS REX1,1380,NFO,NIFTY 04MAY23 18250 CE,MIS,MARKET,1100145123,04-May-2023 11.15.19,SELL,150,150,01-Jan-0001 00.00.00,1.9,COMPLETE,0,FALSE,ASDE1950,AD1_IIFL,,10002390
80,NF_CSL_STRANGS REX1,1381,NFO,NIFTY 04MAY23 18050 PE,MIS,MARKET,1100145121,04-May-2023 11.15.19,SELL,150,150,01-Jan-0001 00.00.00,3.2,COMPLETE,0,FALSE,ASDE1950,AD1_IIFL,,10002391
81,NF_CSL_STRANGS,1355,NFO,NIFTY 04MAY23 18150 CE,MIS,MARKET,2.31E+14,04-May-2023 11.38.19,BUY,150,150,01-Jan-0001 00.00.00,29.65,COMPLETE,0,FALSE,50062865,RKEDEL,,10002392
82,NF_CSL_STRANGS,1356,NFO,NIFTY 04MAY23 18050 PE,MIS,MARKET,2.31E+14,04-May-2023 11.38.19,BUY,150,150,01-Jan-0001 00.00.00,3,COMPLETE,0,FALSE,50062865,RKEDEL,,10002393
83,NF_CSL_STRANGS,1357,NFO,NIFTY 04MAY23 18200 CE,MIS,MARKET,2.31E+14,04-May-2023 11.38.19,BUY,150,150,01-Jan-0001 00.00.00,9,COMPLETE,0,FALSE,50062865,RKEDEL,,10002394
84,NF_CSL_STRANGS,1358,NFO,NIFTY 04MAY23 18000 PE,MIS,MARKET,2.31E+14,04-May-2023 11.38.19,BUY,150,150,01-Jan-0001 00.00.00,1.95,COMPLETE,0,FALSE,50062865,RKEDEL,,10002395
85,NF_CSL_STRANGS REX1,1378,NFO,NIFTY 04MAY23 18200 CE,MIS,MARKET,2.31E+14,04-May-2023 11.38.21,SELL,150,150,01-Jan-0001 00.00.00,8.9,COMPLETE,0,FALSE,50062865,RKEDEL,,10002396
86,NF_CSL_STRANGS REX1,1379,NFO,NIFTY 04MAY23 18100 PE,MIS,MARKET,2.31E+14,04-May-2023 11.38.21,SELL,150,150,01-Jan-0001 00.00.00,7,COMPLETE,0,FALSE,50062865,RKEDEL,,10002397
87,NF_CSL_STRANGS REX1,1380,NFO,NIFTY 04MAY23 18250 CE,MIS,MARKET,2.31E+14,04-May-2023 11.38.21,SELL,150,150,01-Jan-0001 00.00.00,1.9,COMPLETE,0,FALSE,50062865,RKEDEL,,10002398
88,NF_CSL_STRANGS REX1,1381,NFO,NIFTY 04MAY23 18050 PE,MIS,MARKET,2.31E+14,04-May-2023 11.38.21,SELL,150,150,01-Jan-0001 00.00.00,2.9,COMPLETE,0,FALSE,50062865,RKEDEL,,10002399
89,NF_CSL_STRANGS,1355,NFO,NIFTY 04MAY23 18150 CE,MIS,MARKET,2.02E+11,04-May-2023 11.39.18,BUY,150,150,04-May-2023 11.39.18,31.4,COMPLETE,0,FALSE,SIM1,SIMULATED1,,10002400
90,NF_CSL_STRANGS,1356,NFO,NIFTY 04MAY23 18050 PE,MIS,MARKET,2.02E+11,04-May-2023 11.39.18,BUY,150,150,04-May-2023 11.39.18,2.9,COMPLETE,0,FALSE,SIM1,SIMULATED1,,10002401
91,NF_CSL_STRANGS,1357,NFO,NIFTY 04MAY23 18200 CE,MIS,MARKET,2.02E+11,04-May-2023 11.39.18,BUY,150,150,04-May-2023 11.39.18,9.44,COMPLETE,0,FALSE,SIM1,SIMULATED1,,10002402
92,NF_CSL_STRANGS,1358,NFO,NIFTY 04MAY23 18000 PE,MIS,MARKET,2.02E+11,04-May-2023 11.39.18,BUY,150,150,04-May-2023 11.39.18,1.85,COMPLETE,0,FALSE,SIM1,SIMULATED1,,10002403
93,NF_CSL_STRANGS REX1,1378,NFO,NIFTY 04MAY23 18200 CE,MIS,MARKET,2.02E+11,04-May-2023 11.39.19,SELL,150,150,04-May-2023 11.39.19,9.55,COMPLETE,0,FALSE,SIM1,SIMULATED1,,10002412
94,NF_CSL_STRANGS REX1,1379,NFO,NIFTY 04MAY23 18100 PE,MIS,MARKET,2.02E+11,04-May-2023 11.39.20,SELL,150,150,04-May-2023 11.39.20,6.75,COMPLETE,0,FALSE,SIM1,SIMULATED1,,10002415
95,NF_CSL_STRANGS REX1,1380,NFO,NIFTY 04MAY23 18250 CE,MIS,MARKET,2.02E+11,04-May-2023 11.39.20,SELL,150,150,04-May-2023 11.39.20,1.95,COMPLETE,0,FALSE,SIM1,SIMULATED1,,10002418
96,NF_CSL_STRANGS REX1,1381,NFO,NIFTY 04MAY23 18050 PE,MIS,MARKET,2.02E+11,04-May-2023 11.39.20,SELL,150,150,04-May-2023 11.39.20,2.85,COMPLETE,0,FALSE,SIM1,SIMULATED1,,10002421
97,BNF_CP_2RE,1368,NFO,BANKNIFTY 04MAY23 43300 PE,MIS,MARKET,2.02E+11,04-May-2023 11.39.41,BUY,75,75,04-May-2023 11.39.41,39.29,COMPLETE,0,FALSE,SIM1,SIMULATED1,,10002424
98,BNF_CP_2RE,1368,NFO,BANKNIFTY 04MAY23 43300 PE,MIS,MARKET,1100157575,04-May-2023 11.39.41,BUY,75,75,01-Jan-0001 00.00.00,39.35,COMPLETE,0,FALSE,ASDE1950,AD1_IIFL,,10002427
99,BNF_CP_2RE,1368,NFO,BANKNIFTY 04MAY23 43300 PE,MIS,MARKET,2.31E+14,04-May-2023 11.39.41,BUY,75,75,01-Jan-0001 00.00.00,39.55,COMPLETE,0,FALSE,50062865,RKEDEL,,10002428
