,datetime,open,high,low,close,ATMStrPr,currWeek_exp_dt,nextWeek_exp_dt,farWeek_exp_dt,currMonth_exp_dt,nextMonth_exp_dt,farMonth_exp_dt,index_x,CEdate,CEtime,CEopen,CEhigh,CElow,CEclose,CEentryPrice,CEstoploss,CEtarget,CE_SLhit,CE_Tgthit,CEhitstatus,CEexitPrice,CE_MTM,CE_highMTM,CE_maxMTM,CE_lowMTM,CE_minMTM,CE_PnL,index_y,PEopen,PEhigh,PElow,PEclose,PEentryPrice,PEstoploss,PEtarget,PE_SLhit,PE_Tgthit,PEhitstatus,PEexitPrice,PE_MTM,PE_highMTM,PE_maxMTM,PE_lowMTM,PE_minMTM,PE_PnL,CBopen,CBhigh,CBlow,CBclose
0,2021-07-05 09:15:00,35016.1,35026.05,34926.4,35009.85,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:15:00,2021-07-05,09:15,213.35,220.0,180.0,209.25,,,,0,0,,,,,,,,,2021-07-05 09:15:00,272.9,272.9,195.1,202.25,,,,0,0,,,,,,,,,486.25,452.9,415.1,411.5
1,2021-07-05 09:16:00,35029.1,35050.2,35019.45,35029.2,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:16:00,2021-07-05,09:16,215.0,225.0,210.95,214.2,,,,0,0,,,,,,,,,2021-07-05 09:16:00,197.15,199.35,178.45,186.75,,,,0,0,,,,,,,,,412.15,410.29999999999995,403.45,400.95
2,2021-07-05 09:17:00,35026.85,35038.05,35019.8,35025.05,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:17:00,2021-07-05,09:17,216.0,218.6,211.15,214.5,,,,0,0,,,,,,,,,2021-07-05 09:17:00,186.55,188.7,181.1,185.8,,,,0,0,,,,,,,,,402.55,399.85,399.7,400.3
3,2021-07-05 09:18:00,35023.1,35028.7,35001.15,35001.6,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:18:00,2021-07-05,09:18,213.9,217.0,201.35,207.2,,,,0,0,,,,,,,,,2021-07-05 09:18:00,185.45,199.4,181.05,193.1,,,,0,0,,,,,,,,,399.35,400.75,398.05,400.29999999999995
4,2021-07-05 09:19:00,35004.5,35014.35,34998.65,35002.25,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:19:00,2021-07-05,09:19,206.35,209.95,203.3,204.2,,,,0,0,,,,,,,,,2021-07-05 09:19:00,192.0,194.95,186.6,192.2,,,,0,0,,,,,,,,,398.35,398.25,396.54999999999995,396.4
5,2021-07-05 09:20:00,35002.95,35010.65,34990.3,35008.05,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:20:00,2021-07-05,09:20,204.15,206.2,197.4,203.35,,,,0,0,,,,,,,,,2021-07-05 09:20:00,190.8,195.85,189.1,191.65,,,,0,0,,,,,,,,,394.95000000000005,395.29999999999995,393.25,395.0
6,2021-07-05 09:21:00,35008.5,35027.45,34996.3,35009.65,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:21:00,2021-07-05,09:21,204.2,211.65,201.8,207.25,203.35,244.01999999999998,40.66999999999999,0,0,,,-3.9000000000000057,1.549999999999983,1.549999999999983,-8.300000000000011,-8.300000000000011,,2021-07-05 09:21:00,190.1,195.5,183.75,190.05,191.65,229.98,38.32999999999999,0,0,,,1.5999999999999943,7.900000000000006,7.900000000000006,-3.8499999999999943,-3.8499999999999943,,394.29999999999995,397.3,395.4,397.3
7,2021-07-05 09:22:00,35007.6,35019.55,34994.85,35012.85,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:22:00,2021-07-05,09:22,205.35,209.8,202.45,206.85,203.35,244.01999999999998,40.66999999999999,0,0,,,-3.5,0.9000000000000057,1.549999999999983,-6.450000000000017,-8.300000000000011,,2021-07-05 09:22:00,192.9,195.7,187.3,188.3,191.65,229.98,38.32999999999999,0,0,,,3.3499999999999943,4.349999999999994,7.900000000000006,-4.049999999999983,-4.049999999999983,,398.25,398.15,397.1,395.15
8,2021-07-05 09:23:00,35016.2,35043.0,35016.15,35033.7,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:23:00,2021-07-05,09:23,207.55,218.05,206.45,217.05,203.35,244.01999999999998,40.66999999999999,0,0,,,-13.700000000000017,-3.0999999999999943,1.549999999999983,-14.700000000000017,-14.700000000000017,,2021-07-05 09:23:00,188.45,189.35,180.0,182.35,191.65,229.98,38.32999999999999,0,0,,,9.300000000000011,11.650000000000006,11.650000000000006,2.3000000000000114,-4.049999999999983,,396.0,398.05,395.79999999999995,399.4
9,2021-07-05 09:24:00,35036.2,35056.2,35036.2,35044.95,35000.0,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-26,2021-09-30,2021-07-05 09:24:00,2021-07-05,09:24,217.5,227.1,217.0,223.15,203.35,244.01999999999998,40.66999999999999,0,0,,,-19.80000000000001,-13.650000000000006,1.549999999999983,-23.75,-23.75,,2021-07-05 09:24:00,181.5,181.5,175.0,179.2,191.65,229.98,38.32999999999999,0,0,,,12.450000000000017,16.650000000000006,16.650000000000006,10.150000000000006,-4.049999999999983,,399.0,402.1,398.5,402.35
