datetime,open,high,low,close,ATMStrPr,currWeek_exp_dt,nextWeek_exp_dt,farWeek_exp_dt,currMonth_exp_dt,nextMonth_exp_dt,farMonth_exp_dt,index_x,CEdate,CEtime,CEopen,CEhigh,CElow,CEclose,CEentryPrice,CEstoploss,CEtarget,CE_SLhit,CE_Tgthit,CEhitstatus,CEexitPrice,CE_MTM,CE_highMTM,CE_maxMTM,CE_lowMTM,CE_minMTM,CE_PnL,index_y,PEopen,PEhigh,PElow,PEclose,PEentryPrice,PEstoploss,PEtarget,PE_SLhit,PE_Tgthit,PEhitstatus,PEexitPrice,PE_MTM,PE_highMTM,PE_maxMTM,PE_lowMTM,PE_minMTM,PE_PnL,CBopen,CBhigh,CBlow,CBclose
2020-01-01 09:31:00,32341.6,32348.0,32337.45,32337.45,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:31:00,2020-01-01,09:31,100.15,101.0,97.5,97.5,94.55,113.46,18.909999999999997,0,0,,,-2.950000000000003,-2.950000000000003,5.599999999999994,-6.450000000000003,-6.450000000000003,,2020-01-01 09:31:00,54.8,56.5,53.7,56.4,66.35,79.61999999999999,13.269999999999996,0,0,,,9.949999999999996,12.649999999999991,12.649999999999991,9.849999999999994,-4.550000000000011,,154.95,154.7,154.0,153.9
2020-01-01 09:32:00,32338.4,32342.8,32334.0,32340.1,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:32:00,2020-01-01,09:32,97.45,98.0,96.25,96.25,94.55,113.46,18.909999999999997,0,0,,,-1.7000000000000028,-1.7000000000000028,5.599999999999994,-3.450000000000003,-6.450000000000003,,2020-01-01 09:32:00,56.8,57.25,55.6,57.25,66.35,79.61999999999999,13.269999999999996,0,0,,,9.099999999999994,10.749999999999993,12.649999999999991,9.099999999999994,-4.550000000000011,,154.25,153.6,153.5,153.5
2020-01-01 09:33:00,32337.65,32339.0,32327.1,32330.95,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:33:00,2020-01-01,09:33,96.45,96.75,93.3,93.3,94.55,113.46,18.909999999999997,0,0,,,1.25,1.25,5.599999999999994,-2.200000000000003,-6.450000000000003,,2020-01-01 09:33:00,56.85,58.5,56.7,58.2,66.35,79.61999999999999,13.269999999999996,0,0,,,8.149999999999991,9.649999999999991,12.649999999999991,7.849999999999994,-4.550000000000011,,153.3,153.45,151.8,151.5
2020-01-01 09:34:00,32327.8,32332.4,32317.95,32324.4,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:34:00,2020-01-01,09:34,94.0,94.0,90.75,92.0,94.55,113.46,18.909999999999997,0,0,,,2.549999999999997,3.799999999999997,5.599999999999994,0.5499999999999972,-6.450000000000003,,2020-01-01 09:34:00,58.35,60.6,58.15,59.7,66.35,79.61999999999999,13.269999999999996,0,0,,,6.6499999999999915,8.199999999999996,12.649999999999991,5.749999999999993,-4.550000000000011,,152.35,152.15,151.35,151.7
2020-01-01 09:35:00,32326.35,32329.3,32312.05,32313.4,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:35:00,2020-01-01,09:35,92.15,93.4,87.5,87.5,94.55,113.46,18.909999999999997,0,0,,,7.049999999999997,7.049999999999997,7.049999999999997,1.1499999999999915,-6.450000000000003,,2020-01-01 09:35:00,59.55,63.15,59.55,62.7,66.35,79.61999999999999,13.269999999999996,0,0,,,3.6499999999999915,6.799999999999997,12.649999999999991,3.1999999999999957,-4.550000000000011,,151.7,152.95,150.65,150.2
2020-01-01 09:36:00,32313.25,32313.25,32288.7,32304.4,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:36:00,2020-01-01,09:36,87.3,87.3,77.95,86.25,94.55,113.46,18.909999999999997,0,0,,,8.299999999999997,16.599999999999994,16.599999999999994,7.25,-6.450000000000003,,2020-01-01 09:36:00,62.75,68.45,62.75,63.0,66.35,79.61999999999999,13.269999999999996,0,0,,,3.3499999999999943,3.5999999999999943,12.649999999999991,-2.1000000000000085,-4.550000000000011,,150.05,150.05,146.4,149.25
2020-01-01 09:37:00,32306.85,32306.85,32287.85,32291.55,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:37:00,2020-01-01,09:37,85.9,86.55,83.8,84.9,94.55,113.46,18.909999999999997,0,0,,,9.649999999999991,10.75,16.599999999999994,8.0,-6.450000000000003,,2020-01-01 09:37:00,62.95,66.5,62.95,66.0,66.35,79.61999999999999,13.269999999999996,0,0,,,0.3499999999999943,3.3999999999999915,12.649999999999991,-0.15000000000000568,-4.550000000000011,,148.85000000000002,150.3,149.5,150.9
2020-01-01 09:38:00,32292.65,32294.6,32284.35,32290.6,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:38:00,2020-01-01,09:38,84.4,85.35,84.0,85.05,94.55,113.46,18.909999999999997,0,0,,,9.5,10.549999999999997,16.599999999999994,9.200000000000003,-6.450000000000003,,2020-01-01 09:38:00,66.3,66.65,63.7,64.3,66.35,79.61999999999999,13.269999999999996,0,0,,,2.049999999999997,2.6499999999999915,12.649999999999991,-0.30000000000001137,-4.550000000000011,,150.7,150.65,149.05,149.35
2020-01-01 09:39:00,32293.05,32294.0,32286.55,32290.85,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:39:00,2020-01-01,09:39,84.75,85.15,82.95,84.65,94.55,113.46,18.909999999999997,0,0,,,9.899999999999991,11.599999999999994,16.599999999999994,9.399999999999991,-6.450000000000003,,2020-01-01 09:39:00,63.9,66.45,63.9,64.0,66.35,79.61999999999999,13.269999999999996,0,0,,,2.3499999999999943,2.4499999999999957,12.649999999999991,-0.10000000000000853,-4.550000000000011,,148.65,149.4,149.05,148.65
2020-01-01 09:40:00,32289.7,32291.85,32279.85,32280.8,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:40:00,2020-01-01,09:40,84.75,85.6,79.35,79.65,94.55,113.46,18.909999999999997,0,0,,,14.899999999999991,15.200000000000003,16.599999999999994,8.950000000000003,-6.450000000000003,,2020-01-01 09:40:00,63.4,67.7,63.05,67.25,66.35,79.61999999999999,13.269999999999996,0,0,,,-0.9000000000000057,3.299999999999997,12.649999999999991,-1.3500000000000085,-4.550000000000011,,148.15,148.64999999999998,147.05,146.9
2020-01-01 09:41:00,32281.7,32281.7,32237.95,32259.9,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:41:00,2020-01-01,09:41,79.8,79.8,66.85,73.4,94.55,113.46,18.909999999999997,0,0,,,21.14999999999999,27.700000000000003,27.700000000000003,14.75,-6.450000000000003,,2020-01-01 09:41:00,67.65,77.35,67.65,71.85,66.35,79.61999999999999,13.269999999999996,0,0,,,-5.5,-1.3000000000000114,12.649999999999991,-11.0,-11.0,,147.45,147.45,144.2,145.25
2020-01-01 09:42:00,32256.0,32267.5,32256.0,32258.1,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:42:00,2020-01-01,09:42,73.05,74.25,72.05,72.85,94.55,113.46,18.909999999999997,0,0,,,21.700000000000003,22.5,27.700000000000003,20.299999999999997,-6.450000000000003,,2020-01-01 09:42:00,72.0,74.65,70.8,74.5,66.35,79.61999999999999,13.269999999999996,0,0,,,-8.150000000000006,-4.450000000000003,12.649999999999991,-8.300000000000011,-11.0,,145.05,146.7,145.05,147.35
2020-01-01 09:43:00,32261.9,32261.9,32251.65,32255.45,32300.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:43:00,2020-01-01,09:43,72.3,72.4,69.45,69.95,94.55,113.46,18.909999999999997,0,0,,,24.599999999999994,25.099999999999994,27.700000000000003,22.14999999999999,-6.450000000000003,,2020-01-01 09:43:00,75.4,81.65,75.25,80.3,66.35,79.61999999999999,13.269999999999996,1,0,SL_hit,79.61999999999999,-13.950000000000003,-8.900000000000006,12.649999999999991,-15.300000000000011,-15.300000000000011,-13.269999999999996,147.7,151.10000000000002,147.65,150.25
2020-01-01 09:44:00,32253.05,32253.05,32245.2,32247.55,32200.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:44:00,2020-01-01,09:44,70.15,70.95,67.15,70.95,94.55,113.46,18.909999999999997,0,0,,,23.599999999999994,27.39999999999999,27.700000000000003,23.599999999999994,-6.450000000000003,,2020-01-01 09:44:00,80.1,80.85,76.2,76.2,66.35,79.61999999999999,13.269999999999996,1,0,SL_hit,79.61999999999999,-9.850000000000009,-9.850000000000009,12.649999999999991,-14.5,-15.300000000000011,-13.269999999999996,150.25,148.0,147.15,147.15
2020-01-01 09:45:00,32247.6,32251.8,32217.1,32221.05,32200.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:45:00,2020-01-01,09:45,71.65,71.65,57.0,58.3,94.55,113.46,18.909999999999997,0,0,,,36.25,37.55,37.55,22.89999999999999,-6.450000000000003,,2020-01-01 09:45:00,76.8,92.95,75.9,91.85,66.35,79.61999999999999,13.269999999999996,1,0,SL_hit,79.61999999999999,-25.5,-9.550000000000011,12.649999999999991,-26.60000000000001,-26.60000000000001,-13.269999999999996,148.45,149.95,147.55,150.14999999999998
2020-01-01 09:46:00,32219.85,32220.8,32178.55,32185.15,32200.0,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,2020-01-01 09:46:00,2020-01-01,09:46,60.65,60.65,50.5,52.2,94.55,113.46,18.909999999999997,0,0,,,42.349999999999994,44.05,44.05,33.9,-6.450000000000003,,2020-01-01 09:46:00,89.2,111.0,87.8,104.2,66.35,79.61999999999999,13.269999999999996,1,0,SL_hit,79.61999999999999,-37.85000000000001,-21.450000000000003,12.649999999999991,-44.650000000000006,-44.650000000000006,-13.269999999999996,149.85,161.5,148.45,156.4
