datetime,open,high,low,close,ATMStrPr,currWeek_exp_dt,nextWeek_exp_dt,farWeek_exp_dt,currMonth_exp_dt,nextMonth_exp_dt,farMonth_exp_dt,index_x,CEdate,CEtime,CEopen,CEhigh,CElow,CEclose,CEentryPrice,CEstoploss,CEtarget,CE_SLhit,CE_Tgthit,CEhitstatus,CEexitPrice,CE_MTM,CE_highMTM,CE_maxMTM,CE_lowMTM,CE_minMTM,CE_PnL,index_y,PEopen,PEhigh,PElow,PEclose,PEentryPrice,PEstoploss,PEtarget,PE_SLhit,PE_Tgthit,PEhitstatus,PEexitPrice,PE_MTM,PE_highMTM,PE_maxMTM,PE_lowMTM,PE_minMTM,PE_PnL,CBopen,CBhigh,CBlow,CBclose
2022-09-02 09:15:00,39433.45,39510.9,39372.05,39505.45,39500.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:15:00,2022-09-02,09:15,421.95,475.0,395.0,463.1,,,,0,0,,,,,,,,,2022-09-02 09:15:00,360.0,381.3,338.95,349.65,,,,0,0,,,,,,,,,781.95,813.95,776.3,812.75
2022-09-02 09:16:00,39498.2,39588.25,39498.2,39583.15,39600.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:16:00,2022-09-02,09:16,460.95,498.8,456.75,492.8,,,,0,0,,,,,,,,,2022-09-02 09:16:00,347.25,347.25,314.1,317.65,,,,0,0,,,,,,,,,808.2,812.9000000000001,804.0,810.45
2022-09-02 09:17:00,39589.4,39595.85,39541.9,39558.9,39600.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:17:00,2022-09-02,09:17,493.35,501.0,475.0,489.0,,,,0,0,,,,,,,,,2022-09-02 09:17:00,317.8,331.0,310.85,321.35,,,,0,0,,,,,,,,,811.1500000000001,811.85,806.0,810.35
2022-09-02 09:18:00,39564.65,39570.55,39529.45,39529.45,39500.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:18:00,2022-09-02,09:18,492.1,492.1,475.95,475.95,,,,0,0,,,,,,,,,2022-09-02 09:18:00,322.15,333.95,318.15,333.95,,,,0,0,,,,,,,,,814.25,810.25,809.9,809.9
2022-09-02 09:19:00,39534.55,39534.55,39427.3,39433.15,39400.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:19:00,2022-09-02,09:19,473.45,473.45,423.85,439.15,,,,0,0,,,,,,,,,2022-09-02 09:19:00,332.5,404.35,332.15,393.5,,,,0,0,,,,,,,,,805.95,828.2,805.5999999999999,832.65
2022-09-02 09:20:00,39445.5,39491.0,39433.75,39447.15,39400.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:20:00,2022-09-02,09:20,442.4,464.55,435.1,441.3,,,,0,0,,,,,,,,,2022-09-02 09:20:00,379.9,390.1,366.15,390.1,,,,0,0,,,,,,,,,822.3,830.7,825.2,831.4000000000001
2022-09-02 09:21:00,39445.65,39450.35,39392.55,39419.15,39400.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:21:00,2022-09-02,09:21,438.45,441.55,412.3,434.3,441.3,529.56,88.25999999999998,0,0,,,7.0,29.0,29.0,-0.25,-0.25,,2022-09-02 09:21:00,390.85,424.75,386.8,411.1,390.1,468.12,78.01999999999998,0,0,,,-21.0,3.3000000000000114,3.3000000000000114,-34.64999999999998,-34.64999999999998,,829.3,837.05,828.35,845.4000000000001
2022-09-02 09:22:00,39421.3,39482.2,39413.6,39468.25,39500.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:22:00,2022-09-02,09:22,432.8,459.95,426.7,447.85,441.3,529.56,88.25999999999998,0,0,,,-6.550000000000011,14.600000000000023,29.0,-18.649999999999977,-18.649999999999977,,2022-09-02 09:22:00,412.35,419.0,373.1,380.35,390.1,468.12,78.01999999999998,0,0,,,9.75,17.0,17.0,-28.899999999999977,-34.64999999999998,,845.1500000000001,845.7,833.05,828.2
2022-09-02 09:23:00,39460.95,39466.8,39400.05,39410.4,39400.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:23:00,2022-09-02,09:23,446.95,446.95,419.7,422.65,441.3,529.56,88.25999999999998,0,0,,,18.650000000000034,21.600000000000023,29.0,-5.649999999999977,-18.649999999999977,,2022-09-02 09:23:00,382.5,423.5,379.65,423.5,390.1,468.12,78.01999999999998,0,0,,,-33.39999999999998,10.450000000000045,17.0,-33.39999999999998,-34.64999999999998,,829.45,843.2,826.5999999999999,846.15
2022-09-02 09:24:00,39409.7,39435.2,39405.75,39432.1,39400.0,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-27,2022-11-24,2022-09-02 09:24:00,2022-09-02,09:24,424.25,432.8,421.65,424.1,441.3,529.56,88.25999999999998,0,0,,,17.19999999999999,19.650000000000034,29.0,8.5,-18.649999999999977,,2022-09-02 09:24:00,419.55,419.55,401.05,402.0,390.1,468.12,78.01999999999998,0,0,,,-11.899999999999977,-10.949999999999989,17.0,-29.44999999999999,-34.64999999999998,,843.8,841.2,833.85,826.1
