datetime,open,high,low,close,ATMStrPr,currWeek_exp_dt,nextWeek_exp_dt,farWeek_exp_dt,currMonth_exp_dt,nextMonth_exp_dt,farMonth_exp_dt
2021-03-18 09:56:00,34706.0,34720.8,34699.1,34704.45,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 09:57:00,34701.25,34701.85,34674.55,34678.55,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 09:58:00,34681.05,34690.35,34670.4,34670.4,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 09:59:00,34671.4,34692.0,34664.55,34686.95,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:00:00,34687.75,34687.75,34652.65,34664.8,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:01:00,34662.1,34673.3,34655.05,34655.05,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:02:00,34654.05,34670.55,34650.5,34667.95,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:03:00,34668.95,34678.15,34653.65,34655.65,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:04:00,34658.5,34682.35,34657.8,34673.6,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:05:00,34672.5,34702.0,34668.7,34697.9,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:06:00,34701.2,34702.6,34667.95,34667.95,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:07:00,34668.3,34689.5,34668.3,34689.15,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:08:00,34690.75,34708.65,34672.1,34674.8,34700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:09:00,34670.8,34670.9,34638.25,34642.5,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:10:00,34644.1,34651.95,34624.75,34624.75,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:11:00,34626.75,34632.65,34607.6,34611.15,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:12:00,34609.9,34609.9,34574.75,34588.35,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:13:00,34592.1,34599.35,34575.55,34597.3,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:14:00,34597.5,34602.15,34586.1,34599.8,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:15:00,34596.7,34635.6,34596.5,34630.7,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:16:00,34632.7,34633.0,34597.85,34604.25,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:17:00,34596.6,34622.85,34592.35,34618.25,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:18:00,34620.85,34621.95,34600.05,34600.7,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:19:00,34597.0,34603.65,34589.6,34594.6,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:20:00,34597.5,34618.0,34597.5,34611.6,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:21:00,34614.2,34614.2,34581.25,34599.95,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:22:00,34602.7,34618.1,34602.7,34611.9,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:23:00,34610.55,34620.75,34610.0,34612.0,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:24:00,34616.25,34616.25,34601.85,34611.85,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:25:00,34610.15,34614.35,34575.4,34575.4,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:26:00,34572.2,34578.25,34552.1,34577.05,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:27:00,34575.5,34575.5,34548.0,34556.8,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:28:00,34561.05,34569.9,34559.05,34569.9,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:29:00,34569.1,34601.2,34565.1,34593.85,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:30:00,34594.25,34594.25,34535.1,34536.85,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:31:00,34530.7,34546.7,34530.7,34531.85,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:32:00,34530.35,34541.75,34518.55,34533.8,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:33:00,34534.9,34534.9,34517.75,34518.95,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:34:00,34516.65,34517.4,34471.15,34483.7,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:35:00,34481.75,34500.05,34462.2,34495.8,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:36:00,34491.8,34496.9,34485.2,34492.15,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:37:00,34497.45,34509.55,34494.75,34504.6,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:38:00,34503.85,34514.05,34489.65,34489.65,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:39:00,34486.95,34489.55,34475.35,34480.95,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:40:00,34483.9,34483.9,34434.4,34441.05,34400.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:41:00,34435.55,34449.8,34427.05,34444.65,34400.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:42:00,34446.3,34446.3,34407.15,34441.75,34400.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:43:00,34438.5,34456.4,34430.05,34451.35,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:44:00,34451.15,34462.3,34443.25,34443.25,34400.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:45:00,34446.55,34502.0,34443.35,34499.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:46:00,34501.85,34537.3,34501.85,34529.35,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:47:00,34531.7,34545.8,34525.6,34535.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:48:00,34536.25,34556.65,34533.25,34540.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:49:00,34541.2,34571.0,34538.3,34560.6,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:50:00,34563.35,34584.35,34555.0,34575.25,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:51:00,34581.5,34583.9,34553.25,34576.05,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:52:00,34575.05,34575.5,34549.1,34549.1,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:53:00,34540.55,34564.9,34533.9,34564.9,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:54:00,34550.75,34552.25,34541.35,34545.45,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:55:00,34550.7,34552.55,34524.25,34536.4,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:56:00,34533.65,34537.2,34499.35,34502.65,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:57:00,34500.7,34518.5,34498.05,34507.7,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:58:00,34504.0,34514.9,34500.7,34504.4,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 10:59:00,34503.3,34522.1,34503.25,34512.7,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:00:00,34513.5,34519.75,34503.75,34512.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:01:00,34512.0,34520.2,34507.4,34516.15,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:02:00,34515.65,34532.2,34512.2,34532.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:03:00,34533.65,34533.65,34499.9,34505.25,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:04:00,34504.65,34521.6,34502.6,34519.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:05:00,34520.4,34520.4,34498.95,34511.05,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:06:00,34512.15,34512.15,34487.8,34490.25,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:07:00,34490.85,34500.1,34487.25,34496.8,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:08:00,34493.65,34502.35,34472.0,34496.25,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:09:00,34498.25,34505.2,34487.5,34496.15,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:10:00,34494.95,34506.95,34489.5,34501.5,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:11:00,34498.3,34503.35,34490.15,34500.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:12:00,34499.1,34499.85,34486.1,34495.6,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:13:00,34494.15,34500.35,34480.0,34488.8,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:14:00,34484.15,34497.4,34482.3,34495.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:15:00,34495.1,34509.75,34490.55,34505.35,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:16:00,34502.6,34520.3,34502.6,34520.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:17:00,34519.5,34523.4,34512.45,34515.1,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:18:00,34513.65,34516.85,34510.45,34512.65,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:19:00,34510.05,34518.95,34490.35,34494.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:20:00,34494.5,34495.9,34461.4,34472.05,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:21:00,34473.9,34492.6,34471.1,34481.05,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:22:00,34477.9,34493.85,34476.95,34482.3,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:23:00,34480.8,34487.45,34480.25,34483.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:24:00,34483.3,34496.5,34483.3,34493.75,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:25:00,34494.9,34506.25,34494.0,34505.9,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:26:00,34505.6,34517.55,34497.85,34499.15,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:27:00,34498.95,34499.25,34477.3,34478.95,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:28:00,34480.8,34493.35,34476.9,34488.45,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:29:00,34488.6,34492.05,34482.25,34485.05,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:30:00,34488.0,34497.8,34484.85,34496.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:31:00,34496.3,34527.7,34493.5,34522.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:32:00,34523.3,34525.8,34495.15,34495.15,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:33:00,34493.35,34497.6,34484.25,34489.3,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:34:00,34489.85,34495.55,34486.7,34492.1,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:35:00,34488.0,34493.65,34467.6,34482.6,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:36:00,34484.25,34487.0,34477.55,34479.05,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:37:00,34477.05,34478.45,34462.2,34469.3,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:38:00,34466.4,34471.95,34460.95,34468.3,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:39:00,34470.7,34475.4,34468.55,34473.25,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:40:00,34473.55,34473.55,34432.2,34443.05,34400.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:41:00,34444.95,34446.3,34432.25,34444.65,34400.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:42:00,34438.55,34443.65,34405.35,34431.1,34400.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:43:00,34434.55,34454.4,34425.75,34452.75,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:44:00,34456.65,34456.65,34435.2,34445.55,34400.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:45:00,34439.55,34452.25,34431.1,34451.95,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:46:00,34450.7,34453.05,34433.25,34436.15,34400.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:47:00,34437.35,34453.55,34433.5,34453.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:48:00,34452.9,34468.25,34451.6,34466.85,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:49:00,34468.0,34468.8,34454.6,34465.8,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:50:00,34464.05,34485.0,34463.7,34482.1,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:51:00,34481.5,34513.65,34481.5,34496.25,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:52:00,34494.4,34516.7,34489.2,34516.7,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:53:00,34515.05,34543.3,34514.7,34540.4,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:54:00,34539.05,34541.0,34513.35,34517.3,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:55:00,34519.2,34524.45,34499.55,34499.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:56:00,34498.05,34515.5,34498.05,34505.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:57:00,34504.75,34516.65,34502.55,34507.2,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:58:00,34508.0,34523.05,34507.1,34520.3,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 11:59:00,34520.6,34550.8,34520.4,34550.55,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:00:00,34552.25,34583.9,34552.25,34572.15,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:01:00,34571.85,34575.0,34537.65,34540.45,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:02:00,34537.6,34538.45,34531.6,34531.6,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:03:00,34535.95,34539.45,34508.05,34527.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:04:00,34526.6,34530.75,34521.65,34529.45,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:05:00,34525.95,34526.2,34499.25,34504.9,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:06:00,34504.05,34535.4,34502.1,34535.4,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:07:00,34538.25,34545.5,34532.45,34534.4,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:08:00,34535.85,34565.1,34534.45,34556.05,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:09:00,34560.3,34567.75,34558.3,34560.65,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:10:00,34561.95,34576.4,34556.35,34576.4,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:11:00,34576.2,34596.95,34567.7,34596.95,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:12:00,34595.95,34617.85,34595.95,34614.2,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:13:00,34613.4,34617.3,34582.5,34598.65,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:14:00,34597.75,34634.3,34594.25,34624.15,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:15:00,34619.5,34639.9,34583.9,34594.8,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:16:00,34592.95,34614.25,34589.35,34611.95,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:17:00,34608.05,34612.15,34598.5,34602.2,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:18:00,34601.5,34603.35,34567.55,34577.4,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:19:00,34580.8,34587.0,34544.15,34561.55,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:20:00,34560.6,34561.25,34527.15,34530.85,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:21:00,34526.9,34557.15,34524.3,34546.45,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:22:00,34546.55,34550.45,34537.0,34542.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:23:00,34544.3,34553.7,34522.15,34526.35,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:24:00,34528.0,34546.75,34528.0,34543.7,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:25:00,34545.45,34546.15,34531.0,34542.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:26:00,34541.45,34541.45,34520.0,34524.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:27:00,34522.65,34541.7,34522.65,34538.9,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:28:00,34540.45,34581.2,34540.45,34554.9,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:29:00,34558.8,34559.45,34541.65,34556.2,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:30:00,34553.9,34566.5,34553.9,34558.65,34600.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:31:00,34562.25,34563.0,34524.15,34524.65,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:32:00,34524.2,34524.5,34489.0,34510.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:33:00,34509.75,34518.9,34489.7,34507.5,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 12:34:00,34505.0,34517.7,34500.75,34505.55,34500.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
