date,final_close,final_CEentryPrice,final_CEhitstatus,final_CE_maxMTM,final_CE_minMTM,final_CE_PnL,final_PEentryPrice,final_PEhitstatus,final_PE_maxMTM,final_PE_minMTM,final_PE_PnL,finalTotal_PnL
2020-03-23,17018.35,17018.35,17018.35,17018.35,17018.35,17018.35,17018.35,17018.35,17018.35,17018.35,17018.35,17018.35
2020-03-24,17282.75,17282.75,17282.75,17282.75,17282.75,17282.75,17282.75,17282.75,17282.75,17282.75,17282.75,17282.75
2020-03-25,18549.05,18549.05,18549.05,18549.05,18549.05,18549.05,18549.05,18549.05,18549.05,18549.05,18549.05,18549.05
2020-03-26,19656.5,19656.5,19656.5,19656.5,19656.5,19656.5,19656.5,19656.5,19656.5,19656.5,19656.5,19656.5
2020-03-27,19911.0,19911.0,19911.0,19911.0,19911.0,19911.0,19911.0,19911.0,19911.0,19911.0,19911.0,19911.0
2020-03-30,18759.7,18759.7,18759.7,18759.7,18759.7,18759.7,18759.7,18759.7,18759.7,18759.7,18759.7,18759.7
2020-03-31,19054.0,19054.0,19054.0,19054.0,19054.0,19054.0,19054.0,19054.0,19054.0,19054.0,19054.0,19054.0
2020-04-01,18202.5,18202.5,18202.5,18202.5,18202.5,18202.5,18202.5,18202.5,18202.5,18202.5,18202.5,18202.5
2020-04-03,17302.35,17302.35,17302.35,17302.35,17302.35,17302.35,17302.35,17302.35,17302.35,17302.35,17302.35,17302.35
2020-04-07,19055.45,19055.45,19055.45,19055.45,19055.45,19055.45,19055.45,19055.45,19055.45,19055.45,19055.45,19055.45
