date,final_close,final_CEentryPrice,final_CEhitstatus,final_CE_maxMTM,final_CE_minMTM,final_CE_PnL,final_PEentryPrice,final_PEhitstatus,final_PE_maxMTM,final_PE_minMTM,final_PE_PnL,finalTotal_PnL
2020-04-08,18936.2,18936.2,18936.2,18936.2,18936.2,18936.2,18936.2,18936.2,18936.2,18936.2,18936.2,18936.2
2020-04-09,19864.1,19864.1,19864.1,19864.1,19864.1,19864.1,19864.1,19864.1,19864.1,19864.1,19864.1,19864.1
2020-04-13,19534.95,19534.95,19534.95,19534.95,19534.95,19534.95,19534.95,19534.95,19534.95,19534.95,19534.95,19534.95
2020-04-15,19120.9,19120.9,19120.9,19120.9,19120.9,19120.9,19120.9,19120.9,19120.9,19120.9,19120.9,19120.9
2020-04-16,19485.2,19485.2,19485.2,19485.2,19485.2,19485.2,19485.2,19485.2,19485.2,19485.2,19485.2,19485.2
2020-04-17,20749.25,20749.25,20749.25,20749.25,20749.25,20749.25,20749.25,20749.25,20749.25,20749.25,20749.25,20749.25
2020-04-20,20494.65,20494.65,20494.65,20494.65,20494.65,20494.65,20494.65,20494.65,20494.65,20494.65,20494.65,20494.65
2020-04-21,19359.25,19359.25,19359.25,19359.25,19359.25,19359.25,19359.25,19359.25,19359.25,19359.25,19359.25,19359.25
2020-04-22,19745.2,19745.2,19745.2,19745.2,19745.2,19745.2,19745.2,19745.2,19745.2,19745.2,19745.2,19745.2
2020-04-23,20203.7,20203.7,20203.7,20203.7,20203.7,20203.7,20203.7,20203.7,20203.7,20203.7,20203.7,20203.7
2020-04-24,19637.9,19637.9,19637.9,19637.9,19637.9,19637.9,19637.9,19637.9,19637.9,19637.9,19637.9,19637.9
2020-04-27,20073.1,20073.1,20073.1,20073.1,20073.1,20073.1,20073.1,20073.1,20073.1,20073.1,20073.1,20073.1
2020-04-28,20739.85,20739.85,20739.85,20739.85,20739.85,20739.85,20739.85,20739.85,20739.85,20739.85,20739.85,20739.85
2020-04-29,20982.65,20982.65,20982.65,20982.65,20982.65,20982.65,20982.65,20982.65,20982.65,20982.65,20982.65,20982.65
2020-04-30,21481.65,21481.65,21481.65,21481.65,21481.65,21481.65,21481.65,21481.65,21481.65,21481.65,21481.65,21481.65
2020-05-04,19813.25,19813.25,19813.25,19813.25,19813.25,19813.25,19813.25,19813.25,19813.25,19813.25,19813.25,19813.25
2020-05-05,19334.85,19334.85,19334.85,19334.85,19334.85,19334.85,19334.85,19334.85,19334.85,19334.85,19334.85,19334.85
2020-05-06,19762.3,19762.3,19762.3,19762.3,19762.3,19762.3,19762.3,19762.3,19762.3,19762.3,19762.3,19762.3
2020-05-07,19533.0,19533.0,19533.0,19533.0,19533.0,19533.0,19533.0,19533.0,19533.0,19533.0,19533.0,19533.0
2020-05-08,19360.7,19360.7,19360.7,19360.7,19360.7,19360.7,19360.7,19360.7,19360.7,19360.7,19360.7,19360.7
2020-05-11,18974.05,18974.05,18974.05,18974.05,18974.05,18974.05,18974.05,18974.05,18974.05,18974.05,18974.05,18974.05
2020-05-12,18893.4,18893.4,18893.4,18893.4,18893.4,18893.4,18893.4,18893.4,18893.4,18893.4,18893.4,18893.4
2020-05-13,19656.8,19656.8,19656.8,19656.8,19656.8,19656.8,19656.8,19656.8,19656.8,19656.8,19656.8,19656.8
2020-05-14,19096.5,19096.5,19096.5,19096.5,19096.5,19096.5,19096.5,19096.5,19096.5,19096.5,19096.5,19096.5
2020-05-15,18821.2,18821.2,18821.2,18821.2,18821.2,18821.2,18821.2,18821.2,18821.2,18821.2,18821.2,18821.2
2020-05-18,17647.4,17647.4,17647.4,17647.4,17647.4,17647.4,17647.4,17647.4,17647.4,17647.4,17647.4,17647.4
2020-05-19,17522.85,17522.85,17522.85,17522.85,17522.85,17522.85,17522.85,17522.85,17522.85,17522.85,17522.85,17522.85
2020-05-20,17934.0,17934.0,17934.0,17934.0,17934.0,17934.0,17934.0,17934.0,17934.0,17934.0,17934.0,17934.0
2020-05-21,17744.2,17744.2,17744.2,17744.2,17744.2,17744.2,17744.2,17744.2,17744.2,17744.2,17744.2,17744.2
2020-05-22,17352.15,17352.15,17352.15,17352.15,17352.15,17352.15,17352.15,17352.15,17352.15,17352.15,17352.15,17352.15
2020-05-26,17506.5,17506.5,17506.5,17506.5,17506.5,17506.5,17506.5,17506.5,17506.5,17506.5,17506.5,17506.5
2020-05-27,18713.6,18713.6,18713.6,18713.6,18713.6,18713.6,18713.6,18713.6,18713.6,18713.6,18713.6,18713.6
2020-05-28,19150.9,19150.9,19150.9,19150.9,19150.9,19150.9,19150.9,19150.9,19150.9,19150.9,19150.9,19150.9
2020-05-29,19212.8,19212.8,19212.8,19212.8,19212.8,19212.8,19212.8,19212.8,19212.8,19212.8,19212.8,19212.8
2020-06-01,19909.9,19909.9,19909.9,19909.9,19909.9,19909.9,19909.9,19909.9,19909.9,19909.9,19909.9,19909.9
2020-06-02,20610.4,20610.4,20610.4,20610.4,20610.4,20610.4,20610.4,20610.4,20610.4,20610.4,20610.4,20610.4
2020-06-03,20918.6,20918.6,20918.6,20918.6,20918.6,20918.6,20918.6,20918.6,20918.6,20918.6,20918.6,20918.6
2020-06-05,21178.7,21178.7,21178.7,21178.7,21178.7,21178.7,21178.7,21178.7,21178.7,21178.7,21178.7,21178.7
2020-06-08,21226.25,21226.25,21226.25,21226.25,21226.25,21226.25,21226.25,21226.25,21226.25,21226.25,21226.25,21226.25
2020-06-09,20651.85,20651.85,20651.85,20651.85,20651.85,20651.85,20651.85,20651.85,20651.85,20651.85,20651.85,20651.85
2020-06-10,21240.25,21240.25,21240.25,21240.25,21240.25,21240.25,21240.25,21240.25,21240.25,21240.25,21240.25,21240.25
2020-06-11,20539.2,20539.2,20539.2,20539.2,20539.2,20539.2,20539.2,20539.2,20539.2,20539.2,20539.2,20539.2
2020-06-12,20589.6,20589.6,20589.6,20589.6,20589.6,20589.6,20589.6,20589.6,20589.6,20589.6,20589.6,20589.6
2020-06-15,19926.5,19926.5,19926.5,19926.5,19926.5,19926.5,19926.5,19926.5,19926.5,19926.5,19926.5,19926.5
2020-06-16,20245.4,20245.4,20245.4,20245.4,20245.4,20245.4,20245.4,20245.4,20245.4,20245.4,20245.4,20245.4
2020-06-17,20197.6,20197.6,20197.6,20197.6,20197.6,20197.6,20197.6,20197.6,20197.6,20197.6,20197.6,20197.6
2020-06-18,20919.7,20919.7,20919.7,20919.7,20919.7,20919.7,20919.7,20919.7,20919.7,20919.7,20919.7,20919.7
2020-06-19,21344.25,21344.25,21344.25,21344.25,21344.25,21344.25,21344.25,21344.25,21344.25,21344.25,21344.25,21344.25
2020-06-22,21737.75,21737.75,21737.75,21737.75,21737.75,21737.75,21737.75,21737.75,21737.75,21737.75,21737.75,21737.75
2020-06-23,22318.95,22318.95,22318.95,22318.95,22318.95,22318.95,22318.95,22318.95,22318.95,22318.95,22318.95,22318.95
2020-06-24,21457.85,21457.85,21457.85,21457.85,21457.85,21457.85,21457.85,21457.85,21457.85,21457.85,21457.85,21457.85
2020-06-25,21504.75,21504.75,21504.75,21504.75,21504.75,21504.75,21504.75,21504.75,21504.75,21504.75,21504.75,21504.75
2020-06-26,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8
2020-06-29,21368.35,21368.35,21368.35,21368.35,21368.35,21368.35,21368.35,21368.35,21368.35,21368.35,21368.35,21368.35
2020-06-30,21376.2,21376.2,21376.2,21376.2,21376.2,21376.2,21376.2,21376.2,21376.2,21376.2,21376.2,21376.2
2020-07-01,21891.55,21891.55,21891.55,21891.55,21891.55,21891.55,21891.55,21891.55,21891.55,21891.55,21891.55,21891.55
2020-07-02,21990.15,21990.15,21990.15,21990.15,21990.15,21990.15,21990.15,21990.15,21990.15,21990.15,21990.15,21990.15
2020-07-03,21856.2,21856.2,21856.2,21856.2,21856.2,21856.2,21856.2,21856.2,21856.2,21856.2,21856.2,21856.2
2020-07-06,22201.15,22201.15,22201.15,22201.15,22201.15,22201.15,22201.15,22201.15,22201.15,22201.15,22201.15,22201.15
2020-07-07,22567.7,22567.7,22567.7,22567.7,22567.7,22567.7,22567.7,22567.7,22567.7,22567.7,22567.7,22567.7
2020-07-08,22568.9,22568.9,22568.9,22568.9,22568.9,22568.9,22568.9,22568.9,22568.9,22568.9,22568.9,22568.9
2020-07-09,22954.05,22954.05,22954.05,22954.05,22954.05,22954.05,22954.05,22954.05,22954.05,22954.05,22954.05,22954.05
2020-07-10,22411.3,22411.3,22411.3,22411.3,22411.3,22411.3,22411.3,22411.3,22411.3,22411.3,22411.3,22411.3
2020-07-13,22118.55,22118.55,22118.55,22118.55,22118.55,22118.55,22118.55,22118.55,22118.55,22118.55,22118.55,22118.55
2020-07-14,21419.1,21419.1,21419.1,21419.1,21419.1,21419.1,21419.1,21419.1,21419.1,21419.1,21419.1,21419.1
2020-07-15,21413.15,21413.15,21413.15,21413.15,21413.15,21413.15,21413.15,21413.15,21413.15,21413.15,21413.15,21413.15
2020-07-16,21551.7,21551.7,21551.7,21551.7,21551.7,21551.7,21551.7,21551.7,21551.7,21551.7,21551.7,21551.7
2020-07-17,22065.0,22065.0,22065.0,22065.0,22065.0,22065.0,22065.0,22065.0,22065.0,22065.0,22065.0,22065.0
2020-07-20,22281.7,22281.7,22281.7,22281.7,22281.7,22281.7,22281.7,22281.7,22281.7,22281.7,22281.7,22281.7
2020-07-21,22801.4,22801.4,22801.4,22801.4,22801.4,22801.4,22801.4,22801.4,22801.4,22801.4,22801.4,22801.4
2020-07-22,22883.4,22883.4,22883.4,22883.4,22883.4,22883.4,22883.4,22883.4,22883.4,22883.4,22883.4,22883.4
2020-07-23,23104.45,23104.45,23104.45,23104.45,23104.45,23104.45,23104.45,23104.45,23104.45,23104.45,23104.45,23104.45
2020-07-24,22675.15,22675.15,22675.15,22675.15,22675.15,22675.15,22675.15,22675.15,22675.15,22675.15,22675.15,22675.15
2020-07-27,21857.6,21857.6,21857.6,21857.6,21857.6,21857.6,21857.6,21857.6,21857.6,21857.6,21857.6,21857.6
2020-07-28,22082.9,22082.9,22082.9,22082.9,22082.9,22082.9,22082.9,22082.9,22082.9,22082.9,22082.9,22082.9
2020-07-29,22066.35,22066.35,22066.35,22066.35,22066.35,22066.35,22066.35,22066.35,22066.35,22066.35,22066.35,22066.35
2020-07-30,21649.05,21649.05,21649.05,21649.05,21649.05,21649.05,21649.05,21649.05,21649.05,21649.05,21649.05,21649.05
2020-07-31,21652.4,21652.4,21652.4,21652.4,21652.4,21652.4,21652.4,21652.4,21652.4,21652.4,21652.4,21652.4
2020-08-03,21135.35,21135.35,21135.35,21135.35,21135.35,21135.35,21135.35,21135.35,21135.35,21135.35,21135.35,21135.35
2020-08-04,21487.45,21487.45,21487.45,21487.45,21487.45,21487.45,21487.45,21487.45,21487.45,21487.45,21487.45,21487.45
2020-08-05,21556.3,21556.3,21556.3,21556.3,21556.3,21556.3,21556.3,21556.3,21556.3,21556.3,21556.3,21556.3
2020-08-06,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8,21660.8
2020-08-07,21760.0,21760.0,21760.0,21760.0,21760.0,21760.0,21760.0,21760.0,21760.0,21760.0,21760.0,21760.0
2020-08-10,21926.6,21926.6,21926.6,21926.6,21926.6,21926.6,21926.6,21926.6,21926.6,21926.6,21926.6,21926.6
2020-08-11,22243.9,22243.9,22243.9,22243.9,22243.9,22243.9,22243.9,22243.9,22243.9,22243.9,22243.9,22243.9
2020-08-12,22239.7,22239.7,22239.7,22239.7,22239.7,22239.7,22239.7,22239.7,22239.7,22239.7,22239.7,22239.7
2020-08-13,22230.85,22230.85,22230.85,22230.85,22230.85,22230.85,22230.85,22230.85,22230.85,22230.85,22230.85,22230.85
2020-08-14,21695.65,21695.65,21695.65,21695.65,21695.65,21695.65,21695.65,21695.65,21695.65,21695.65,21695.65,21695.65
2020-08-17,21755.2,21755.2,21755.2,21755.2,21755.2,21755.2,21755.2,21755.2,21755.2,21755.2,21755.2,21755.2
2020-08-18,22158.65,22158.65,22158.65,22158.65,22158.65,22158.65,22158.65,22158.65,22158.65,22158.65,22158.65,22158.65
2020-08-19,22293.25,22293.25,22293.25,22293.25,22293.25,22293.25,22293.25,22293.25,22293.25,22293.25,22293.25,22293.25
2020-08-20,21978.35,21978.35,21978.35,21978.35,21978.35,21978.35,21978.35,21978.35,21978.35,21978.35,21978.35,21978.35
2020-08-21,22312.65,22312.65,22312.65,22312.65,22312.65,22312.65,22312.65,22312.65,22312.65,22312.65,22312.65,22312.65
2020-08-24,22811.8,22811.8,22811.8,22811.8,22811.8,22811.8,22811.8,22811.8,22811.8,22811.8,22811.8,22811.8
2020-08-25,23102.9,23102.9,23102.9,23102.9,23102.9,23102.9,23102.9,23102.9,23102.9,23102.9,23102.9,23102.9
2020-08-26,23433.85,23433.85,23433.85,23433.85,23433.85,23433.85,23433.85,23433.85,23433.85,23433.85,23433.85,23433.85
2020-08-27,23637.1,23637.1,23637.1,23637.1,23637.1,23637.1,23637.1,23637.1,23637.1,23637.1,23637.1,23637.1
2020-08-28,24588.95,24588.95,24588.95,24588.95,24588.95,24588.95,24588.95,24588.95,24588.95,24588.95,24588.95,24588.95
2020-08-31,23666.6,23666.6,23666.6,23666.6,23666.6,23666.6,23666.6,23666.6,23666.6,23666.6,23666.6,23666.6
2020-09-01,23858.3,23858.3,23858.3,23858.3,23858.3,23858.3,23858.3,23858.3,23858.3,23858.3,23858.3,23858.3
2020-09-02,23875.05,23875.05,23875.05,23875.05,23875.05,23875.05,23875.05,23875.05,23875.05,23875.05,23875.05,23875.05
2020-09-03,23575.65,23575.65,23575.65,23575.65,23575.65,23575.65,23575.65,23575.65,23575.65,23575.65,23575.65,23575.65
2020-09-04,23077.8,23077.8,23077.8,23077.8,23077.8,23077.8,23077.8,23077.8,23077.8,23077.8,23077.8,23077.8
2020-09-07,22979.35,22979.35,22979.35,22979.35,22979.35,22979.35,22979.35,22979.35,22979.35,22979.35,22979.35,22979.35
2020-09-08,22664.5,22664.5,22664.5,22664.5,22664.5,22664.5,22664.5,22664.5,22664.5,22664.5,22664.5,22664.5
2020-09-09,22299.85,22299.85,22299.85,22299.85,22299.85,22299.85,22299.85,22299.85,22299.85,22299.85,22299.85,22299.85
2020-09-10,22490.3,22490.3,22490.3,22490.3,22490.3,22490.3,22490.3,22490.3,22490.3,22490.3,22490.3,22490.3
2020-09-11,22517.45,22517.45,22517.45,22517.45,22517.45,22517.45,22517.45,22517.45,22517.45,22517.45,22517.45,22517.45
2020-09-14,22081.15,22081.15,22081.15,22081.15,22081.15,22081.15,22081.15,22081.15,22081.15,22081.15,22081.15,22081.15
2020-09-15,22508.25,22508.25,22508.25,22508.25,22508.25,22508.25,22508.25,22508.25,22508.25,22508.25,22508.25,22508.25
2020-09-16,22545.15,22545.15,22545.15,22545.15,22545.15,22545.15,22545.15,22545.15,22545.15,22545.15,22545.15,22545.15
2020-09-17,22327.3,22327.3,22327.3,22327.3,22327.3,22327.3,22327.3,22327.3,22327.3,22327.3,22327.3,22327.3
2020-09-18,22063.55,22063.55,22063.55,22063.55,22063.55,22063.55,22063.55,22063.55,22063.55,22063.55,22063.55,22063.55
2020-09-21,21290.1,21290.1,21290.1,21290.1,21290.1,21290.1,21290.1,21290.1,21290.1,21290.1,21290.1,21290.1
2020-09-22,21185.5,21185.5,21185.5,21185.5,21185.5,21185.5,21185.5,21185.5,21185.5,21185.5,21185.5,21185.5
2020-09-23,21239.9,21239.9,21239.9,21239.9,21239.9,21239.9,21239.9,21239.9,21239.9,21239.9,21239.9,21239.9
2020-09-24,20475.15,20475.15,20475.15,20475.15,20475.15,20475.15,20475.15,20475.15,20475.15,20475.15,20475.15,20475.15
2020-09-25,20939.95,20939.95,20939.95,20939.95,20939.95,20939.95,20939.95,20939.95,20939.95,20939.95,20939.95,20939.95
2020-09-28,21695.15,21695.15,21695.15,21695.15,21695.15,21695.15,21695.15,21695.15,21695.15,21695.15,21695.15,21695.15
2020-09-29,21436.15,21436.15,21436.15,21436.15,21436.15,21436.15,21436.15,21436.15,21436.15,21436.15,21436.15,21436.15
2020-09-30,21416.85,21416.85,21416.85,21416.85,21416.85,21416.85,21416.85,21416.85,21416.85,21416.85,21416.85,21416.85
2020-10-01,22234.55,22234.55,22234.55,22234.55,22234.55,22234.55,22234.55,22234.55,22234.55,22234.55,22234.55,22234.55
2020-10-05,22370.3,22370.3,22370.3,22370.3,22370.3,22370.3,22370.3,22370.3,22370.3,22370.3,22370.3,22370.3
2020-10-06,22836.8,22836.8,22836.8,22836.8,22836.8,22836.8,22836.8,22836.8,22836.8,22836.8,22836.8,22836.8
2020-10-07,22956.95,22956.95,22956.95,22956.95,22956.95,22956.95,22956.95,22956.95,22956.95,22956.95,22956.95,22956.95
2020-10-08,23178.7,23178.7,23178.7,23178.7,23178.7,23178.7,23178.7,23178.7,23178.7,23178.7,23178.7,23178.7
2020-10-09,23890.3,23890.3,23890.3,23890.3,23890.3,23890.3,23890.3,23890.3,23890.3,23890.3,23890.3,23890.3
2020-10-12,23706.9,23706.9,23706.9,23706.9,23706.9,23706.9,23706.9,23706.9,23706.9,23706.9,23706.9,23706.9
2020-10-13,23443.6,23443.6,23443.6,23443.6,23443.6,23443.6,23443.6,23443.6,23443.6,23443.6,23443.6,23443.6
2020-10-14,23865.7,23865.7,23865.7,23865.7,23865.7,23865.7,23865.7,23865.7,23865.7,23865.7,23865.7,23865.7
2020-10-15,23030.9,23030.9,23030.9,23030.9,23030.9,23030.9,23030.9,23030.9,23030.9,23030.9,23030.9,23030.9
2020-10-16,23531.25,23531.25,23531.25,23531.25,23531.25,23531.25,23531.25,23531.25,23531.25,23531.25,23531.25,23531.25
2020-10-19,24232.9,24232.9,24232.9,24232.9,24232.9,24232.9,24232.9,24232.9,24232.9,24232.9,24232.9,24232.9
2020-10-20,24302.3,24302.3,24302.3,24302.3,24302.3,24302.3,24302.3,24302.3,24302.3,24302.3,24302.3,24302.3
2020-10-21,24639.45,24639.45,24639.45,24639.45,24639.45,24639.45,24639.45,24639.45,24639.45,24639.45,24639.45,24639.45
2020-10-22,24484.0,24484.0,24484.0,24484.0,24484.0,24484.0,24484.0,24484.0,24484.0,24484.0,24484.0,24484.0
2020-10-23,24471.9,24471.9,24471.9,24471.9,24471.9,24471.9,24471.9,24471.9,24471.9,24471.9,24471.9,24471.9
2020-10-26,24100.65,24100.65,24100.65,24100.65,24100.65,24100.65,24100.65,24100.65,24100.65,24100.65,24100.65,24100.65
2020-10-27,24768.05,24768.05,24768.05,24768.05,24768.05,24768.05,24768.05,24768.05,24768.05,24768.05,24768.05,24768.05
2020-10-28,24277.4,24277.4,24277.4,24277.4,24277.4,24277.4,24277.4,24277.4,24277.4,24277.4,24277.4,24277.4
2020-10-29,24100.4,24100.4,24100.4,24100.4,24100.4,24100.4,24100.4,24100.4,24100.4,24100.4,24100.4,24100.4
2020-10-30,23898.45,23898.45,23898.45,23898.45,23898.45,23898.45,23898.45,23898.45,23898.45,23898.45,23898.45,23898.45
2020-11-02,24853.6,24853.6,24853.6,24853.6,24853.6,24853.6,24853.6,24853.6,24853.6,24853.6,24853.6,24853.6
2020-11-03,25677.1,25677.1,25677.1,25677.1,25677.1,25677.1,25677.1,25677.1,25677.1,25677.1,25677.1,25677.1
2020-11-04,25652.2,25652.2,25652.2,25652.2,25652.2,25652.2,25652.2,25652.2,25652.2,25652.2,25652.2,25652.2
2020-11-05,26309.35,26309.35,26309.35,26309.35,26309.35,26309.35,26309.35,26309.35,26309.35,26309.35,26309.35,26309.35
2020-11-06,26762.1,26762.1,26762.1,26762.1,26762.1,26762.1,26762.1,26762.1,26762.1,26762.1,26762.1,26762.1
2020-11-09,27585.85,27585.85,27585.85,27585.85,27585.85,27585.85,27585.85,27585.85,27585.85,27585.85,27585.85,27585.85
2020-11-10,28602.35,28602.35,28602.35,28602.35,28602.35,28602.35,28602.35,28602.35,28602.35,28602.35,28602.35,28602.35
2020-11-11,28886.8,28886.8,28886.8,28886.8,28886.8,28886.8,28886.8,28886.8,28886.8,28886.8,28886.8,28886.8
2020-11-12,28276.6,28276.6,28276.6,28276.6,28276.6,28276.6,28276.6,28276.6,28276.6,28276.6,28276.6,28276.6
2020-11-13,28466.35,28466.35,28466.35,28466.35,28466.35,28466.35,28466.35,28466.35,28466.35,28466.35,28466.35,28466.35
2020-11-17,29217.25,29217.25,29217.25,29217.25,29217.25,29217.25,29217.25,29217.25,29217.25,29217.25,29217.25,29217.25
2020-11-18,29735.15,29735.15,29735.15,29735.15,29735.15,29735.15,29735.15,29735.15,29735.15,29735.15,29735.15,29735.15
2020-11-19,28826.5,28826.5,28826.5,28826.5,28826.5,28826.5,28826.5,28826.5,28826.5,28826.5,28826.5,28826.5
2020-11-20,29141.1,29141.1,29141.1,29141.1,29141.1,29141.1,29141.1,29141.1,29141.1,29141.1,29141.1,29141.1
2020-11-23,29030.65,29030.65,29030.65,29030.65,29030.65,29030.65,29030.65,29030.65,29030.65,29030.65,29030.65,29030.65
2020-11-24,29796.4,29796.4,29796.4,29796.4,29796.4,29796.4,29796.4,29796.4,29796.4,29796.4,29796.4,29796.4
2020-11-25,29199.0,29199.0,29199.0,29199.0,29199.0,29199.0,29199.0,29199.0,29199.0,29199.0,29199.0,29199.0
2020-11-26,29609.2,29609.2,29609.2,29609.2,29609.2,29609.2,29609.2,29609.2,29609.2,29609.2,29609.2,29609.2
2020-11-27,29569.35,29569.35,29569.35,29569.35,29569.35,29569.35,29569.35,29569.35,29569.35,29569.35,29569.35,29569.35
2020-12-01,29786.85,29786.85,29786.85,29786.85,29786.85,29786.85,29786.85,29786.85,29786.85,29786.85,29786.85,29786.85
2020-12-02,29436.15,29436.15,29436.15,29436.15,29436.15,29436.15,29436.15,29436.15,29436.15,29436.15,29436.15,29436.15
2020-12-03,29487.05,29487.05,29487.05,29487.05,29487.05,29487.05,29487.05,29487.05,29487.05,29487.05,29487.05,29487.05
2020-12-04,30139.9,30139.9,30139.9,30139.9,30139.9,30139.9,30139.9,30139.9,30139.9,30139.9,30139.9,30139.9
2020-12-07,30179.45,30179.45,30179.45,30179.45,30179.45,30179.45,30179.45,30179.45,30179.45,30179.45,30179.45,30179.45
2020-12-08,30245.85,30245.85,30245.85,30245.85,30245.85,30245.85,30245.85,30245.85,30245.85,30245.85,30245.85,30245.85
2020-12-09,30692.65,30692.65,30692.65,30692.65,30692.65,30692.65,30692.65,30692.65,30692.65,30692.65,30692.65,30692.65
2020-12-10,30511.85,30511.85,30511.85,30511.85,30511.85,30511.85,30511.85,30511.85,30511.85,30511.85,30511.85,30511.85
2020-12-11,30595.8,30595.8,30595.8,30595.8,30595.8,30595.8,30595.8,30595.8,30595.8,30595.8,30595.8,30595.8
2020-12-14,30743.95,30743.95,30743.95,30743.95,30743.95,30743.95,30743.95,30743.95,30743.95,30743.95,30743.95,30743.95
2020-12-15,30662.5,30662.5,30662.5,30662.5,30662.5,30662.5,30662.5,30662.5,30662.5,30662.5,30662.5,30662.5
2020-12-16,30669.0,30669.0,30669.0,30669.0,30669.0,30669.0,30669.0,30669.0,30669.0,30669.0,30669.0,30669.0
2020-12-17,30846.35,30846.35,30846.35,30846.35,30846.35,30846.35,30846.35,30846.35,30846.35,30846.35,30846.35,30846.35
2020-12-18,30659.15,30659.15,30659.15,30659.15,30659.15,30659.15,30659.15,30659.15,30659.15,30659.15,30659.15,30659.15
2020-12-21,29325.65,29325.65,29325.65,29325.65,29325.65,29325.65,29325.65,29325.65,29325.65,29325.65,29325.65,29325.65
2020-12-22,29631.5,29631.5,29631.5,29631.5,29631.5,29631.5,29631.5,29631.5,29631.5,29631.5,29631.5,29631.5
2020-12-23,29937.3,29937.3,29937.3,29937.3,29937.3,29937.3,29937.3,29937.3,29937.3,29937.3,29937.3,29937.3
2020-12-24,30374.7,30374.7,30374.7,30374.7,30374.7,30374.7,30374.7,30374.7,30374.7,30374.7,30374.7,30374.7
2020-12-28,30924.6,30924.6,30924.6,30924.6,30924.6,30924.6,30924.6,30924.6,30924.6,30924.6,30924.6,30924.6
2020-12-29,31346.45,31346.45,31346.45,31346.45,31346.45,31346.45,31346.45,31346.45,31346.45,31346.45,31346.45,31346.45
2020-12-30,31258.45,31258.45,31258.45,31258.45,31258.45,31258.45,31258.45,31258.45,31258.45,31258.45,31258.45,31258.45
2020-12-31,31237.8,31237.8,31237.8,31237.8,31237.8,31237.8,31237.8,31237.8,31237.8,31237.8,31237.8,31237.8
2021-01-01,31212.05,31212.05,31212.05,31212.05,31212.05,31212.05,31212.05,31212.05,31212.05,31212.05,31212.05,31212.05
2021-01-04,31269.2,31269.2,31269.2,31269.2,31269.2,31269.2,31269.2,31269.2,31269.2,31269.2,31269.2,31269.2
2021-01-05,31704.25,31704.25,31704.25,31704.25,31704.25,31704.25,31704.25,31704.25,31704.25,31704.25,31704.25,31704.25
2021-01-06,31736.8,31736.8,31736.8,31736.8,31736.8,31736.8,31736.8,31736.8,31736.8,31736.8,31736.8,31736.8
2021-01-07,31972.1,31972.1,31972.1,31972.1,31972.1,31972.1,31972.1,31972.1,31972.1,31972.1,31972.1,31972.1
2021-01-08,32086.3,32086.3,32086.3,32086.3,32086.3,32086.3,32086.3,32086.3,32086.3,32086.3,32086.3,32086.3
2021-01-11,32016.6,32016.6,32016.6,32016.6,32016.6,32016.6,32016.6,32016.6,32016.6,32016.6,32016.6,32016.6
2021-01-12,32341.0,32341.0,32341.0,32341.0,32341.0,32341.0,32341.0,32341.0,32341.0,32341.0,32341.0,32341.0
2021-01-13,32557.05,32557.05,32557.05,32557.05,32557.05,32557.05,32557.05,32557.05,32557.05,32557.05,32557.05,32557.05
2021-01-14,32574.4,32574.4,32574.4,32574.4,32574.4,32574.4,32574.4,32574.4,32574.4,32574.4,32574.4,32574.4
2021-01-15,32248.35,32248.35,32248.35,32248.35,32248.35,32248.35,32248.35,32248.35,32248.35,32248.35,32248.35,32248.35
2021-01-18,31665.25,31665.25,31665.25,31665.25,31665.25,31665.25,31665.25,31665.25,31665.25,31665.25,31665.25,31665.25
2021-01-19,32438.25,32438.25,32438.25,32438.25,32438.25,32438.25,32438.25,32438.25,32438.25,32438.25,32438.25,32438.25
2021-01-20,32498.7,32498.7,32498.7,32498.7,32498.7,32498.7,32498.7,32498.7,32498.7,32498.7,32498.7,32498.7
2021-01-21,32281.7,32281.7,32281.7,32281.7,32281.7,32281.7,32281.7,32281.7,32281.7,32281.7,32281.7,32281.7
2021-01-22,31179.7,31179.7,31179.7,31179.7,31179.7,31179.7,31179.7,31179.7,31179.7,31179.7,31179.7,31179.7
2021-01-25,31183.9,31183.9,31183.9,31183.9,31183.9,31183.9,31183.9,31183.9,31183.9,31183.9,31183.9,31183.9
2021-01-27,30295.4,30295.4,30295.4,30295.4,30295.4,30295.4,30295.4,30295.4,30295.4,30295.4,30295.4,30295.4
2021-01-28,30359.35,30359.35,30359.35,30359.35,30359.35,30359.35,30359.35,30359.35,30359.35,30359.35,30359.35,30359.35
2021-01-29,30625.1,30625.1,30625.1,30625.1,30625.1,30625.1,30625.1,30625.1,30625.1,30625.1,30625.1,30625.1
2021-02-01,33253.15,33253.15,33253.15,33253.15,33253.15,33253.15,33253.15,33253.15,33253.15,33253.15,33253.15,33253.15
2021-02-02,34299.8,34299.8,34299.8,34299.8,34299.8,34299.8,34299.8,34299.8,34299.8,34299.8,34299.8,34299.8
2021-02-03,34704.2,34704.2,34704.2,34704.2,34704.2,34704.2,34704.2,34704.2,34704.2,34704.2,34704.2,34704.2
2021-02-04,35326.45,35326.45,35326.45,35326.45,35326.45,35326.45,35326.45,35326.45,35326.45,35326.45,35326.45,35326.45
