datetime,open,high,low,close,currWeek_exp_dt,nextWeek_exp_dt,farWeek_exp_dt,currMonth_exp_dt,nextMonth_exp_dt,farMonth_exp_dt
2020-09-01 09:28:00,24098.75,24110.65,24045.35,24099.2,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:29:00,24102.25,24109.55,24074.0,24074.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:30:00,24079.4,24170.25,24079.4,24152.25,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:31:00,24157.3,24174.85,24148.1,24165.85,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:32:00,24164.4,24181.95,24132.6,24181.95,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:33:00,24188.3,24194.5,24151.45,24180.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:34:00,24177.5,24199.65,24145.4,24145.4,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:35:00,24145.05,24183.2,24142.6,24162.9,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:36:00,24161.35,24162.4,24072.45,24077.6,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:37:00,24076.45,24133.25,24064.65,24133.25,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:38:00,24124.25,24125.65,24082.1,24095.65,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:39:00,24096.5,24097.7,24043.25,24062.5,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:40:00,24063.4,24063.4,23982.05,24007.85,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:41:00,24009.55,24080.55,24002.15,24068.5,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:42:00,24068.8,24101.2,24063.7,24090.4,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:43:00,24082.9,24126.8,24082.7,24087.55,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:44:00,24087.05,24098.55,24029.8,24029.8,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:45:00,24030.6,24068.0,24027.5,24042.65,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
2020-09-01 09:46:00,24033.1,24042.4,23946.3,23955.55,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26
