datetime,open,high,low,close,ATMStrPr,currWeek_exp_dt,nextWeek_exp_dt,farWeek_exp_dt,currMonth_exp_dt,nextMonth_exp_dt,farMonth_exp_dt,index_x,CEopen,CEhigh,CElow,CEclose,CEentryPrice,CEstoploss,CEtarget,CE_SLhit,CE_Tgthit,CEhitstatus,CEexitPrice,CE_MTM,CE_highMTM,CE_maxMTM,CE_lowMTM,CE_minMTM,CE_PnL,index_y,PEopen,PEhigh,PElow,PEclose,PEentryPrice,PEstoploss,PEtarget,PE_SLhit,PE_Tgthit,PEhitstatus,PEexitPrice,PE_MTM,PE_highMTM,PE_maxMTM,PE_lowMTM,PE_minMTM,PE_PnL,CBopen,CBhigh,CBlow,CBclose
01-01-2020 09:25,32311.05,32313.65,32302.9,32311.7,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:25,93.35,96.8,93,96.3,94.55,113.46,18.91,0,0,,,-1.75,1.55,5.6,-2.25,-3.35,,01-01-2020 09:25,63.75,64.1,62.15,62.15,66.35,79.62,13.27,0,0,,,4.2,4.2,6.35,2.25,-4.55,,157.1,158.95,157.1,158.45
01-01-2020 09:26,32313.4,32324.2,32313.3,32323,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:26,96.5,99.85,95.85,97.35,94.55,113.46,18.91,0,0,,,-2.8,-1.3,5.6,-5.3,-5.3,,01-01-2020 09:26,61.8,62.35,57.5,59.4,66.35,79.62,13.27,0,0,,,6.95,8.85,8.85,4,-4.55,,158.3,158.2,157.35,156.75
01-01-2020 09:27,32325.15,32325.3,32313.65,32317.35,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:27,98,98,94.65,95.4,94.55,113.46,18.91,0,0,,,-0.85,-0.1,5.6,-3.45,-5.3,,01-01-2020 09:27,59.45,61,59.35,60.45,66.35,79.62,13.27,0,0,,,5.9,7,8.85,5.35,-4.55,,157.45,157.35,155.65,155.85
01-01-2020 09:28,32318.45,32327.2,32315.35,32320.05,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:28,95,97.95,94.35,96.65,94.55,113.46,18.91,0,0,,,-2.1,0.2,5.6,-3.4,-5.3,,01-01-2020 09:28,61.05,61.05,57.05,59.3,66.35,79.62,13.27,0,0,,,7.05,9.3,9.3,5.3,-4.55,,156.05,155.4,155,155.95
01-01-2020 09:29,32319.45,32339.25,32319.35,32336.65,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:29,96.7,99.55,96.1,99.55,94.55,113.46,18.91,0,0,,,-5,-1.55,5.6,-5,-5.3,,01-01-2020 09:29,59,59.35,54.5,54.5,66.35,79.62,13.27,0,0,,,11.85,11.85,11.85,7,-4.55,,155.7,155.45,154.05,154.05
01-01-2020 09:30,32337.05,32346.6,32335.95,32341.75,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:30,99.25,100.75,97.2,99.95,94.55,113.46,18.91,0,0,,,-5.4,-2.65,5.6,-6.2,-6.2,,01-01-2020 09:30,54.85,57.75,54.05,54.7,66.35,79.62,13.27,0,0,,,11.65,12.3,12.3,8.6,-4.55,,154.1,154.95,154.8,154.65
01-01-2020 09:31,32341.6,32348,32337.45,32337.45,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:31,100.15,101,97.5,97.5,94.55,113.46,18.91,0,0,,,-2.95,-2.95,5.6,-6.45,-6.45,,01-01-2020 09:31,54.8,56.5,53.7,56.4,66.35,79.62,13.27,0,0,,,9.95,12.65,12.65,9.85,-4.55,,154.95,154.7,154,153.9
01-01-2020 09:32,32338.4,32342.8,32334,32340.1,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:32,97.45,98,96.25,96.25,94.55,113.46,18.91,0,0,,,-1.7,-1.7,5.6,-3.45,-6.45,,01-01-2020 09:32,56.8,57.25,55.6,57.25,66.35,79.62,13.27,0,0,,,9.1,10.75,12.65,9.1,-4.55,,154.25,153.6,153.5,153.5
01-01-2020 09:33,32337.65,32339,32327.1,32330.95,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:33,96.45,96.75,93.3,93.3,94.55,113.46,18.91,0,0,,,1.25,1.25,5.6,-2.2,-6.45,,01-01-2020 09:33,56.85,58.5,56.7,58.2,66.35,79.62,13.27,0,0,,,8.15,9.65,12.65,7.85,-4.55,,153.3,153.45,151.8,151.5
01-01-2020 09:34,32327.8,32332.4,32317.95,32324.4,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:34,94,94,90.75,92,94.55,113.46,18.91,0,0,,,2.55,3.8,5.6,0.55,-6.45,,01-01-2020 09:34,58.35,60.6,58.15,59.7,66.35,79.62,13.27,0,0,,,6.65,8.2,12.65,5.75,-4.55,,152.35,152.15,151.35,151.7
01-01-2020 09:35,32326.35,32329.3,32312.05,32313.4,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:35,92.15,93.4,87.5,87.5,94.55,113.46,18.91,0,0,,,7.05,7.05,7.05,1.15,-6.45,,01-01-2020 09:35,59.55,63.15,59.55,62.7,66.35,79.62,13.27,0,0,,,3.65,6.8,12.65,3.2,-4.55,,151.7,152.95,150.65,150.2
01-01-2020 09:36,32313.25,32313.25,32288.7,32304.4,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:36,87.3,87.3,77.95,86.25,94.55,113.46,18.91,0,0,,,8.3,16.6,16.6,7.25,-6.45,,01-01-2020 09:36,62.75,68.45,62.75,63,66.35,79.62,13.27,0,0,,,3.35,3.6,12.65,-2.1,-4.55,,150.05,150.05,146.4,149.25
01-01-2020 09:37,32306.85,32306.85,32287.85,32291.55,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:37,85.9,86.55,83.8,84.9,94.55,113.46,18.91,0,0,,,9.65,10.75,16.6,8,-6.45,,01-01-2020 09:37,62.95,66.5,62.95,66,66.35,79.62,13.27,0,0,,,0.35,3.4,12.65,-0.15,-4.55,,148.85,150.3,149.5,150.9
01-01-2020 09:38,32292.65,32294.6,32284.35,32290.6,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:38,84.4,85.35,84,85.05,94.55,113.46,18.91,0,0,,,9.5,10.55,16.6,9.2,-6.45,,01-01-2020 09:38,66.3,66.65,63.7,64.3,66.35,79.62,13.27,0,0,,,2.05,2.65,12.65,-0.3,-4.55,,150.7,150.65,149.05,149.35
01-01-2020 09:39,32293.05,32294,32286.55,32290.85,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:39,84.75,85.15,82.95,84.65,94.55,113.46,18.91,0,0,,,9.9,11.6,16.6,9.4,-6.45,,01-01-2020 09:39,63.9,66.45,63.9,64,66.35,79.62,13.27,0,0,,,2.35,2.45,12.65,-0.1,-4.55,,148.65,149.4,149.05,148.65
01-01-2020 09:40,32289.7,32291.85,32279.85,32280.8,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:40,84.75,85.6,79.35,79.65,94.55,113.46,18.91,0,0,,,14.9,15.2,16.6,8.95,-6.45,,01-01-2020 09:40,63.4,67.7,63.05,67.25,66.35,79.62,13.27,0,0,,,-0.9,3.3,12.65,-1.35,-4.55,,148.15,148.65,147.05,146.9
01-01-2020 09:41,32281.7,32281.7,32237.95,32259.9,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:41,79.8,79.8,66.85,73.4,94.55,113.46,18.91,0,0,,,21.15,27.7,27.7,14.75,-6.45,,01-01-2020 09:41,67.65,77.35,67.65,71.85,66.35,79.62,13.27,0,0,,,-5.5,-1.3,12.65,-11,-11,,147.45,147.45,144.2,145.25
01-01-2020 09:42,32256,32267.5,32256,32258.1,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:42,73.05,74.25,72.05,72.85,94.55,113.46,18.91,0,0,,,21.7,22.5,27.7,20.3,-6.45,,01-01-2020 09:42,72,74.65,70.8,74.5,66.35,79.62,13.27,0,0,,,-8.15,-4.45,12.65,-8.3,-11,,145.05,146.7,145.05,147.35
01-01-2020 09:43,32261.9,32261.9,32251.65,32255.45,32300,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:43,72.3,72.4,69.45,69.95,94.55,113.46,18.91,0,0,,,24.6,25.1,27.7,22.15,-6.45,,01-01-2020 09:43,75.4,81.65,75.25,80.3,66.35,79.62,13.27,1,0,SL_hit,79.62,-13.95,-8.9,12.65,-15.3,-15.3,-13.27,147.7,151.1,147.65,150.25
01-01-2020 09:44,32253.05,32253.05,32245.2,32247.55,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:44,70.15,70.95,67.15,70.95,94.55,113.46,18.91,0,0,,,23.6,27.4,27.7,23.6,-6.45,,01-01-2020 09:44,80.1,80.85,76.2,76.2,66.35,79.62,13.27,1,0,SL_hit,79.62,-9.85,-9.85,12.65,-14.5,-15.3,-13.27,150.25,148,147.15,147.15
01-01-2020 09:45,32247.6,32251.8,32217.1,32221.05,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:45,71.65,71.65,57,58.3,94.55,113.46,18.91,0,0,,,36.25,37.55,37.55,22.9,-6.45,,01-01-2020 09:45,76.8,92.95,75.9,91.85,66.35,79.62,13.27,1,0,SL_hit,79.62,-25.5,-9.55,12.65,-26.6,-26.6,-13.27,148.45,149.95,147.55,150.15
01-01-2020 09:46,32219.85,32220.8,32178.55,32185.15,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:46,60.65,60.65,50.5,52.2,94.55,113.46,18.91,0,0,,,42.35,44.05,44.05,33.9,-6.45,,01-01-2020 09:46,89.2,111,87.8,104.2,66.35,79.62,13.27,1,0,SL_hit,79.62,-37.85,-21.45,12.65,-44.65,-44.65,-13.27,149.85,161.5,148.45,156.4
01-01-2020 09:47,32182.75,32193.55,32175.45,32187.55,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:47,52.05,56.8,52.05,53.8,94.55,113.46,18.91,0,0,,,40.75,42.5,44.05,37.75,-6.45,,01-01-2020 09:47,104.65,107.2,100.6,103.25,66.35,79.62,13.27,1,0,SL_hit,79.62,-36.9,-34.25,12.65,-40.85,-44.65,-13.27,156.7,159.25,157.4,157.05
01-01-2020 09:48,32188.35,32207.75,32181.9,32205.3,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:48,53.85,58.4,53.8,58.4,94.55,113.46,18.91,0,0,,,36.15,40.75,44.05,36.15,-6.45,,01-01-2020 09:48,103.25,107.1,92.2,92.2,66.35,79.62,13.27,1,0,SL_hit,79.62,-25.85,-25.85,12.65,-40.75,-44.65,-13.27,157.1,160.9,150.6,150.6
01-01-2020 09:49,32207.35,32210.1,32193.5,32193.5,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:49,58.4,58.4,55.75,55.75,94.55,113.46,18.91,0,0,,,38.8,38.8,44.05,36.15,-6.45,,01-01-2020 09:49,92.45,100.05,92.45,100.05,66.35,79.62,13.27,1,0,SL_hit,79.62,-33.7,-26.1,12.65,-33.7,-44.65,-13.27,150.85,155.8,150.85,155.8
01-01-2020 09:50,32192.4,32193.45,32169.2,32185.6,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:50,54.8,55.5,52.2,54.85,94.55,113.46,18.91,0,0,,,39.7,42.35,44.05,39.05,-6.45,,01-01-2020 09:50,102.8,109.6,102.8,104.2,66.35,79.62,13.27,1,0,SL_hit,79.62,-37.85,-36.45,12.65,-43.25,-44.65,-13.27,157.6,161.8,158.3,159.05
01-01-2020 09:51,32185.2,32194,32181.4,32187.95,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:51,55.05,56.3,54.2,55.8,94.55,113.46,18.91,0,0,,,38.75,40.35,44.05,38.25,-6.45,,01-01-2020 09:51,104.6,106,98.9,99.35,66.35,79.62,13.27,1,0,SL_hit,79.62,-33,-32.55,12.65,-39.65,-44.65,-13.27,159.65,160.2,155.2,155.15
01-01-2020 09:52,32190.9,32214.25,32190.3,32211.1,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:52,55.5,59.75,55.5,59.7,94.55,113.46,18.91,0,0,,,34.85,39.05,44.05,34.8,-6.45,,01-01-2020 09:52,99.3,99.3,90.9,90.9,66.35,79.62,13.27,1,0,SL_hit,79.62,-24.55,-24.55,12.65,-32.95,-44.65,-13.27,154.8,154.8,150.65,150.6
01-01-2020 09:53,32210.25,32211.65,32200.95,32200.95,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:53,59.55,59.55,56.65,56.65,94.55,113.46,18.91,0,0,,,37.9,37.9,44.05,35,-6.45,,01-01-2020 09:53,90.75,99.3,90.75,99.3,66.35,79.62,13.27,1,0,SL_hit,79.62,-32.95,-24.4,12.65,-32.95,-44.65,-13.27,150.3,155.95,150.3,155.95
01-01-2020 09:54,32204.4,32205.65,32187.45,32188.45,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:54,56.8,57.1,54.45,54.65,94.55,113.46,18.91,0,0,,,39.9,40.1,44.05,37.45,-6.45,,01-01-2020 09:54,98.35,104.95,98.35,104.5,66.35,79.62,13.27,1,0,SL_hit,79.62,-38.15,-32,12.65,-38.6,-44.65,-13.27,155.15,159.4,155.45,159.15
01-01-2020 09:55,32189.9,32192.6,32183.45,32188.65,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:55,54.55,56.55,54.4,56.05,94.55,113.46,18.91,0,0,,,38.5,40.15,44.05,38,-6.45,,01-01-2020 09:55,104.05,104.95,100.65,101.5,66.35,79.62,13.27,1,0,SL_hit,79.62,-35.15,-34.3,12.65,-38.6,-44.65,-13.27,158.6,159.35,157.2,157.55
01-01-2020 09:56,32189.5,32212.1,32187.8,32200.15,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:56,56,58.05,55.85,57.6,94.55,113.46,18.91,0,0,,,36.95,38.7,44.05,36.5,-6.45,,01-01-2020 09:56,101.25,101.9,94.05,97,66.35,79.62,13.27,1,0,SL_hit,79.62,-30.65,-27.7,12.65,-35.55,-44.65,-13.27,157.25,157.75,152.1,154.6
01-01-2020 09:57,32199.05,32203.05,32189.05,32190.6,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:57,57.8,57.8,54.75,56.15,94.55,113.46,18.91,0,0,,,38.4,39.8,44.05,36.75,-6.45,,01-01-2020 09:57,97.75,102.85,97.25,100.9,66.35,79.62,13.27,1,0,SL_hit,79.62,-34.55,-30.9,12.65,-36.5,-44.65,-13.27,155.55,157.6,155.05,157.05
01-01-2020 09:58,32192.1,32200.1,32190.75,32195.1,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:58,56.1,57,55.3,55.35,94.55,113.46,18.91,0,0,,,39.2,39.25,44.05,37.55,-6.45,,01-01-2020 09:58,100.2,101,97,101,66.35,79.62,13.27,1,0,SL_hit,79.62,-34.65,-30.65,12.65,-34.65,-44.65,-13.27,156.3,156.3,154,156.35
01-01-2020 09:59,32194.8,32207.9,32189.7,32204.2,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 09:59,55.35,58.85,55.2,57.7,94.55,113.46,18.91,0,0,,,36.85,39.35,44.05,35.7,-6.45,,01-01-2020 09:59,99.9,101.05,93.05,95,66.35,79.62,13.27,1,0,SL_hit,79.62,-28.65,-26.7,12.65,-34.7,-44.65,-13.27,155.25,156.25,151.9,152.7
01-01-2020 10:00,32207.55,32207.55,32196.15,32200.95,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:00,58,58.25,56.2,57.05,94.55,113.46,18.91,0,0,,,37.5,38.35,44.05,36.3,-6.45,,01-01-2020 10:00,95.55,99.4,95.1,97.75,66.35,79.62,13.27,1,0,SL_hit,79.62,-31.4,-28.75,12.65,-33.05,-44.65,-13.27,153.55,155.6,153.35,154.8
01-01-2020 10:01,32199.7,32203.3,32189.4,32189.65,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:01,57,57.3,54,54.1,94.55,113.46,18.91,0,0,,,40.45,40.55,44.05,37.25,-6.45,,01-01-2020 10:01,97.85,101.5,95.65,101.15,66.35,79.62,13.27,1,0,SL_hit,79.62,-34.8,-29.3,12.65,-35.15,-44.65,-13.27,154.85,155.5,152.95,155.25
01-01-2020 10:02,32190.15,32196.5,32189.05,32191.4,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:02,54.35,56.9,54.15,54.9,94.55,113.46,18.91,0,0,,,39.65,40.4,44.05,37.65,-6.45,,01-01-2020 10:02,101,101.1,96.35,98.05,66.35,79.62,13.27,1,0,SL_hit,79.62,-31.7,-30,12.65,-34.75,-44.65,-13.27,155.35,155.25,153.25,152.95
01-01-2020 10:03,32190.35,32192.75,32177.8,32181.4,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:03,54.4,54.9,52.5,53.5,94.55,113.46,18.91,0,0,,,41.05,42.05,44.05,39.65,-6.45,,01-01-2020 10:03,99.45,103,98.65,102,66.35,79.62,13.27,1,0,SL_hit,79.62,-35.65,-32.3,12.65,-36.65,-44.65,-13.27,153.85,155.5,153.55,155.5
01-01-2020 10:04,32182,32189.8,32180.45,32189.55,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:04,53.5,54.95,53.3,54,94.55,113.46,18.91,0,0,,,40.55,41.25,44.05,39.6,-6.45,,01-01-2020 10:04,102,102,96.05,98.65,66.35,79.62,13.27,1,0,SL_hit,79.62,-32.3,-29.7,12.65,-35.65,-44.65,-13.27,155.5,155.3,151,152.65
01-01-2020 10:05,32189,32192.85,32178,32180.3,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:05,53.95,53.95,47.25,50.45,94.55,113.46,18.91,0,0,,,44.1,47.3,47.3,40.6,-6.45,,01-01-2020 10:05,98.6,104.5,97.75,103,66.35,79.62,13.27,1,0,SL_hit,79.62,-36.65,-31.4,12.65,-38.15,-44.65,-13.27,152.55,151.75,151.7,153.45
01-01-2020 10:06,32181.75,32186.75,32176.45,32179.9,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:06,51,51.05,49.25,49.9,94.55,113.46,18.91,0,0,,,44.65,45.3,47.3,43.5,-6.45,,01-01-2020 10:06,102.45,105,101.1,103,66.35,79.62,13.27,1,0,SL_hit,79.62,-36.65,-34.75,12.65,-38.65,-44.65,-13.27,153.45,154.25,152.15,152.9
01-01-2020 10:07,32182.35,32185.65,32179.15,32183.75,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:07,49.75,51.7,48.7,51.3,94.55,113.46,18.91,0,0,,,43.25,45.85,47.3,42.85,-6.45,,01-01-2020 10:07,103.2,106.45,100.8,102.75,66.35,79.62,13.27,1,0,SL_hit,79.62,-36.4,-34.45,12.65,-40.1,-44.65,-13.27,152.95,155.15,152.5,154.05
01-01-2020 10:08,32183.9,32187.75,32178.3,32184.8,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:08,51,51.7,49.85,50.3,94.55,113.46,18.91,0,0,,,44.25,44.7,47.3,42.85,-6.45,,01-01-2020 10:08,102.4,104.6,100.95,103,66.35,79.62,13.27,1,0,SL_hit,79.62,-36.65,-34.6,12.65,-38.25,-44.65,-13.27,153.4,154.45,152.65,153.3
01-01-2020 10:09,32186.05,32186.05,32136.35,32147.4,32100,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:09,50.25,50.25,41.7,43.35,94.55,113.46,18.91,0,0,,,51.2,52.85,52.85,44.3,-6.45,,01-01-2020 10:09,103,133,103,124,66.35,79.62,13.27,1,0,SL_hit,79.62,-57.65,-36.65,12.65,-66.65,-66.65,-13.27,153.25,174.7,153.25,167.35
01-01-2020 10:10,32146.1,32155.75,32131.15,32151.9,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:10,42.9,44.9,40.85,44.2,94.55,113.46,18.91,0,0,,,50.35,53.7,53.7,49.65,-6.45,,01-01-2020 10:10,124.65,132.15,114.95,117.8,66.35,79.62,13.27,1,0,SL_hit,79.62,-51.45,-48.6,12.65,-65.8,-66.65,-13.27,167.55,173,159.85,162
01-01-2020 10:11,32154.75,32161.5,32149.05,32159.1,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:11,43.5,45,43.3,44.35,94.55,113.46,18.91,0,0,,,50.2,51.25,53.7,49.55,-6.45,,01-01-2020 10:11,119.05,121.2,118,120.6,66.35,79.62,13.27,1,0,SL_hit,79.62,-54.25,-51.65,12.65,-54.85,-66.65,-13.27,162.55,164.5,163,164.95
01-01-2020 10:12,32161.75,32162.65,32147.15,32151.8,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:12,44.45,45.15,43.6,44.65,94.55,113.46,18.91,0,0,,,49.9,50.95,53.7,49.4,-6.45,,01-01-2020 10:12,121,122.65,119,119.75,66.35,79.62,13.27,1,0,SL_hit,79.62,-53.4,-52.65,12.65,-56.3,-66.65,-13.27,165.45,166.25,164.15,164.4
01-01-2020 10:13,32157.1,32160.05,32140.6,32140.7,32100,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:13,44.55,45.1,41.85,42.1,94.55,113.46,18.91,0,0,,,52.45,52.7,53.7,49.45,-6.45,,01-01-2020 10:13,119.5,130,119.3,127.95,66.35,79.62,13.27,1,0,SL_hit,79.62,-61.6,-52.95,12.65,-63.65,-66.65,-13.27,164.05,171.85,164.4,170.05
01-01-2020 10:14,32142.65,32147.3,32134.55,32142.25,32100,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:14,41.8,43.4,41.15,42.7,94.55,113.46,18.91,0,0,,,51.85,53.4,53.7,51.15,-6.45,,01-01-2020 10:14,128.45,129.5,122.8,125,66.35,79.62,13.27,1,0,SL_hit,79.62,-58.65,-56.45,12.65,-63.15,-66.65,-13.27,170.25,170.65,166.2,167.7
01-01-2020 10:15,32142.55,32149.1,32134.75,32136.6,32100,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:15,42.55,44.7,41.8,42.6,94.55,113.46,18.91,0,0,,,51.95,52.75,53.7,49.85,-6.45,,01-01-2020 10:15,124.6,130,120.85,126.05,66.35,79.62,13.27,1,0,SL_hit,79.62,-59.7,-54.5,12.65,-63.65,-66.65,-13.27,167.15,171.8,165.55,168.65
01-01-2020 10:16,32141.2,32142.6,32133.55,32140.2,32100,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:16,43,43.55,42.3,43.3,94.55,113.46,18.91,0,0,,,51.25,52.25,53.7,51,-6.45,,01-01-2020 10:16,126.75,128.5,124.85,126.7,66.35,79.62,13.27,1,0,SL_hit,79.62,-60.35,-58.5,12.65,-62.15,-66.65,-13.27,169.75,170.8,168.4,170
01-01-2020 10:17,32141.1,32158.55,32141.1,32158.55,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:17,42.9,44.9,42.9,44.55,94.55,113.46,18.91,0,0,,,50,51.65,53.7,49.65,-6.45,,01-01-2020 10:17,127,127,119,120.05,66.35,79.62,13.27,1,0,SL_hit,79.62,-53.7,-52.65,12.65,-60.65,-66.65,-13.27,169.9,169.9,163.9,164.6
01-01-2020 10:18,32159.05,32159.05,32143.5,32149.8,32100,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:18,44.85,45.5,43.25,45.4,94.55,113.46,18.91,0,0,,,49.15,51.3,53.7,49.05,-6.45,,01-01-2020 10:18,119.9,125.55,119.6,121.5,66.35,79.62,13.27,1,0,SL_hit,79.62,-55.15,-53.25,12.65,-59.2,-66.65,-13.27,164.75,168.8,165.1,166.9
01-01-2020 10:19,32153.65,32154.1,32145.9,32151.75,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:19,45.25,45.65,44.55,45.65,94.55,113.46,18.91,0,0,,,48.9,50,53.7,48.9,-6.45,,01-01-2020 10:19,121.95,123.15,119.5,119.8,66.35,79.62,13.27,1,0,SL_hit,79.62,-53.45,-53.15,12.65,-56.8,-66.65,-13.27,167.2,167.7,165.15,165.45
01-01-2020 10:20,32154.35,32168.7,32151.05,32167.2,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:20,45.55,49.25,45.55,49.2,94.55,113.46,18.91,0,0,,,45.35,49,53.7,45.3,-6.45,,01-01-2020 10:20,120.25,120.3,108.35,108.35,66.35,79.62,13.27,1,0,SL_hit,79.62,-42,-42,12.65,-53.95,-66.65,-13.27,165.8,165.85,157.6,157.55
01-01-2020 10:21,32168.75,32174.55,32165.45,32171.35,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:21,49.3,51.3,48.65,49.8,94.55,113.46,18.91,0,0,,,44.75,45.9,53.7,43.25,-6.45,,01-01-2020 10:21,109.05,109.5,104.7,107.75,66.35,79.62,13.27,1,0,SL_hit,79.62,-41.4,-38.35,12.65,-43.15,-66.65,-13.27,158.35,158.15,156,157.55
01-01-2020 10:22,32168.75,32174,32155.55,32156,32200,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020,01-01-2020 10:22,49.65,49.8,45.5,46.5,94.55,113.46,18.91,0,0,,,48.05,49.05,53.7,44.75,-6.45,,01-01-2020 10:22,106.95,118.7,106.95,116.4,66.35,79.62,13.27,1,0,SL_hit,79.62,-50.05,-40.6,12.65,-52.35,-66.65,-13.27,156.6,164.2,156.75,162.9
