Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2012-02-07,149.14999389648438,149.4499969482422,137.85000610351562,139.14999389648438,130.9605255126953,1735290,ADANIPORTS
2012-02-08,139.0,143.3000030517578,136.60000610351562,140.3000030517578,132.04283142089844,1532614,ADANIPORTS
2012-02-09,139.64999389648438,141.8000030517578,135.1999969482422,137.9499969482422,129.83116149902344,1907732,ADANIPORTS
2012-02-10,138.14999389648438,144.14999389648438,137.1999969482422,142.89999389648438,134.48980712890625,1780060,ADANIPORTS
2012-02-13,143.9499969482422,144.3000030517578,141.0,143.0500030517578,134.91419982910156,718239,ADANIPORTS
2012-02-14,143.3000030517578,145.5500030517578,142.0,144.14999389648438,135.95166015625,1580236,ADANIPORTS
2012-02-15,145.0,147.9499969482422,144.14999389648438,147.14999389648438,138.7810516357422,886834,ADANIPORTS
2012-02-16,147.4499969482422,149.89999389648438,145.75,147.60000610351562,139.20545959472656,856476,ADANIPORTS
2012-02-17,149.0,152.89999389648438,145.75,150.5,141.9405059814453,1749511,ADANIPORTS
2012-02-21,151.1999969482422,155.75,150.64999389648438,152.64999389648438,143.9682159423828,1744030,ADANIPORTS
2012-02-22,155.75,157.75,142.39999389648438,143.85000610351562,135.6687469482422,1863666,ADANIPORTS
2012-02-23,142.0,145.39999389648438,140.5,144.0500030517578,135.85736083984375,1533912,ADANIPORTS
2012-02-24,145.0500030517578,146.5,141.0,142.6999969482422,134.58413696289062,527338,ADANIPORTS
2012-02-27,144.39999389648438,145.14999389648438,137.25,143.64999389648438,135.4801025390625,947560,ADANIPORTS
2012-02-28,144.8000030517578,149.4499969482422,144.10000610351562,148.10000610351562,139.67701721191406,629276,ADANIPORTS
2012-02-29,149.75,152.0,145.25,148.64999389648438,140.19573974609375,627017,ADANIPORTS
2012-03-01,148.0,152.0,144.0,146.85000610351562,138.49810791015625,370864,ADANIPORTS
2012-03-02,147.5,150.0,144.0,147.35000610351562,138.9696807861328,497666,ADANIPORTS
2012-03-05,147.0,147.0500030517578,142.39999389648438,143.1999969482422,135.0557098388672,264293,ADANIPORTS
2012-03-06,144.64999389648438,147.0,140.64999389648438,143.5500030517578,135.3858184814453,502716,ADANIPORTS
2012-03-07,141.0500030517578,146.64999389648438,141.0500030517578,145.25,136.98912048339844,389292,ADANIPORTS
2012-03-09,146.3000030517578,148.5,129.75,135.0,127.32208251953125,5833743,ADANIPORTS
2012-03-12,135.0,137.3000030517578,128.39999389648438,129.89999389648438,122.51211547851562,5786647,ADANIPORTS
2012-03-13,125.0,133.9499969482422,125.0,131.10000610351562,123.64386749267578,5344550,ADANIPORTS
2012-03-14,132.0500030517578,137.25,132.0500030517578,135.75,128.0294189453125,2528804,ADANIPORTS
2012-03-15,136.0,136.0,130.39999389648438,132.0500030517578,124.53984069824219,1691856,ADANIPORTS
2012-03-16,132.75,135.75,130.25,133.14999389648438,125.57725524902344,1024696,ADANIPORTS
2012-03-19,133.4499969482422,133.85000610351562,130.85000610351562,131.85000610351562,124.3512191772461,886890,ADANIPORTS
2012-03-20,131.85000610351562,133.3000030517578,129.4499969482422,132.35000610351562,124.82279968261719,1991819,ADANIPORTS
2012-03-21,131.39999389648438,132.60000610351562,130.25,131.14999389648438,123.69103240966797,1329184,ADANIPORTS
2012-03-22,132.85000610351562,133.1999969482422,124.80000305175781,125.9000015258789,118.73963165283203,2489358,ADANIPORTS
2012-03-23,125.0999984741211,127.94999694824219,120.75,123.44999694824219,116.42896270751953,4212337,ADANIPORTS
2012-03-26,123.0,123.69999694824219,119.05000305175781,120.55000305175781,113.69388580322266,1124699,ADANIPORTS
2012-03-27,121.55000305175781,123.0,118.25,121.5,114.58984375,1098462,ADANIPORTS
2012-03-28,121.5,121.5,117.0,118.25,111.52468872070312,1756343,ADANIPORTS
2012-03-29,118.0,125.5,116.0999984741211,124.19999694824219,117.13629913330078,2869127,ADANIPORTS
2012-03-30,124.5,130.0,124.0999984741211,129.5,122.13487243652344,1405080,ADANIPORTS
2012-04-02,129.39999389648438,132.6999969482422,128.60000610351562,129.5,122.13487243652344,773104,ADANIPORTS
2012-04-03,129.5,132.39999389648438,125.0999984741211,129.39999389648438,122.04056549072266,598189,ADANIPORTS
2012-04-04,129.39999389648438,132.25,128.3000030517578,131.64999389648438,124.1625747680664,763340,ADANIPORTS
2012-04-09,131.0500030517578,136.25,129.64999389648438,133.75,126.14315795898438,1171110,ADANIPORTS
2012-04-10,134.3000030517578,134.6999969482422,131.0,131.9499969482422,124.44550323486328,364048,ADANIPORTS
2012-04-11,130.10000610351562,133.4499969482422,125.44999694824219,127.3499984741211,120.10714721679688,607896,ADANIPORTS
2012-04-12,129.6999969482422,131.0,127.80000305175781,128.25,120.95596313476562,567378,ADANIPORTS
2012-04-13,129.85000610351562,130.89999389648438,128.75,129.89999389648438,122.51211547851562,573117,ADANIPORTS
2012-04-16,129.89999389648438,130.9499969482422,128.64999389648438,128.89999389648438,121.56897735595703,225281,ADANIPORTS
2012-04-17,130.0,130.9499969482422,128.64999389648438,129.64999389648438,122.27632141113281,429108,ADANIPORTS
2012-04-18,130.75,133.89999389648438,129.1999969482422,129.75,122.37064361572266,594109,ADANIPORTS
2012-04-19,130.3000030517578,135.39999389648438,129.39999389648438,134.10000610351562,126.47327423095703,845571,ADANIPORTS
2012-04-20,134.0,137.1999969482422,129.9499969482422,130.64999389648438,123.21944427490234,1357915,ADANIPORTS
2012-04-23,130.0,131.60000610351562,126.69999694824219,127.25,120.01282501220703,671276,ADANIPORTS
2012-04-24,128.6999969482422,130.0,126.19999694824219,128.64999389648438,121.33320617675781,487818,ADANIPORTS
2012-04-25,130.0,131.9499969482422,127.6500015258789,129.64999389648438,122.27632141113281,939012,ADANIPORTS
2012-04-26,130.10000610351562,131.5,124.05000305175781,124.5999984741211,117.51353454589844,1267245,ADANIPORTS
2012-04-27,125.0,127.3499984741211,124.69999694824219,126.3499984741211,119.16400909423828,383798,ADANIPORTS
2012-04-30,126.9000015258789,128.5,125.0,127.80000305175781,120.53155517578125,892604,ADANIPORTS
2012-05-02,128.89999389648438,128.89999389648438,125.5,126.05000305175781,118.8810806274414,591736,ADANIPORTS
2012-05-03,126.55000305175781,127.5,124.44999694824219,124.94999694824219,117.84364318847656,626023,ADANIPORTS
2012-05-04,124.9000015258789,125.80000305175781,122.5,124.0999984741211,117.04198455810547,1173453,ADANIPORTS
2012-05-07,122.69999694824219,129.0,121.0,127.69999694824219,120.43724060058594,564358,ADANIPORTS
2012-05-08,127.1500015258789,128.9499969482422,121.6500015258789,123.05000305175781,116.05172729492188,339686,ADANIPORTS
2012-05-09,122.94999694824219,125.25,120.19999694824219,122.8499984741211,115.86306762695312,1961492,ADANIPORTS
2012-05-10,120.0,126.30000305175781,118.9000015258789,125.05000305175781,117.93795776367188,1266715,ADANIPORTS
2012-05-11,123.0,126.4000015258789,119.3499984741211,121.5,114.58984375,2334822,ADANIPORTS
2012-05-14,121.44999694824219,121.94999694824219,114.19999694824219,114.9000015258789,108.3652114868164,1957717,ADANIPORTS
2012-05-15,114.0,115.44999694824219,112.25,114.69999694824219,108.17658996582031,921396,ADANIPORTS
2012-05-16,114.0,114.0,109.80000305175781,111.0,104.68701934814453,2319699,ADANIPORTS
2012-05-17,109.0999984741211,116.0,109.0999984741211,113.80000305175781,107.3277816772461,1943986,ADANIPORTS
2012-05-18,111.05000305175781,113.4000015258789,109.75,111.69999694824219,105.34722137451172,1538120,ADANIPORTS
2012-05-21,111.69999694824219,113.75,109.5,112.5999984741211,106.1960220336914,1491072,ADANIPORTS
2012-05-22,113.0999984741211,113.9000015258789,111.30000305175781,111.75,105.39437103271484,388799,ADANIPORTS
2012-05-23,112.0,112.05000305175781,109.80000305175781,110.25,103.97966766357422,1245523,ADANIPORTS
2012-05-24,111.44999694824219,112.69999694824219,109.80000305175781,112.0,105.63015747070312,1116442,ADANIPORTS
2012-05-25,112.0,115.44999694824219,112.0,113.80000305175781,107.3277816772461,1089233,ADANIPORTS
2012-05-28,114.8499984741211,115.75,114.0999984741211,114.9000015258789,108.3652114868164,501829,ADANIPORTS
2012-05-29,115.9000015258789,122.25,114.75,118.30000305175781,111.57184600830078,1379146,ADANIPORTS
2012-05-30,119.0,120.80000305175781,117.30000305175781,119.0,112.23204803466797,1778680,ADANIPORTS
2012-05-31,118.3499984741211,125.9000015258789,117.1500015258789,123.44999694824219,116.42896270751953,3592822,ADANIPORTS
2012-06-01,124.0,126.25,122.6500015258789,125.3499984741211,118.22090148925781,1088955,ADANIPORTS
2012-06-04,124.44999694824219,124.5,120.19999694824219,123.75,116.7118911743164,870476,ADANIPORTS
2012-06-05,124.69999694824219,125.19999694824219,121.5999984741211,122.8499984741211,115.86306762695312,664310,ADANIPORTS
2012-06-06,122.0999984741211,126.0,122.0999984741211,124.1500015258789,117.08914184570312,1330789,ADANIPORTS
2012-06-07,124.8499984741211,127.44999694824219,123.1500015258789,125.0999984741211,117.98509979248047,745015,ADANIPORTS
2012-06-08,124.25,126.55000305175781,123.75,124.80000305175781,117.70217895507812,540939,ADANIPORTS
2012-06-11,125.5,126.80000305175781,122.5,123.6500015258789,116.6175765991211,1050332,ADANIPORTS
2012-06-12,124.30000305175781,124.8499984741211,120.6500015258789,122.55000305175781,115.58013916015625,1474970,ADANIPORTS
2012-06-13,122.55000305175781,125.3499984741211,119.3499984741211,120.80000305175781,113.9296646118164,1683780,ADANIPORTS
2012-06-14,119.19999694824219,121.30000305175781,114.0,114.5,107.98796844482422,1264900,ADANIPORTS
2012-06-15,115.0,116.5,113.0,114.75,108.2237548828125,1147454,ADANIPORTS
2012-06-18,114.94999694824219,118.5,112.44999694824219,115.19999694824219,108.6481704711914,1281993,ADANIPORTS
2012-06-19,115.19999694824219,115.9000015258789,113.30000305175781,114.94999694824219,108.41236877441406,891747,ADANIPORTS
2012-06-20,116.0,117.80000305175781,115.80000305175781,117.44999694824219,110.77019500732422,659167,ADANIPORTS
2012-06-21,117.25,118.1500015258789,115.80000305175781,117.55000305175781,110.86450958251953,690964,ADANIPORTS
2012-06-22,115.80000305175781,118.8499984741211,115.80000305175781,117.8499984741211,111.14744567871094,486749,ADANIPORTS
2012-06-25,118.0,119.25,116.3499984741211,116.69999694824219,110.06285858154297,346396,ADANIPORTS
2012-06-26,117.9000015258789,118.5,116.25,118.05000305175781,111.3360824584961,436613,ADANIPORTS
2012-06-27,118.80000305175781,118.80000305175781,117.5999984741211,118.4000015258789,111.66615295410156,432947,ADANIPORTS
2012-06-28,118.44999694824219,120.6500015258789,117.8499984741211,119.44999694824219,112.65644073486328,396097,ADANIPORTS
2012-06-29,119.6500015258789,122.94999694824219,119.5999984741211,121.1500015258789,114.259765625,916783,ADANIPORTS
2012-07-02,121.44999694824219,125.75,121.0,124.75,117.65499877929688,999891,ADANIPORTS
2012-07-03,125.5999984741211,126.9000015258789,123.5999984741211,124.05000305175781,116.99482727050781,737421,ADANIPORTS
2012-07-04,124.8499984741211,125.4000015258789,122.5,124.5999984741211,117.51353454589844,410302,ADANIPORTS
2012-07-05,124.9000015258789,126.5,123.30000305175781,123.94999694824219,116.90050506591797,860385,ADANIPORTS
2012-07-06,123.55000305175781,123.8499984741211,120.9000015258789,122.5999984741211,115.6272964477539,660690,ADANIPORTS
2012-07-09,121.75,121.94999694824219,120.05000305175781,121.44999694824219,114.54269409179688,426421,ADANIPORTS
2012-07-10,121.44999694824219,122.69999694824219,120.30000305175781,121.4000015258789,114.49555206298828,394520,ADANIPORTS
2012-07-11,120.75,122.3499984741211,120.25,120.55000305175781,113.69388580322266,436328,ADANIPORTS
2012-07-12,120.0,120.25,117.5,118.8499984741211,112.090576171875,642833,ADANIPORTS
2012-07-13,119.5,120.05000305175781,116.0999984741211,117.5,110.8173599243164,697441,ADANIPORTS
2012-07-16,118.1500015258789,118.1500015258789,115.0999984741211,115.5,108.93109893798828,618414,ADANIPORTS
2012-07-17,115.5,116.0,112.80000305175781,113.55000305175781,107.09199523925781,873178,ADANIPORTS
2012-07-18,115.0,115.0,111.05000305175781,113.0,106.57328033447266,1161347,ADANIPORTS
2012-07-19,114.0,114.5,111.25,111.94999694824219,105.5829849243164,751834,ADANIPORTS
2012-07-20,111.5,114.80000305175781,111.25,113.8499984741211,107.37493896484375,518368,ADANIPORTS
2012-07-23,112.5999984741211,113.5,110.0,112.44999694824219,106.05455017089844,551789,ADANIPORTS
2012-07-24,112.5,117.69999694824219,111.6500015258789,117.0,110.34578704833984,1175158,ADANIPORTS
2012-07-25,116.0999984741211,117.19999694824219,114.19999694824219,115.19999694824219,108.6481704711914,631445,ADANIPORTS
2012-07-26,114.9000015258789,119.19999694824219,114.8499984741211,117.8499984741211,111.14744567871094,1135801,ADANIPORTS
2012-07-27,118.0999984741211,119.8499984741211,113.05000305175781,114.0999984741211,107.61072540283203,525503,ADANIPORTS
2012-07-30,114.4000015258789,119.3499984741211,114.0999984741211,118.8499984741211,112.7824935913086,689560,ADANIPORTS
2012-07-31,118.0,121.0,116.3499984741211,120.44999694824219,114.30078887939453,715123,ADANIPORTS
2012-08-01,121.55000305175781,125.5,118.0999984741211,120.9000015258789,114.72783660888672,4518020,ADANIPORTS
2012-08-02,121.25,122.1500015258789,120.1500015258789,121.5999984741211,115.39209747314453,682706,ADANIPORTS
2012-08-03,118.5,122.94999694824219,118.5,121.55000305175781,115.34465026855469,821744,ADANIPORTS
2012-08-06,122.0,124.69999694824219,121.6500015258789,124.05000305175781,117.71702575683594,630742,ADANIPORTS
2012-08-07,122.1500015258789,124.75,122.1500015258789,122.75,116.48338317871094,908275,ADANIPORTS
2012-08-08,122.25,126.25,122.25,124.30000305175781,117.95426177978516,1034361,ADANIPORTS
2012-08-09,123.94999694824219,127.75,123.94999694824219,127.0,120.51642608642578,1095476,ADANIPORTS
2012-08-10,126.3499984741211,127.5,124.80000305175781,126.9000015258789,120.42152404785156,1133003,ADANIPORTS
2012-08-13,125.80000305175781,126.94999694824219,122.75,125.19999694824219,118.80830383300781,786435,ADANIPORTS
2012-08-14,123.05000305175781,129.0,123.05000305175781,128.14999389648438,121.60770416259766,893033,ADANIPORTS
2012-08-16,128.3000030517578,130.39999389648438,125.1500015258789,127.1500015258789,120.65876007080078,1322874,ADANIPORTS
2012-08-17,127.5,128.35000610351562,122.0999984741211,123.5,117.19510650634766,653977,ADANIPORTS
2012-08-21,122.05000305175781,123.69999694824219,118.5,119.8499984741211,113.73143005371094,904738,ADANIPORTS
2012-08-22,119.0,119.30000305175781,116.0,116.55000305175781,110.59992218017578,1152766,ADANIPORTS
2012-08-23,116.6500015258789,116.69999694824219,110.0,110.80000305175781,105.14346313476562,4531629,ADANIPORTS
2012-08-24,110.55000305175781,112.9000015258789,105.6500015258789,112.0,106.28219604492188,2507113,ADANIPORTS
2012-08-27,110.0,112.05000305175781,106.55000305175781,108.0,102.48640441894531,1101295,ADANIPORTS
2012-08-28,108.0,110.5999984741211,106.0999984741211,108.8499984741211,103.29300689697266,906607,ADANIPORTS
2012-08-29,108.0,110.44999694824219,107.4000015258789,109.44999694824219,103.86237335205078,840345,ADANIPORTS
2012-08-30,109.05000305175781,115.4000015258789,107.4000015258789,114.5,108.6545639038086,2299775,ADANIPORTS
2012-08-31,114.0999984741211,115.0,111.0,113.75,107.94285583496094,1709001,ADANIPORTS
2012-09-03,112.30000305175781,117.0,112.30000305175781,116.25,110.31522369384766,622511,ADANIPORTS
2012-09-04,117.5,117.5,114.19999694824219,116.5999984741211,110.64734649658203,373291,ADANIPORTS
2012-09-05,115.69999694824219,116.9000015258789,115.0,115.5999984741211,109.69840240478516,1031669,ADANIPORTS
2012-09-06,114.05000305175781,115.3499984741211,110.8499984741211,114.1500015258789,108.32243347167969,1049284,ADANIPORTS
2012-09-07,115.0999984741211,116.9000015258789,112.1500015258789,112.94999694824219,107.1836929321289,1312589,ADANIPORTS
2012-09-10,112.30000305175781,114.94999694824219,111.6500015258789,112.69999694824219,106.94646453857422,1544686,ADANIPORTS
2012-09-11,112.69999694824219,113.5,111.4000015258789,112.44999694824219,106.70921325683594,1285716,ADANIPORTS
2012-09-12,111.55000305175781,112.94999694824219,110.1500015258789,110.9000015258789,105.23834991455078,1198143,ADANIPORTS
2012-09-13,110.5,112.3499984741211,109.80000305175781,110.5999984741211,104.95367431640625,984996,ADANIPORTS
2012-09-14,112.9000015258789,113.0999984741211,110.0999984741211,111.5999984741211,105.9026107788086,1853351,ADANIPORTS
2012-09-17,112.1500015258789,114.05000305175781,110.9000015258789,111.6500015258789,105.9500732421875,1522753,ADANIPORTS
2012-09-18,112.1500015258789,117.9000015258789,111.80000305175781,117.05000305175781,111.07438659667969,2158032,ADANIPORTS
2012-09-20,116.4000015258789,116.75,114.05000305175781,115.5,109.60350799560547,2705275,ADANIPORTS
2012-09-21,117.0,119.4000015258789,113.25,115.69999694824219,109.79330444335938,3156075,ADANIPORTS
2012-09-24,116.0,123.44999694824219,114.30000305175781,119.55000305175781,113.44676208496094,4222804,ADANIPORTS
2012-09-25,120.94999694824219,121.80000305175781,117.0999984741211,120.0,113.873779296875,3807912,ADANIPORTS
2012-09-26,119.9000015258789,123.94999694824219,119.9000015258789,122.5999984741211,116.34104919433594,2423037,ADANIPORTS
2012-09-27,122.0,124.4000015258789,119.55000305175781,122.05000305175781,115.81912994384766,3694614,ADANIPORTS
2012-09-28,123.0,128.5,123.0,127.5,120.99088287353516,2455631,ADANIPORTS
2012-10-01,128.10000610351562,128.5,124.55000305175781,125.5,119.09300231933594,470394,ADANIPORTS
2012-10-03,125.5,130.0,124.0,129.5,122.88878631591797,1268946,ADANIPORTS
2012-10-04,130.10000610351562,132.3000030517578,128.60000610351562,129.60000610351562,122.98368072509766,1423093,ADANIPORTS
2012-10-05,129.64999389648438,131.14999389648438,123.5999984741211,128.14999389648438,121.60770416259766,1210168,ADANIPORTS
2012-10-08,127.05000305175781,127.94999694824219,121.3499984741211,123.80000305175781,117.47977447509766,533122,ADANIPORTS
2012-10-09,125.94999694824219,126.3499984741211,121.80000305175781,122.6500015258789,116.38848114013672,410937,ADANIPORTS
2012-10-10,122.05000305175781,122.80000305175781,119.5999984741211,120.5,114.34825134277344,276010,ADANIPORTS
2012-10-11,119.94999694824219,124.9000015258789,118.69999694824219,124.30000305175781,117.95426177978516,604810,ADANIPORTS
2012-10-12,123.8499984741211,127.0,123.44999694824219,125.4000015258789,118.99810028076172,735106,ADANIPORTS
2012-10-15,125.4000015258789,125.5,122.44999694824219,123.44999694824219,117.14765167236328,304000,ADANIPORTS
2012-10-16,122.0,122.0,118.0999984741211,120.05000305175781,113.9212417602539,1903838,ADANIPORTS
2012-10-17,119.1500015258789,120.9000015258789,118.0,120.0,113.873779296875,389450,ADANIPORTS
2012-10-18,120.0,125.4000015258789,119.30000305175781,124.69999694824219,118.33383178710938,1293131,ADANIPORTS
2012-10-19,125.0,127.44999694824219,122.6500015258789,124.3499984741211,118.00169372558594,1344070,ADANIPORTS
2012-10-22,124.05000305175781,130.60000610351562,123.05000305175781,129.75,123.12602233886719,2914830,ADANIPORTS
2012-10-23,130.6999969482422,131.0,127.69999694824219,128.5500030517578,121.98728942871094,1724049,ADANIPORTS
2012-10-25,128.0,132.89999389648438,128.0,130.6999969482422,124.02751159667969,1479503,ADANIPORTS
2012-10-29,126.05000305175781,127.4000015258789,123.55000305175781,124.5,118.14405822753906,1584245,ADANIPORTS
2012-10-30,124.05000305175781,127.80000305175781,123.0,125.0,118.61851501464844,678844,ADANIPORTS
2012-10-31,125.55000305175781,128.64999389648438,124.9000015258789,127.25,120.75364685058594,1690316,ADANIPORTS
2012-11-01,125.5,126.44999694824219,124.0,125.0,118.61851501464844,754150,ADANIPORTS
2012-11-02,125.5999984741211,128.64999389648438,125.5999984741211,127.94999694824219,121.41791534423828,1501687,ADANIPORTS
2012-11-05,127.0,130.60000610351562,127.0,127.44999694824219,120.94343566894531,1196272,ADANIPORTS
2012-11-06,127.4000015258789,136.6999969482422,126.1500015258789,134.85000610351562,127.96566009521484,3019713,ADANIPORTS
2012-11-07,135.0,136.0,129.0500030517578,130.85000610351562,124.16986846923828,1782253,ADANIPORTS
2012-11-08,130.8000030517578,131.5,128.1999969482422,130.60000610351562,123.93263244628906,754715,ADANIPORTS
2012-11-09,130.0,132.4499969482422,127.19999694824219,127.9000015258789,121.37047576904297,355941,ADANIPORTS
2012-11-12,127.05000305175781,130.60000610351562,126.6500015258789,129.1999969482422,122.60409545898438,692315,ADANIPORTS
2012-11-15,128.89999389648438,132.5,128.0500030517578,131.39999389648438,124.6917724609375,453557,ADANIPORTS
2012-11-16,131.39999389648438,133.25,126.0,127.3499984741211,120.84855651855469,671193,ADANIPORTS
2012-11-19,125.19999694824219,130.0,125.19999694824219,127.94999694824219,121.41791534423828,642800,ADANIPORTS
2012-11-20,130.0,130.6999969482422,121.5999984741211,123.19999694824219,116.910400390625,787747,ADANIPORTS
2012-11-21,124.0,125.4000015258789,122.1500015258789,123.05000305175781,116.7680892944336,360974,ADANIPORTS
2012-11-22,123.94999694824219,124.80000305175781,121.55000305175781,122.80000305175781,116.53083801269531,251196,ADANIPORTS
2012-11-23,123.44999694824219,124.5,122.05000305175781,123.3499984741211,117.05274963378906,182011,ADANIPORTS
2012-11-26,123.9000015258789,125.94999694824219,123.0999984741211,125.3499984741211,118.9506607055664,292680,ADANIPORTS
2012-11-27,126.4000015258789,130.60000610351562,125.0999984741211,129.75,123.12602233886719,1987923,ADANIPORTS
2012-11-29,130.0500030517578,132.1999969482422,124.55000305175781,125.44999694824219,119.0455551147461,1359991,ADANIPORTS
2012-11-30,125.5,130.6999969482422,125.25,130.14999389648438,123.50559997558594,1251861,ADANIPORTS
2012-12-03,130.35000610351562,133.25,129.0,132.25,125.49839782714844,1160794,ADANIPORTS
2012-12-04,132.64999389648438,137.89999389648438,130.60000610351562,134.39999389648438,127.53860473632812,3545718,ADANIPORTS
2012-12-05,134.75,136.3000030517578,131.25,133.6999969482422,126.87438201904297,1003342,ADANIPORTS
2012-12-06,133.6999969482422,136.5,130.6999969482422,135.0500030517578,128.15545654296875,3147331,ADANIPORTS
2012-12-07,135.64999389648438,138.8000030517578,135.35000610351562,137.60000610351562,130.5752716064453,1424101,ADANIPORTS
2012-12-10,137.9499969482422,138.75,135.60000610351562,137.0500030517578,130.0533447265625,612960,ADANIPORTS
2012-12-11,137.14999389648438,138.60000610351562,131.75,134.75,127.87075805664062,790611,ADANIPORTS
2012-12-12,135.0,136.60000610351562,133.0,135.64999389648438,128.72482299804688,543139,ADANIPORTS
2012-12-13,136.0,136.0,130.0500030517578,130.6999969482422,124.02751159667969,680712,ADANIPORTS
2012-12-14,130.0500030517578,136.4499969482422,130.0500030517578,135.64999389648438,128.72482299804688,878418,ADANIPORTS
2012-12-17,136.0500030517578,144.14999389648438,135.5500030517578,143.25,135.93682861328125,2010480,ADANIPORTS
2012-12-18,144.60000610351562,146.25,142.10000610351562,142.64999389648438,135.36746215820312,1908629,ADANIPORTS
2012-12-19,144.0500030517578,146.39999389648438,142.25,145.25,137.834716796875,1845672,ADANIPORTS
2012-12-20,145.25,146.39999389648438,139.0500030517578,140.0,132.85272216796875,2098610,ADANIPORTS
2012-12-21,139.4499969482422,142.10000610351562,133.64999389648438,135.64999389648438,128.72482299804688,1487914,ADANIPORTS
2012-12-24,137.0,137.39999389648438,133.4499969482422,135.35000610351562,128.4401397705078,625551,ADANIPORTS
2012-12-26,136.0,137.5,134.39999389648438,136.39999389648438,129.4365234375,526630,ADANIPORTS
2012-12-27,137.4499969482422,138.25,132.4499969482422,133.8000030517578,126.9692611694336,1895037,ADANIPORTS
2012-12-28,133.5,134.9499969482422,132.0500030517578,132.85000610351562,126.0677719116211,773240,ADANIPORTS
2012-12-31,132.85000610351562,135.9499969482422,132.39999389648438,135.0,128.1080322265625,636052,ADANIPORTS
2013-01-01,136.25,138.14999389648438,135.3000030517578,137.8000030517578,130.76507568359375,353823,ADANIPORTS
2013-01-02,138.8000030517578,140.1999969482422,137.3000030517578,138.4499969482422,131.38186645507812,1158271,ADANIPORTS
2013-01-03,139.4499969482422,140.0,137.14999389648438,138.3000030517578,131.23953247070312,996003,ADANIPORTS
2013-01-04,138.3000030517578,138.3000030517578,134.5,137.5,130.4803924560547,1236742,ADANIPORTS
2013-01-07,137.0,141.25,137.0,140.0500030517578,132.9001922607422,1974675,ADANIPORTS
2013-01-08,140.60000610351562,140.64999389648438,135.3000030517578,137.4499969482422,130.4329376220703,750310,ADANIPORTS
2013-01-09,137.0,138.89999389648438,134.4499969482422,135.14999389648438,128.25033569335938,804170,ADANIPORTS
2013-01-10,136.10000610351562,136.64999389648438,134.1999969482422,135.8000030517578,128.8671875,649023,ADANIPORTS
2013-01-11,135.8000030517578,136.39999389648438,131.10000610351562,131.6999969482422,124.97647094726562,627649,ADANIPORTS
2013-01-14,131.6999969482422,136.75,131.10000610351562,136.3000030517578,129.3415985107422,645456,ADANIPORTS
