datetime,index,date,time,open,high,low,close,rangeHigh,rangeLow,range,signal,tradePosition,tradeCount,inTrade,entryCount,buyPrice,buySL,buyTgt,sellPrice,sellSL,sellTgt,buySLHit,buyTgtHit,buyTradeOn,buyExitPrice,buyMTM,buyPnL,sellSLHit,sellTgtHit,sellTradeOn,sellExitPrice,sellMTM,sellPnL,buyMaxMTM,buyMinMTM,sellMaxMTM,sellMinMTM,totalPnl
2022-04-29 09:57:00,BANKNIFTY,2022-04-29,09:57:00,36381.8,36418.65,36378.5,36410.2,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
2022-04-29 09:58:00,BANKNIFTY,2022-04-29,09:58:00,36403.5,36413.05,36381.0,36405.75,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
2022-04-29 09:59:00,BANKNIFTY,2022-04-29,09:59:00,36404.85,36404.85,36379.4,36389.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,61.599999999998545,0.0,0.0
2022-04-29 10:00:00,BANKNIFTY,2022-04-29,10:00:00,36394.25,36395.85,36382.95,36386.1,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,58.05000000000291,0.0,0.0
2022-04-29 10:01:00,BANKNIFTY,2022-04-29,10:01:00,36391.55,36392.6,36353.7,36356.55,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,87.30000000000291,0.0,0.0
2022-04-29 10:02:00,BANKNIFTY,2022-04-29,10:02:00,36356.65,36368.95,36355.3,36367.25,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,85.69999999999709,0.0,0.0
2022-04-29 10:03:00,BANKNIFTY,2022-04-29,10:03:00,36367.9,36390.25,36364.1,36386.9,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,76.90000000000146,0.0,0.0
2022-04-29 10:04:00,BANKNIFTY,2022-04-29,10:04:00,36385.2,36418.35,36383.2,36418.35,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,57.80000000000291,0.0,0.0
2022-04-29 10:05:00,BANKNIFTY,2022-04-29,10:05:00,36417.55,36433.85,36409.8,36416.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,31.19999999999709,0.0,0.0
2022-04-29 10:06:00,BANKNIFTY,2022-04-29,10:06:00,36418.45,36420.75,36405.3,36410.5,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,35.69999999999709,0.0,0.0
2022-04-29 10:07:00,BANKNIFTY,2022-04-29,10:07:00,36409.95,36414.65,36388.6,36392.6,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,52.400000000001455,0.0,0.0
2022-04-29 10:08:00,BANKNIFTY,2022-04-29,10:08:00,36388.45,36395.4,36365.25,36372.85,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,75.75,0.0,0.0
2022-04-29 10:09:00,BANKNIFTY,2022-04-29,10:09:00,36372.4,36388.3,36361.45,36363.2,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,79.55000000000291,0.0,0.0
2022-04-29 10:10:00,BANKNIFTY,2022-04-29,10:10:00,36362.1,36365.95,36342.6,36355.5,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,98.40000000000146,0.0,0.0
2022-04-29 10:11:00,BANKNIFTY,2022-04-29,10:11:00,36349.55,36358.1,36347.25,36350.25,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,0.0
2022-04-29 10:12:00,BANKNIFTY,2022-04-29,10:12:00,36351.2,36389.2,36350.7,36389.2,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,90.30000000000291,0.0,0.0
2022-04-29 10:13:00,BANKNIFTY,2022-04-29,10:13:00,36389.85,36389.85,36378.45,36379.95,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,62.55000000000291,0.0,0.0
2022-04-29 10:14:00,BANKNIFTY,2022-04-29,10:14:00,36380.4,36392.8,36380.4,36389.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,60.599999999998545,0.0,0.0
2022-04-29 10:15:00,BANKNIFTY,2022-04-29,10:15:00,36388.0,36395.75,36385.45,36391.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,55.55000000000291,0.0,0.0
2022-04-29 10:16:00,BANKNIFTY,2022-04-29,10:16:00,36392.2,36421.05,36389.8,36421.05,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,51.19999999999709,0.0,0.0
2022-04-29 10:17:00,BANKNIFTY,2022-04-29,10:17:00,36421.6,36437.3,36404.35,36406.65,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,36.650000000001455,0.0,0.0
2022-04-29 10:18:00,BANKNIFTY,2022-04-29,10:18:00,36407.9,36409.5,36398.0,36404.0,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0
2022-04-29 10:19:00,BANKNIFTY,2022-04-29,10:19:00,36405.1,36429.35,36404.55,36420.55,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,36.44999999999709,0.0,0.0
2022-04-29 10:20:00,BANKNIFTY,2022-04-29,10:20:00,36423.75,36438.6,36418.65,36432.75,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,22.349999999998545,0.0,0.0
2022-04-29 10:21:00,BANKNIFTY,2022-04-29,10:21:00,36439.25,36446.7,36433.2,36443.95,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,7.80000000000291,0.0,0.0
2022-04-29 10:22:00,BANKNIFTY,2022-04-29,10:22:00,36443.15,36475.3,36442.8,36474.45,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8000000000029104,0.0
2022-04-29 10:23:00,BANKNIFTY,2022-04-29,10:23:00,36477.1,36490.5,36473.7,36485.2,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-32.69999999999709,0.0
2022-04-29 10:24:00,BANKNIFTY,2022-04-29,10:24:00,36489.45,36491.7,36469.9,36469.9,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-28.900000000001455,0.0
2022-04-29 10:25:00,BANKNIFTY,2022-04-29,10:25:00,36470.85,36484.55,36470.85,36481.0,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-29.849999999998545,0.0
2022-04-29 10:26:00,BANKNIFTY,2022-04-29,10:26:00,36479.2,36481.75,36455.45,36458.75,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-14.44999999999709,0.0
2022-04-29 10:27:00,BANKNIFTY,2022-04-29,10:27:00,36464.6,36476.8,36453.65,36460.35,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-12.650000000001455,0.0
2022-04-29 10:28:00,BANKNIFTY,2022-04-29,10:28:00,36457.8,36467.75,36452.75,36460.55,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-11.75,0.0
2022-04-29 10:29:00,BANKNIFTY,2022-04-29,10:29:00,36461.35,36480.35,36446.25,36473.45,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-5.25,0.0
2022-04-29 10:30:00,BANKNIFTY,2022-04-29,10:30:00,36479.95,36481.2,36463.0,36476.6,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,0.0
2022-04-29 10:31:00,BANKNIFTY,2022-04-29,10:31:00,36477.4,36505.2,36476.25,36503.85,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-35.25,0.0
2022-04-29 10:32:00,BANKNIFTY,2022-04-29,10:32:00,36500.55,36517.3,36499.0,36506.0,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-58.0,0.0
2022-04-29 10:33:00,BANKNIFTY,2022-04-29,10:33:00,36507.5,36521.25,36500.4,36517.2,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-59.400000000001455,0.0
2022-04-29 10:34:00,BANKNIFTY,2022-04-29,10:34:00,36518.65,36524.75,36511.85,36516.9,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-70.84999999999854,0.0
2022-04-29 10:35:00,BANKNIFTY,2022-04-29,10:35:00,36517.3,36517.45,36503.2,36513.25,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-62.19999999999709,0.0
2022-04-29 10:36:00,BANKNIFTY,2022-04-29,10:36:00,36516.1,36525.65,36514.3,36522.15,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-73.30000000000291,0.0
2022-04-29 10:37:00,BANKNIFTY,2022-04-29,10:37:00,36523.9,36528.4,36519.85,36527.45,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-78.84999999999854,0.0
2022-04-29 10:38:00,BANKNIFTY,2022-04-29,10:38:00,36527.25,36534.45,36524.45,36533.7,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-83.44999999999709,0.0
2022-04-29 10:39:00,BANKNIFTY,2022-04-29,10:39:00,36530.9,36533.5,36502.8,36509.8,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-61.80000000000291,0.0
2022-04-29 10:40:00,BANKNIFTY,2022-04-29,10:40:00,36504.45,36549.45,36503.5,36547.05,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-62.5,0.0
