entryDt,Entry_relventExpiryDt,Entry_BANKNIFTY_price,Entry_CE_strike,Entry_PE_strike,Entry_symbolCE,Entry_symbolPE,Entry_year,Entry_CEprice,Entry_PEprice,exitDt,Exit_relventExpiryDt,Exit_BANKNIFTY_price,Exit_CE_strike,Exit_PE_strike,Exit_symbolCE,Exit_symbolPE,Exit_year,Exit_CEprice,Exit_PEprice
2021-05-27 15:15:00,2021-06-03 15:15:00,35122.8,35200,35000,BANKNIFTY21060335200CE,BANKNIFTY21060335000PE,2021,559.25,445.25,2021-06-03 15:15:00,2021-06-03 15:15:00,35647.35,35200,35000,BANKNIFTY21060335200CE,BANKNIFTY21060335000PE,2021,449.2,0.15
2021-06-03 15:15:00,2021-06-10 15:15:00,35647.35,35700,35500,BANKNIFTY21061035700CE,BANKNIFTY21061035500PE,2021,452.4,370.55,2021-06-10 15:15:00,2021-06-10 15:15:00,35135.6,35700,35500,BANKNIFTY21061035700CE,BANKNIFTY21061035500PE,2021,0.15,366.7
2021-06-10 15:15:00,2021-06-17 15:15:00,35135.6,35200,35000,BANKNIFTY21061735200CE,BANKNIFTY21061735000PE,2021,430.7,328.45,2021-06-17 15:15:00,2021-06-17 15:15:00,34679.65,35200,35000,BANKNIFTY21061735200CE,BANKNIFTY21061735000PE,2021,0.2,337.15
2021-06-17 15:15:00,2021-06-24 15:15:00,34679.65,34800,34600,BANKNIFTY21062434800CE,BANKNIFTY21062434600PE,2021,383.05,334.85,2021-06-24 15:15:00,2021-06-24 15:15:00,34831.25,34800,34600,BANKNIFTY21062434800CE,BANKNIFTY21062434600PE,2021,38.5,0.35
2021-06-24 15:15:00,2021-07-01 15:15:00,34831.25,34900,34700,BANKNIFTY21070134900CE,BANKNIFTY21070134700PE,2021,395.0,305.05,2021-07-01 15:15:00,2021-07-01 15:15:00,34682.5,34900,34700,BANKNIFTY21070134900CE,BANKNIFTY21070134700PE,2021,0.3,20.25
2021-07-01 15:15:00,2021-07-08 15:15:00,34682.5,34800,34600,BANKNIFTY21070834800CE,BANKNIFTY21070834600PE,2021,309.15,264.55,2021-07-08 15:15:00,2021-07-08 15:15:00,35328.2,34800,34600,BANKNIFTY21070834800CE,BANKNIFTY21070834600PE,2021,493.55,0.15
2021-07-08 15:15:00,2021-07-15 15:15:00,35328.2,35400,35200,BANKNIFTY21071535400CE,BANKNIFTY21071535200PE,2021,333.0,266.35,2021-07-15 15:15:00,2021-07-15 15:15:00,35904.55,35400,35200,BANKNIFTY21071535400CE,BANKNIFTY21071535200PE,2021,501.2,0.2
2021-07-15 15:15:00,2021-07-22 15:15:00,35904.55,36000,35800,BANKNIFTY21072236000CE,BANKNIFTY21072235800PE,2021,278.75,258.25,2021-07-22 15:15:00,2021-07-22 15:15:00,34667.9,36000,35800,BANKNIFTY21072236000CE,BANKNIFTY21072235800PE,2021,0.15,1131.3
2021-07-22 15:15:00,2021-07-29 15:15:00,34667.9,34800,34600,BANKNIFTY21072934800CE,BANKNIFTY21072934600PE,2021,300.6,283.25,2021-07-29 15:15:00,2021-07-29 15:15:00,34684.15,34800,34600,BANKNIFTY21072934800CE,BANKNIFTY21072934600PE,2021,0.45,0.35
2021-07-29 15:15:00,2021-08-05 15:15:00,34684.15,34800,34600,BANKNIFTY21080534800CE,BANKNIFTY21080534600PE,2021,293.85,264.2,2021-08-05 15:15:00,2021-08-05 15:15:00,35822.9,34800,34600,BANKNIFTY21080534800CE,BANKNIFTY21080534600PE,2021,1049.55,0.05
2021-08-05 15:15:00,2021-08-12 15:15:00,35822.9,35900,35700,BANKNIFTY21081235900CE,BANKNIFTY21081235700PE,2021,354.25,285.65,2021-08-12 15:15:00,2021-08-12 15:15:00,35930.85,35900,35700,BANKNIFTY21081235900CE,BANKNIFTY21081235700PE,2021,21.5,0.3
2021-08-12 15:15:00,2021-08-18 15:15:00,35930.85,36000,35800,BANKNIFTY21081836000CE,BANKNIFTY21081835800PE,2021,295.0,220.0,2021-08-18 15:15:00,2021-08-18 15:15:00,35589.0,36000,35800,BANKNIFTY21081836000CE,BANKNIFTY21081835800PE,2021,0.5,198.85
2021-08-18 15:15:00,2021-08-26 15:15:00,35589.0,35700,35500,BANKNIFTY21082635700CE,BANKNIFTY21082635500PE,2021,305.7,264.5,2021-08-26 15:15:00,2021-08-26 15:15:00,35617.45,35700,35500,BANKNIFTY21082635700CE,BANKNIFTY21082635500PE,2021,0.3,0.5
2021-08-26 15:15:00,2021-09-02 15:15:00,35617.45,35700,35500,BANKNIFTY21090235700CE,BANKNIFTY21090235500PE,2021,302.6,251.0,2021-09-02 15:15:00,2021-09-02 15:15:00,36827.1,35700,35500,BANKNIFTY21090235700CE,BANKNIFTY21090235500PE,2021,1113.6,0.15
2021-09-02 15:15:00,2021-09-09 15:15:00,36827.1,36900,36700,BANKNIFTY21090936900CE,BANKNIFTY21090936700PE,2021,332.55,271.0,2021-09-09 15:15:00,2021-09-09 15:15:00,36686.05,36900,36700,BANKNIFTY21090936900CE,BANKNIFTY21090936700PE,2021,0.45,28.3
2021-09-09 15:15:00,2021-09-16 15:15:00,36686.05,36800,36600,BANKNIFTY21091636800CE,BANKNIFTY21091636600PE,2021,257.2,257.55,2021-09-16 15:15:00,2021-09-16 15:15:00,37641.15,36800,36600,BANKNIFTY21091636800CE,BANKNIFTY21091636600PE,2021,842.0,0.3
2021-09-16 15:15:00,2021-09-23 15:15:00,37641.15,37700,37500,BANKNIFTY21092337700CE,BANKNIFTY21092337500PE,2021,401.25,318.75,2021-09-23 15:15:00,2021-09-23 15:15:00,37781.6,37700,37500,BANKNIFTY21092337700CE,BANKNIFTY21092337500PE,2021,75.0,0.45
2021-09-23 15:15:00,2021-09-30 15:15:00,37781.6,37900,37700,BANKNIFTY21093037900CE,BANKNIFTY21093037700PE,2021,398.0,345.0,2021-09-30 15:15:00,2021-09-30 15:15:00,37446.35,37900,37700,BANKNIFTY21093037900CE,BANKNIFTY21093037700PE,2021,0.4,246.3
2021-09-30 15:15:00,2021-10-07 15:15:00,37446.35,37500,37300,BANKNIFTY21100737500CE,BANKNIFTY21100737300PE,2021,471.0,323.25,2021-10-07 15:15:00,2021-10-07 15:15:00,37744.8,37500,37300,BANKNIFTY21100737500CE,BANKNIFTY21100737300PE,2021,252.45,0.2
2021-10-07 15:15:00,2021-10-14 15:15:00,37744.8,37800,37600,BANKNIFTY21101437800CE,BANKNIFTY21101437600PE,2021,389.45,299.75,2021-10-14 15:15:00,2021-10-14 15:15:00,39360.15,37800,37600,BANKNIFTY21101437800CE,BANKNIFTY21101437600PE,2021,1547.95,0.2
2021-10-14 15:15:00,2021-10-21 15:15:00,39360.15,39500,39300,BANKNIFTY21102139500CE,BANKNIFTY21102139300PE,2021,312.05,346.45,2021-10-21 15:15:00,2021-10-21 15:15:00,40035.3,39500,39300,BANKNIFTY21102139500CE,BANKNIFTY21102139300PE,2021,489.05,0.35
2021-10-21 15:15:00,2021-10-28 15:15:00,40035.3,40100,39900,BANKNIFTY21102840100CE,BANKNIFTY21102839900PE,2021,440.0,340.15,2021-10-28 15:15:00,2021-10-28 15:15:00,39528.1,40100,39900,BANKNIFTY21102840100CE,BANKNIFTY21102839900PE,2021,0.75,363.3
2021-10-28 15:15:00,2021-11-03 15:15:00,39528.1,39600,39400,BANKNIFTY21110339600CE,BANKNIFTY21110339400PE,2021,537.9,393.8,2021-11-03 15:15:00,2021-11-03 15:15:00,39359.75,39600,39400,BANKNIFTY21110339600CE,BANKNIFTY21110339400PE,2021,1.05,23.8
2021-11-03 15:15:00,2021-11-11 15:15:00,39359.75,39500,39300,BANKNIFTY21111139500CE,BANKNIFTY21111139300PE,2021,402.85,413.8,2021-11-11 15:15:00,2021-11-11 15:15:00,38551.2,39500,39300,BANKNIFTY21111139500CE,BANKNIFTY21111139300PE,2021,0.2,749.2
2021-11-11 15:15:00,2021-11-18 15:15:00,38551.2,38700,38500,BANKNIFTY21111838700CE,BANKNIFTY21111838500PE,2021,365.35,322.0,2021-11-18 15:15:00,2021-11-18 15:15:00,37946.4,38700,38500,BANKNIFTY21111838700CE,BANKNIFTY21111838500PE,2021,0.25,535.15
2021-11-18 15:15:00,2021-11-25 15:15:00,37946.4,38000,37800,BANKNIFTY21112538000CE,BANKNIFTY21112537800PE,2021,376.8,234.15,2021-11-25 15:15:00,2021-11-25 15:15:00,37332.65,38000,37800,BANKNIFTY21112538000CE,BANKNIFTY21112537800PE,2021,0.25,457.6
2021-11-25 15:15:00,2021-12-02 15:15:00,37332.65,37400,37200,BANKNIFTY21120237400CE,BANKNIFTY21120237200PE,2021,365.0,260.6,2021-12-02 15:15:00,2021-12-02 15:15:00,36482.2,37400,37200,BANKNIFTY21120237400CE,BANKNIFTY21120237200PE,2021,0.1,716.3
2021-12-02 15:15:00,2021-12-09 15:15:00,36482.2,36600,36400,BANKNIFTY21120936600CE,BANKNIFTY21120936400PE,2021,397.05,380.0,2021-12-09 15:15:00,2021-12-09 15:15:00,37076.65,36600,36400,BANKNIFTY21120936600CE,BANKNIFTY21120936400PE,2021,483.0,0.1
2021-12-09 15:15:00,2021-12-16 15:15:00,37076.65,37200,37000,BANKNIFTY21121637200CE,BANKNIFTY21121637000PE,2021,349.55,340.95,2021-12-16 15:15:00,2021-12-16 15:15:00,36557.2,37200,37000,BANKNIFTY21121637200CE,BANKNIFTY21121637000PE,2021,0.2,455.5
2021-12-16 15:15:00,2021-12-23 15:15:00,36557.2,36700,36500,BANKNIFTY21122336700CE,BANKNIFTY21122336500PE,2021,375.0,334.4,2021-12-23 15:15:00,2021-12-23 15:15:00,35241.4,36700,36500,BANKNIFTY21122336700CE,BANKNIFTY21122336500PE,2021,0.15,1248.35
2021-12-23 15:15:00,2021-12-30 15:15:00,35241.4,35300,35100,BANKNIFTY21123035300CE,BANKNIFTY21123035100PE,2021,381.5,290.7,2021-12-30 15:15:00,2021-12-30 15:15:00,35081.25,35300,35100,BANKNIFTY21123035300CE,BANKNIFTY21123035100PE,2021,0.55,42.65
2021-12-30 15:15:00,2022-01-06 15:15:00,35081.25,35200,35000,BANKNIFTY22010635200CE,BANKNIFTY22010635000PE,2021,376.0,353.0,2022-01-06 15:15:00,2022-01-06 15:15:00,37469.4,35200,35000,BANKNIFTY22010635200CE,BANKNIFTY22010635000PE,2021,,
2022-01-06 15:15:00,2022-01-13 15:15:00,37469.4,37600,37400,BANKNIFTY22011337600CE,BANKNIFTY22011337400PE,2022,431.1,411.45,2022-01-13 15:15:00,2022-01-13 15:15:00,38495.1,37600,37400,BANKNIFTY22011337600CE,BANKNIFTY22011337400PE,2022,886.7,0.05
2022-01-13 15:15:00,2022-01-20 15:15:00,38495.1,38600,38400,BANKNIFTY22012038600CE,BANKNIFTY22012038400PE,2022,429.35,400.85,2022-01-20 15:15:00,2022-01-20 15:15:00,37930.65,38600,38400,BANKNIFTY22012038600CE,BANKNIFTY22012038400PE,2022,0.25,510.8
2022-01-20 15:15:00,2022-01-27 15:15:00,37930.65,38000,37800,BANKNIFTY22012738000CE,BANKNIFTY22012737800PE,2022,450.9,313.65,2022-01-27 15:15:00,2022-01-27 15:15:00,38080.5,38000,37800,BANKNIFTY22012738000CE,BANKNIFTY22012737800PE,2022,27.2,0.35
2022-01-27 15:15:00,2022-02-03 15:15:00,38080.5,38200,38000,BANKNIFTY22020338200CE,BANKNIFTY22020338000PE,2022,716.7,657.55,2022-02-03 15:15:00,2022-02-03 15:15:00,39052.35,38200,38000,BANKNIFTY22020338200CE,BANKNIFTY22020338000PE,2022,867.75,0.1
2022-02-03 15:15:00,2022-02-10 15:15:00,39052.35,39200,39000,BANKNIFTY22021039200CE,BANKNIFTY22021039000PE,2022,421.0,419.35,2022-02-10 15:15:00,2022-02-10 15:15:00,39000.25,39200,39000,BANKNIFTY22021039200CE,BANKNIFTY22021039000PE,2022,0.45,4.65
2022-02-10 15:15:00,2022-02-17 15:15:00,39000.25,39100,38900,BANKNIFTY22021739100CE,BANKNIFTY22021738900PE,2022,384.65,355.0,2022-02-17 15:15:00,2022-02-17 15:15:00,37506.3,39100,38900,BANKNIFTY22021739100CE,BANKNIFTY22021738900PE,2022,0.2,1349.75
2022-02-17 15:15:00,2022-02-24 15:15:00,37506.3,37600,37400,BANKNIFTY22022437600CE,BANKNIFTY22022437400PE,2022,509.0,523.7,2022-02-24 15:15:00,2022-02-24 15:15:00,35222.05,37600,37400,BANKNIFTY22022437600CE,BANKNIFTY22022437400PE,2022,0.35,2092.2
2022-02-24 15:15:00,2022-03-03 15:15:00,35222.05,35300,35100,BANKNIFTY22030335300CE,BANKNIFTY22030335100PE,2022,811.05,821.6,2022-03-03 15:15:00,2022-03-03 15:15:00,35170.35,35300,35100,BANKNIFTY22030335300CE,BANKNIFTY22030335100PE,2022,11.3,78.7
2022-03-03 15:15:00,2022-03-10 15:15:00,35170.35,35300,35100,BANKNIFTY22031035300CE,BANKNIFTY22031035100PE,2022,660.0,638.0,2022-03-10 15:15:00,2022-03-10 15:15:00,34520.25,35300,35100,BANKNIFTY22031035300CE,BANKNIFTY22031035100PE,2022,0.55,581.95
2022-03-10 15:15:00,2022-03-17 15:15:00,34520.25,34600,34400,BANKNIFTY22031734600CE,BANKNIFTY22031734400PE,2022,676.0,607.25,2022-03-17 15:15:00,2022-03-17 15:15:00,36430.75,34600,34400,BANKNIFTY22031734600CE,BANKNIFTY22031734400PE,2022,1800.0,0.2
2022-03-17 15:15:00,2022-03-24 15:15:00,36430.75,36500,36300,BANKNIFTY22032436500CE,BANKNIFTY22032436300PE,2022,531.95,530.25,2022-03-24 15:15:00,2022-03-24 15:15:00,35528.4,36500,36300,BANKNIFTY22032436500CE,BANKNIFTY22032436300PE,2022,0.25,765.0
2022-03-24 15:15:00,2022-03-31 15:15:00,35528.4,35600,35400,BANKNIFTY22033135600CE,BANKNIFTY22033135400PE,2022,631.8,504.45,2022-03-31 15:15:00,2022-03-31 15:15:00,36362.75,35600,35400,BANKNIFTY22033135600CE,BANKNIFTY22033135400PE,2022,768.8,0.1
2022-03-31 15:15:00,2022-04-07 15:15:00,36362.75,36500,36300,BANKNIFTY22040736500CE,BANKNIFTY22040736300PE,2022,480.25,432.8,2022-04-07 15:15:00,2022-04-07 15:15:00,37524.1,36500,36300,BANKNIFTY22040736500CE,BANKNIFTY22040736300PE,2022,1043.9,0.05
2022-04-07 15:15:00,2022-04-13 15:15:00,37524.1,37600,37400,BANKNIFTY22041337600CE,BANKNIFTY22041337400PE,2022,485.05,371.5,2022-04-13 15:15:00,2022-04-13 15:15:00,37436.2,37600,37400,BANKNIFTY22041337600CE,BANKNIFTY22041337400PE,2022,0.6,2.0
2022-04-13 15:15:00,2022-04-21 15:15:00,37436.2,37500,37300,BANKNIFTY22042137500CE,BANKNIFTY22042137300PE,2022,396.5,307.6,2022-04-21 15:15:00,2022-04-21 15:15:00,36817.7,37500,37300,BANKNIFTY22042137500CE,BANKNIFTY22042137300PE,2022,0.15,499.65
2022-04-21 15:15:00,2022-04-28 15:15:00,36817.7,36900,36700,BANKNIFTY22042836900CE,BANKNIFTY22042836700PE,2022,415.05,314.9,2022-04-28 15:15:00,2022-04-28 15:15:00,36403.7,36900,36700,BANKNIFTY22042836900CE,BANKNIFTY22042836700PE,2022,0.1,313.75
2022-04-28 15:15:00,2022-05-05 15:15:00,36403.7,36500,36300,BANKNIFTY22050536500CE,BANKNIFTY22050536300PE,2022,400.95,358.05,2022-05-05 15:15:00,2022-05-05 15:15:00,35261.35,36500,36300,BANKNIFTY22050536500CE,BANKNIFTY22050536300PE,2022,0.2,1038.85
2022-05-05 15:15:00,2022-05-12 15:15:00,35261.35,35400,35200,BANKNIFTY22051235400CE,BANKNIFTY22051235200PE,2022,376.25,415.2,2022-05-12 15:15:00,2022-05-12 15:15:00,33576.3,35400,35200,BANKNIFTY22051235400CE,BANKNIFTY22051235200PE,2022,0.05,1649.45
2022-05-12 15:15:00,2022-05-19 15:15:00,33576.3,33700,33500,BANKNIFTY22051933700CE,BANKNIFTY22051933500PE,2022,454.4,464.95,2022-05-19 15:15:00,2022-05-19 15:15:00,33310.15,33700,33500,BANKNIFTY22051933700CE,BANKNIFTY22051933500PE,2022,0.25,205.15
2022-05-19 15:15:00,2022-05-26 15:15:00,33310.15,33400,33200,BANKNIFTY22052633400CE,BANKNIFTY22052633200PE,2022,421.05,463.8,2022-05-26 15:15:00,2022-05-26 15:15:00,35106.05,33400,33200,BANKNIFTY22052633400CE,BANKNIFTY22052633200PE,2022,1665.9,0.15
2022-05-26 15:15:00,2022-06-02 15:15:00,35106.05,35200,35000,BANKNIFTY22060235200CE,BANKNIFTY22060235000PE,2022,437.2,450.85,2022-06-02 15:15:00,2022-06-02 15:15:00,35666.3,35200,35000,BANKNIFTY22060235200CE,BANKNIFTY22060235000PE,2022,439.0,0.2
2022-06-02 15:15:00,2022-06-09 15:15:00,35666.3,35800,35600,BANKNIFTY22060935800CE,BANKNIFTY22060935600PE,2022,410.85,383.7,2022-06-09 15:15:00,2022-06-09 15:15:00,35130.05,35800,35600,BANKNIFTY22060935800CE,BANKNIFTY22060935600PE,2022,0.05,515.3
2022-06-09 15:15:00,2022-06-16 15:15:00,35130.05,35200,35000,BANKNIFTY22061635200CE,BANKNIFTY22061635000PE,2022,364.6,327.65,2022-06-16 15:15:00,2022-06-16 15:15:00,32617.0,35200,35000,BANKNIFTY22061635200CE,BANKNIFTY22061635000PE,2022,0.1,2364.15
2022-06-16 15:15:00,2022-06-23 15:15:00,32617.0,32700,32500,BANKNIFTY22062332700CE,BANKNIFTY22062332500PE,2022,443.5,423.65,2022-06-23 15:15:00,2022-06-23 15:15:00,33146.75,32700,32500,BANKNIFTY22062332700CE,BANKNIFTY22062332500PE,2022,450.9,0.25
2022-06-23 15:15:00,2022-06-30 15:15:00,33146.75,33200,33000,BANKNIFTY22063033200CE,BANKNIFTY22063033000PE,2022,398.6,332.0,2022-06-30 15:15:00,2022-06-30 15:15:00,33419.45,33200,33000,BANKNIFTY22063033200CE,BANKNIFTY22063033000PE,2022,225.05,0.2
2022-06-30 15:15:00,2022-07-07 15:15:00,33419.45,33500,33300,BANKNIFTY22070733500CE,BANKNIFTY22070733300PE,2022,362.8,413.1,2022-07-07 15:15:00,2022-07-07 15:15:00,34903.0,33500,33300,BANKNIFTY22070733500CE,BANKNIFTY22070733300PE,2022,1402.55,0.05
2022-07-07 15:15:00,2022-07-14 15:15:00,34903.0,35000,34800,BANKNIFTY22071435000CE,BANKNIFTY22071434800PE,2022,346.7,358.2,2022-07-14 15:15:00,2022-07-14 15:15:00,34657.95,35000,34800,BANKNIFTY22071435000CE,BANKNIFTY22071434800PE,2022,0.2,145.6
2022-07-14 15:15:00,2022-07-21 15:15:00,34657.95,34800,34600,BANKNIFTY22072134800CE,BANKNIFTY22072134600PE,2022,322.5,343.7,2022-07-21 15:15:00,2022-07-21 15:15:00,36194.9,34800,34600,BANKNIFTY22072134800CE,BANKNIFTY22072134600PE,2022,1375.5,0.05
2022-07-21 15:15:00,2022-07-28 15:15:00,36194.9,36300,36100,BANKNIFTY22072836300CE,BANKNIFTY22072836100PE,2022,292.0,328.3,2022-07-28 15:15:00,2022-07-28 15:15:00,37371.7,36300,36100,BANKNIFTY22072836300CE,BANKNIFTY22072836100PE,2022,1069.3,0.05
2022-07-28 15:15:00,2022-08-04 15:15:00,37371.7,37500,37300,BANKNIFTY22080437500CE,BANKNIFTY22080437300PE,2022,296.95,336.8,2022-08-04 15:15:00,2022-08-04 15:15:00,37738.65,37500,37300,BANKNIFTY22080437500CE,BANKNIFTY22080437300PE,2022,264.45,0.3
2022-08-04 15:15:00,2022-08-11 15:15:00,37738.65,37800,37600,BANKNIFTY22081137800CE,BANKNIFTY22081137600PE,2022,362.0,377.85,2022-08-11 15:15:00,2022-08-11 15:15:00,38849.35,37800,37600,BANKNIFTY22081137800CE,BANKNIFTY22081137600PE,2022,1076.35,0.2
2022-08-11 15:15:00,2022-08-18 15:15:00,38849.35,38900,38700,BANKNIFTY22081838900CE,BANKNIFTY22081838700PE,2022,336.7,277.6,2022-08-18 15:15:00,2022-08-18 15:15:00,39652.1,38900,38700,BANKNIFTY22081838900CE,BANKNIFTY22081838700PE,2022,752.8,0.1
2022-08-18 15:15:00,2022-08-25 15:15:00,39652.1,39800,39600,BANKNIFTY22082539800CE,BANKNIFTY22082539600PE,2022,285.4,288.0,2022-08-25 15:15:00,2022-08-25 15:15:00,38855.8,39800,39600,BANKNIFTY22082539800CE,BANKNIFTY22082539600PE,2022,0.25,671.1
2022-08-25 15:15:00,2022-09-01 15:15:00,38855.8,39000,38800,BANKNIFTY22090139000CE,BANKNIFTY22090138800PE,2022,357.5,367.35,2022-09-01 15:15:00,2022-09-01 15:15:00,39310.95,39000,38800,BANKNIFTY22090139000CE,BANKNIFTY22090138800PE,2022,302.6,0.3
2022-09-01 15:15:00,2022-09-08 15:15:00,39310.95,39400,39200,BANKNIFTY22090839400CE,BANKNIFTY22090839200PE,2022,434.2,376.5,2022-09-08 15:15:00,2022-09-08 15:15:00,40192.45,39400,39200,BANKNIFTY22090839400CE,BANKNIFTY22090839200PE,2022,791.6,0.2
2022-09-08 15:15:00,2022-09-15 15:15:00,40192.45,40300,40100,BANKNIFTY22091540300CE,BANKNIFTY22091540100PE,2022,416.85,403.7,2022-09-15 15:15:00,2022-09-15 15:15:00,41178.7,40300,40100,BANKNIFTY22091540300CE,BANKNIFTY22091540100PE,2022,898.3,0.1
2022-09-15 15:15:00,2022-09-22 15:15:00,41178.7,41300,41100,BANKNIFTY22092241300CE,BANKNIFTY22092241100PE,2022,455.95,448.6,2022-09-22 15:15:00,2022-09-22 15:15:00,40639.0,41300,41100,BANKNIFTY22092241300CE,BANKNIFTY22092241100PE,2022,0.25,456.4
2022-09-22 15:15:00,2022-09-29 15:15:00,40639.0,40700,40500,BANKNIFTY22092940700CE,BANKNIFTY22092940500PE,2022,494.4,384.8,2022-09-29 15:15:00,2022-09-29 15:15:00,37697.25,40700,40500,BANKNIFTY22092940700CE,BANKNIFTY22092940500PE,2022,0.15,2844.6
2022-09-29 15:15:00,2022-10-06 15:15:00,37697.25,37800,37600,BANKNIFTY22100637800CE,BANKNIFTY22100637600PE,2022,542.7,480.7,2022-10-06 15:15:00,2022-10-06 15:15:00,39292.2,37800,37600,BANKNIFTY22100637800CE,BANKNIFTY22100637600PE,2022,1489.8,0.05
2022-10-06 15:15:00,2022-10-13 15:15:00,39292.2,39400,39200,BANKNIFTY22101339400CE,BANKNIFTY22101339200PE,2022,416.3,416.85,2022-10-13 15:15:00,2022-10-13 15:15:00,38618.75,39400,39200,BANKNIFTY22101339400CE,BANKNIFTY22101339200PE,2022,0.15,594.1
2022-10-13 15:15:00,2022-10-20 15:15:00,38618.75,38700,38500,BANKNIFTY22102038700CE,BANKNIFTY22102038500PE,2022,523.6,445.05,2022-10-20 15:15:00,2022-10-20 15:15:00,40133.2,38700,38500,BANKNIFTY22102038700CE,BANKNIFTY22102038500PE,2022,1405.2,0.15
2022-10-20 15:15:00,2022-10-27 15:15:00,40133.2,40200,40000,BANKNIFTY22102740200CE,BANKNIFTY22102740000PE,2022,419.95,299.3,2022-10-27 15:15:00,2022-10-27 15:15:00,41295.7,40200,40000,BANKNIFTY22102740200CE,BANKNIFTY22102740000PE,2022,1081.0,0.2
2022-10-27 15:15:00,2022-11-03 15:15:00,41295.7,41400,41200,BANKNIFTY22110341400CE,BANKNIFTY22110341200PE,2022,425.0,395.0,2022-11-03 15:15:00,2022-11-03 15:15:00,41268.3,41400,41200,BANKNIFTY22110341400CE,BANKNIFTY22110341200PE,2022,0.25,0.55
2022-11-03 15:15:00,2022-11-10 15:15:00,41268.3,41400,41200,BANKNIFTY22111041400CE,BANKNIFTY22111041200PE,2022,395.8,366.85,2022-11-10 15:15:00,2022-11-10 15:15:00,41603.2,41400,41200,BANKNIFTY22111041400CE,BANKNIFTY22111041200PE,2022,200.75,0.15
2022-11-10 15:15:00,2022-11-17 15:15:00,41603.2,41700,41500,BANKNIFTY22111741700CE,BANKNIFTY22111741500PE,2022,351.45,313.7,2022-11-17 15:15:00,2022-11-17 15:15:00,42420.5,41700,41500,BANKNIFTY22111741700CE,BANKNIFTY22111741500PE,2022,761.4,0.2
2022-11-17 15:15:00,2022-11-24 15:15:00,42420.5,42500,42300,BANKNIFTY22112442500CE,BANKNIFTY22112442300PE,2022,340.5,246.35,2022-11-24 15:15:00,2022-11-24 15:15:00,43069.75,42500,42300,BANKNIFTY22112442500CE,BANKNIFTY22112442300PE,2022,557.95,0.2
2022-11-24 15:15:00,2022-12-01 15:15:00,43069.75,43200,43000,BANKNIFTY22120143200CE,BANKNIFTY22120143000PE,2022,208.25,252.3,2022-12-01 15:15:00,2022-12-01 15:15:00,43240.5,43200,43000,BANKNIFTY22120143200CE,BANKNIFTY22120143000PE,2022,59.0,0.75
2022-12-01 15:15:00,2022-12-01 15:15:00,43240.5,43300,43100,,,2022,,,2022-12-01 15:15:00,2022-12-01 15:15:00,43240.5,43300,43100,,,2022,59.0,0.75
