entryDt,relevantExpiryDt,expDateDt,date,time,BANKNIFTY_price,CE_strike,PE_strike,symbolCE,symbolPE,year,CEprice,PEprice,exitDt,relevantExpiryDt,,,BANKNIFTY_price,CE_strike,PE_strike,symbolCE,symbolPE,year,CEprice,PEprice
02-01-2020 15:15,09-01-2020 15:15,02-01-2020,02-01-2020,02-01-2020,32459.95,32600,32400,BANKNIFTY20010932600CE,BANKNIFTY20010932400PE,2020,166.15,165.05,09-01-2020 15:15,09-01-2020 15:15,,,calc,32600,32400,BANKNIFTY20010932600CE,BANKNIFTY20010932400PE,,calc,calc
09-01-2020 15:15,16-01-2020 15:15,09-01-2020,09-01-2020,09-01-2020,32099.7,32200,32000,BANKNIFTY20011632200CE,BANKNIFTY20011632000PE,2020,235.05,261.6,16-01-2020 15:15,,,,,,,,,,,
16-01-2020 15:15,23-01-2020 15:15,16-01-2020,16-01-2020,16-01-2020,31852.4,32000,31800,BANKNIFTY20012332000CE,BANKNIFTY20012331800PE,2020,218.05,214,23-01-2020 15:15,,,,,,,,,,,
23-01-2020 15:15,30-01-2020 15:15,23-01-2020,23-01-2020,23-01-2020,30997.85,31100,30900,BANKNIFTY20013031100CE,BANKNIFTY20013030900PE,2020,260.5,195.9,30-01-2020 15:15,,,,,,,,,,,
30-01-2020 15:15,06-02-2020 15:15,30-01-2020,30-01-2020,30-01-2020,30644.1,30700,30500,BANKNIFTY20020630700CE,BANKNIFTY20020630500PE,2020,473.55,381.25,06-02-2020 15:15,,,,,,,,,,,
06-02-2020 15:15,13-02-2020 15:15,06-02-2020,06-02-2020,06-02-2020,31300.95,31400,31200,BANKNIFTY20021331400CE,BANKNIFTY20021331200PE,2020,225.95,229.8,13-02-2020 15:15,,,,,,,,,,,
13-02-2020 15:15,20-02-2020 15:15,13-02-2020,13-02-2020,13-02-2020,31222.75,31300,31100,BANKNIFTY20022031300CE,BANKNIFTY20022031100PE,2020,215,196.4,20-02-2020 15:15,,,,,,,,,,,
20-02-2020 15:15,27-02-2020 15:15,20-02-2020,20-02-2020,20-02-2020,30959.6,31100,30900,BANKNIFTY20022731100CE,BANKNIFTY20022730900PE,2020,169.9,205.05,27-02-2020 15:15,,,,,,,,,,,
27-02-2020 15:15,05-03-2020 15:15,27-02-2020,27-02-2020,27-02-2020,30190.25,30300,30100,BANKNIFTY20030530300CE,BANKNIFTY20030530100PE,2020,273.55,272.35,05-03-2020 15:15,,,,,,,,,,,
05-03-2020 15:15,12-03-2020 15:15,05-03-2020,05-03-2020,05-03-2020,28818.6,28900,28700,BANKNIFTY20031228900CE,BANKNIFTY20031228700PE,2020,351,363.65,12-03-2020 15:15,,,,,,,,,,,
12-03-2020 15:15,19-03-2020 15:15,12-03-2020,12-03-2020,12-03-2020,23915.55,24000,23800,BANKNIFTY20031924000CE,BANKNIFTY20031923800PE,2020,709.95,,19-03-2020 15:15,,,,,,,,,,,
19-03-2020 15:15,26-03-2020 15:15,19-03-2020,19-03-2020,19-03-2020,20057.35,20200,20000,BANKNIFTY20032620200CE,BANKNIFTY20032620000PE,2020,1043.9,1223.15,26-03-2020 15:15,,,,,,,,,,,
26-03-2020 15:15,01-04-2020 15:15,26-03-2020,26-03-2020,26-03-2020,19600.55,19700,19500,BANKNIFTY20040119700CE,BANKNIFTY20040119500PE,2020,,1360.15,01-04-2020 15:15,,,,,,,,,,,
01-04-2020 15:15,09-04-2020 15:15,01-04-2020,01-04-2020,01-04-2020,18212.85,18300,18100,BANKNIFTY20040918300CE,BANKNIFTY20040918100PE,2020,,720,09-04-2020 15:15,,,,,,,,,,,
09-04-2020 15:15,16-04-2020 15:15,09-04-2020,09-04-2020,09-04-2020,19938.7,20000,19800,BANKNIFTY20041620000CE,BANKNIFTY20041619800PE,2020,598.8,799.45,16-04-2020 15:15,,,,,,,,,,,
16-04-2020 15:15,23-04-2020 15:15,16-04-2020,16-04-2020,16-04-2020,19406.25,19500,19300,BANKNIFTY20042319500CE,BANKNIFTY20042319300PE,2020,579.45,567.35,23-04-2020 15:15,,,,,,,,,,,
23-04-2020 15:15,30-04-2020 15:15,23-04-2020,23-04-2020,23-04-2020,20260.05,20400,20200,BANKNIFTY20043020400CE,BANKNIFTY20043020200PE,2020,493.5,616.95,30-04-2020 15:15,,,,,,,,,,,
30-04-2020 15:15,07-05-2020 15:15,30-04-2020,30-04-2020,30-04-2020,21546.05,21600,21400,BANKNIFTY20050721600CE,BANKNIFTY20050721400PE,2020,419.3,483.05,07-05-2020 15:15,,,,,,,,,,,
07-05-2020 15:15,14-05-2020 15:15,07-05-2020,07-05-2020,07-05-2020,19502.05,19600,19400,BANKNIFTY20051419600CE,BANKNIFTY20051419400PE,2020,537.55,518,14-05-2020 15:15,,,,,,,,,,,
14-05-2020 15:15,21-05-2020 15:15,14-05-2020,14-05-2020,14-05-2020,19047.85,19100,18900,BANKNIFTY20052119100CE,BANKNIFTY20052118900PE,2020,554.35,509.95,21-05-2020 15:15,,,,,,,,,,,
21-05-2020 15:15,28-05-2020 15:15,21-05-2020,21-05-2020,21-05-2020,17738.05,17800,17600,BANKNIFTY20052817800CE,BANKNIFTY20052817600PE,2020,346.55,396.45,28-05-2020 15:15,,,,,,,,,,,
28-05-2020 15:15,04-06-2020 15:15,28-05-2020,28-05-2020,28-05-2020,19155.2,19300,19100,BANKNIFTY20060419300CE,BANKNIFTY20060419100PE,2020,332.25,511.6,04-06-2020 15:15,,,,,,,,,,,
04-06-2020 15:15,11-06-2020 15:15,04-06-2020,04-06-2020,04-06-2020,20392.4,20500,20300,BANKNIFTY20061120500CE,BANKNIFTY20061120300PE,2020,,,11-06-2020 15:15,,,,,,,,,,,
11-06-2020 15:15,18-06-2020 15:15,11-06-2020,11-06-2020,11-06-2020,20508.45,20600,20400,BANKNIFTY20061820600CE,BANKNIFTY20061820400PE,2020,574.15,587.15,18-06-2020 15:15,,,,,,,,,,,
18-06-2020 15:15,25-06-2020 15:15,18-06-2020,18-06-2020,18-06-2020,20926.25,21000,20800,BANKNIFTY20062521000CE,BANKNIFTY20062520800PE,2020,483.8,500.85,25-06-2020 15:15,,,,,,,,,,,
25-06-2020 15:15,02-07-2020 15:15,25-06-2020,25-06-2020,25-06-2020,21509.65,21600,21400,BANKNIFTY20070221600CE,BANKNIFTY20070221400PE,2020,508,564.85,02-07-2020 15:15,,,,,,,,,,,
